cod_ine,fecha,viviendas_turisticas,plazas,plazas_por_vivienda,poblacion,anio_poblacion,poblacion_desfasada,superficie_km2,vut_por_1000_hab,plazas_por_1000_hab,vut_por_km2,estacionalidad_vut,snapshots
08113,2021-02-01,72,252,3.5,78192,2021,False,41.732450036691496,0.9208103130755064,3.2228360957642725,1.725276132522702,0.0273972602739726,2
08114,2021-02-01,9,21,2.33,28667,2021,False,12.781985563588549,0.3139498377925838,0.7325496215160289,0.7041159571982215,0.5714285714285714,2
08121,2021-02-01,139,598,4.3,129120,2021,False,22.43994471600438,1.0765179677819083,4.6313506815365555,6.194311160707267,0.007168458781362007,2
08124,2021-02-01,7,23,3.29,51151,2021,False,10.779396047755878,0.13684971945807511,0.44964907821938965,0.6493870314243908,0.0,2
08125,2021-02-01,13,41,3.15,36794,2021,False,23.463874026556113,0.35331847583845194,1.1143121161058869,0.5540432063898215,0.36363636363636365,2
08163,2021-02-01,273,1442,5.28,27974,2021,False,10.298642556754144,9.759061986129979,51.54786587545578,26.508347920178934,0.02888086642599278,2
08169,2021-02-01,74,194,2.62,65532,2021,False,33.6761767307047,1.1292193127021912,2.960385765732772,2.1973990869494853,0.09929078014184398,2
08172,2021-02-01,64,278,4.34,28523,2021,False,1.9802614385373083,2.2438032465028224,9.746520351996635,32.31896493791884,0.22608695652173913,2
08180,2021-02-01,15,33,2.2,39139,2021,False,4.398413636073775,0.38324944428830576,0.8431487774342727,3.4103204566703025,0.2222222222222222,2
08184,2021-02-01,45,159,3.53,78549,2021,False,32.27496461115019,0.5728908070121834,2.0242141847763815,1.3942695380819605,0.09302325581395349,2
08187,2021-02-01,80,260,3.25,216204,2021,False,37.6330594527353,0.37002090618119926,1.2025679450888975,2.125790492810579,0.11764705882352941,2
08194,2021-02-01,137,719,5.25,37283,2021,False,3.9019804327900434,3.674597001314272,19.284928787919426,35.110375964146115,0.02962962962962963,2
08196,2021-02-01,5,9,1.8,27175,2021,False,5.640248138543259,0.18399264029438822,0.3311867525298988,0.8864858206914599,0.2222222222222222,2
08200,2021-02-01,24,81,3.38,83755,2021,False,22.08113320465157,0.2865500567130321,0.9671064414064832,1.0869007390863528,0.23255813953488372,2
08205,2021-02-01,128,482,3.77,94012,2021,False,48.2974983801746,1.361528315534187,5.127005063183423,2.6502407845732665,0.19742489270386265,2
08211,2021-02-01,13,41,3.15,45463,2021,False,11.97594459513997,0.28594681389261595,0.9018322591997888,1.0855093639357356,0.07407407407407407,2
08217,2021-02-01,22,55,2.5,34130,2021,False,5.614947366722533,0.6445941986522121,1.6114854966305303,3.918113307772907,0.4444444444444444,2
08231,2021-02-01,186,1347,7.24,31525,2021,False,40.88016346052905,5.900079302141158,42.727993655828705,4.5498839597250695,0.036939313984168866,2
08245,2021-02-01,57,131,2.3,119289,2021,False,7.094203259930178,0.4778311495611498,1.0981733437282566,8.034728906338243,0.19230769230769232,2
08252,2021-02-01,14,59,4.21,33016,2021,False,8.21382894791097,0.4240368306275745,1.7870123576447783,1.7044426039040697,0.0,2
08260,2021-02-01,6,22,3.67,26033,2021,False,15.677468543013733,0.2304767026466408,0.845081243037683,0.38271484860824345,0.18181818181818182,2
08263,2021-02-01,11,29,2.64,28115,2021,False,9.276650578353433,0.39125022230126266,1.031477858794238,1.1857728074471092,0.9333333333333333,2
08266,2021-02-01,38,154,4.05,57217,2021,False,30.84995298568694,0.6641382805809463,2.6915077686701503,1.2317684898135948,0.1111111111111111,2
08270,2021-02-01,1239,6287,5.07,30217,2021,False,43.970821504433346,41.00340867723467,208.0616871297614,28.17777693498581,0.040345821325648415,2
08279,2021-02-01,90,302,3.36,223011,2021,False,70.126038619974,0.4035675370273215,1.3541932909139012,1.2834034514301698,0.02197802197802198,2
08298,2021-02-01,44,192,4.36,47319,2021,False,30.87341594863991,0.9298590418225238,4.057566727952831,1.4251743335819103,0.022988505747126436,2
08301,2021-02-01,26,110,4.23,66707,2021,False,20.362954817858597,0.38976419266343865,1.6490023535760865,1.276828448158105,0.16666666666666666,2
08305,2021-02-01,17,60,3.53,39969,2021,False,19.98442187250457,0.4253296304636093,1.501163401636268,0.8506625865114134,0.2564102564102564,2
08307,2021-02-01,202,1014,5.02,67458,2021,False,33.96544825756998,2.994455809540751,15.031575202348128,5.94722020060429,0.02926829268292683,2
09018,2021-02-01,39,160,4.1,33084,2021,False,127.27416436833062,1.1788175553137468,4.836174585902551,0.3064251114400111,0.10810810810810811,2
09059,2021-02-01,203,883,4.35,174051,2021,False,107.06286962262743,1.166324812842213,5.073225663742236,1.8960821871815075,0.08037825059101655,2
09219,2021-02-01,4,17,4.25,35528,2021,False,101.19737477832092,0.11258725512272011,0.47849583427156045,0.039526717059234454,0.6666666666666666,2
10037,2021-02-01,229,912,3.98,95418,2021,False,1750.228935865393,2.3999664633507303,9.55794504181601,0.13084002630020053,0.07563025210084033,2
10148,2021-02-01,51,229,4.49,39558,2021,False,217.93384241353652,1.2892461701804945,5.788968097477122,0.23401597216473544,0.038461538461538464,2
11004,2021-02-01,97,391,4.03,122982,2021,False,87.96390468397297,0.7887333105657739,3.179327055991934,1.1027250364622958,0.030456852791878174,2
11006,2021-02-01,150,805,5.37,30902,2021,False,526.3696011079824,4.854054753737622,26.050093845058573,0.28497086397895566,0.019801980198019802,2
11012,2021-02-01,1328,5657,4.26,114244,2021,False,17.488578716004294,11.624242848639753,49.51682364062883,75.93527304678622,0.10421127765881513,2
11015,2021-02-01,1177,6858,5.83,86306,2021,False,207.05145262626544,13.637522304358908,79.46145111579727,5.6845773602203264,0.08850994721883881,2
11020,2021-02-01,568,2535,4.46,212801,2021,False,1188.6216034863892,2.669160389283885,11.912538004990578,0.4778644425896169,0.06308610400682012,2
11022,2021-02-01,41,171,4.17,63365,2021,False,26.666467616450802,0.6470448986033299,2.6986506746626686,1.537511476574674,0.1978021978021978,2
11027,2021-02-01,715,3921,5.48,89060,2021,False,162.07291494092465,8.028295531102627,44.026498989445315,4.411594622461233,0.0856760374832664,2
11028,2021-02-01,54,229,4.24,41771,2021,False,195.64519045109358,1.292762921644203,5.482272389935601,0.27600985168862946,0.13793103448275862,2
11030,2021-02-01,348,1814,5.21,29326,2021,False,87.79481707648736,11.86660301438996,61.85637318420514,3.9637875171699526,0.03943661971830986,2
11031,2021-02-01,56,228,4.07,94867,2021,False,30.90323462570632,0.5903001043566256,2.4033647105948326,1.812108042354161,0.35294117647058826,2
11032,2021-02-01,382,2024,5.3,69507,2021,False,173.46179142890168,5.495849338915505,29.119369272159638,2.2022140833047588,0.19811320754716982,2
11033,2021-02-01,430,2911,6.77,32178,2021,False,139.73937963578408,13.363167381440736,90.46553545900926,3.07715692685018,0.004662004662004662,2
12009,2021-02-01,15,65,4.33,26878,2021,False,33.17330832911624,0.558077237889724,2.418334697522137,0.45217075882764723,0.125,2
12027,2021-02-01,152,804,5.29,27658,2021,False,47.832778035888566,5.49569744739316,29.06934702436908,3.1777372388021363,0.17964071856287425,2
12032,2021-02-01,64,330,5.16,34903,2021,False,46.84923817569949,1.8336532676274246,9.454774661203908,1.3660841134700998,0.07518796992481203,2
12040,2021-02-01,294,1176,4.0,172589,2021,False,111.32537370308081,1.7034689348683867,6.813875739473547,2.6409073710736966,0.16822429906542055,2
12084,2021-02-01,5,29,5.8,24939,2021,False,108.23446321307046,0.2004891936324632,1.1628373230682867,0.04619600681307021,0.3333333333333333,2
12126,2021-02-01,14,71,5.07,31549,2021,False,67.07880632892814,0.4437541601952518,2.2504675267044916,0.20870973659473746,0.07407407407407407,2
12135,2021-02-01,21,84,4.0,51130,2021,False,55.09826492854854,0.41071777821239974,1.642871112849599,0.38113722868102673,0.04878048780487805,2
12138,2021-02-01,316,1706,5.4,28862,2021,False,95.54182562686435,10.948652207054257,59.10886286466634,3.307451976416363,0.15204678362573099,2
13005,2021-02-01,11,54,4.91,30548,2021,False,666.5030905200434,0.36008904019903104,1.7677098337043342,0.016504049503232126,0.42857142857142855,2
13034,2021-02-01,55,215,3.91,75104,2021,False,285.1475030221933,0.7323178525777588,2.8626970600766937,0.1928826288747803,0.03571428571428571,2
13071,2021-02-01,9,34,3.78,46036,2021,False,225.13388764843663,0.19549917455904076,0.7385524372230429,0.03997621190664185,0.10526315789473684,2
13082,2021-02-01,20,124,6.2,35984,2021,False,242.15413587567798,0.5558025789239662,3.4459759893285904,0.08259202316605489,0.0,2
13087,2021-02-01,12,59,4.92,30218,2021,False,489.25979035334126,0.3971143027334701,1.952478655106228,0.024526846956570154,0.08,2
14021,2021-02-01,1182,5518,4.67,322071,2021,False,1254.611663374517,3.669998230203899,17.132868218498405,0.942124192294519,0.006791171477079796,2
14038,2021-02-01,14,76,5.43,42712,2021,False,351.7573214126619,0.32777673721670725,1.7793594306049823,0.03980016661423228,0.25,2
14056,2021-02-01,12,99,8.25,29767,2021,False,170.85698462170214,0.40313098397554337,3.325830617798233,0.07023417875815519,0.08,2
15002,2021-02-01,96,453,4.72,31993,2021,False,80.09905886846742,3.000656393586097,14.159347357234395,1.1985159545712503,0.04081632653061224,2
15005,2021-02-01,34,171,5.03,32894,2021,False,96.40329988428762,1.0336231531586308,5.198516446768408,0.35268502261654966,0.26666666666666666,2
15019,2021-02-01,72,470,6.53,31414,2021,False,187.55461350467328,2.2919717323486344,14.961482141720252,0.38388818411126946,0.08,2
15030,2021-02-01,474,1986,4.19,245468,2021,False,38.70969291705578,1.9310052634151906,8.090667622663647,12.244995097627138,0.20624408703878902,2
15031,2021-02-01,31,130,4.19,30758,2021,False,61.35075702660073,1.0078678717731973,4.22654268808115,0.5052912384855965,0.03278688524590164,2
15036,2021-02-01,124,573,4.62,64785,2021,False,83.33747474600344,1.9140233078644748,8.844639962954387,1.487926054610223,0.15613382899628253,2
15054,2021-02-01,18,95,5.28,38913,2021,False,67.10556328643516,0.4625703492406137,2.441343509881017,0.26823409443965657,0.0,2
15058,2021-02-01,145,701,4.83,36922,2021,False,44.030416985155505,3.927197876604734,18.98597042413737,3.2931779875917497,0.06666666666666667,2
15073,2021-02-01,173,921,5.32,26839,2021,False,67.98010771487695,6.445843734863445,34.31573456537129,2.5448621047439177,0.2210796915167095,2
15078,2021-02-01,658,2916,4.43,97858,2021,False,220.00434918819695,6.724028694639171,29.798279139160826,2.9908499646847035,0.0604274134119381,2
16078,2021-02-01,245,1211,4.94,53988,2021,False,893.3720796929089,4.538045491590724,22.430910572719863,0.27424183670953456,0.14393939393939395,2
17023,2021-02-01,539,3163,5.87,40274,2021,False,17.775401457161315,13.383324229031137,78.5370214033868,30.32280318950821,0.1054481546572935,2
17066,2021-02-01,128,593,4.63,47043,2021,False,18.990923987219094,2.720914907637693,12.605488595540251,6.7400617308638635,0.08239700374531835,2
17079,2021-02-01,410,1756,4.28,101932,2021,False,38.87267925227533,4.02228936938351,17.22717105521328,10.547253440885516,0.04062126642771804,2
17095,2021-02-01,1831,11844,6.47,38402,2021,False,48.38158377153675,47.67980834331545,308.42143638352167,37.8449785489906,0.11673952172795063,2
17114,2021-02-01,90,440,4.89,36299,2021,False,29.0529318160317,2.479407146202375,12.121546048100498,3.097794073585961,0.0,2
17155,2021-02-01,13,35,2.69,32230,2021,False,6.61439031605192,0.4033509152963078,1.085944771951598,1.9654116825327603,0.16666666666666666,2
18017,2021-02-01,972,5224,5.37,25890,2021,False,83.36430861445612,37.54345307068366,201.7767477790653,11.659666062790887,0.07619990103908957,2
18087,2021-02-01,2082,9378,4.5,231775,2021,False,88.06810222631897,8.982849746521412,40.46165462193938,23.640795558982745,0.029808374733853796,2
18140,2021-02-01,134,713,5.32,58545,2021,False,103.1693208694252,2.2888376462550175,12.178665983431548,1.2988357282064036,0.014814814814814815,2
19046,2021-02-01,9,17,1.89,35236,2021,False,19.747927024481978,0.25542059257577476,0.4824611193097968,0.4557440377839398,0.0,2
19130,2021-02-01,35,175,5.0,87064,2021,False,235.48643023206682,0.40200312413856476,2.0100156206928235,0.14862852167536045,0.15384615384615385,2
20030,2021-02-01,6,21,3.5,27467,2021,False,24.774470422362302,0.2184439509229257,0.7645538282302399,0.24218479336632723,0.4,2
20045,2021-02-01,43,166,3.86,62933,2021,False,41.77424473237312,0.6832663308598033,2.637725835412264,1.0293423681380642,0.022988505747126436,2
20067,2021-02-01,16,51,3.19,39219,2021,False,32.2568931978472,0.40796552691297583,1.3003901170351104,0.49601801084389086,0.06060606060606061,2
20069,2021-02-01,1218,5120,4.2,188102,2021,False,61.10925737090948,6.475210258264133,27.219274648860726,19.931513692061625,0.10058479532163743,2
21041,2021-02-01,83,297,3.58,142538,2021,False,153.19323611268925,0.5823008601215115,2.0836548850131194,0.5417993777410971,0.1452513966480447,2
21044,2021-02-01,154,871,5.66,28293,2021,False,129.35289572736946,5.443042448662213,30.784999823277843,1.1905415733759683,0.11042944785276074,2
22125,2021-02-01,36,154,4.28,53429,2021,False,161.0424945687488,0.6737913867001066,2.8823298208837898,0.22354348208777688,0.11764705882352941,2
23005,2021-02-01,12,47,3.92,36212,2021,False,963.5995933157217,0.3313818623660665,1.2979122942670938,0.012453305380410451,0.4,2
23050,2021-02-01,68,294,4.32,111932,2021,False,424.2280625332185,0.6075117035342886,2.6265947182217775,0.1602911405576225,0.08450704225352113,2
23055,2021-02-01,15,63,4.2,56525,2021,False,196.70338680611667,0.26536930561698363,1.1145510835913313,0.07625694830961376,0.3333333333333333,2
23092,2021-02-01,62,299,4.82,34208,2021,False,402.60731857463594,1.8124415341440598,8.74064546304958,0.15399620707219297,0.1897810218978102,2
24089,2021-02-01,349,1665,4.77,122051,2021,False,39.03524491986004,2.8594603895093034,13.64183824794553,8.940638151918924,0.055710306406685235,2
24115,2021-02-01,98,415,4.23,63747,2021,False,283.1683948160912,1.537327246772397,6.510110279699437,0.3460838207726108,0.18518518518518517,2
24142,2021-02-01,14,89,6.36,30160,2021,False,64.84406092208579,0.46419098143236076,2.9509283819628647,0.21590257921726833,0.13333333333333333,2
25120,2021-02-01,82,341,4.16,140080,2021,False,212.190352396677,0.5853797829811537,2.4343232438606512,0.3864454678255398,0.05,2
26089,2021-02-01,386,2013,5.22,150808,2021,False,78.97390226635804,2.559545912683677,13.34809824412498,4.88769060313272,0.023047375160051217,2
27028,2021-02-01,143,679,4.75,97613,2021,False,329.7855277491854,1.4649688053845287,6.9560406913013635,0.43361514671667767,0.15483870967741936,2
28005,2021-02-01,178,662,3.72,195982,2021,False,88.19635022905486,0.9082466757151167,3.377861232153973,2.018224104939898,0.05994550408719346,2
28006,2021-02-01,81,254,3.14,116589,2021,False,45.25323055056583,0.6947482180994776,2.178593177744041,1.7899274596427062,0.08284023668639054,2
28007,2021-02-01,50,118,2.36,170817,2021,False,33.595845866695306,0.2927109128482528,0.6907977543218766,1.4882792413798602,0.0,2
28013,2021-02-01,50,184,3.68,59833,2021,False,189.09419769339877,0.8356592515835742,3.0752260458275535,0.26441847825003617,0.09523809523809523,2
28014,2021-02-01,15,40,2.67,56386,2021,False,80.32307000521348,0.26602348100592343,0.7093959493491292,0.18674585021496817,0.06896551724137931,2
28022,2021-02-01,23,120,5.22,59052,2021,False,47.49456366812319,0.38948723159249476,2.03210729526519,0.484265950114136,0.08333333333333333,2
28045,2021-02-01,23,75,3.26,52480,2021,False,182.97168677167875,0.4382621951219512,1.4291158536585367,0.1257025084361853,0.3,2
28047,2021-02-01,21,86,4.1,63825,2021,False,25.220689346236565,0.3290246768507638,1.3474343909126518,0.8326497230787874,0.4727272727272727,2
28049,2021-02-01,55,156,2.84,81273,2021,False,12.030469495091412,0.6767315098495196,1.919456646118637,4.571725153572827,0.07547169811320754,2
28058,2021-02-01,24,44,1.83,192233,2021,False,39.28092598236769,0.1248484911539642,0.22888890044893437,0.6109835600813751,0.18181818181818182,2
28061,2021-02-01,37,130,3.51,34712,2021,False,65.22276895795103,1.0659138050241992,3.745102558193132,0.5672865563842255,0.0,2
28065,2021-02-01,100,218,2.18,183095,2021,False,78.64040066379873,0.5461645593817417,1.190638739452197,1.2716110187118355,0.020202020202020204,2
28074,2021-02-01,61,115,1.89,187762,2021,False,43.26327324941759,0.3248793685623289,0.6124774981093086,1.4099719096224692,0.07874015748031496,2
28079,2021-02-01,15203,51540,3.39,3305408,2021,False,604.4454014081829,4.599432203225744,15.592628807094313,25.151982237901734,0.03459466693432366,2
28080,2021-02-01,35,108,3.09,72034,2021,False,38.49284556215564,0.48588166699058777,1.499292000999528,0.9092598764485824,0.028169014084507043,2
28092,2021-02-01,67,168,2.51,209639,2021,False,44.89355341027856,0.3195970215465634,0.8013776062660096,1.492419176261064,0.057971014492753624,2
28096,2021-02-01,9,46,5.11,30695,2021,False,100.9054350000232,0.2932073627626649,1.498615409675843,0.0891924206064612,0.10526315789473684,2
28106,2021-02-01,27,53,1.96,131689,2021,False,24.9911039794954,0.2050285141507643,0.4024633796292781,1.0803844448869826,0.03636363636363636,2
28113,2021-02-01,25,70,2.8,53537,2021,False,62.02407616092121,0.4669667706446009,1.3075069578048826,0.4030692845007091,0.14814814814814814,2
28115,2021-02-01,80,258,3.23,87134,2021,False,43.093536003776826,0.9181261046204696,2.9609566874010147,1.8564269126810249,0.0915032679738562,2
28123,2021-02-01,64,211,3.3,92925,2021,False,67.93427787116386,0.6887274683884853,2.2706483723432878,0.9420869994581359,0.20689655172413793,2
28127,2021-02-01,57,224,3.93,94862,2021,False,58.34336323530397,0.6008728468722987,2.361324871919209,0.9769748749333139,0.1,2
28130,2021-02-01,15,43,2.87,39313,2021,False,38.8709361947423,0.3815531757942665,1.0937857706102307,0.38589242936806106,0.0,2
28134,2021-02-01,71,207,2.92,90962,2021,False,59.252547461907966,0.7805457223895693,2.2756755568259273,1.1982607169024115,0.04316546762589928,2
28148,2021-02-01,57,114,2.0,132771,2021,False,32.3943968054885,0.4293106175294304,0.8586212350588608,1.759563554841146,0.07272727272727272,2
28161,2021-02-01,19,34,1.79,77587,2021,False,64.19381996872015,0.24488638560583603,0.438217742663075,0.29597864730994616,0.23529411764705882,2
28181,2021-02-01,48,227,4.73,28030,2021,False,68.23062282097348,1.712450945415626,8.098465929361398,0.7034964362841084,0.021052631578947368,2
28903,2021-02-01,23,55,2.39,48751,2021,False,37.98678411025635,0.4717851941498636,1.1281819860105433,0.6054737335290789,0.09090909090909091,2
29007,2021-02-01,197,1324,6.72,41868,2021,False,82.70005701977874,4.70526416356167,31.623196713480464,2.3821023479208123,0.059113300492610835,2
29015,2021-02-01,116,638,5.5,41348,2021,False,748.034460186509,2.8054561284705426,15.430008706587985,0.15507306972338877,0.02553191489361702,2
29025,2021-02-01,2780,13318,4.79,70204,2021,False,26.91002519817204,39.598883254515414,189.704290353826,103.3072239630917,0.03290288342473023,2
29051,2021-02-01,2424,12799,5.28,71925,2021,False,137.37416612534705,33.70177267987487,177.94925269377825,17.6452390458059,0.012035692052293007,2
29054,2021-02-01,1696,8183,4.82,82585,2021,False,10.308720975216463,20.536417024883452,99.08579039777199,164.5208948886491,0.05057471264367816,2
29067,2021-02-01,4932,21680,4.4,577405,2021,False,395.5466575216349,8.541664862618093,37.547302153601024,12.468819812313136,0.024434207891047468,2
29069,2021-02-01,5871,35381,6.03,147958,2021,False,117.15389747722887,39.6801795104016,239.12867165006284,50.11356964151485,0.014410705095213588,2
29070,2021-02-01,3210,17499,5.45,86744,2021,False,148.72761310407674,37.00544129853362,201.73153186387532,21.583080189377498,0.04817355240070187,2
29082,2021-02-01,468,2515,5.37,49790,2021,False,28.159487379609846,9.399477806788513,50.51215103434424,16.619620722885625,0.062111801242236024,2
29084,2021-02-01,409,2016,4.93,33624,2021,False,398.047629444676,12.163930525814894,59.95717344753747,1.0275152261818614,0.09545983701979045,2
29094,2021-02-01,705,3736,5.3,82967,2021,False,157.92016737298204,8.497354369809683,45.02995166753046,4.464280982775958,0.04573804573804574,2
29901,2021-02-01,1844,7777,4.22,68056,2021,False,19.912411469175286,27.095333254966498,114.2735394381098,92.60555924401923,0.03254201120298746,2
30003,2021-02-01,296,1569,5.3,35956,2021,False,251.86776966007102,8.232283902547557,43.63666703749026,1.175219840154583,0.1056,2
30005,2021-02-01,9,58,6.44,42559,2021,False,16.24432776408863,0.21147113419018304,1.3628139758922908,0.5540395472625417,0.11764705882352941,2
30015,2021-02-01,40,203,5.08,25611,2021,False,860.2010195149743,1.561828901643825,7.926281675842412,0.04650075865122093,0.0,2
30016,2021-02-01,1392,7456,5.36,216365,2021,False,560.1863921128324,6.433572897649805,34.4602870149978,2.484887208255541,0.034344172451589335,2
30019,2021-02-01,2,18,9.0,35301,2021,False,366.25398259891216,0.056655618820996574,0.5099005693889691,0.005460691473736729,0.4,2
30022,2021-02-01,24,182,7.58,26234,2021,False,969.6648582397082,0.9148433330792102,6.937561942517344,0.024750819621914177,0.5263157894736842,2
30024,2021-02-01,65,355,5.46,96238,2021,False,1675.2725772870801,0.6754088821463455,3.688771587106964,0.03879965617610739,0.06349206349206349,2
30026,2021-02-01,448,2447,5.46,32988,2021,False,318.17361799887544,13.580696010670547,74.17848914756881,1.4080362879161887,0.09968186638388123,2
30027,2021-02-01,40,146,3.65,73498,2021,False,169.36949943008784,0.5442324961223435,1.9864486108465536,0.23617003140822976,0.07228915662650602,2
30030,2021-02-01,786,3428,4.36,460349,2021,False,885.1148801153707,1.7074002550239058,7.44652426745795,0.8880203210430135,0.013897662665824383,2
30035,2021-02-01,859,4611,5.37,33645,2021,False,75.36521399819732,25.531282508545104,137.04859563085154,11.397831365814826,0.09428729894620078,2
30037,2021-02-01,530,2616,4.94,37299,2021,False,189.60685348861423,14.20949623314298,70.13592857717364,2.7952576093554873,0.08456243854473942,2
30039,2021-02-01,11,66,6.0,32316,2021,False,287.2844923210319,0.34038866196311424,2.0423319717786854,0.03828957111861028,0.0,2
30043,2021-02-01,21,105,5.0,35083,2021,False,605.2811228267215,0.598580509078471,2.9929025453923552,0.03469462239616522,0.04878048780487805,2
31201,2021-02-01,403,1548,3.84,203081,2021,False,25.0906361699948,1.9844298580369408,7.622574243774651,16.061768911301524,0.015,2
31232,2021-02-01,77,372,4.83,37008,2021,False,215.05551811343304,2.08063121487246,10.051880674448768,0.3580470786124429,0.24817518248175183,2
32054,2021-02-01,175,743,4.25,104596,2021,False,84.77150756514261,1.6731041340013002,7.103522123216949,2.064372865676847,0.09782608695652174,2
33004,2021-02-01,71,315,4.44,76874,2021,False,26.723387498938525,0.9235892499414626,4.097614277909306,2.6568487996823076,0.1910828025477707,2
33024,2021-02-01,755,3393,4.49,268896,2021,False,183.94398938010136,2.8077769844103297,12.618261335237415,4.1045103052531395,0.22457378012933568,2
33031,2021-02-01,11,53,4.82,38683,2021,False,83.58195771833634,0.2843626399193444,1.3701109014295685,0.13160735044121613,0.37037037037037035,2
33037,2021-02-01,19,79,4.16,37026,2021,False,146.05480818404158,0.5131529195700318,2.133635823475396,0.13008815140175578,0.19047619047619047,2
33044,2021-02-01,491,1971,4.01,217552,2021,False,186.09970875552878,2.2569316761050233,9.059902919761711,2.638370598661203,0.09874152952565343,2
33066,2021-02-01,42,242,5.76,51608,2021,False,210.9703932700329,0.8138273135947915,4.689195473569989,0.19908006687100324,0.17391304347826086,2
34120,2021-02-01,25,101,4.04,77090,2021,False,95.2090334374342,0.32429627707873915,1.3101569593981062,0.26258012603844505,0.14814814814814814,2
35002,2021-02-01,227,980,4.32,32105,2021,False,78.90381758303246,7.070549758604579,30.524840367543995,2.8769203690445297,0.04504504504504504,2
35004,2021-02-01,370,1424,3.85,64497,2021,False,24.275375951573867,5.736700931826286,22.07854628897468,15.241782485185835,0.08538163001293661,2
35006,2021-02-01,110,531,4.83,38535,2021,False,32.838740581246334,2.8545478136758793,13.779680809653561,3.3497021521836072,0.01834862385321101,2
35011,2021-02-01,77,397,5.16,31887,2021,False,39.08813171205708,2.414777181923668,12.450214821086963,1.9699074022575676,0.08695652173913043,2
35014,2021-02-01,2662,11694,4.39,27768,2021,False,355.33432293955934,95.86574474214923,421.1322385479689,7.491536359274793,0.08074981975486661,2
35016,2021-02-01,2101,7484,3.56,378675,2021,False,103.31594128423843,5.548293391430646,19.763649567571136,20.33568076604769,0.03231093420744556,2
35017,2021-02-01,349,1529,4.38,41786,2021,False,290.77119647432806,8.35207964389987,36.59120279519456,1.2002564360972148,0.011396011396011397,2
35019,2021-02-01,3166,13421,4.24,53066,2021,False,332.4190515221291,59.66155353710474,252.91146873704443,9.52412319782231,0.012394724296837757,2
35022,2021-02-01,317,1222,3.85,73573,2021,False,62.52833889253889,4.308645834749161,16.609353974963643,5.069701284481517,0.024922118380062305,2
35026,2021-02-01,345,1472,4.27,102769,2021,False,100.3307946607958,3.3570434664149693,14.32338545670387,3.438625211395924,0.0,2
36008,2021-02-01,223,1149,5.15,26708,2021,False,37.83702338579935,8.349558184813539,43.0208177325146,5.8936982892711995,0.23015873015873015,2
36026,2021-02-01,88,507,5.76,24248,2021,False,36.37696565972516,3.629165291982844,20.908940943582977,2.4191132603847,0.2222222222222222,2
36038,2021-02-01,257,1174,4.57,83114,2021,False,118.46813929499919,3.0921385085545157,14.12517746709339,2.1693596398947457,0.1708185053380783,2
36045,2021-02-01,57,312,5.47,29192,2021,False,52.03274131636527,1.9525897506166072,10.68785968758564,1.0954640973734828,0.176,2
36057,2021-02-01,693,2766,3.99,293837,2021,False,109.57695300650181,2.358450433403554,9.413382249342323,6.324322596913974,0.13709677419354838,2
36060,2021-02-01,174,935,5.37,37545,2021,False,44.013025565903654,4.63443867359169,24.903449194300173,3.9533751148159113,0.233502538071066,2
37274,2021-02-01,719,2711,3.77,143269,2021,False,39.559623914916926,5.018531573473675,18.922446586491144,18.175096951032526,0.009688581314878892,2
38001,2021-02-01,3148,15270,4.85,48733,2021,False,105.95221973659004,64.59688506761333,313.34003652555765,29.71150588280554,0.07048728164266013,2
38006,2021-02-01,3156,12930,4.1,82563,2021,False,81.59850599660047,38.22535518331456,156.60768140692562,38.677178723486485,0.08029197080291971,2
38011,2021-02-01,239,982,4.11,28463,2021,False,49.48045473566556,8.396866106875592,34.500931033271264,4.830190047298182,0.0737527114967462,2
38017,2021-02-01,927,3928,4.24,51850,2021,False,162.50377551068163,17.878495660559306,75.7569913211186,5.704482847163553,0.042238648363252376,2
38023,2021-02-01,532,1912,3.59,158010,2021,False,102.45221590403992,3.3668755142079614,12.100499968356432,5.192664651570723,0.09147982062780269,2
38026,2021-02-01,256,1190,4.65,42219,2021,False,206.88742760969254,6.063620644733414,28.186361590752977,1.2373879019993508,0.04206500956022945,2
38028,2021-02-01,815,2827,3.47,30179,2021,False,8.825880302507718,27.005533649226283,93.67440935750025,92.34206357505575,0.03850782190132371,2
38031,2021-02-01,214,775,3.62,36824,2021,False,56.468103186329174,5.811427330002172,21.046056919400392,3.7897501053622964,0.03218390804597701,2
38038,2021-02-01,724,2706,3.74,208563,2021,False,150.44014081154415,3.471373158230367,12.974496914601344,4.812545349229315,0.05245460659045057,2
39016,2021-02-01,64,291,4.55,30497,2021,False,36.98368548026616,2.098567072171033,9.541922156277666,1.7304927610351128,0.17142857142857143,2
39020,2021-02-01,178,813,4.57,32975,2021,False,96.05280368231286,5.398028809704321,24.655041698256255,1.8531473645342107,0.22,2
39075,2021-02-01,856,3519,4.11,172221,2021,False,36.08291435637183,4.970357854152513,20.433048234535857,23.72313919950427,0.20920502092050208,2
39087,2021-02-01,59,257,4.36,51237,2021,False,35.532845968184766,1.1515116029431856,5.015906473837266,1.6604355320377981,0.3611111111111111,2
40194,2021-02-01,127,590,4.65,51258,2021,False,163.59381844885044,2.4776620234890165,11.510398376838737,0.7763129512115892,0.09053497942386832,2
41004,2021-02-01,44,240,5.45,75546,2021,False,285.76482852191424,0.5824266010113044,3.1768723691525693,0.15397276224504236,0.0,2
