cod_ine,fecha,vut_por_1000_hab,vut_por_km2,percentil_vut_por_1000_hab,percentil_vut_por_km2,score_presion_turistica,metodo,version_metodologia
08077,2020-08-01,1.4209968186638389,14.795356052075205,49.18032786885246,84.91803278688525,67.04918032786885,media_percentiles_50_50,1.0
08089,2020-08-01,2.167583993879763,3.317399811094444,57.049180327868854,67.21311475409836,62.131147540983605,media_percentiles_50_50,1.0
08096,2020-08-01,0.3684775469007834,1.541327935660853,15.081967213114755,49.83606557377049,32.459016393442624,media_percentiles_50_50,1.0
08101,2020-08-01,3.4189366772835603,67.70359023022696,66.22950819672131,97.04918032786885,81.63934426229508,media_percentiles_50_50,1.0
08102,2020-08-01,0.4418045260419223,2.194118904350095,20.0,55.73770491803279,37.868852459016395,media_percentiles_50_50,1.0
08113,2020-08-01,0.9457473320978976,1.7732004695372217,42.950819672131146,51.14754098360656,47.049180327868854,media_percentiles_50_50,1.0
08114,2020-08-01,0.2085360767412762,0.4694106381321477,4.918032786885246,28.852459016393443,16.885245901639344,media_percentiles_50_50,1.0
08121,2020-08-01,1.210849831483638,6.996452174324036,46.22950819672131,77.70491803278688,61.967213114754095,media_percentiles_50_50,1.0
08124,2020-08-01,0.0581395348837209,0.2783087277533103,0.6557377049180327,20.0,10.327868852459016,media_percentiles_50_50,1.0
08125,2020-08-01,0.3260603755128658,0.5114244982059891,13.114754098360656,30.16393442622951,21.639344262295083,media_percentiles_50_50,1.0
08163,2020-08-01,11.149228130360203,30.295254765918784,84.91803278688525,91.80327868852459,88.36065573770492,media_percentiles_50_50,1.0
08169,2020-08-01,1.3764624913971095,2.6725124030466714,48.52459016393443,61.967213114754095,55.24590163934426,media_percentiles_50_50,1.0
08172,2020-08-01,2.418422067225124,34.84388407369376,59.67213114754098,93.11475409836065,76.39344262295081,media_percentiles_50_50,1.0
08180,2020-08-01,0.3318104086372802,2.9556110624475953,13.442622950819672,63.9344262295082,38.68852459016394,media_percentiles_50_50,1.0
08184,2020-08-01,0.5216882340217073,1.2703344680302309,26.557377049180328,44.26229508196721,35.40983606557377,media_percentiles_50_50,1.0
08187,2020-08-01,0.4849436541658969,2.790100021813885,23.60655737704918,63.278688524590166,43.442622950819676,media_percentiles_50_50,1.0
08194,2020-08-01,4.219296605869629,40.49225841120501,69.8360655737705,94.09836065573771,81.9672131147541,media_percentiles_50_50,1.0
08196,2020-08-01,0.2901810003989988,1.4183773131063355,10.819672131147541,47.540983606557376,29.18032786885246,media_percentiles_50_50,1.0
08200,2020-08-01,0.272189349112426,1.041613208291088,8.852459016393443,39.01639344262295,23.934426229508198,media_percentiles_50_50,1.0
08205,2020-08-01,1.6455682588166969,3.1678659378102325,51.80327868852459,66.22950819672131,59.016393442622956,media_percentiles_50_50,1.0
08211,2020-08-01,0.2419337101634152,0.918507923330238,6.885245901639344,35.73770491803279,21.311475409836067,media_percentiles_50_50,1.0
08217,2020-08-01,0.7587474830011381,4.630497545549799,38.032786885245905,71.80327868852459,54.91803278688525,media_percentiles_50_50,1.0
08231,2020-08-01,6.364308443958729,4.843424860352493,76.39344262295081,72.78688524590164,74.59016393442623,media_percentiles_50_50,1.0
08245,2020-08-01,0.4898582732080735,8.31664921884134,24.59016393442623,79.67213114754098,52.131147540983605,media_percentiles_50_50,1.0
08252,2020-08-01,0.3599928001439971,1.4609508033463454,14.098360655737705,48.19672131147541,31.147540983606557,media_percentiles_50_50,1.0
08260,2020-08-01,0.2307781068502634,0.3827148486082434,5.901639344262295,26.229508196721312,16.065573770491802,media_percentiles_50_50,1.0
08263,2020-08-01,0.3891325880854677,1.1857728074471092,17.049180327868854,42.950819672131146,30.0,media_percentiles_50_50,1.0
08266,2020-08-01,0.7432374038544638,1.3938432911048573,36.721311475409834,46.22950819672131,41.47540983606557,media_percentiles_50_50,1.0
08270,2020-08-01,46.49274185361893,31.247994760831723,97.37704918032787,92.45901639344262,94.91803278688525,media_percentiles_50_50,1.0
08279,2020-08-01,0.4382297307570195,1.3974837582239623,19.672131147540984,46.557377049180324,33.114754098360656,media_percentiles_50_50,1.0
08298,2020-08-01,0.7558261599832039,1.1660517274761084,37.377049180327866,41.967213114754095,39.67213114754098,media_percentiles_50_50,1.0
08301,2020-08-01,0.4910933523818027,1.620589953431441,24.918032786885245,50.49180327868852,37.704918032786885,media_percentiles_50_50,1.0
08305,2020-08-01,0.4482741445435075,0.9007015621885553,21.311475409836067,35.40983606557377,28.360655737704917,media_percentiles_50_50,1.0
08307,2020-08-01,3.4990329676819276,6.977679146253549,67.21311475409836,77.37704918032787,72.29508196721312,media_percentiles_50_50,1.0
09018,2020-08-01,1.3860849127670474,0.3614244904164234,48.85245901639344,24.918032786885245,36.885245901639344,media_percentiles_50_50,1.0
09059,2020-08-01,1.241369928238615,2.045527088634237,46.557377049180324,54.42622950819672,50.49180327868852,media_percentiles_50_50,1.0
09219,2020-08-01,0.0559284116331096,0.0197633585296172,0.32786885245901637,2.9508196721311477,1.639344262295082,media_percentiles_50_50,1.0
10037,2020-08-01,2.462209755337385,0.1354108569133079,60.0,12.131147540983607,36.0655737704918,media_percentiles_50_50,1.0
10148,2020-08-01,1.354741595584546,0.2477816175861904,47.868852459016395,18.360655737704917,33.114754098360656,media_percentiles_50_50,1.0
11004,2020-08-01,0.7312436016184858,1.023146941047491,36.0655737704918,37.377049180327866,36.721311475409834,media_percentiles_50_50,1.0
11006,2020-08-01,5.4513595950418585,0.3191673676564303,73.77049180327869,22.62295081967213,48.19672131147541,media_percentiles_50_50,1.0
11012,2020-08-01,13.14113947626019,86.74232621383636,86.55737704918033,97.70491803278688,92.1311475409836,media_percentiles_50_50,1.0
11015,2020-08-01,15.337639459776865,6.307610902674381,88.19672131147541,76.06557377049181,82.13114754098362,media_percentiles_50_50,1.0
11020,2020-08-01,3.1768377091105324,0.5695673021710751,64.26229508196721,31.80327868852459,48.0327868852459,media_percentiles_50_50,1.0
11022,2020-08-01,0.7229294358007229,1.7250128761569512,35.40983606557377,50.81967213114754,43.114754098360656,media_percentiles_50_50,1.0
11027,2020-08-01,9.19923790627149,5.034770925773938,82.29508196721312,73.44262295081967,77.8688524590164,media_percentiles_50_50,1.0
11028,2020-08-01,1.5347721822541966,0.3271227871865237,50.16393442622951,23.278688524590162,36.721311475409834,media_percentiles_50_50,1.0
11030,2020-08-01,13.04555699747285,4.351054113675063,86.22950819672131,70.81967213114754,78.52459016393442,media_percentiles_50_50,1.0
11031,2020-08-01,0.7578867590867464,2.3298531973124925,37.704918032786885,58.36065573770492,48.0327868852459,media_percentiles_50_50,1.0
11032,2020-08-01,6.430171230402427,2.565406458300046,76.72131147540983,60.0,68.36065573770492,media_percentiles_50_50,1.0
11033,2020-08-01,13.62009439042159,3.07715692685018,87.21311475409836,65.24590163934427,76.22950819672131,media_percentiles_50_50,1.0
12009,2020-08-01,0.5235210530252038,0.4220260415724707,26.885245901639344,28.524590163934427,27.704918032786885,media_percentiles_50_50,1.0
12027,2020-08-01,6.432043270109272,3.6794852238761577,77.04918032786885,68.85245901639344,72.95081967213115,media_percentiles_50_50,1.0
12032,2020-08-01,2.025562022138537,1.515499563380892,55.08196721311475,49.18032786885246,52.131147540983605,media_percentiles_50_50,1.0
12040,2020-08-01,2.065831152733783,3.233764127845343,55.73770491803279,66.88524590163935,61.31147540983607,media_percentiles_50_50,1.0
12084,2020-08-01,0.200160128102482,0.0461960068130702,4.262295081967213,6.885245901639344,5.573770491803279,media_percentiles_50_50,1.0
12126,2020-08-01,0.4419052428900603,0.2087097365947374,20.327868852459016,16.721311475409838,18.524590163934427,media_percentiles_50_50,1.0
12135,2020-08-01,0.3704209151346188,0.3448384449971194,15.737704918032787,23.934426229508198,19.83606557377049,media_percentiles_50_50,1.0
12138,2020-08-01,13.04061318627961,3.9354491871283304,85.90163934426229,69.8360655737705,77.8688524590164,media_percentiles_50_50,1.0
13005,2020-08-01,0.3900409543002015,0.0180044176398895,17.37704918032787,1.9672131147540983,9.672131147540984,media_percentiles_50_50,1.0
13034,2020-08-01,0.8211485484212757,0.2174313270952068,39.67213114754098,17.37704918032787,28.524590163934427,media_percentiles_50_50,1.0
13071,2020-08-01,0.1501920312399425,0.0310926092607214,3.278688524590164,5.245901639344262,4.262295081967213,media_percentiles_50_50,1.0
13082,2020-08-01,0.387082503870825,0.0578144162162384,16.721311475409838,8.524590163934427,12.622950819672132,media_percentiles_50_50,1.0
13087,2020-08-01,0.4627793203755123,0.0286146547826651,22.62295081967213,4.262295081967213,13.442622950819672,media_percentiles_50_50,1.0
14021,2020-08-01,4.183548593879873,1.0871890002451134,69.50819672131148,40.0,54.75409836065574,media_percentiles_50_50,1.0
14038,2020-08-01,0.4680223714693562,0.0568573808774746,22.950819672131146,8.19672131147541,15.573770491803277,media_percentiles_50_50,1.0
14056,2020-08-01,0.300571085061617,0.0526756340686163,12.131147540983607,7.213114754098361,9.672131147540984,media_percentiles_50_50,1.0
15002,2020-08-01,2.554198853725393,1.0237323778629428,60.65573770491803,37.704918032786885,49.18032786885246,media_percentiles_50_50,1.0
15005,2020-08-01,1.0690940191826013,0.3630581115170364,44.91803278688525,25.24590163934426,35.08196721311475,media_percentiles_50_50,1.0
15019,2020-08-01,2.099971364026854,0.351897502101997,56.0655737704918,24.262295081967213,40.16393442622951,media_percentiles_50_50,1.0
15030,2020-08-01,2.2455210739729567,14.363327582870651,58.36065573770492,84.59016393442623,71.47540983606558,media_percentiles_50_50,1.0
15031,2020-08-01,0.945087176144696,0.4726918037445903,42.622950819672134,29.18032786885246,35.90163934426229,media_percentiles_50_50,1.0
15036,2020-08-01,2.043929225137279,1.607920091272338,55.40983606557377,50.16393442622951,52.786885245901644,media_percentiles_50_50,1.0
15054,2020-08-01,0.5376894715280622,0.312939776846266,28.524590163934427,21.9672131147541,25.24590163934426,media_percentiles_50_50,1.0
15058,2020-08-01,4.297366836371599,3.5657168555303773,70.1639344262295,68.52459016393442,69.34426229508196,media_percentiles_50_50,1.0
15073,2020-08-01,6.853396901072705,2.7066741460860166,78.36065573770492,62.622950819672134,70.49180327868852,media_percentiles_50_50,1.0
15078,2020-08-01,7.756929114545008,3.4499317981697413,79.67213114754098,67.8688524590164,73.77049180327869,media_percentiles_50_50,1.0
16078,2020-08-01,4.6685340802987865,0.2854353810650257,71.14754098360656,20.983606557377048,46.0655737704918,media_percentiles_50_50,1.0
17023,2020-08-01,15.508342937315229,34.82340477607715,88.52459016393442,92.78688524590164,90.65573770491804,media_percentiles_50_50,1.0
17066,2020-08-01,2.667513496348047,6.634748266319116,62.295081967213115,76.39344262295081,69.34426229508196,media_percentiles_50_50,1.0
17079,2020-08-01,4.575839952016562,12.16792896960695,70.81967213114754,82.62295081967213,76.72131147540983,media_percentiles_50_50,1.0
17095,2020-08-01,51.54902913863235,41.64807852332936,97.70491803278688,94.75409836065573,96.2295081967213,media_percentiles_50_50,1.0
17114,2020-08-01,2.3938094973000057,2.9601143369821403,59.34426229508197,64.26229508196721,61.803278688524586,media_percentiles_50_50,1.0
17155,2020-08-01,0.4045055697305371,1.9654116825327603,18.688524590163933,53.77049180327869,36.22950819672131,media_percentiles_50_50,1.0
18017,2020-08-01,40.96116018050681,12.73926477230856,95.08196721311475,83.27868852459017,89.18032786885246,media_percentiles_50_50,1.0
18087,2020-08-01,10.541498322262548,27.96699301718276,83.93442622950819,91.47540983606558,87.70491803278688,media_percentiles_50_50,1.0
18140,2020-08-01,2.565856996236743,1.4539205912758248,61.31147540983606,47.868852459016395,54.59016393442623,media_percentiles_50_50,1.0
19046,2020-08-01,0.2259440223684582,0.405105811363502,5.573770491803279,27.21311475409836,16.39344262295082,media_percentiles_50_50,1.0
19130,2020-08-01,0.4000731562342828,0.1486285216753604,17.704918032786885,13.442622950819672,15.573770491803279,media_percentiles_50_50,1.0
20030,2020-08-01,0.2160682775757139,0.2421847933663272,5.245901639344262,18.0327868852459,11.639344262295081,media_percentiles_50_50,1.0
20045,2020-08-01,0.6994118582101415,1.053280562745926,34.42622950819672,39.34426229508197,36.885245901639344,media_percentiles_50_50,1.0
20067,2020-08-01,0.4552352048558422,0.5580202621993772,21.639344262295083,31.147540983606557,26.393442622950822,media_percentiles_50_50,1.0
20069,2020-08-01,7.485125371865704,23.05706304771332,78.68852459016394,89.18032786885246,83.9344262295082,media_percentiles_50_50,1.0
21041,2020-08-01,0.6465652092298921,0.6070764112038799,32.131147540983605,32.78688524590164,32.459016393442624,media_percentiles_50_50,1.0
21044,2020-08-01,6.527977044476327,1.4070036776261443,77.37704918032787,47.21311475409836,62.29508196721312,media_percentiles_50_50,1.0
22125,2020-08-01,0.7784120394395433,0.2608007291024063,38.68852459016394,19.016393442622952,28.852459016393446,media_percentiles_50_50,1.0
23005,2020-08-01,0.4916018025399426,0.0186799580706156,25.24590163934426,2.622950819672131,13.934426229508196,media_percentiles_50_50,1.0
23050,2020-08-01,0.6740158038968755,0.1791489217996957,33.114754098360656,14.754098360655737,23.934426229508198,media_percentiles_50_50,1.0
23055,2020-08-01,0.2441023137412167,0.0711731517556395,7.540983606557377,8.852459016393443,8.196721311475411,media_percentiles_50_50,1.0
23092,2020-08-01,1.9517026420810393,0.1664152560296279,54.75409836065574,13.770491803278688,34.26229508196721,media_percentiles_50_50,1.0
24089,2020-08-01,3.2653916857483796,10.375239116123678,65.57377049180327,80.98360655737704,73.27868852459017,media_percentiles_50_50,1.0
24115,2020-08-01,1.6431815715636575,0.3743355612438443,51.47540983606557,25.57377049180328,38.52459016393443,media_percentiles_50_50,1.0
24142,2020-08-01,0.654685914432551,0.308432256024669,32.459016393442624,21.639344262295083,27.049180327868854,media_percentiles_50_50,1.0
25120,2020-08-01,0.5840331047057399,0.3864454678255398,30.491803278688526,26.557377049180328,28.524590163934427,media_percentiles_50_50,1.0
26089,2020-08-01,3.029806210446929,5.85003383069253,63.9344262295082,75.40983606557377,69.67213114754098,media_percentiles_50_50,1.0
27028,2020-08-01,1.7052548239425898,0.5094219905482646,52.459016393442624,29.83606557377049,41.14754098360656,media_percentiles_50_50,1.0
28005,2020-08-01,0.9870319190937528,2.2109758452993264,43.60655737704918,56.39344262295082,50.0,media_percentiles_50_50,1.0
28006,2020-08-01,0.700912875685079,1.8341231993869704,35.08196721311475,52.131147540983605,43.60655737704918,media_percentiles_50_50,1.0
28007,2020-08-01,0.2726471134211992,1.3989824868970686,9.180327868852459,46.885245901639344,28.0327868852459,media_percentiles_50_50,1.0
28013,2020-08-01,0.8784724524298879,0.2802835869450383,40.98360655737705,20.327868852459016,30.65573770491803,media_percentiles_50_50,1.0
28014,2020-08-01,0.2470094216450827,0.1742961268673036,7.868852459016393,14.098360655737705,10.98360655737705,media_percentiles_50_50,1.0
28022,2020-08-01,0.4582789861458737,0.5474310740420667,22.295081967213115,30.491803278688526,26.393442622950822,media_percentiles_50_50,1.0
28045,2020-08-01,0.3658207863221533,0.1038412026211965,14.754098360655737,10.819672131147541,12.78688524590164,media_percentiles_50_50,1.0
28047,2020-08-01,0.3727981608624064,0.9515996835186142,16.065573770491802,36.39344262295082,26.229508196721312,media_percentiles_50_50,1.0
28049,2020-08-01,0.7371822437370226,4.9873365311703575,36.39344262295082,73.11475409836065,54.75409836065573,media_percentiles_50_50,1.0
28058,2020-08-01,0.118243416926288,0.5855259117446512,2.622950819672131,32.459016393442624,17.54098360655738,media_percentiles_50_50,1.0
28061,2020-08-01,0.8986288662782271,0.4752941418354321,41.31147540983606,29.508196721311474,35.40983606557377,media_percentiles_50_50,1.0
28065,2020-08-01,0.5400151204233719,1.2716110187118357,28.852459016393443,44.59016393442623,36.721311475409834,media_percentiles_50_50,1.0
28074,2020-08-01,0.3453436168988143,1.5255433776243108,13.770491803278688,49.50819672131148,31.639344262295083,media_percentiles_50_50,1.0
28079,2020-08-01,5.066077313605599,27.949588102816016,72.45901639344262,91.14754098360656,81.80327868852459,media_percentiles_50_50,1.0
28080,2020-08-01,0.5266440302127364,0.9871964372870324,27.540983606557376,37.049180327868854,32.295081967213115,media_percentiles_50_50,1.0
28092,2020-08-01,0.2948043117508048,1.381044610868447,11.475409836065573,45.90163934426229,28.688524590163933,media_percentiles_50_50,1.0
28096,2020-08-01,0.3001500750375188,0.0891924206064612,11.80327868852459,9.508196721311476,10.655737704918034,media_percentiles_50_50,1.0
28106,2020-08-01,0.2397326980416835,1.280455638384572,6.557377049180328,44.91803278688525,25.73770491803279,media_percentiles_50_50,1.0
28113,2020-08-01,0.4875761837787154,0.4191920558807374,23.934426229508198,28.19672131147541,26.065573770491802,media_percentiles_50_50,1.0
28115,2020-08-01,0.9292720702116676,1.8796322490895376,41.967213114754095,52.78688524590164,47.377049180327866,media_percentiles_50_50,1.0
28123,2020-08-01,0.7694590702735976,1.0304076556573365,38.36065573770492,38.68852459016394,38.52459016393443,media_percentiles_50_50,1.0
28127,2020-08-01,0.6866917066369794,1.1312340657122582,33.442622950819676,41.31147540983606,37.37704918032787,media_percentiles_50_50,1.0
28130,2020-08-01,0.4043876055198908,0.4116185913259317,18.360655737704917,27.868852459016395,23.114754098360656,media_percentiles_50_50,1.0
28134,2020-08-01,0.7892659826361483,1.2151376284080793,39.34426229508197,43.60655737704918,41.47540983606557,media_percentiles_50_50,1.0
28148,2020-08-01,0.4440998697808856,1.8213026269408352,20.65573770491803,51.80327868852459,36.22950819672131,media_percentiles_50_50,1.0
28161,2020-08-01,0.2847159311505112,0.3427121179378324,9.836065573770492,23.60655737704918,16.721311475409838,media_percentiles_50_50,1.0
28181,2020-08-01,1.7763251385533607,0.7328087877959463,52.78688524590164,34.75409836065574,43.77049180327869,media_percentiles_50_50,1.0
28903,2020-08-01,0.517319869221537,0.6581236234011726,26.229508196721312,33.442622950819676,29.836065573770494,media_percentiles_50_50,1.0
29007,2020-08-01,5.17367014816614,2.5755725893763097,72.78688524590164,60.32786885245902,66.55737704918033,media_percentiles_50_50,1.0
29015,2020-08-01,3.194733530180551,0.1764624586507527,64.91803278688525,14.426229508196721,39.67213114754099,media_percentiles_50_50,1.0
29025,2020-08-01,44.31331713525396,113.86091159097587,96.72131147540983,98.68852459016394,97.70491803278688,media_percentiles_50_50,1.0
29051,2020-08-01,36.46693626473771,18.64251534501193,93.77049180327869,86.88524590163935,90.32786885245902,media_percentiles_50_50,1.0
29054,2020-08-01,22.51409394352765,180.91478123073736,90.81967213114754,100.0,95.40983606557377,media_percentiles_50_50,1.0
29067,2020-08-01,10.197766483421498,14.913537727663256,83.27868852459017,85.24590163934427,84.26229508196721,media_percentiles_50_50,1.0
29069,2020-08-01,42.44308521807455,53.48520309550878,95.73770491803279,96.06557377049181,95.90163934426229,media_percentiles_50_50,1.0
29070,2020-08-01,41.17240652481937,23.640532693411615,95.40983606557377,89.50819672131148,92.45901639344262,media_percentiles_50_50,1.0
29082,2020-08-01,10.580708661417322,18.32419720728415,84.26229508196721,86.55737704918033,85.40983606557377,media_percentiles_50_50,1.0
29084,2020-08-01,13.281944856211087,1.1254934506833103,86.88524590163935,40.98360655737705,63.934426229508205,media_percentiles_50_50,1.0
29094,2020-08-01,9.117950585807078,4.755567401510276,81.9672131147541,72.1311475409836,77.04918032786885,media_percentiles_50_50,1.0
29901,2020-08-01,29.609923951074222,102.85042588489772,91.80327868852459,98.36065573770492,95.08196721311475,media_percentiles_50_50,1.0
30003,2020-08-01,8.84608924472314,1.2546265861109738,81.31147540983606,43.9344262295082,62.62295081967213,media_percentiles_50_50,1.0
30005,2020-08-01,0.2597709292714606,0.6771594466542176,8.19672131147541,34.09836065573771,21.147540983606557,media_percentiles_50_50,1.0
30015,2020-08-01,1.7907194020554345,0.053475872448904,53.77049180327869,7.868852459016393,30.81967213114754,media_percentiles_50_50,1.0
30016,2020-08-01,6.765135950543247,2.6098456167166675,78.0327868852459,60.65573770491803,69.34426229508196,media_percentiles_50_50,1.0
30019,2020-08-01,0.0850267834367825,0.008191037210605,1.639344262295082,0.6557377049180327,1.1475409836065573,media_percentiles_50_50,1.0
30022,2020-08-01,1.0771716549973072,0.0288759562255665,45.24590163934426,4.590163934426229,24.918032786885245,media_percentiles_50_50,1.0
30024,2020-08-01,0.6909909438308119,0.0393965739634321,34.09836065573771,5.901639344262295,20.0,media_percentiles_50_50,1.0
30026,2020-08-01,14.312250677548038,1.47718092705493,87.54098360655738,48.52459016393443,68.0327868852459,media_percentiles_50_50,1.0
30027,2020-08-01,0.5882755318421232,0.253882783763847,30.81967213114754,18.688524590163933,24.75409836065574,media_percentiles_50_50,1.0
30030,2020-08-01,1.828459979582197,0.9490293507329916,54.09836065573771,36.0655737704918,45.08196721311475,media_percentiles_50_50,1.0
30035,2020-08-01,29.702073711853664,13.056421494716869,92.1311475409836,83.93442622950819,88.0327868852459,media_percentiles_50_50,1.0
30037,2020-08-01,15.7141290039491,3.0220426606805555,88.85245901639344,64.59016393442623,76.72131147540983,media_percentiles_50_50,1.0
30039,2020-08-01,0.3689015954994005,0.0417704412203021,15.40983606557377,6.557377049180328,10.98360655737705,media_percentiles_50_50,1.0
30043,2020-08-01,0.5167365217890567,0.0297382477681416,25.901639344262296,4.918032786885246,15.40983606557377,media_percentiles_50_50,1.0
31201,2020-08-01,2.20158474875456,17.895122186536934,57.377049180327866,85.90163934426229,71.63934426229508,media_percentiles_50_50,1.0
