cod_ine,anio,compraventas,trimestres_tx,viviendas,anio_referencia,tasa_rotacion,precio_m2,trimestres_precio,crecimiento_precio,aceleracion_precio,renta_media,crecimiento_renta,desacoplamiento_precio_renta,pct_propiedad_sociedades,variacion_propiedad_sociedades,elegible_score_principal
23092,2005,518,4,18318,2021,2.827819630964079,1069.2131011608624,4.0,,,,,,,,False
24089,2005,2499,4,79199,2021,3.155342870490789,1458.4008321096426,4.0,,,,,,,,False
24115,2005,794,4,42549,2021,1.8660838092552117,1084.0549648946842,4.0,,,,,,,,False
24142,2005,741,4,17161,2021,4.317930190548337,1111.8254867256637,4.0,,,,,,,,False
25120,2005,3132,4,68299,2021,4.585718678165127,1553.4670284072774,4.0,,,,,,,,False
26089,2005,3565,4,78908,2021,4.517919602575151,2036.9259301879554,4.0,,,,,,,,False
27028,2005,2331,4,62648,2021,3.720789171242498,975.4630208333333,4.0,,,,,,,,False
28005,2005,3007,4,79588,2021,3.7782077700155803,2439.009,4.0,,,,,,,,False
28006,2005,1232,4,42744,2021,2.882275874976605,3268.994074074074,4.0,,,,,,,,False
28007,2005,1546,4,70601,2021,2.1897706831347996,2770.9381474978054,4.0,,,,,,,,False
28013,2005,526,4,25682,2021,2.048127092905537,2041.67832,4.0,,,,,,,,False
28014,2005,1950,4,21573,2021,9.039076623557225,2082.5237373737373,4.0,,,,,,,,False
28022,2005,969,4,19874,2021,4.875717017208413,2683.303409090909,4.0,,,,,,,,False
28045,2005,600,4,20461,2021,2.932407995699135,2490.4519519519517,4.0,,,,,,,,False
28047,2005,1563,4,27922,2021,5.597736551822935,2562.133952702703,4.0,,,,,,,,False
28049,2005,979,4,31337,2021,3.1241024986437758,2684.3877647058825,4.0,,,,,,,,False
28058,2005,2450,4,70944,2021,3.4534280559314388,2290.813676179712,4.0,,,,,,,,False
28061,2005,713,4,15295,2021,4.661654135338346,2261.754857142857,4.0,,,,,,,,False
28065,2005,1900,4,79835,2021,2.3799085614079036,2694.8802425665103,4.0,,,,,,,,False
28074,2005,2549,4,77962,2021,3.2695415715348504,2612.9093244923333,4.0,,,,,,,,False
28079,2005,54570,4,1533221,2021,3.5591737916451707,3487.085416803809,4.0,,,,,,,,False
28080,2005,980,4,25577,2021,3.831567423857372,3166.9398249452947,4.0,,,,,,,,False
28092,2005,1660,4,82103,2021,2.0218506022922424,2314.9868680641184,4.0,,,,,,,,False
28106,2005,1464,4,47256,2021,3.0980192991366176,2234.1929831932775,4.0,,,,,,,,False
28113,2005,802,4,21507,2021,3.7290184591063373,2523.371816283925,4.0,,,,,,,,False
28115,2005,860,4,32327,2021,2.660314907043648,3201.016610925306,4.0,,,,,,,,False
28123,2005,1164,4,35980,2021,3.235130628126737,2335.651167728238,4.0,,,,,,,,False
28127,2005,1690,4,35404,2021,4.773471924076375,2870.8635115606935,4.0,,,,,,,,False
28130,2005,503,4,15621,2021,3.2200243262275143,2714.855467720685,4.0,,,,,,,,False
28134,2005,988,4,36032,2021,2.742007104795737,2915.0878216123497,4.0,,,,,,,,False
28148,2005,1625,4,50494,2021,3.218204143066503,2375.0795541890852,4.0,,,,,,,,False
28161,2005,2100,4,28896,2021,7.267441860465116,2095.691065140845,4.0,,,,,,,,False
28181,2005,471,4,11252,2021,4.185922502666193,2564.9752906976746,4.0,,,,,,,,False
28903,2005,720,4,18542,2021,3.8830762593032033,3007.4391799544414,4.0,,,,,,,,False
29007,2005,491,4,17000,2021,2.888235294117647,1931.6044228694714,4.0,,,,,,,,False
29015,2005,960,4,20944,2021,4.583651642475172,1290.9162790697674,4.0,,,,,,,,False
29025,2005,2197,4,48663,2021,4.514723712060498,2327.3000343997246,4.0,,,,,,,,False
29051,2005,2244,4,50366,2021,4.455386570305365,2327.734473133287,4.0,,,,,,,,False
29054,2005,2200,4,48887,2021,4.5001738703540815,2195.94713281539,4.0,,,,,,,,False
29067,2005,11011,4,261857,2021,4.204966833042462,1904.0455750546055,4.0,,,,,,,,False
29069,2005,4047,4,100282,2021,4.035619552860932,2623.3041880969877,4.0,,,,,,,,False
29070,2005,3406,4,62030,2021,5.490891504110914,2258.8152856519846,4.0,,,,,,,,False
29082,2005,936,4,27620,2021,3.388848660391021,1994.1282339043119,4.0,,,,,,,,False
29084,2005,1093,4,19462,2021,5.616072346110369,1406.237712895377,4.0,,,,,,,,False
29094,2005,1888,4,50454,2021,3.7420224362785905,1830.8875661375662,4.0,,,,,,,,False
29901,2005,1320,4,42938,2021,3.0742000093157578,2160.7038647342997,4.0,,,,,,,,False
30003,2005,1193,4,26137,2021,4.564410605654819,1430.7517935258093,4.0,,,,,,,,False
30005,2005,1046,4,18107,2021,5.776771414370133,1165.9382314694408,4.0,,,,,,,,False
30015,2005,498,4,14630,2021,3.4039644565960354,940.8684000000001,4.0,,,,,,,,False
30016,2005,6152,4,125253,2021,4.911658802583571,1629.8349158792348,4.0,,,,,,,,False
30019,2005,578,4,16704,2021,3.460249042145594,1037.863081395349,4.0,,,,,,,,False
30022,2005,447,4,13679,2021,3.267782732655896,828.091958041958,4.0,,,,,,,,False
30024,2005,1062,4,42431,2021,2.5028870401357497,1222.2421282798834,4.0,,,,,,,,False
30026,2005,2468,4,31537,2021,7.825728509369946,1735.131746031746,4.0,,,,,,,,False
30027,2005,2074,4,32908,2021,6.302418864713747,1275.82197640118,4.0,,,,,,,,False
30030,2005,8519,4,219740,2021,3.8768544643669793,1451.22671594509,4.0,,,,,,,,False
30035,2005,2443,4,41372,2021,5.904959876244804,1863.2650684931507,4.0,,,,,,,,False
30037,2005,1307,4,21899,2021,5.9683090552080005,1353.678801843318,4.0,,,,,,,,False
30039,2005,594,4,15390,2021,3.8596491228070176,1137.4076288659792,4.0,,,,,,,,False
30043,2005,738,4,19242,2021,3.8353601496725913,961.8953436807095,4.0,,,,,,,,False
31201,2005,1902,4,94761,2021,2.0071548421819103,2522.7040025212727,4.0,,,,,,,,False
31232,2005,365,4,17007,2021,2.146175104368789,1440.6554020100502,4.0,,,,,,,,False
32054,2005,1532,4,67492,2021,2.2698986546553668,1303.8458784346378,4.0,,,,,,,,False
33004,2005,1833,4,42296,2021,4.3337431435596745,1301.8440789473684,4.0,,,,,,,,False
33024,2005,4863,4,148955,2021,3.2647443858883554,1826.0246529332735,4.0,,,,,,,,False
33031,2005,668,4,25962,2021,2.572991294969571,964.068508287293,4.0,,,,,,,,False
33037,2005,381,4,25878,2021,1.4722930674704382,1177.4065868263472,4.0,,,,,,,,False
33044,2005,5624,4,127210,2021,4.42103608206902,1788.394380929214,4.0,,,,,,,,False
33066,2005,1021,4,29569,2021,3.4529405796611314,1324.5326388888889,4.0,,,,,,,,False
34120,2005,1981,4,44610,2021,4.440708361353956,1429.0035771065184,4.0,,,,,,,,False
35002,2005,181,4,14365,2021,1.2600069613644274,1354.4254876462937,4.0,,,,,,,,False
35004,2005,1151,4,25339,2021,4.542404988357867,1503.2252086811354,4.0,,,,,,,,False
35006,2005,725,4,17003,2021,4.263953419984708,1382.368142548596,4.0,,,,,,,,False
35011,2005,150,4,13881,2021,1.080613788631943,1225.2291390728478,4.0,,,,,,,,False
35016,2005,7287,4,175181,2021,4.159697684109578,1660.7874411302982,4.0,,,,,,,,False
35017,2005,965,4,18683,2021,5.165123374190441,1533.7797818181818,4.0,,,,,,,,False
35019,2005,1200,4,32766,2021,3.662332906061161,2072.1183119819143,4.0,,,,,,,,False
35022,2005,250,4,30372,2021,0.8231265639404715,1334.7984876260311,4.0,,,,,,,,False
35026,2005,1474,4,46739,2021,3.153683219581078,1399.0884143348062,4.0,,,,,,,,False
36026,2005,157,4,12577,2021,1.2483104078874134,987.3382352941177,4.0,,,,,,,,False
36038,2005,1268,4,42646,2021,2.973315199549782,1442.1272727272728,4.0,,,,,,,,False
36045,2005,231,4,14215,2021,1.6250439676398172,1308.2334507042256,4.0,,,,,,,,False
36057,2005,3708,4,144293,2021,2.569771229373566,1878.4367902393242,4.0,,,,,,,,False
36060,2005,860,4,21149,2021,4.066386117546929,1033.3477516059957,4.0,,,,,,,,False
37274,2005,2949,4,92553,2021,3.186282454377492,1943.2739954853275,4.0,,,,,,,,False
38001,2005,3314,4,26798,2021,12.366594521979252,1982.409904661017,4.0,,,,,,,,False
38006,2005,3174,4,53746,2021,5.9055557622892865,1822.083843674456,4.0,,,,,,,,False
38017,2005,1284,4,24284,2021,5.287432054027343,1597.743711760707,4.0,,,,,,,,False
38023,2005,1783,4,74096,2021,2.406337724033686,1397.513002680965,4.0,,,,,,,,False
38026,2005,446,4,17819,2021,2.5029462932824513,1351.6113871635612,4.0,,,,,,,,False
38028,2005,1035,4,20779,2021,4.980990423023244,1837.8281729428174,4.0,,,,,,,,False
38031,2005,609,4,17417,2021,3.4965837974392833,1383.9310344827586,4.0,,,,,,,,False
38038,2005,3145,4,97227,2021,3.234698180546556,1581.2153023598821,4.0,,,,,,,,False
39016,2005,692,4,13768,2021,5.0261475886112725,1699.1455319148936,4.0,,,,,,,,False
39020,2005,1178,4,24994,2021,4.713131151476355,2302.9207031250003,4.0,,,,,,,,False
39075,2005,3300,4,93407,2021,3.5329257978524096,2081.8445017736212,4.0,,,,,,,,False
39087,2005,1001,4,26596,2021,3.7637238682508647,1514.0925153374233,4.0,,,,,,,,False
40194,2005,630,4,29036,2021,2.1697203471552555,2189.534550195567,4.0,,,,,,,,False
41004,2005,1447,4,32822,2021,4.408628359027482,1436.8484756097562,4.0,,,,,,,,False
41021,2005,225,4,13079,2021,1.7203150087927213,1520.4471598414796,4.0,,,,,,,,False
41024,2005,413,4,15565,2021,2.653389013813042,1165.4256658595643,4.0,,,,,,,,False
41034,2005,321,4,13904,2021,2.3086881472957423,1364.4575342465755,4.0,,,,,,,,False
41038,2005,2382,4,56736,2021,4.19839255499154,1595.8344405030634,4.0,,,,,,,,False
41039,2005,39,4,18684,2021,0.20873474630700065,983.9899713467049,4.0,,,,,,,,False
41059,2005,460,4,19554,2021,2.3524598547611744,1603.8111695137975,4.0,,,,,,,,False
41065,2005,181,4,13352,2021,1.3556021569802277,1071.6537859007833,4.0,,,,,,,,False
41069,2005,312,4,16512,2021,1.8895348837209303,1074.1671081677705,4.0,,,,,,,,False
41081,2005,606,4,16016,2021,3.783716283716284,1371.8944521497922,4.0,,,,,,,,False
41091,2005,9816,4,327393,2021,2.998231483263234,1889.8563699967463,4.0,,,,,,,,False
41095,2005,632,4,23030,2021,2.7442466348241426,1225.9339779005525,4.0,,,,,,,,False
42173,2005,411,4,25244,2021,1.6281096498177785,1596.7384353741495,4.0,,,,,,,,False
43038,2005,1411,4,31733,2021,4.44647527810166,2074.6286255411255,4.0,,,,,,,,False
43123,2005,3062,4,51284,2021,5.970673114421652,1590.3327591706536,4.0,,,,,,,,False
43148,2005,3670,4,67200,2021,5.461309523809524,1807.2764518925167,4.0,,,,,,,,False
43155,2005,1029,4,19654,2021,5.23557545537804,1087.9296089385475,4.0,,,,,,,,False
43163,2005,1899,4,31063,2021,6.113382480764897,1819.9311075781663,4.0,,,,,,,,False
44216,2005,294,4,21490,2021,1.3680781758957654,1506.3861985472156,4.0,,,,,,,,False
45165,2005,1513,4,43263,2021,3.4972147100293554,1508.0522613065325,4.0,,,,,,,,False
45168,2005,1389,4,40498,2021,3.429799002419873,2014.1923529411763,4.0,,,,,,,,False
46005,2005,462,4,13175,2021,3.506641366223909,1192.3156756756757,4.0,,,,,,,,False
46017,2005,1369,4,24652,2021,5.553301963329547,1031.8624581005588,4.0,,,,,,,,False
46021,2005,457,4,14434,2021,3.166135513371207,1211.135214446953,4.0,,,,,,,,False
46029,2005,778,4,14059,2021,5.533821751191407,901.252693208431,4.0,,,,,,,,False
46078,2005,816,4,17991,2021,4.5356011339002835,1289.7704225352113,4.0,,,,,,,,False
46102,2005,338,4,12037,2021,2.8080086400265847,1258.2534059945503,4.0,,,,,,,,False
46110,2005,716,4,13504,2021,5.302132701421801,1263.6686514886164,4.0,,,,,,,,False
46131,2005,2168,4,54541,2021,3.974991290955428,1406.455427473583,4.0,,,,,,,,False
46145,2005,451,4,16908,2021,2.6673763898746157,960.4957716701903,4.0,,,,,,,,False
46159,2005,664,4,14239,2021,4.663248823653347,1297.3771276595744,4.0,,,,,,,,False
46169,2005,786,4,20270,2021,3.8776517020226935,1435.6095041322315,4.0,,,,,,,,False
46181,2005,973,4,21085,2021,4.614654967986721,1282.7319379844962,4.0,,,,,,,,False
46184,2005,785,4,19230,2021,4.082163286531461,769.250519031142,4.0,,,,,,,,False
46190,2005,1471,4,33020,2021,4.454875832828589,1461.2260231660232,4.0,,,,,,,,False
46220,2005,1817,4,41287,2021,4.400901010003149,1283.0334305150632,4.0,,,,,,,,False
46235,2005,614,4,25186,2021,2.437862304454856,1139.7235294117647,4.0,,,,,,,,False
46244,2005,1852,4,40564,2021,4.565624691844985,1460.151393389501,4.0,,,,,,,,False
46250,2005,13333,4,414988,2021,3.2128639864285233,1732.7954032595069,4.0,,,,,,,,False
47186,2005,4912,4,159363,2021,3.0822712925835987,1787.1943470187746,4.0,,,,,,,,False
48013,2005,1988,4,46654,2021,4.261156599648476,2584.0014005602243,4.0,,,,,,,,False
48015,2005,435,4,19257,2021,2.258918834709456,2530.066666666667,4.0,,,,,,,,False
48020,2005,3800,4,165685,2021,2.293508766635483,2788.389940535183,4.0,,,,,,,,False
48027,2005,173,4,13360,2021,1.2949101796407185,2372.203631284916,4.0,,,,,,,,False
48036,2005,98,4,13683,2021,0.7162172038295695,2477.3176666666664,4.0,,,,,,,,False
48044,2005,427,4,34366,2021,1.2425071291392655,3230.7390134529146,4.0,,,,,,,,False
48054,2005,242,4,13804,2021,1.753115039119096,2834.0358757062145,4.0,,,,,,,,False
48078,2005,347,4,21560,2021,1.6094619666048238,2636.589494949495,4.0,,,,,,,,False
48082,2005,390,4,21669,2021,1.7998061747196457,2655.1376363636364,4.0,,,,,,,,False
48084,2005,391,4,13547,2021,2.8862478777589136,2300.2733021077283,4.0,,,,,,,,False
49275,2005,1500,4,39710,2021,3.777386048854193,1351.018245004344,4.0,,,,,,,,False
50297,2005,12147,4,338961,2021,3.5835981130572545,2173.2068784045796,4.0,,,,,,,,False
51001,2005,922,4,28315,2021,3.2562246159279535,1460.7713153724246,4.0,,,,,,,,False
52001,2005,1068,4,29347,2021,3.6392135482332093,1174.4488408037093,4.0,,,,,,,,False
01059,2006,2618,4,119853,2021,2.1843424862122767,2884.367384973792,4.0,0.05908809390465941,,,,,,,False
02003,2006,2928,4,86881,2021,3.370126955260644,1863.496726504752,4.0,0.11152630011318188,,,,,,,False
