cod_ine,anio,saldo_exterior,saldo_interior,saldo_total,fuente
08266,2024,692,-118,574,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08270,2021,569,482,1051,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08270,2022,883,-7,876,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08270,2023,633,-167,466,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08270,2024,549,-269,280,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08279,2021,413,-285,128,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08279,2022,2664,11,2675,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08279,2023,2512,535,3047,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08279,2024,2975,1358,4333,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08298,2021,-27,40,13,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08298,2022,967,-102,865,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08298,2023,1062,-66,996,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08298,2024,1083,-131,952,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08301,2021,-38,-231,-269,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08301,2022,275,-114,161,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08301,2023,515,59,574,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08301,2024,399,58,457,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08305,2021,32,42,74,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08305,2022,416,214,630,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08305,2023,514,424,938,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08305,2024,723,324,1047,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08307,2021,73,364,437,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08307,2022,926,330,1256,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08307,2023,1011,689,1700,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
08307,2024,570,602,1172,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
09018,2021,113,-32,81,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
09018,2022,623,-43,580,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
09018,2023,435,-123,312,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
09018,2024,427,-97,330,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
09059,2021,322,-532,-210,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
09059,2022,2504,-520,1984,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
09059,2023,2253,338,2591,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
09059,2024,2384,2,2386,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
09219,2021,-24,-123,-147,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
09219,2022,449,78,527,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
09219,2023,457,175,632,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
09219,2024,580,145,725,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
10037,2021,5,-114,-109,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
10037,2022,805,271,1076,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
10037,2023,559,-78,481,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
10037,2024,488,-85,403,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
10148,2021,68,-223,-155,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
10148,2022,416,-169,247,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
10148,2023,446,-79,367,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
10148,2024,471,-100,371,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11004,2021,-325,-430,-755,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11004,2022,1804,-109,1695,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11004,2023,1049,108,1157,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11004,2024,1591,96,1687,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11006,2021,30,31,61,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11006,2022,133,-84,49,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11006,2023,83,97,180,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11006,2024,176,88,264,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11012,2021,222,-484,-262,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11012,2022,404,-700,-296,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11012,2023,363,-412,-49,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11012,2024,396,-530,-134,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11015,2021,126,955,1081,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11015,2022,516,685,1201,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11015,2023,240,653,893,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11015,2024,606,570,1176,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11020,2021,439,28,467,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11020,2022,1261,-71,1190,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11020,2023,995,-30,965,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11020,2024,969,-226,743,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11022,2021,275,-37,238,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11022,2022,443,-26,417,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11022,2023,365,188,553,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11022,2024,471,64,535,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11027,2021,316,324,640,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11027,2022,466,62,528,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11027,2023,446,-127,319,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11027,2024,408,-201,207,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11028,2021,46,154,200,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11028,2022,230,-29,201,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11028,2023,174,-36,138,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11028,2024,436,6,442,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11030,2021,2,148,150,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11030,2022,305,19,324,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11030,2023,370,-141,229,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11030,2024,57,-301,-244,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11031,2021,130,-593,-463,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11031,2022,244,-163,81,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11031,2023,151,-178,-27,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11031,2024,211,-223,-12,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11032,2021,33,135,168,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11032,2022,148,-2,146,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11032,2023,139,-13,126,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11032,2024,190,-4,186,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11033,2021,555,258,813,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11033,2022,523,104,627,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11033,2023,399,130,529,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
11033,2024,283,-1,282,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12009,2021,83,288,371,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12009,2022,495,93,588,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12009,2023,354,76,430,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12009,2024,393,232,625,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12027,2021,274,-11,263,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12027,2022,830,77,907,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12027,2023,965,67,1032,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12027,2024,769,-131,638,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12032,2021,-7,204,197,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12032,2022,575,227,802,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12032,2023,606,374,980,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12032,2024,871,320,1191,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12040,2021,401,-515,-114,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12040,2022,3585,715,4300,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12040,2023,3731,518,4249,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12040,2024,4122,41,4163,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12084,2021,92,127,219,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12084,2022,369,93,462,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12084,2023,212,5,217,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12084,2024,235,220,455,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12126,2021,-30,-12,-42,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12126,2022,291,-2,289,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12126,2023,221,42,263,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12126,2024,258,155,413,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12135,2021,163,161,324,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12135,2022,650,-75,575,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12135,2023,556,137,693,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12135,2024,829,290,1119,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12138,2021,-21,273,252,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12138,2022,539,104,643,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12138,2023,601,110,711,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
12138,2024,394,-3,391,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13005,2021,96,-28,68,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13005,2022,308,120,428,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13005,2023,371,99,470,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13005,2024,436,129,565,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13034,2021,95,-438,-343,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13034,2022,957,-299,658,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13034,2023,450,90,540,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13034,2024,684,-184,500,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13071,2021,57,-329,-272,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13071,2022,281,-402,-121,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13071,2023,395,-31,364,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13071,2024,486,138,624,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13082,2021,85,-45,40,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13082,2022,565,-106,459,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13082,2023,434,-102,332,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13082,2024,569,-53,516,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13087,2021,55,-125,-70,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13087,2022,437,-21,416,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13087,2023,319,-103,216,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
13087,2024,300,-81,219,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
14021,2021,661,-1495,-834,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
14021,2022,2371,96,2467,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
14021,2023,1736,-528,1208,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
14021,2024,1070,-867,203,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
14038,2021,109,-105,4,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
14038,2022,282,-52,230,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
14038,2023,239,-31,208,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
14038,2024,380,-22,358,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
14056,2021,135,-103,32,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
14056,2022,277,-169,108,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
14056,2023,205,-144,61,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
14056,2024,304,-133,171,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15002,2021,170,-141,29,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15002,2022,378,-12,366,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15002,2023,265,10,275,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15002,2024,252,110,362,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15005,2021,73,53,126,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15005,2022,412,164,576,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15005,2023,301,233,534,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15005,2024,368,60,428,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15019,2021,72,62,134,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15019,2022,181,28,209,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15019,2023,184,98,282,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15019,2024,432,282,714,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15030,2021,1385,-1085,300,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15030,2022,4249,-56,4193,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15030,2023,3651,-491,3160,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15030,2024,4082,-682,3400,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15031,2021,27,-44,-17,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15031,2022,308,-135,173,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15031,2023,291,-42,249,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15031,2024,304,-42,262,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15036,2021,379,-411,-32,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15036,2022,771,-345,426,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15036,2023,864,45,909,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15036,2024,1173,25,1198,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15054,2021,122,73,195,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15054,2022,274,90,364,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15054,2023,297,121,418,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15054,2024,391,439,830,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15058,2021,26,450,476,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15058,2022,315,392,707,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15058,2023,165,417,582,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15058,2024,277,309,586,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15073,2021,87,74,161,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15073,2022,308,-80,228,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15073,2023,174,-48,126,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15073,2024,201,-7,194,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15078,2021,627,76,703,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15078,2022,861,337,1198,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15078,2023,908,208,1116,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
15078,2024,1743,9,1752,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
16078,2021,88,-425,-337,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
16078,2022,832,-756,76,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
16078,2023,582,-394,188,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
16078,2024,589,-346,243,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17023,2021,123,250,373,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17023,2022,1082,183,1265,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17023,2023,546,-21,525,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17023,2024,533,70,603,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17066,2021,74,-216,-142,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17066,2022,1070,-53,1017,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17066,2023,876,-119,757,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17066,2024,864,-57,807,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17079,2021,-419,-70,-489,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17079,2022,2064,-138,1926,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17079,2023,1917,84,2001,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17079,2024,1717,-302,1415,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17095,2021,233,138,371,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17095,2022,2839,-232,2607,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17095,2023,1118,-181,937,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17095,2024,134,-344,-210,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17114,2021,333,221,554,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17114,2022,1175,176,1351,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17114,2023,891,-61,830,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17114,2024,793,0,793,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17155,2021,405,-333,72,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17155,2022,813,-182,631,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17155,2023,711,-271,440,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
17155,2024,726,-251,475,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
18017,2021,682,173,855,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
18017,2022,670,-26,644,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
18017,2023,117,-105,12,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
18017,2024,375,45,420,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
18087,2021,-609,-1642,-2251,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
18087,2022,2646,-244,2402,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
18087,2023,2562,-635,1927,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
18087,2024,2757,-258,2499,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
18140,2021,152,192,344,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
18140,2022,511,-312,199,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
18140,2023,647,55,702,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
18140,2024,449,-153,296,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
19046,2021,-87,-125,-212,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
19046,2022,447,-133,314,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
19046,2023,296,-59,237,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
19046,2024,392,-405,-13,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
19130,2021,597,-292,305,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
19130,2022,2101,-384,1717,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
19130,2023,1822,197,2019,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
19130,2024,1749,195,1944,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20030,2021,51,-136,-85,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20030,2022,208,-47,161,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20030,2023,266,18,284,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20030,2024,273,37,310,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20045,2021,-184,-17,-201,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20045,2022,863,-120,743,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20045,2023,550,82,632,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20045,2024,564,90,654,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20067,2021,69,-45,24,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20067,2022,350,9,359,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20067,2023,295,107,402,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20067,2024,367,-70,297,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20069,2021,631,-166,465,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20069,2022,2471,-564,1907,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20069,2023,1930,-623,1307,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
20069,2024,2454,-445,2009,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
21041,2021,527,-817,-290,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
21041,2022,1447,-242,1205,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
21041,2023,1304,-317,987,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
21041,2024,1340,-586,754,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
21044,2021,180,33,213,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
21044,2022,384,-71,313,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
21044,2023,275,-2,273,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
21044,2024,443,-41,402,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
22125,2021,280,-202,78,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
22125,2022,983,-44,939,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
22125,2023,688,143,831,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
22125,2024,610,-64,546,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23005,2021,-4,-104,-108,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23005,2022,111,-214,-103,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23005,2023,86,-86,0,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23005,2024,70,-3,67,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23050,2021,203,-296,-93,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23050,2022,822,-295,527,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23050,2023,858,-411,447,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23050,2024,1088,-507,581,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23055,2021,52,-512,-460,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23055,2022,160,-531,-371,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23055,2023,455,-122,333,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23055,2024,704,-112,592,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23092,2021,50,-115,-65,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23092,2022,181,-258,-77,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23092,2023,97,-186,-89,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
23092,2024,151,-146,5,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
24089,2021,403,-549,-146,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
24089,2022,1480,-180,1300,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
24089,2023,1219,652,1871,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
24089,2024,1825,501,2326,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
24115,2021,-127,-134,-261,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
24115,2022,264,129,393,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
24115,2023,265,138,403,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
24115,2024,514,41,555,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
24142,2021,95,-242,-147,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
24142,2022,246,-33,213,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
24142,2023,177,-130,47,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
24142,2024,233,25,258,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
25120,2021,786,-1,785,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
