cod_ine,anio,saldo_exterior,saldo_interior,saldo_total,fuente
25120,2022,3597,86,3683,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
25120,2023,2352,-334,2018,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
25120,2024,2846,-355,2491,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
26089,2021,2,-397,-395,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
26089,2022,1248,-102,1146,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
26089,2023,1022,144,1166,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
26089,2024,1065,277,1342,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
27028,2021,466,-399,67,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
27028,2022,1533,-72,1461,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
27028,2023,1473,153,1626,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
27028,2024,1283,-80,1203,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28005,2021,210,212,422,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28005,2022,2474,-167,2307,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28005,2023,1643,-245,1398,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28005,2024,2364,385,2749,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28006,2021,738,-765,-27,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28006,2022,3036,-733,2303,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28006,2023,2876,-1124,1752,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28006,2024,2197,-590,1607,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28007,2021,717,-672,45,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28007,2022,2530,-971,1559,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28007,2023,2447,-460,1987,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28007,2024,2578,-489,2089,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28013,2021,255,-182,73,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28013,2022,1015,-178,837,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28013,2023,1185,238,1423,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28013,2024,1135,53,1188,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28014,2021,-17,828,811,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28014,2022,589,546,1135,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28014,2023,515,-38,477,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28014,2024,549,235,784,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28022,2021,335,2951,3286,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28022,2022,954,840,1794,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28022,2023,321,398,719,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28022,2024,511,199,710,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28045,2021,58,624,682,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28045,2022,912,730,1642,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28045,2023,864,792,1656,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28045,2024,804,815,1619,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28047,2021,566,-158,408,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28047,2022,1299,9,1308,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28047,2023,1262,-287,975,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28047,2024,1096,-569,527,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28049,2021,49,-830,-781,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28049,2022,105,-575,-470,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28049,2023,997,-414,583,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28049,2024,231,-525,-294,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28058,2021,-463,-2066,-2529,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28058,2022,184,-1393,-1209,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28058,2023,1855,-1002,853,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28058,2024,171,-1116,-945,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28061,2021,116,53,169,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28061,2022,434,-25,409,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28061,2023,571,232,803,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28061,2024,342,304,646,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28065,2021,948,-457,491,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28065,2022,2297,-352,1945,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28065,2023,2852,968,3820,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28065,2024,2467,1170,3637,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28074,2021,966,-1422,-456,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28074,2022,3683,-757,2926,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28074,2023,3666,-575,3091,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28074,2024,3114,-782,2332,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28079,2021,20813,-25392,-4579,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28079,2022,89747,-11566,78181,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28079,2023,103885,-20966,82919,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28079,2024,73959,-18722,55237,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28080,2021,757,-667,90,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28080,2022,1196,-918,278,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28080,2023,1112,-523,589,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28080,2024,606,-594,12,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28092,2021,773,-1022,-249,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28092,2022,2940,-950,1990,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28092,2023,3008,-331,2677,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28092,2024,2201,-1082,1119,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28096,2021,131,445,576,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28096,2022,366,145,511,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28096,2023,370,293,663,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28096,2024,340,302,642,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28106,2021,44,-809,-765,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28106,2022,2758,-629,2129,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28106,2023,2712,-1053,1659,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28106,2024,2929,-268,2661,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28113,2021,317,76,393,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28113,2022,702,169,871,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28113,2023,615,55,670,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28113,2024,688,-249,439,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28115,2021,441,15,456,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28115,2022,1131,-285,846,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28115,2023,1019,-540,479,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28115,2024,925,-675,250,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28123,2021,341,2374,2715,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28123,2022,1068,1657,2725,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28123,2023,537,489,1026,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28123,2024,871,163,1034,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28127,2021,700,-37,663,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28127,2022,1283,852,2135,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28127,2023,806,-509,297,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28127,2024,609,-385,224,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28130,2021,2,-323,-321,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28130,2022,146,-106,40,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28130,2023,178,-197,-19,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28130,2024,258,-206,52,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28134,2021,-92,-31,-123,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28134,2022,1333,-102,1231,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28134,2023,1907,402,2309,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28134,2024,1894,294,2188,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28148,2021,609,1094,1703,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28148,2022,1965,384,2349,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28148,2023,2162,360,2522,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28148,2024,2185,669,2854,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28161,2021,557,584,1141,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28161,2022,1128,760,1888,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28161,2023,983,796,1779,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28161,2024,987,1299,2286,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28181,2021,159,3,162,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28181,2022,635,-28,607,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28181,2023,676,-41,635,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28181,2024,352,452,804,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28903,2021,295,853,1148,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28903,2022,644,404,1048,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28903,2023,645,668,1313,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
28903,2024,651,831,1482,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29007,2021,154,616,770,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29007,2022,351,788,1139,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29007,2023,209,497,706,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29007,2024,288,400,688,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29015,2021,-17,-144,-161,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29015,2022,185,-50,135,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29015,2023,244,135,379,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29015,2024,285,26,311,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29025,2021,2192,827,3019,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29025,2022,2793,-75,2718,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29025,2023,2065,-410,1655,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29025,2024,1502,-664,838,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29051,2021,1331,635,1966,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29051,2022,2823,581,3404,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29051,2023,1193,392,1585,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29051,2024,1008,-14,994,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29054,2021,1289,-332,957,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29054,2022,2606,14,2620,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29054,2023,717,-60,657,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29054,2024,-98,-478,-576,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29067,2021,1969,-919,1050,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29067,2022,10455,-627,9828,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29067,2023,7665,-1661,6004,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29067,2024,8065,-1349,6716,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29069,2021,1803,-472,1331,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29069,2022,6374,-557,5817,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29069,2023,3691,-822,2869,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29069,2024,3118,-1511,1607,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29070,2021,245,1287,1532,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29070,2022,1400,810,2210,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29070,2023,653,556,1209,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29070,2024,1313,531,1844,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29082,2021,68,559,627,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29082,2022,541,286,827,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29082,2023,283,385,668,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29082,2024,110,151,261,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29084,2021,115,-138,-23,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29084,2022,160,-138,22,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29084,2023,261,10,271,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29084,2024,326,-8,318,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29094,2021,570,786,1356,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29094,2022,921,836,1757,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29094,2023,618,511,1129,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29094,2024,515,25,540,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29901,2021,531,354,885,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29901,2022,1733,-161,1572,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29901,2023,1013,-284,729,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
29901,2024,1011,-383,628,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30003,2021,148,221,369,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30003,2022,258,182,440,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30003,2023,360,285,645,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30003,2024,252,258,510,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30005,2021,181,-243,-62,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30005,2022,512,-168,344,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30005,2023,571,-98,473,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30005,2024,436,-207,229,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30015,2021,116,7,123,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30015,2022,272,-90,182,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30015,2023,255,-23,232,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30015,2024,285,-46,239,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30016,2021,1087,9,1096,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30016,2022,2156,-729,1427,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30016,2023,1685,-473,1212,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30016,2024,1555,-175,1380,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30019,2021,135,-132,3,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30019,2022,302,-254,48,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30019,2023,274,-200,74,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30019,2024,347,-75,272,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30022,2021,169,6,175,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30022,2022,470,-138,332,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30022,2023,541,-194,347,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30022,2024,366,-49,317,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30024,2021,884,-200,684,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30024,2022,1628,-567,1061,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30024,2023,609,-901,-292,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30024,2024,1084,-519,565,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30026,2021,570,75,645,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30026,2022,752,-37,715,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30026,2023,618,-38,580,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30026,2024,547,-226,321,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30027,2021,407,312,719,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30027,2022,1204,138,1342,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30027,2023,665,239,904,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30027,2024,991,56,1047,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30030,2021,513,-100,413,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30030,2022,7016,-217,6799,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30030,2023,4676,-517,4159,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30030,2024,5776,-502,5274,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30035,2021,263,502,765,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30035,2022,638,17,655,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30035,2023,423,169,592,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30035,2024,459,134,593,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30037,2021,543,85,628,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30037,2022,766,73,839,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30037,2023,900,-2,898,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30037,2024,848,166,1014,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30039,2021,125,-61,64,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30039,2022,895,8,903,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30039,2023,498,-209,289,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30039,2024,127,-402,-275,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30043,2021,122,-16,106,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30043,2022,482,-144,338,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30043,2023,472,-83,389,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
30043,2024,556,-64,492,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
31201,2021,889,-249,640,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
31201,2022,3392,-353,3039,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
31201,2023,2999,-461,2538,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
31201,2024,2812,-808,2004,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
31232,2021,118,48,166,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
31232,2022,606,43,649,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
31232,2023,786,7,793,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
31232,2024,526,-165,361,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
32054,2021,785,-927,-142,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
32054,2022,1764,-589,1175,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
32054,2023,934,246,1180,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
32054,2024,1611,-81,1530,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33004,2021,33,-376,-343,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33004,2022,509,-151,358,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33004,2023,598,3,601,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33004,2024,815,61,876,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33024,2021,948,20,968,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33024,2022,2825,283,3108,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33024,2023,2789,571,3360,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33024,2024,2793,446,3239,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33031,2021,26,-58,-32,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33031,2022,189,-43,146,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33031,2023,300,378,678,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33031,2024,375,357,732,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33037,2021,-18,-24,-42,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33037,2022,133,-25,108,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33037,2023,172,167,339,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33037,2024,317,333,650,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33044,2021,-212,-933,-1145,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33044,2022,3350,501,3851,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33044,2023,3255,681,3936,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33044,2024,3747,1028,4775,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33066,2021,25,411,436,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33066,2022,304,402,706,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33066,2023,183,487,670,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
33066,2024,342,506,848,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
34120,2021,134,-402,-268,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
34120,2022,955,-370,585,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
34120,2023,820,-119,701,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
34120,2024,1091,151,1242,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35002,2021,43,-73,-30,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35002,2022,351,304,655,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35002,2023,387,165,552,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35002,2024,504,160,664,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35004,2021,-101,-721,-822,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35004,2022,1648,-538,1110,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35004,2023,2409,659,3068,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35004,2024,1926,235,2161,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35006,2021,12,-91,-79,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35006,2022,130,269,399,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35006,2023,122,303,425,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35006,2024,197,203,400,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35011,2021,31,41,72,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35011,2022,297,233,530,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35011,2023,141,178,319,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35011,2024,81,146,227,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35014,2021,324,-13,311,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35014,2022,999,143,1142,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35014,2023,680,-262,418,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35014,2024,404,-199,205,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35016,2021,2175,-91,2084,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35016,2022,3660,-1880,1780,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35016,2023,4393,52,4445,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35016,2024,4393,-1331,3062,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35017,2021,307,-189,118,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35017,2022,931,464,1395,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35017,2023,1044,96,1140,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35017,2024,1025,235,1260,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35019,2021,1012,-96,916,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35019,2022,411,28,439,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35019,2023,648,-212,436,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35019,2024,379,-317,62,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35022,2021,397,146,543,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
