cod_ine,nombre,score_origen_asequibilidad,score_origen_turismo,score_origen_especulacion,score_origen_gentrificacion,score_origen_riesgo_futuro,score_orientado_asequibilidad,score_orientado_turismo,score_orientado_especulacion,score_orientado_gentrificacion,score_orientado_riesgo_futuro,score_normalizado_asequibilidad,score_normalizado_turismo,score_normalizado_especulacion,score_normalizado_gentrificacion,score_normalizado_riesgo_futuro,anio,mes_turismo,capas_validas,elegible_ipr5_prospectivo,ipr5_prospectivo,percentil_ipr5_prospectivo,categoria_ipr5_prospectivo,ranking_ipr5_prospectivo,peso_asequibilidad,contribucion_asequibilidad,peso_turismo,contribucion_turismo,peso_especulacion,contribucion_especulacion,peso_gentrificacion,contribucion_gentrificacion,peso_riesgo_futuro,contribucion_riesgo_futuro,ipr4_nacional_observado,percentil_ipr4,categoria_ipr4,ranking_ipr4,ipr5_cota_inferior,ipr5_cota_superior,metodo,version_metodologia
29067,Málaga,10.163934426229508,84.91803278688525,78.14207650273225,75.30054644808743,65.83655865963507,89.8360655737705,84.91803278688525,78.14207650273225,75.30054644808743,65.83655865963507,89.8360655737705,87.70491803278688,89.01639344262296,96.72131147540983,89.0728476821192,2023,8,5,True,90.16420584084248,100.0,muy_alta,1.0,0.3,26.95081967213115,0.2,17.540983606557376,0.2,17.803278688524593,0.15,14.508196721311474,0.15,13.36092715231788,90.35679845708776,99.67213114754098,muy_alta,2,76.80327868852459,91.8032786885246,ipr4_observado_e_ipr5_prospectivo_percentiles_2023_30_20_20_15_15,2.0
07040,Palma de Mallorca,15.081967213114757,64.59016393442623,76.6120218579235,55.73770491803278,56.58711040813981,84.91803278688525,64.59016393442623,76.6120218579235,55.73770491803278,56.58711040813981,84.91803278688525,64.91803278688525,86.88524590163935,71.47540983606558,63.24503311258278,2023,8,5,True,76.04413201606775,92.3841059602649,muy_alta,24.0,0.3,25.475409836065573,0.2,12.983606557377051,0.2,17.37704918032787,0.15,10.721311475409836,0.15,9.486754966887418,78.30279652844746,92.1311475409836,muy_alta,25,66.55737704918033,81.55737704918033,ipr4_observado_e_ipr5_prospectivo_percentiles_2023_30_20_20_15_15,2.0
46250,Valencia,34.42622950819672,85.40983606557377,78.14207650273224,54.37158469945356,53.90318637558744,65.57377049180329,85.40983606557377,78.14207650273224,54.37158469945356,53.90318637558744,65.57377049180327,88.19672131147541,88.52459016393442,66.06557377049181,56.62251655629139,2023,8,5,True,73.41960699164042,90.06622516556291,muy_alta,31.0,0.3,19.67213114754098,0.2,17.639344262295083,0.2,17.704918032786885,0.15,9.90983606557377,0.15,8.493377483443707,76.38379942140791,90.49180327868852,muy_alta,30,64.92622950819671,79.92622950819671,ipr4_observado_e_ipr5_prospectivo_percentiles_2023_30_20_20_15_15,2.0
20069,San Sebastián/Donostia,0.9836065573770492,82.29508196721312,24.37158469945355,62.185792349726775,27.971234143024823,99.01639344262296,82.29508196721312,24.37158469945355,62.185792349726775,27.971234143024823,99.01639344262296,83.93442622950819,12.131147540983608,84.26229508196721,6.953642384105961,2023,8,5,True,62.60042340679622,76.49006622516556,alta,72.0,0.3,29.704918032786885,0.2,16.78688524590164,0.2,2.4262295081967213,0.15,12.63934426229508,0.15,1.043046357615894,72.42044358727098,86.55737704918033,muy_alta,42,61.55737704918032,76.55737704918033,ipr4_observado_e_ipr5_prospectivo_percentiles_2023_30_20_20_15_15,2.0
28079,Madrid,3.9344262295081966,79.34426229508196,41.530054644808736,47.540983606557376,56.27941907426454,96.0655737704918,79.34426229508196,41.530054644808736,47.540983606557376,56.27941907426454,96.0655737704918,81.80327868852459,36.721311475409834,42.131147540983605,62.58278145695364,2023,8,5,True,68.23167951362501,86.42384105960265,muy_alta,42.0,0.3,28.81967213114754,0.2,16.360655737704917,0.2,7.344262295081967,0.15,6.319672131147541,0.15,9.387417218543046,69.22854387656702,83.27868852459017,muy_alta,52,58.84426229508197,73.84426229508196,ipr4_observado_e_ipr5_prospectivo_percentiles_2023_30_20_20_15_15,2.0
33024,Gijón,38.032786885245905,74.91803278688525,44.69945355191257,52.78688524590164,28.052745737639707,61.967213114754095,74.91803278688525,44.69945355191257,52.78688524590164,28.052745737639707,61.967213114754095,77.37704918032787,42.295081967213115,61.14754098360656,7.6158940397351,2023,8,5,True,52.83910541743568,59.271523178807946,media,124.0,0.3,18.59016393442623,0.2,15.475409836065577,0.2,8.459016393442623,0.15,9.172131147540984,0.15,1.1423841059602649,60.81967213114755,71.14754098360656,alta,89,51.696721311475414,66.69672131147541,ipr4_observado_e_ipr5_prospectivo_percentiles_2023_30_20_20_15_15,2.0
08019,Barcelona,2.622950819672131,83.77049180327869,17.81420765027322,30.163934426229513,27.173080171592854,97.37704918032787,83.77049180327869,17.81420765027322,30.163934426229513,27.173080171592854,97.37704918032787,86.88524590163935,6.39344262295082,5.573770491803279,5.960264900662252,2023,8,5,True,49.598957767886226,51.32450331125827,media,148.0,0.3,29.21311475409836,0.2,17.37704918032787,0.2,1.278688524590164,0.15,0.8360655737704917,0.15,0.8940397350993378,57.29990356798458,64.26229508196721,alta,110,48.704918032786885,63.704918032786885,ipr4_observado_e_ipr5_prospectivo_percentiles_2023_30_20_20_15_15,2.0
