cod_ine,anio,precio_m2,num_tasaciones,trimestres_disponibles,renta_media,superficie_ref_m2,precio_vivienda,ratio_asequibilidad,puntuacion_asequibilidad,metodo_normalizacion,fuente_precio,fuente_renta
13082,2016,610.6301948051947,308,4,21765.0,90.0,54956.717532467526,2.525004251434299,91.13475177304964,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
13087,2016,690.558371040724,221,4,24385.0,90.0,62150.25339366515,2.5487083614379804,90.42553191489361,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
14021,2016,1260.1808456812432,2767,4,27823.0,90.0,113416.27611131189,4.0763496427887675,30.141843971631207,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
14038,2016,803.9855477855477,429,4,21157.0,90.0,72358.6993006993,3.420083154544562,53.90070921985816,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
14056,2016,780.5067357512954,193,4,21233.0,90.0,70245.60621761659,3.308322244506974,60.638297872340424,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
15005,2016,851.7794871794872,273,4,26204.0,90.0,76660.15384615384,2.92551342719256,76.59574468085107,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
15019,2016,717.9266331658292,199,4,22553.0,90.0,64613.39698492463,2.864957965012399,79.07801418439716,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
15030,2016,1567.5090028490029,1755,4,31973.0,90.0,141075.81025641024,4.4123419840618725,23.404255319148938,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
15031,2016,1064.5282258064517,248,4,29062.0,90.0,95807.54032258065,3.296660254716835,61.702127659574465,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
15036,2016,675.78175,400,4,26623.0,90.0,60820.3575,2.2845042820117945,96.80851063829788,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
15054,2016,736.6545994065282,337,4,25566.0,90.0,66298.91394658753,2.5932454801919556,89.00709219858156,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
15058,2016,1146.580250783699,319,4,41150.0,90.0,103192.22257053292,2.507708932455235,91.84397163120568,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
15073,2016,836.9750000000001,244,4,28047.0,90.0,75327.75000000001,2.6857685313937325,86.17021276595744,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
15078,2016,1465.3918454935624,466,4,34068.0,90.0,131885.26609442063,3.87123594265647,33.687943262411345,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
16078,2016,1054.3309455587394,349,4,29122.0,90.0,94889.78510028654,3.2583539969880686,63.829787234042556,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
17023,2016,1284.2383333333332,540,4,26823.0,90.0,115581.45,4.309042612683145,25.177304964539008,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
17066,2016,1026.2103448275861,435,4,26989.0,90.0,92358.93103448275,3.4220953364141966,53.54609929078014,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
17079,2016,1409.834847233691,1211,4,35054.0,90.0,126885.1362510322,3.6197049195821362,44.326241134751776,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
17095,2016,1518.3256666666666,600,4,24510.0,90.0,136649.31,5.575247246022032,7.446808510638298,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
17114,2016,950.2427109974424,391,4,31858.0,90.0,85521.84398976981,2.6844699601283764,86.52482269503547,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
17155,2016,855.5363273453094,501,4,26182.0,90.0,76998.26946107784,2.940885702432123,75.88652482269504,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
18087,2016,1424.6080122591943,2284,4,28851.0,90.0,128214.7211033275,4.444030401141295,21.631205673758867,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
18140,2016,973.8290285714286,875,4,22967.0,90.0,87644.61257142857,3.8161106183406006,36.87943262411348,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
19130,2016,1053.8953488372092,645,4,31669.0,90.0,94850.58139534883,2.9950608290551903,72.69503546099291,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
20045,2016,1850.2478494623654,186,4,31283.0,90.0,166522.30645161288,5.3230926206442115,9.574468085106384,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
20067,2016,1863.8111111111114,81,3,30031.0,90.0,167743.00000000003,5.585661483134095,6.73758865248227,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
20069,2016,3088.668661417323,635,4,41167.0,90.0,277980.1795275591,6.752500292165061,1.0638297872340425,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
21041,2016,934.9345977763244,1529,4,26098.0,90.0,84144.1137998692,3.2241594681534678,64.53900709219859,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
22125,2016,1007.005109489051,411,4,30522.0,90.0,90630.4598540146,2.9693486617526568,74.822695035461,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
23005,2016,745.5522968197879,283,4,21462.0,90.0,67099.7067137809,3.126442396504562,67.73049645390071,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
23050,2016,1094.0413140311803,898,4,29411.0,90.0,98463.71826280623,3.347853465125505,58.51063829787234,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
23055,2016,832.4633466135458,502,4,25005.0,90.0,74921.70119521912,2.996268794049955,72.34042553191489,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
23092,2016,855.8632478632478,234,4,24875.0,90.0,77027.6923076923,3.0965906455353687,69.14893617021276,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
24089,2016,1107.5235714285716,840,4,29866.0,90.0,99677.12142857144,3.3374781165395913,59.219858156028366,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
24115,2016,734.3435294117647,510,4,26198.0,90.0,66090.91764705883,2.5227466847491726,91.48936170212765,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
24142,2016,815.0303317535545,211,4,26361.0,90.0,73352.72985781991,2.7826231879602408,82.26950354609929,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
25120,2016,861.9952208106473,1653,4,30348.0,90.0,77579.56987295825,2.5563322088097484,90.0709219858156,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
26089,2016,1122.2465442764578,926,4,30773.0,90.0,101002.1889848812,3.2821690762967926,62.05673758865248,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
27028,2016,860.75885509839,559,4,27595.0,90.0,77468.29695885509,2.807330928025189,81.20567375886525,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28005,2016,1314.2344365642239,1269,4,32751.0,90.0,118281.09929078014,3.6115263439522503,45.0354609929078,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28006,2016,2359.6693989071036,732,4,55269.0,90.0,212370.24590163934,3.842483958487386,35.46099290780142,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28007,2016,1526.2198259187621,1034,4,32499.0,90.0,137359.78433268858,4.226584951311996,26.24113475177305,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28013,2016,1102.7046511627907,430,4,30880.0,90.0,99243.41860465116,3.213841276057356,65.2482269503546,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28014,2016,1149.738494623656,465,4,30733.0,90.0,103476.46451612904,3.36694968002242,56.02836879432624,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28022,2016,2079.366777963272,599,4,65201.0,90.0,187143.01001669446,2.8702475424716565,78.01418439716312,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28045,2016,1463.795873015873,315,4,39265.0,90.0,131741.62857142856,3.355192374160921,57.801418439716315,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28047,2016,1296.4631239935588,621,4,32373.0,90.0,116681.68115942029,3.6042900305631327,45.39007092198582,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28049,2016,1486.7955426356586,516,4,33599.0,90.0,133811.59883720928,3.982606590589282,32.269503546099294,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28058,2016,1251.9848776871759,1349,4,29183.0,90.0,112678.63899184583,3.8611054035515826,34.04255319148936,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28061,2016,1310.1862068965518,377,4,38641.0,90.0,117916.75862068965,3.051596972663483,70.2127659574468,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28065,2016,1434.3286827747465,1283,4,31763.0,90.0,129089.5814497272,4.064149527743828,30.49645390070922,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28074,2016,1467.8783735478105,1119,4,30164.0,90.0,132109.05361930295,4.379692800003413,24.822695035460992,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28079,2016,2581.3166892460913,27311,4,39613.0,90.0,232318.50203214822,5.864703557724692,5.673758865248227,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28080,2016,2484.7661184210524,608,4,60937.0,90.0,223628.95065789472,3.6698385325482827,42.5531914893617,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28092,2016,1265.1429867411027,1433,4,30231.0,90.0,113862.86880669925,3.766427468714209,39.00709219858156,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28106,2016,962.7860360360361,1110,4,26282.0,90.0,86650.74324324325,3.296961541862996,61.347517730496456,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28113,2016,1385.5170212765956,470,4,32303.0,90.0,124696.53191489361,3.8602152095747644,34.39716312056738,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28115,2016,2517.679166666667,696,4,83624.0,90.0,226591.125,2.7096422677700183,85.1063829787234,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28123,2016,1599.1339468302658,489,4,41252.0,90.0,143922.05521472392,3.48885036397566,50.354609929078016,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28127,2016,2073.0892418032786,976,4,61380.0,90.0,186578.03176229508,3.0397202958992358,70.56737588652483,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28130,2016,1553.6000000000004,222,4,31904.0,90.0,139824.00000000003,4.382647943831495,24.46808510638298,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28134,2016,1769.0516666666667,600,4,39534.0,90.0,159214.65,4.027284109880103,31.20567375886525,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28148,2016,1247.9524109014676,954,4,31289.0,90.0,112315.71698113208,3.589623093775195,46.09929078014184,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28161,2016,1230.2954480796586,703,4,33882.0,90.0,110726.59032716928,3.2680063256941527,63.47517730496454,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28181,2016,1708.8992156862746,255,4,51775.0,90.0,153800.92941176472,2.9705635811060302,74.46808510638297,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
28903,2016,1922.9749034749034,259,4,51533.0,90.0,173067.7413127413,3.3583866903293287,57.4468085106383,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
29007,2016,1223.5485549132948,346,4,28875.0,90.0,110119.36994219653,3.813657833495984,37.234042553191486,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
29015,2016,963.4551495016611,301,4,25056.0,90.0,86710.9634551495,3.4606866002214836,51.06382978723404,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
29025,2016,1519.5552610441766,1245,4,22645.0,90.0,136759.9734939759,6.039301103730444,4.25531914893617,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
29051,2016,1353.7683753943218,1268,4,22489.0,90.0,121839.15378548896,5.417722165747208,8.51063829787234,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
29054,2016,1509.5939824945297,914,4,21459.0,90.0,135863.45842450767,6.331304274407366,2.8368794326241136,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
29067,2016,1342.4405928365582,4858,4,26673.0,90.0,120819.65335529024,4.529661206286891,19.50354609929078,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
29069,2016,2014.5564536082475,2425,4,25262.0,90.0,181310.08082474227,7.177186320352398,0.3546099290780142,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
29070,2016,1307.3009738283627,1643,4,20235.0,90.0,117657.08764455264,5.814533612283303,6.028368794326241,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
29082,2016,1332.1414593698175,603,4,28901.0,90.0,119892.73134328358,4.148393873682004,28.01418439716312,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
29084,2016,1004.8018248175183,274,4,24593.0,90.0,90432.16423357665,3.677150580798465,41.843971631205676,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
29094,2016,1148.2623020063356,947,4,21998.0,90.0,103343.60718057021,4.697863768550333,16.31205673758865,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
29901,2016,1443.92025072324,1037,4,23334.0,90.0,129952.82256509161,5.5692475600022116,7.801418439716312,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30003,2016,870.2821958456973,674,4,23222.0,90.0,78325.39762611275,3.3728962891272394,55.319148936170215,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30005,2016,680.1926829268293,328,4,24567.0,90.0,61217.34146341464,2.491852544609217,92.19858156028369,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30015,2016,636.8384279475982,229,4,23619.0,90.0,57315.45851528384,2.4266674505814745,93.61702127659575,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30016,2016,934.4399730215828,2224,4,28169.0,90.0,84099.59757194245,2.9855372065725603,73.40425531914893,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30019,2016,812.906329113924,237,4,24260.0,90.0,73161.56962025315,3.0157283437861975,71.63120567375887,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30022,2016,561.6710424710424,259,4,22486.0,90.0,50550.39382239382,2.248082977069902,97.87234042553192,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30024,2016,750.2129080118694,674,4,26156.0,90.0,67519.16172106825,2.5814024209003,89.36170212765957,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30026,2016,946.4242835595777,663,4,19794.0,90.0,85178.18552036199,4.303232571504597,25.53191489361702,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30027,2016,783.1432639649506,913,4,29540.0,90.0,70482.89375684556,2.3860153607598362,94.68085106382979,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30030,2016,926.2019255184088,4726,4,29812.0,90.0,83358.1732966568,2.796128179815403,81.91489361702128,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30035,2016,1074.8972251867663,937,4,26240.0,90.0,96740.75026680896,3.6867663973631464,41.48936170212766,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30037,2016,807.1479838709677,744,4,24563.0,90.0,72643.31854838709,2.957428593754309,75.177304964539,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30039,2016,694.139419087137,241,4,24704.0,90.0,62472.547717842324,2.528843414744265,90.78014184397163,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
30043,2016,619.8100574712645,348,4,22769.0,90.0,55782.905172413804,2.44994971990047,93.26241134751773,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
31201,2016,1505.8968177434908,1037,4,36041.0,90.0,135530.71359691417,3.7604592990459245,39.361702127659576,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
31232,2016,916.6077490774908,271,4,33555.0,90.0,82494.69741697417,2.4584919510348433,92.90780141843972,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
32054,2016,1106.6015652173915,575,4,27700.0,90.0,99594.14086956524,3.5954563490817772,45.744680851063826,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
33004,2016,1080.891777188329,377,4,28193.0,90.0,97280.2599469496,3.4505111178998193,52.12765957446808,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
33024,2016,1310.1655865921787,1790,4,28723.0,90.0,117914.90279329607,4.1052432821535385,29.43262411347518,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
33031,2016,858.0104166666666,240,4,25934.0,90.0,77220.9375,2.9775945669777126,74.11347517730496,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
33037,2016,763.3011111111111,180,4,26273.0,90.0,68697.1,2.614741369466753,88.65248226950355,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
33044,2016,1325.573353751914,1306,4,31373.0,90.0,119301.60183767226,3.802683894994813,37.5886524822695,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
33066,2016,1031.7861495844875,361,4,29819.0,90.0,92860.75346260387,3.114147136476873,68.43971631205673,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
34120,2016,1104.215725806452,496,4,29202.0,90.0,99379.41532258068,3.403171540393832,54.255319148936174,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
35002,2016,970.9952380952382,252,4,26296.0,90.0,87389.57142857143,3.3233028380199054,59.9290780141844,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
35004,2016,955.485935302391,711,4,25547.0,90.0,85993.73417721518,3.3660991183784863,56.38297872340426,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
35006,2016,874.2507042253521,284,4,27867.0,90.0,78682.56338028169,2.8235031894456415,80.85106382978724,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
35011,2016,802.3112676056339,213,4,26055.0,90.0,72208.01408450706,2.771368800019461,82.62411347517731,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
35016,2016,1374.570718232044,2715,4,30079.0,90.0,123711.36464088397,4.112881566570829,28.72340425531915,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
35017,2016,860.1195792880259,618,4,27637.0,90.0,77410.76213592233,2.8009828178138845,81.56028368794327,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
35019,2016,1678.154961832061,524,4,24341.0,90.0,151033.9465648855,6.204919541715028,3.5460992907801416,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
35022,2016,843.3799701046337,669,4,23959.0,90.0,75904.19730941704,3.168087036579867,67.02127659574468,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
35026,2016,980.8444270015697,637,4,25701.0,90.0,88275.99843014128,3.434730105059775,53.191489361702125,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
36026,2016,839.730701754386,114,4,24926.0,90.0,75575.76315789475,3.0320052618909874,70.92198581560284,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
36038,2016,1065.1989150090417,553,4,29039.0,90.0,95867.90235081375,3.3013499896970884,60.99290780141844,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
36045,2016,855.2019480519481,154,4,29232.0,90.0,76968.17532467532,2.6330109238052586,87.94326241134752,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
36057,2016,1322.0065685759328,1903,4,31139.0,90.0,118980.59117183395,3.8209509352205897,36.52482269503546,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
36060,2016,835.6387205387206,297,4,24917.0,90.0,75207.48484848485,3.018320217060033,71.27659574468085,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
37274,2016,1504.2217347956132,1003,4,27355.0,90.0,135379.9561316052,4.949002234750693,13.120567375886525,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
38001,2016,1503.2627700127061,787,4,22635.0,90.0,135293.64930114357,5.977187952336805,5.319148936170213,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
38006,2016,1284.1276876267748,986,4,20033.0,90.0,115571.49188640973,5.769055652493871,6.382978723404255,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
38017,2016,963.1691876750701,714,4,23150.0,90.0,86685.22689075631,3.7445022415013525,40.0709219858156,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
38023,2016,991.9174957118354,1166,4,27580.0,90.0,89272.57461406519,3.236859123062552,64.18439716312056,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
38026,2016,981.4128630705393,241,4,25129.0,90.0,88327.15767634854,3.5149491693401465,48.93617021276596,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
38028,2016,1338.5916666666667,288,4,24176.0,90.0,120473.25,4.983175463269358,12.76595744680851,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
38031,2016,952.996052631579,228,4,23056.0,90.0,85769.6447368421,3.720057457357829,40.780141843971634,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
38038,2016,1135.1889520202021,1584,4,28512.0,90.0,102167.00568181819,3.583298459659729,46.808510638297875,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
39016,2016,1181.3434523809524,168,4,30103.0,90.0,106320.91071428571,3.53190415288462,48.226950354609926,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
39020,2016,1591.0747603833865,313,4,28696.0,90.0,143196.7284345048,4.990128534795957,12.411347517730496,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
39075,2016,1643.7031278748848,1087,4,31593.0,90.0,147933.28150873963,4.682470215197658,17.02127659574468,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
39087,2016,942.8195583596216,317,4,25625.0,90.0,84853.76025236594,3.311366253750866,60.283687943262414,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
40194,2016,1291.2535714285716,364,4,30203.0,90.0,116212.82142857145,3.8477244455375774,35.1063829787234,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
41004,2016,935.8052369077305,802,4,24481.0,90.0,84222.47132169575,3.440319893864456,52.836879432624116,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
41021,2016,984.0683139534884,344,4,22384.0,90.0,88566.14825581395,3.9566720986335757,32.6241134751773,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
41024,2016,982.5274436090225,266,4,22682.0,90.0,88427.46992481203,3.8985746373693693,33.333333333333336,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
41034,2016,880.098447204969,322,4,21297.0,90.0,79208.8602484472,3.7192496712422973,41.13475177304964,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
41038,2016,1046.73169550173,1445,4,27356.0,90.0,94205.8525951557,3.443699831669677,52.4822695035461,percentil_invertido_anual,"Ministerio de Vivienda, valor tasado","INE, Atlas de distribución de renta de los hogares"
