cod_ine,anio,mediana_renta_unidad_consumo,renta_neta_media_hogar,renta_neta_media_persona,pct_renta_alta_200,pct_renta_baja_60,indice_gini,ratio_p80_p20,edad_media,pct_hogares_unipersonales,pct_mayor_65,pct_menor_18,pct_poblacion_espanola,tamano_medio_hogar,fuente
11004,2022,15750,31919,11724,7.3,30.8,34.4,3.3,41.1,26.3,17.0,19.8,91.4,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11004,2023,16450,34017,12564,6.4,30.5,33.7,3.1,41.4,26.9,17.4,19.4,90.9,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11006,2015,9450,19488,6881,2.7,40.9,31.0,2.4,39.0,21.2,14.1,20.3,98.2,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11006,2016,9450,19571,7063,2.9,38.9,30.5,2.4,39.5,21.8,14.4,20.1,98.3,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11006,2017,10150,20599,7506,2.5,36.8,28.8,2.3,40.0,22.1,14.8,19.6,98.4,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11006,2018,10850,21626,7976,2.4,34.3,28.0,2.1,40.5,22.9,15.3,19.3,98.2,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11006,2019,11550,22850,8483,2.3,33.3,27.4,2.1,40.8,23.2,15.5,19.0,97.9,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11006,2020,11550,22569,8454,2.5,34.8,28.2,2.3,41.3,23.6,15.8,18.4,97.8,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11006,2021,12250,23841,9016,2.5,32.8,27.3,2.2,41.6,24.3,16.0,18.0,97.7,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11006,2022,12950,25239,9630,2.3,33.3,26.9,2.2,42.0,24.9,16.6,17.7,97.5,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11006,2023,14350,27513,10607,2.0,31.6,25.9,2.2,42.5,25.8,17.2,17.1,97.3,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11012,2015,14350,29346,11132,13.8,21.1,33.7,2.9,44.6,25.3,21.9,14.9,98.4,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11012,2016,15050,29745,11396,14.8,20.5,33.8,3.0,45.0,25.4,22.4,14.9,98.4,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11012,2017,15050,30181,11698,13.4,20.3,33.0,2.8,45.3,26.2,22.9,14.9,98.3,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11012,2018,15750,31293,12284,12.8,19.5,32.2,2.7,45.7,26.9,23.4,14.8,98.2,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11012,2019,16450,32555,12884,12.2,18.8,31.5,2.9,46.0,27.2,23.7,14.7,97.9,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11012,2020,16450,32464,12997,12.6,19.2,31.7,2.9,46.4,28.0,24.3,14.4,97.9,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11012,2021,17850,33603,13608,12.2,18.5,31.0,2.7,46.8,28.7,24.9,14.0,97.8,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11012,2022,18550,35110,14432,11.1,19.2,30.8,2.7,47.2,29.4,25.6,13.6,97.6,2.4,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11012,2023,19250,37427,15487,10.2,18.9,30.2,2.7,47.6,29.9,26.2,13.2,97.3,2.4,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11015,2015,10150,22814,7720,5.5,37.1,36.2,3.3,38.1,20.9,12.4,21.5,96.6,2.9,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11015,2016,10150,22651,7881,5.9,35.8,36.1,3.4,38.3,21.4,12.6,21.7,96.6,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11015,2017,10850,23438,8212,5.1,35.1,34.5,3.0,38.7,22.2,12.9,21.4,96.3,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11015,2018,11550,24704,8727,4.9,32.9,33.3,2.9,39.1,22.4,13.4,21.2,96.1,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11015,2019,12950,26182,9353,4.9,31.2,32.2,2.7,39.6,22.8,13.8,20.8,95.7,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11015,2020,12250,26087,9391,5.1,32.5,32.6,2.7,40.0,23.2,14.1,20.3,95.7,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11015,2021,13650,27672,10038,5.3,30.5,31.7,2.7,40.4,23.5,14.5,19.8,95.6,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11015,2022,14350,29215,10713,4.5,31.3,31.3,2.6,40.8,23.8,15.0,19.4,95.4,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11015,2023,15750,31566,11699,4.3,30.2,30.3,2.6,41.2,24.6,15.6,18.9,95.2,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11020,2015,10850,23411,8405,6.8,32.8,35.8,3.1,39.7,22.3,14.9,20.7,97.8,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11020,2016,11550,23897,8604,7.3,31.5,35.3,3.2,40.1,22.2,15.2,20.6,97.8,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11020,2017,11550,24601,8945,6.6,31.2,34.4,2.9,40.5,22.8,15.6,20.4,97.6,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11020,2018,12250,25827,9447,6.4,29.9,33.5,2.8,40.9,23.0,16.1,20.1,97.4,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11020,2019,12950,27147,9970,6.1,29.1,32.6,2.7,41.3,23.2,16.5,19.8,97.2,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11020,2020,12950,27078,10049,6.3,29.7,32.7,2.7,41.7,23.7,16.9,19.3,97.1,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11020,2021,13650,28501,10661,6.2,28.6,31.8,2.7,42.0,24.2,17.4,18.9,97.1,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11020,2022,15050,30213,11413,5.6,29.3,31.3,2.7,42.4,24.6,17.9,18.4,96.6,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11020,2023,15750,32215,12242,5.2,28.5,30.5,2.6,42.7,25.0,18.4,17.8,96.3,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11022,2015,10150,21678,7777,6.6,40.2,40.6,4.8,40.0,25.4,16.3,19.4,93.6,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11022,2016,10150,21839,7716,6.7,40.5,40.8,4.8,40.3,23.5,16.5,19.5,93.7,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11022,2017,10850,22543,8125,6.2,40.0,39.9,4.2,40.4,25.6,16.7,19.4,93.5,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11022,2018,11550,23557,8523,6.0,39.4,39.3,3.8,40.6,25.4,16.8,19.4,93.0,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11022,2019,11550,25006,9090,6.0,38.8,38.4,3.9,40.8,26.0,16.9,19.2,92.4,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11022,2020,11550,25181,9187,6.3,38.9,38.0,3.9,41.2,26.3,17.2,19.0,92.4,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11022,2021,12950,26763,9928,6.3,37.2,37.2,3.7,41.4,27.0,17.2,18.8,92.1,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11022,2022,13650,28327,10552,5.9,38.3,37.0,3.5,41.7,27.1,17.5,18.4,91.3,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11022,2023,14350,30863,11553,5.5,37.7,36.1,3.4,41.9,27.2,17.6,18.4,90.7,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11027,2015,12250,26462,9152,9.7,30.4,37.0,3.5,39.3,21.9,13.8,20.6,96.6,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11027,2016,12250,27094,9401,10.5,29.6,37.0,3.5,39.7,21.7,14.3,20.6,96.7,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11027,2017,12950,27732,9741,9.3,28.6,35.7,3.2,40.1,22.7,15.0,20.4,96.7,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11027,2018,13650,29041,10307,9.0,27.1,34.8,3.1,40.5,23.1,15.6,20.2,96.6,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11027,2019,14350,30145,10756,8.5,26.9,34.0,2.9,40.9,23.4,16.1,19.8,96.4,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11027,2020,14350,30082,10829,8.9,27.6,34.2,2.9,41.3,23.8,16.6,19.4,96.3,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11027,2021,15050,31435,11412,8.7,26.6,33.5,2.8,41.6,24.4,17.1,19.0,96.2,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11027,2022,15750,33412,12235,8.3,27.1,33.1,2.7,42.0,24.6,17.7,18.5,95.9,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11027,2023,17150,35870,13277,7.8,26.5,32.5,2.7,42.4,25.4,18.4,18.1,95.8,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11028,2015,12250,24912,9027,6.6,26.0,32.3,2.9,39.1,20.3,12.5,20.0,97.9,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11028,2016,12950,25653,9336,7.3,24.3,31.9,2.7,39.6,20.6,13.0,19.9,97.8,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11028,2017,13650,26620,9713,6.4,22.1,30.2,2.6,40.0,20.5,13.4,19.7,97.5,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11028,2018,14350,27883,10274,6.1,21.6,29.6,2.4,40.5,20.6,14.2,19.3,97.4,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11028,2019,15050,29032,10759,5.8,21.4,28.8,2.3,41.0,20.8,14.7,18.9,96.9,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11028,2020,15050,28982,10811,5.9,21.4,28.9,2.3,41.4,21.2,15.3,18.5,97.1,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11028,2021,15750,30123,11296,5.9,21.4,28.5,2.4,41.8,21.7,15.9,18.1,97.1,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11028,2022,16450,31516,11937,5.1,22.8,28.3,2.4,42.2,22.5,16.7,17.5,97.2,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11028,2023,17850,33827,12894,4.6,21.3,27.2,2.2,42.8,22.8,17.5,16.9,97.1,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11030,2015,12250,24195,8995,7.0,27.8,33.3,2.9,39.7,25.2,14.5,19.2,96.5,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11030,2016,12250,24995,9291,7.6,26.5,33.1,3.0,40.0,24.8,14.8,19.4,96.4,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11030,2017,12950,25969,9710,7.1,25.7,32.0,2.8,40.4,25.7,15.2,19.3,96.4,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11030,2018,13650,26741,10052,6.4,24.9,31.1,2.7,40.8,25.8,15.7,19.1,96.1,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11030,2019,14350,27941,10603,6.0,24.4,30.1,2.5,41.2,26.3,16.1,18.9,95.6,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11030,2020,14350,27825,10725,6.1,25.1,30.5,2.5,41.7,26.9,16.6,18.5,95.9,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11030,2021,15050,29078,11377,6.3,24.1,30.2,2.5,42.1,27.6,17.1,18.1,95.7,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11030,2022,15750,30521,12029,5.7,24.4,29.8,2.6,42.6,27.8,17.7,17.6,95.0,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11030,2023,17150,32841,12985,5.0,24.8,29.3,2.4,42.9,28.2,18.3,17.4,94.5,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11031,2015,12950,25819,9219,7.0,25.2,32.2,2.7,39.9,21.7,14.7,20.0,98.9,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11031,2016,12950,26394,9458,7.7,24.3,32.1,2.8,40.3,21.0,15.1,19.8,98.9,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11031,2017,13650,26928,9699,6.8,24.0,31.1,2.6,40.8,22.3,15.7,19.5,98.9,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11031,2018,14350,28076,10208,6.5,22.9,30.4,2.7,41.3,22.0,16.3,19.3,98.8,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11031,2019,15050,29392,10731,6.3,22.9,30.0,2.6,41.7,21.9,16.8,18.9,98.6,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11031,2020,15050,29492,10835,6.6,23.1,30.1,2.6,42.2,22.0,17.5,18.5,98.5,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11031,2021,15750,30677,11369,6.4,22.5,29.4,2.5,42.7,22.7,18.2,18.1,98.4,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11031,2022,16450,32124,12024,5.4,23.5,29.0,2.5,43.1,22.8,18.9,17.6,98.3,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11031,2023,17150,34258,12948,4.9,23.0,28.2,2.4,43.5,23.5,19.7,17.1,98.2,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11032,2015,8750,18884,6753,3.6,45.4,35.7,3.2,39.3,23.7,13.9,19.7,98.9,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11032,2016,8750,19619,7032,4.0,42.4,34.9,2.9,39.6,23.5,14.4,19.7,98.9,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11032,2017,9450,20328,7302,3.6,42.5,33.7,2.5,39.9,24.1,14.8,19.8,98.7,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11032,2018,10150,21333,7720,3.3,40.8,32.9,2.8,40.2,24.4,15.2,19.9,98.5,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11032,2019,10850,22849,8286,3.2,38.9,31.7,2.6,40.6,24.7,15.6,19.7,98.2,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11032,2020,10850,22965,8344,3.4,38.7,31.6,2.6,40.9,24.9,16.1,19.6,98.2,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11032,2021,11550,24101,8849,3.5,38.0,31.0,2.4,41.2,25.4,16.5,19.4,98.1,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11032,2022,12250,25795,9422,3.0,39.7,30.8,2.6,41.6,23.6,17.2,19.1,98.0,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11032,2023,13650,27874,10203,2.7,38.6,29.6,2.4,42.0,23.4,17.8,18.7,97.9,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11033,2015,11550,24993,8668,8.1,32.5,38.1,3.7,38.8,24.3,14.1,21.1,88.8,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11033,2016,11550,25217,8614,8.3,32.0,38.0,3.2,38.9,22.9,14.3,21.3,88.8,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11033,2017,12250,26487,9205,8.0,31.1,36.7,3.4,38.9,24.5,14.2,21.5,88.4,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11033,2018,12950,27637,9609,8.0,29.4,35.9,3.2,39.2,24.7,14.4,21.4,87.8,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11033,2019,13650,29857,10442,8.2,28.5,35.3,3.1,39.5,25.0,14.7,21.1,87.0,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11033,2020,13650,29946,10477,8.7,29.5,36.3,3.1,39.9,24.9,14.9,20.8,86.1,2.8,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11033,2021,14350,31620,11234,9.6,28.2,36.4,3.0,40.2,25.4,15.1,20.5,84.7,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11033,2022,15750,34526,12299,9.4,28.2,36.4,3.0,40.6,25.9,15.5,20.0,82.8,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
11033,2023,17150,38428,13663,9.1,27.5,35.7,2.9,40.9,26.4,15.8,19.5,82.3,2.7,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12009,2015,12950,23941,9465,7.3,25.1,33.1,2.8,38.8,30.2,13.8,20.5,85.2,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12009,2016,13650,24903,9857,8.2,22.9,32.3,2.8,39.1,29.8,14.1,20.4,85.9,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12009,2017,14350,26015,10367,7.4,22.0,31.0,2.7,39.3,30.7,14.2,20.6,85.7,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12009,2018,15050,27265,10840,7.0,20.5,30.0,2.6,39.5,30.6,14.2,20.7,85.2,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12009,2019,15750,28534,11335,6.4,20.6,29.2,2.5,39.7,30.4,14.3,20.4,84.6,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12009,2020,15750,28727,11434,6.5,20.0,28.9,2.5,40.0,30.2,14.2,20.2,84.6,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12009,2021,16450,30123,11965,6.3,19.6,28.5,2.4,40.2,30.2,14.3,20.2,83.9,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12009,2022,17150,31408,12494,5.1,20.8,28.1,2.5,40.4,30.3,14.4,20.1,82.8,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12009,2023,17850,33215,13164,4.8,22.7,28.6,2.4,40.6,29.8,14.7,19.9,82.1,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12027,2015,11550,24165,9095,7.8,30.0,34.8,2.9,41.1,25.9,17.2,19.1,78.8,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12027,2016,12250,24458,9182,7.8,28.0,34.1,3.0,41.4,25.6,17.6,19.2,79.4,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12027,2017,12950,25517,9631,7.3,27.3,33.0,2.8,41.6,26.4,17.9,19.1,78.9,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12027,2018,13650,26572,10064,6.8,27.4,32.3,2.9,41.8,26.9,18.1,19.1,78.4,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12027,2019,13650,27400,10455,6.5,27.2,31.7,2.7,41.9,27.8,18.4,19.0,77.5,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12027,2020,13650,27639,10573,6.8,28.0,32.2,2.7,42.2,28.3,18.8,18.8,77.3,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12027,2021,14350,28550,10955,6.4,27.8,31.5,2.8,42.4,28.4,19.0,18.9,77.2,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12027,2022,15050,30187,11526,5.4,30.4,31.8,2.7,42.3,28.7,19.0,18.8,76.1,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12027,2023,15750,31740,12085,5.1,31.9,31.8,2.8,42.5,28.8,19.2,18.3,75.1,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12032,2015,12250,24722,9388,7.9,26.0,33.8,3.0,40.5,27.8,16.4,20.0,84.1,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12032,2016,12950,25505,9695,8.7,24.1,33.1,2.8,40.8,27.2,16.8,20.1,84.7,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12032,2017,13650,26589,10240,8.3,23.4,32.1,2.7,41.2,28.2,17.1,19.8,84.4,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12032,2018,14350,27764,10736,8.1,22.4,31.6,2.5,41.5,28.3,17.2,19.7,84.3,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12032,2019,15050,28966,11198,7.6,22.7,31.1,2.6,41.7,28.4,17.2,19.4,83.3,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12032,2020,15050,29310,11372,8.1,22.2,30.8,2.7,42.1,28.4,17.5,19.0,83.5,2.6,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12032,2021,15750,30638,11995,8.0,21.9,30.6,2.6,42.3,28.9,17.7,18.7,83.4,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12032,2022,16450,32060,12555,6.9,23.3,30.4,2.5,42.3,28.9,17.8,18.4,82.5,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12032,2023,17850,33802,13244,6.1,24.8,30.6,2.6,42.4,29.3,18.0,18.2,81.2,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12040,2015,13650,27750,10913,13.0,23.6,35.8,3.2,41.4,28.3,17.3,18.5,84.1,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12040,2016,14350,28734,11330,13.8,21.8,35.0,2.9,41.7,28.1,17.7,18.5,85.0,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12040,2017,15050,29751,11790,12.5,20.7,33.5,2.8,42.0,28.8,18.1,18.4,84.4,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12040,2018,15750,30929,12307,12.1,19.6,32.9,2.6,42.3,29.0,18.4,18.3,84.0,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12040,2019,16450,32012,12702,11.5,19.9,32.4,2.8,42.5,29.0,18.5,18.0,82.9,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12040,2020,16450,31914,12785,11.6,19.5,32.0,2.8,42.9,29.3,19.0,17.7,83.0,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12040,2021,17850,33221,13427,11.3,18.5,31.1,2.7,43.2,29.8,19.3,17.4,83.3,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12040,2022,18550,34612,13974,10.1,20.2,31.2,2.6,43.2,30.0,19.3,17.3,81.8,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12040,2023,19250,36576,14696,8.9,21.8,31.3,2.7,43.3,29.8,19.5,17.1,80.4,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12084,2015,12950,25173,9819,7.7,22.2,31.8,2.6,40.1,27.1,15.3,19.6,87.6,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12084,2016,13650,26316,10249,8.4,19.8,31.0,2.6,40.4,26.7,15.6,19.8,88.2,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12084,2017,14350,27474,10735,7.6,18.5,29.5,2.5,40.6,26.6,16.0,19.7,88.2,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12084,2018,15750,28612,11215,7.3,18.0,28.6,2.4,40.9,27.1,16.2,19.6,87.9,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
12084,2019,16450,29820,11719,6.9,17.6,28.2,2.3,41.3,27.5,16.6,19.2,87.5,2.5,"INE, Atlas de distribución de renta de los hogares, tablas 30824, 30829, 37677 y 30832"
