cod_ine,anio,trimestre,compraventas,fuente
28127,2021,2,404,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2021,3,346,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2021,4,473,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2022,1,547,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2022,2,416,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2022,3,314,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2022,4,269,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2023,1,202,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2023,2,245,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2023,3,178,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2023,4,250,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2024,1,232,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2024,2,310,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2024,3,259,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2024,4,268,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2025,1,320,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2025,2,325,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2025,3,258,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2025,4,279,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28127,2026,1,237,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2004,1,106,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2004,2,128,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2004,3,110,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2004,4,124,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2005,1,91,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2005,2,148,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2005,3,94,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2005,4,170,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2006,1,120,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2006,2,134,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2006,3,65,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2006,4,113,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2007,1,104,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2007,2,59,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2007,3,28,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2007,4,55,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2008,1,61,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2008,2,161,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2008,3,135,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2008,4,47,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2009,1,53,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2009,2,187,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2009,3,48,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2009,4,82,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2010,1,67,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2010,2,146,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2010,3,36,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2010,4,101,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2011,1,38,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2011,2,59,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2011,3,48,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2011,4,83,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2012,1,33,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2012,2,45,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2012,3,27,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2012,4,74,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2013,1,31,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2013,2,43,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2013,3,39,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2013,4,164,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2014,1,34,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2014,2,49,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2014,3,39,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2014,4,51,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2015,1,56,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2015,2,48,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2015,3,40,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2015,4,49,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2016,1,51,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2016,2,54,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2016,3,46,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2016,4,83,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2017,1,58,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2017,2,71,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2017,3,65,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2017,4,85,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2018,1,63,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2018,2,74,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2018,3,61,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2018,4,85,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2019,1,66,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2019,2,67,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2019,3,62,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2019,4,86,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2020,1,48,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2020,2,32,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2020,3,52,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2020,4,71,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2021,1,58,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2021,2,92,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2021,3,74,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2021,4,88,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2022,1,90,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2022,2,86,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2022,3,64,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2022,4,57,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2023,1,68,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2023,2,46,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2023,3,51,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2023,4,70,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2024,1,72,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2024,2,94,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2024,3,80,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2024,4,73,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2025,1,81,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2025,2,93,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2025,3,79,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2025,4,92,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28130,2026,1,80,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2004,1,272,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2004,2,288,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2004,3,200,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2004,4,244,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2005,1,196,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2005,2,342,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2005,3,158,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2005,4,292,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2006,1,514,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2006,2,434,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2006,3,703,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2006,4,602,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2007,1,532,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2007,2,530,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2007,3,444,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2007,4,321,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2008,1,275,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2008,2,195,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2008,3,278,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2008,4,101,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2009,1,102,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2009,2,159,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2009,3,152,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2009,4,163,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2010,1,131,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2010,2,202,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2010,3,96,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2010,4,206,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2011,1,68,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2011,2,636,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2011,3,278,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2011,4,454,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2012,1,98,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2012,2,96,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2012,3,64,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2012,4,237,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2013,1,66,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2013,2,95,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2013,3,63,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2013,4,97,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2014,1,160,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2014,2,112,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2014,3,192,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2014,4,173,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2015,1,141,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2015,2,151,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2015,3,155,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2015,4,165,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2016,1,164,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2016,2,168,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2016,3,234,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2016,4,192,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2017,1,332,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2017,2,349,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2017,3,224,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2017,4,435,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2018,1,191,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2018,2,289,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2018,3,229,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2018,4,363,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2019,1,273,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2019,2,351,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2019,3,161,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2019,4,213,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2020,1,154,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2020,2,123,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2020,3,293,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2020,4,238,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2021,1,266,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2021,2,354,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2021,3,259,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2021,4,404,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2022,1,284,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2022,2,367,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2022,3,184,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2022,4,241,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2023,1,190,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2023,2,219,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2023,3,320,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2023,4,266,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2024,1,340,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2024,2,291,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2024,3,264,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2024,4,263,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2025,1,268,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2025,2,249,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2025,3,242,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2025,4,242,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28134,2026,1,208,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2004,1,505,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2004,2,667,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2004,3,436,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2004,4,956,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2005,1,364,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2005,2,390,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2005,3,256,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2005,4,615,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2006,1,706,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2006,2,861,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2006,3,564,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2006,4,384,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2007,1,385,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2007,2,176,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2007,3,98,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2007,4,185,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2008,1,216,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2008,2,311,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2008,3,187,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2008,4,226,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2009,1,469,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2009,2,329,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2009,3,148,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2009,4,675,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2010,1,212,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2010,2,327,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2010,3,189,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2010,4,321,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2011,1,756,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2011,2,326,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2011,3,225,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2011,4,330,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2012,1,115,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2012,2,152,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2012,3,169,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2012,4,496,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2013,1,137,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2013,2,157,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2013,3,120,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2013,4,384,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2014,1,157,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2014,2,473,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2014,3,172,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2014,4,295,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2015,1,201,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2015,2,213,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2015,3,276,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2015,4,264,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2016,1,220,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2016,2,298,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2016,3,1058,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2016,4,289,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2017,1,396,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2017,2,368,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2017,3,329,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2017,4,343,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2018,1,344,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2018,2,430,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2018,3,302,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2018,4,444,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2019,1,361,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2019,2,315,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2019,3,258,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2019,4,517,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2020,1,240,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2020,2,252,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2020,3,430,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2020,4,448,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2021,1,639,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2021,2,483,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2021,3,337,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2021,4,525,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2022,1,427,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2022,2,352,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2022,3,267,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2022,4,345,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2023,1,418,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2023,2,375,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2023,3,270,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2023,4,417,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2024,1,356,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2024,2,472,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2024,3,342,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2024,4,569,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2025,1,363,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2025,2,344,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2025,3,329,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2025,4,397,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28148,2026,1,352,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2004,1,305,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2004,2,566,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2004,3,464,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2004,4,718,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2005,1,469,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2005,2,586,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2005,3,484,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2005,4,561,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2006,1,539,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2006,2,869,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2006,3,437,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2006,4,531,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2007,1,341,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2007,2,227,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2007,3,677,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2007,4,398,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2008,1,249,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2008,2,489,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2008,3,365,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2008,4,436,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2009,1,321,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2009,2,230,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2009,3,155,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2009,4,261,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2010,1,299,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2010,2,295,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2010,3,227,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2010,4,372,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2011,1,304,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2011,2,236,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2011,3,120,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2011,4,155,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2012,1,167,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2012,2,110,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2012,3,118,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2012,4,222,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2013,1,50,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2013,2,123,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2013,3,114,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2013,4,245,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2014,1,131,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2014,2,192,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2014,3,87,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2014,4,159,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2015,1,122,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2015,2,158,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2015,3,111,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2015,4,171,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2016,1,130,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2016,2,172,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2016,3,115,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2016,4,203,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2017,1,138,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2017,2,314,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2017,3,160,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2017,4,380,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2018,1,216,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2018,2,337,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2018,3,161,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2018,4,296,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2019,1,225,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2019,2,210,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2019,3,205,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2019,4,266,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2020,1,363,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2020,2,157,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2020,3,186,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2020,4,296,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2021,1,314,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2021,2,380,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
28161,2021,3,292,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
