cod_ine,anio,trimestre,compraventas,fuente
11032,2014,3,96,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2014,4,105,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2015,1,92,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2015,2,130,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2015,3,134,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2015,4,143,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2016,1,156,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2016,2,154,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2016,3,125,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2016,4,146,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2017,1,178,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2017,2,166,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2017,3,211,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2017,4,235,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2018,1,165,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2018,2,204,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2018,3,185,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2018,4,180,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2019,1,195,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2019,2,212,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2019,3,173,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2019,4,222,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2020,1,167,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2020,2,111,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2020,3,187,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2020,4,222,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2021,1,178,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2021,2,249,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2021,3,193,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2021,4,245,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2022,1,237,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2022,2,232,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2022,3,206,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2022,4,206,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2023,1,211,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2023,2,222,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2023,3,163,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2023,4,183,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2024,1,227,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2024,2,205,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2024,3,192,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2024,4,213,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2025,1,220,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2025,2,284,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2025,3,201,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2025,4,232,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11032,2026,1,231,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2004,1,61,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2004,2,119,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2004,3,115,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2004,4,104,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2005,1,107,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2005,2,135,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2005,3,150,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2005,4,186,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2006,1,221,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2006,2,215,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2006,3,207,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2006,4,211,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2007,1,321,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2007,2,276,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2007,3,242,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2007,4,140,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2008,1,198,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2008,2,118,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2008,3,147,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2008,4,169,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2009,1,114,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2009,2,173,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2009,3,166,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2009,4,221,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2010,1,73,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2010,2,103,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2010,3,90,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2010,4,121,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2011,1,103,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2011,2,105,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2011,3,130,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2011,4,318,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2012,1,88,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2012,2,130,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2012,3,186,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2012,4,211,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2013,1,69,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2013,2,74,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2013,3,76,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2013,4,109,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2014,1,136,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2014,2,115,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2014,3,112,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2014,4,169,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2015,1,121,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2015,2,224,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2015,3,122,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2015,4,378,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2016,1,155,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2016,2,162,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2016,3,107,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2016,4,148,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2017,1,162,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2017,2,150,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2017,3,130,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2017,4,147,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2018,1,121,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2018,2,323,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2018,3,167,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2018,4,173,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2019,1,148,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2019,2,155,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2019,3,95,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2019,4,154,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2020,1,110,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2020,2,92,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2020,3,120,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2020,4,196,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2021,1,164,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2021,2,295,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2021,3,244,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2021,4,322,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2022,1,227,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2022,2,279,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2022,3,224,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2022,4,242,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2023,1,212,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2023,2,195,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2023,3,245,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2023,4,239,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2024,1,192,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2024,2,254,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2024,3,171,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2024,4,232,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2025,1,204,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2025,2,273,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2025,3,259,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2025,4,282,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
11033,2026,1,203,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2004,1,107,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2004,2,188,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2004,3,145,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2004,4,135,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2005,1,147,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2005,2,224,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2005,3,176,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2005,4,233,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2006,1,156,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2006,2,279,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2006,3,433,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2006,4,225,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2007,1,395,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2007,2,412,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2007,3,355,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2007,4,360,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2008,1,168,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2008,2,197,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2008,3,96,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2008,4,89,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2009,1,53,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2009,2,51,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2009,3,106,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2009,4,60,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2010,1,51,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2010,2,77,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2010,3,34,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2010,4,92,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2011,1,28,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2011,2,85,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2011,3,152,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2011,4,71,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2012,1,45,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2012,2,51,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2012,3,59,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2012,4,107,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2013,1,19,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2013,2,28,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2013,3,33,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2013,4,64,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2014,1,64,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2014,2,38,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2014,3,67,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2014,4,68,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2015,1,20,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2015,2,52,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2015,3,64,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2015,4,95,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2016,1,107,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2016,2,63,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2016,3,49,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2016,4,64,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2017,1,69,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2017,2,99,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2017,3,56,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2017,4,97,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2018,1,93,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2018,2,98,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2018,3,101,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2018,4,126,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2019,1,107,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2019,2,93,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2019,3,93,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2019,4,94,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2020,1,151,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2020,2,49,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2020,3,106,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2020,4,154,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2021,1,95,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2021,2,144,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2021,3,115,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2021,4,134,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2022,1,103,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2022,2,115,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2022,3,114,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2022,4,106,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2023,1,95,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2023,2,116,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2023,3,80,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2023,4,119,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2024,1,123,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2024,2,152,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2024,3,132,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2024,4,167,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2025,1,219,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2025,2,171,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2025,3,170,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2025,4,141,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12009,2026,1,176,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2004,1,116,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2004,2,307,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2004,3,270,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2004,4,255,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2005,1,219,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2005,2,243,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2005,3,372,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2005,4,237,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2006,1,255,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2006,2,249,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2006,3,263,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2006,4,261,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2007,1,281,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2007,2,306,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2007,3,215,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2007,4,257,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2008,1,171,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2008,2,142,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2008,3,104,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2008,4,139,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2009,1,165,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2009,2,113,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2009,3,64,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2009,4,162,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2010,1,81,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2010,2,125,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2010,3,58,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2010,4,84,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2011,1,28,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2011,2,47,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2011,3,62,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2011,4,50,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2012,1,105,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2012,2,68,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2012,3,99,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2012,4,109,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2013,1,51,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2013,2,50,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2013,3,48,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2013,4,62,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2014,1,51,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2014,2,37,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2014,3,79,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2014,4,133,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2015,1,48,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2015,2,63,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2015,3,61,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2015,4,65,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2016,1,47,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2016,2,85,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2016,3,72,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2016,4,99,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2017,1,44,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2017,2,73,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2017,3,71,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2017,4,115,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2018,1,97,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2018,2,93,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2018,3,87,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2018,4,96,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2019,1,84,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2019,2,103,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2019,3,68,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2019,4,108,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2020,1,61,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2020,2,27,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2020,3,78,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2020,4,144,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2021,1,72,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2021,2,120,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2021,3,120,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2021,4,137,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2022,1,104,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2022,2,144,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2022,3,117,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2022,4,115,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2023,1,116,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2023,2,138,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2023,3,100,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2023,4,114,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2024,1,109,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2024,2,168,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2024,3,132,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2024,4,124,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2025,1,165,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2025,2,157,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2025,3,107,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2025,4,280,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12027,2026,1,106,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2004,1,147,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2004,2,286,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2004,3,350,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2004,4,181,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2005,1,172,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2005,2,223,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2005,3,215,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2005,4,215,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2006,1,220,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2006,2,406,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2006,3,201,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2006,4,247,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2007,1,326,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2007,2,210,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2007,3,188,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2007,4,203,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2008,1,90,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2008,2,118,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2008,3,102,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2008,4,104,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2009,1,88,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2009,2,66,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2009,3,73,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2009,4,75,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2010,1,36,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2010,2,78,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2010,3,75,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2010,4,82,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2011,1,41,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2011,2,51,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2011,3,51,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2011,4,46,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2012,1,71,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2012,2,81,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2012,3,71,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2012,4,83,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2013,1,35,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2013,2,74,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2013,3,73,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2013,4,71,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2014,1,74,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2014,2,85,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2014,3,52,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
12032,2014,4,71,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
