cod_ine,anio,calculation_version,component,source_year,statistical_period,coverage_score,recency_score,consistency_score,quality_score,issues
40194,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
40194,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
40194,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
40194,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
41004,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
41004,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
41004,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
41004,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
41021,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
41021,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
41021,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
41021,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
41024,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
41024,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
41024,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
41024,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
41034,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
41034,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
41034,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
41034,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
41038,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
41038,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
41038,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
41038,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
41039,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
41039,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
41039,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
41039,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
41053,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
41053,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
41053,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
41053,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
41059,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
41059,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
41059,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
41059,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
41065,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
41065,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
41065,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
41065,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
41069,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
41069,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
41069,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
41069,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
41081,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
41081,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
41081,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
41081,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
41091,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
41091,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
41091,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
41091,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
41095,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
41095,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
41095,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
41095,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
42173,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
42173,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
42173,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
42173,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
43038,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
43038,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
43038,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
43038,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
43123,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
43123,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
43123,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
43123,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
43148,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
43148,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
43148,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
43148,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
43155,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
43155,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
43155,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
43155,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
43163,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
43163,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
43163,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
43163,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
43905,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
43905,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
43905,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
43905,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
44216,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
44216,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
44216,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
44216,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
45081,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
45081,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
45081,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
45081,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
45165,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
45165,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
45165,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
45165,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
45168,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
45168,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
45168,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
45168,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46005,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46005,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46005,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46005,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46017,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46017,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46017,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46017,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46021,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46021,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46021,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46021,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46029,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46029,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46029,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46029,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46078,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46078,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46078,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46078,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46094,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46094,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46094,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46094,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46102,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46102,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46102,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46102,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46110,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46110,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46110,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46110,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46131,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46131,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46131,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46131,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46145,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46145,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46145,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46145,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46159,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46159,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46159,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46159,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46169,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46169,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46169,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46169,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46181,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46181,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46181,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46181,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46184,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46184,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46184,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46184,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46190,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46190,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46190,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46190,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46220,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46220,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46220,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46220,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46235,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46235,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46235,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46235,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46244,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46244,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46244,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46244,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
46250,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
46250,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
46250,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
46250,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
47186,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
47186,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
47186,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
47186,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
48013,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
48013,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
48013,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
48013,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
48015,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
48015,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
48015,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
48015,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
48020,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
48020,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
48020,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
48020,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
48027,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
48027,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
48027,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
48027,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
48036,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
48036,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
48036,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
48036,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
48044,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
48044,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
48044,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
48044,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
48054,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
48054,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
48054,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
48054,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
48078,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
48078,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
48078,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
48078,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
48082,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
48082,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
48082,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
48082,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
48084,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
48084,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
48084,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
48084,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
49275,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
49275,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
49275,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
49275,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
50297,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
50297,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
50297,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
50297,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
51001,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
51001,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
