cod_ine,proyeccion_duracion_max_ola_calor_dias,proyeccion_grados_dia_refrigeracion,proyeccion_racha_seca_max_dias,tendencia_asequibilidad,n_anios_asequibilidad,inicio_asequibilidad,fin_asequibilidad,tendencia_turismo,n_anios_turismo,inicio_turismo,fin_turismo,tendencia_especulacion,n_anios_especulacion,inicio_especulacion,fin_especulacion,tendencia_gentrificacion,n_anios_gentrificacion,inicio_gentrificacion,fin_gentrificacion,anio_base,horizonte_climatico,escenario_climatico,tipo_valor_climatico
09219,7.428333330154419,80.845252494812,8.974333114624024,-0.5981448318182494,9,2015,2023,-0.42349726775956287,4,2020,2023,,2,2022,2023,3.8869257950529956,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
10037,20.310040610011033,220.71881750153335,23.161056837221473,-1.249695881364769,9,2015,2023,-1.5573770491803258,4,2020,2023,,2,2022,2023,3.129129357329518,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
10148,25.098703845342,237.51254806518554,24.72611124250624,-1.2070664804774527,9,2015,2023,1.9125683060109275,4,2020,2023,,2,2022,2023,-1.1788061856453496,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
11004,22.492221895853678,60.55253995259602,23.029999923706054,-0.34109486582245296,9,2015,2023,2.923497267759564,4,2020,2023,,2,2022,2023,9.454021975439215,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
11006,18.525302969325672,182.21316344521261,20.501969892328436,-3.1578699247314077,9,2015,2023,1.4480874316939905,4,2020,2023,,2,2022,2023,-0.9422850412249772,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
11012,,,,-0.24918626594222282,9,2015,2023,-0.027322404371588505,4,2020,2023,,2,2022,2023,1.9994124214113627,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
11015,12.382381091799054,121.96987915039062,23.542857360839843,-0.9868722635998859,9,2015,2023,0.8606557377049147,4,2020,2023,,2,2022,2023,-0.5249506008354482,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
11020,16.89144609114703,167.29028693367454,20.294583228055167,0.13908266480641834,9,2015,2023,1.3934426229508223,4,2020,2023,,2,2022,2023,8.00942285041225,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
11022,27.370555480321247,78.62501312891644,24.926666005452475,-2.8948765154112035,9,2015,2023,1.5846994535519123,4,2020,2023,,2,2022,2023,-0.6700264534939843,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
11027,8.615833266576132,117.55439027150472,21.698611068725587,-0.7656258399560931,9,2015,2023,0.9562841530054627,4,2020,2023,,2,2022,2023,6.263731214862705,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
11028,11.770000006602361,132.7987753061148,23.231410129253682,-0.7898974685744079,9,2015,2023,2.1311475409836134,4,2020,2023,,2,2022,2023,4.713095924283053,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
11030,6.475833487510681,90.16301259994506,22.52791757583618,0.25842472000418226,9,2015,2023,0.819672131147539,4,2020,2023,,2,2022,2023,5.404306159282136,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
11031,,,,-0.9959234622088049,9,2015,2023,3.9617486338797834,4,2020,2023,,2,2022,2023,6.36566974166128,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
11032,8.534999895095826,124.95561970302037,20.427857208251954,-1.4657163520620884,9,2015,2023,2.4316939890710403,4,2020,2023,,2,2022,2023,-0.8752654398385626,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
11033,29.18619050979614,99.55647859573364,23.459999683925084,-2.9757349248200464,9,2015,2023,0.3278688524590194,4,2020,2023,,2,2022,2023,3.8869257950530027,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
12009,25.75166697502136,135.19159030914307,15.072499847412109,-0.49180327868851964,4,2020,2023,0.8743169398907066,4,2020,2023,,2,2022,2023,,1,2023,2023,2023,2041-2060,SSP2-4.5,ANOMALY
12027,25.744444576899213,131.01284001668293,12.102777735392253,-0.3278688524590194,4,2020,2023,1.1202185792349746,4,2020,2023,,2,2022,2023,,1,2023,2023,2023,2041-2060,SSP2-4.5,ANOMALY
12032,25.67999997138977,115.6061357498169,15.718333339691162,-0.15764316957958258,9,2015,2023,1.9398907103825078,4,2020,2023,,2,2022,2023,-1.5312131919905738,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
12040,23.68055559794108,120.56026611328124,15.825555737813314,0.16250003448057068,9,2015,2023,0.3278688524590182,4,2020,2023,,2,2022,2023,2.471827515057349,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
12084,23.06400008201599,148.32462448120117,14.68300033569336,-0.05464480874316754,4,2020,2023,1.762295081967213,4,2020,2023,,2,2022,2023,,1,2023,2023,2023,2041-2060,SSP2-4.5,ANOMALY
12126,21.527222204208375,124.80654589335124,14.42888921101888,-0.2981810809245111,9,2015,2023,0.27322404371584713,4,2020,2023,,2,2022,2023,-7.413382164864552,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
12135,26.438333320617676,132.79339981079102,15.6375,0.4362478615495977,9,2015,2023,1.8579234972677596,4,2020,2023,,2,2022,2023,-5.675151130380061,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
12138,26.911110790570575,148.11028480529785,11.072222232818604,-0.47578184474399643,9,2015,2023,1.22950819672131,4,2020,2023,,2,2022,2023,-2.9542099567556477,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
13005,24.523782040522647,231.7785880455604,16.782628037379336,-0.5942188495626418,9,2015,2023,2.2677595628415306,4,2020,2023,,2,2022,2023,-1.203195526930583,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
13034,25.722500034740996,225.87432158333914,20.619642748151506,-0.8916084619957504,9,2015,2023,1.092896174863386,4,2020,2023,,2,2022,2023,2.603605409785395,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
13071,24.112407398223876,213.26873236762154,21.719444953070745,-0.1939743815735362,9,2015,2023,0.7923497267759568,4,2020,2023,,2,2022,2023,-2.5897359040715577,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
13082,25.905555476082696,237.6858797709147,17.38833359612359,-1.0946822684353705,9,2015,2023,0.16393442622950471,4,2020,2023,,2,2022,2023,-7.832422586520947,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
13087,27.014679397069493,242.2602224790133,19.052948746314417,-0.7097261796624943,9,2015,2023,3.9071038251366117,4,2020,2023,,2,2022,2023,-4.252893824549032,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
