cod_ine,proyeccion_duracion_max_ola_calor_dias,proyeccion_grados_dia_refrigeracion,proyeccion_racha_seca_max_dias,tendencia_asequibilidad,n_anios_asequibilidad,inicio_asequibilidad,fin_asequibilidad,tendencia_turismo,n_anios_turismo,inicio_turismo,fin_turismo,tendencia_especulacion,n_anios_especulacion,inicio_especulacion,fin_especulacion,tendencia_gentrificacion,n_anios_gentrificacion,inicio_gentrificacion,fin_gentrificacion,anio_base,horizonte_climatico,escenario_climatico,tipo_valor_climatico
14021,18.661730788304254,236.24237961402304,22.126154063298152,-3.1055882357215805,9,2015,2023,1.6939890710382493,4,2020,2023,,2,2022,2023,0.412249705535924,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
14038,22.910512869174664,221.2048200754019,22.38217940697303,-3.96581989948046,9,2015,2023,4.098360655737708,4,2020,2023,,2,2022,2023,2.37428811462779,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
14056,22.197666463851927,235.4852145385742,23.000667266845703,-2.928941861130413,9,2015,2023,5.300546448087431,4,2020,2023,,2,2022,2023,-0.6683331395574132,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
15002,9.705833387374877,31.61947636604309,10.36583333015442,-0.054644808743169904,4,2020,2023,0.6284153005464468,4,2020,2023,,2,2022,2023,,1,2023,2023,2023,2041-2060,SSP2-4.5,ANOMALY
15005,8.619999917348226,10.846590344111124,9.713888867696125,-0.07400220123964374,9,2015,2023,-0.5737704918032793,4,2020,2023,,2,2022,2023,2.102304629946257,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
15019,8.041666666666668,13.556164447466532,9.381666612625121,-1.4727461752830249,9,2015,2023,2.5409836065573783,4,2020,2023,,2,2022,2023,6.378059690925355,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
15030,15.835000038146973,14.661813592910766,9.141666316986084,-1.136326641373795,9,2015,2023,1.2704918032786892,4,2020,2023,,2,2022,2023,5.291857344223675,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
15031,14.322500133514405,17.89206657409668,8.360000085830688,0.9387005511987253,9,2015,2023,-1.7759562841530054,4,2020,2023,,2,2022,2023,5.814877033089398,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
15036,15.649999856948853,7.708178234100342,6.744999837875366,0.8020622139836661,9,2015,2023,2.6775956284152924,4,2020,2023,,2,2022,2023,0.9625320719979641,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
15054,14.809999990463258,11.365405178070068,6.570000028610229,0.2683967637915359,9,2015,2023,-2.0218579234972673,4,2020,2023,,2,2022,2023,7.891637220259128,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
15058,17.610833382606508,14.752652162313462,7.612499713897705,2.6886686799811312,9,2015,2023,-1.0928961748633816,4,2020,2023,,2,2022,2023,1.8366834656008137,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
15073,8.174999888737997,26.138798189163207,11.49444440205892,0.628083113259251,9,2015,2023,2.295081967213119,4,2020,2023,,2,2022,2023,1.1484098939929304,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
15078,9.511363636363637,34.07428520376032,9.598030263727361,-1.112188338523611,9,2015,2023,-3.0054644808743234,4,2020,2023,,2,2022,2023,1.705767634053565,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
16078,21.285849072798243,96.79003627705124,12.052672965571565,-1.1777628829284486,9,2015,2023,0.10928961748633625,4,2020,2023,,2,2022,2023,2.0203159328037117,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
17023,21.079166889190674,93.52755279541016,10.929999923706054,-1.0614837145182445,9,2015,2023,-0.46448087431694773,4,2020,2023,,2,2022,2023,0.1846563644554152,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
17066,24.803333234786987,160.93842449188233,7.7975006103515625,-1.8914908954761747,9,2015,2023,0.17759562841530277,4,2020,2023,,2,2022,2023,-9.738208735418363,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
17079,20.825833201408386,141.82613143920898,9.295000171661377,-0.01621966054567577,9,2015,2023,-0.6557377049180364,4,2020,2023,,2,2022,2023,-1.3616154493996888,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
17095,20.241666388511657,91.3389615058899,10.50666675567627,-0.7546001011608034,9,2015,2023,-0.6830601092896156,4,2020,2023,,2,2022,2023,-1.7351216484922223,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
17114,16.109166622161865,97.45866947174072,7.409166240692139,2.4929708575553793,9,2015,2023,0.24590163934425746,4,2020,2023,,2,2022,2023,-4.4479906784705605,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
17155,21.301666975021362,155.90746688842773,9.823333358764648,-0.323184240531244,9,2015,2023,-3.224043715846997,4,2020,2023,,2,2022,2023,-7.357933151827609,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
18017,21.692500042915345,89.92678585052491,20.417499923706053,-0.054644808743169904,4,2020,2023,0.6284153005464503,4,2020,2023,,2,2022,2023,,1,2023,2023,2023,2041-2060,SSP2-4.5,ANOMALY
18087,31.101111157735186,186.70897699991863,19.603334299723308,-1.1469037826565498,9,2015,2023,-0.0819672131147513,4,2020,2023,,2,2022,2023,1.0141262643878601,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
18140,22.63555541038513,85.08507849375407,21.76694424947103,-2.7347523345205014,9,2015,2023,5.409836065573774,4,2020,2023,,2,2022,2023,2.335663985164018,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
19046,21.646667003631592,179.58449630737306,16.20833377838135,-0.24590163934426337,4,2020,2023,-1.9398907103825147,4,2020,2023,,2,2022,2023,,1,2023,2023,2023,2041-2060,SSP2-4.5,ANOMALY
19130,21.310454507307572,149.48934607072312,15.327272831309926,1.0460248439854265,9,2015,2023,-0.35519125683060143,4,2020,2023,,2,2022,2023,-0.5578986030371027,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
20030,3.1183332920074465,32.728183555603025,6.663333511352539,-1.8712854080982453,7,2017,2023,5.710382513661202,4,2020,2023,,2,2022,2023,8.821500061145542,4,2020,2023,2023,2041-2060,SSP2-4.5,ANOMALY
20045,3.0250001192092895,25.42510004043579,3.1449997186660767,-1.0595674017689611,8,2016,2023,3.770491803278688,4,2020,2023,,2,2022,2023,7.914084071907159,5,2019,2023,2023,2041-2060,SSP2-4.5,ANOMALY
20067,2.9433332443237306,27.20901699066162,3.0183329582214355,-0.20977913790669095,8,2016,2023,1.4617486338797794,4,2020,2023,,2,2022,2023,4.770318021201414,5,2019,2023,2023,2041-2060,SSP2-4.5,ANOMALY
20069,3.6299999952316284,18.69701156616211,2.979999828338623,0.005730230704071256,8,2016,2023,0.2185792349726749,4,2020,2023,,2,2022,2023,5.635226900643897,5,2019,2023,2023,2041-2060,SSP2-4.5,ANOMALY
21041,8.812083399295807,140.73160371780395,21.46833324432373,-0.10285119009225833,9,2015,2023,2.6502732240437155,4,2020,2023,,2,2022,2023,4.0483500357218745,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
21044,10.17999999182565,151.98479494367328,22.410476248604912,-1.202185792349726,4,2020,2023,-0.1912568306010911,4,2020,2023,,2,2022,2023,,1,2023,2023,2023,2041-2060,SSP2-4.5,ANOMALY
22125,18.36452383995056,163.56384195600236,7.564285673413957,2.5550849568986997,9,2015,2023,-0.6693989071038271,4,2020,2023,,2,2022,2023,3.2041993950024192,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
23005,23.516121215820313,239.9146860296076,22.4818183482777,-2.464549598173067,9,2015,2023,2.2540983606557377,4,2020,2023,,2,2022,2023,-2.0311263009519394,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
23050,23.85925936963823,218.5447035047743,23.055832947625056,-2.580223229856994,9,2015,2023,2.9234972677595623,4,2020,2023,,2,2022,2023,6.595995288574805,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
23055,23.853095306668962,239.29806714739115,23.290714699881416,-2.1195620691652675,9,2015,2023,3.224043715846994,4,2020,2023,,2,2022,2023,1.531213191990581,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
23092,27.212380930355618,228.800656073434,23.047738048008508,-3.082057322340007,9,2015,2023,2.049180327868856,4,2020,2023,,2,2022,2023,6.776473270261027,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
24089,15.675,82.56019477844238,16.70749988555908,-0.8198134281252657,9,2015,2023,0.36885245901639274,4,2020,2023,,2,2022,2023,1.0412676028752188,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
24115,14.52089751316951,65.05955194693345,13.677051192063553,0.1279452376755401,9,2015,2023,0.43715846994535684,4,2020,2023,,2,2022,2023,-1.0600706713780923,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
24142,15.619444481531778,75.75663356781006,15.409444363911948,-0.46679796868060686,9,2015,2023,-3.224043715846995,4,2020,2023,,2,2022,2023,-4.745598057073467,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
25120,21.383518642849392,214.64306115044488,9.042037052578397,0.5436900330295487,9,2015,2023,-4.644808743169397,4,2020,2023,,2,2022,2023,-0.4922510564822211,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
26089,7.550555578867595,112.91673698425294,7.365555381774902,0.6876203481968337,9,2015,2023,-1.6393442622950807,4,2020,2023,,2,2022,2023,4.100966348772117,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
27028,9.626666657129922,41.39420778910319,11.4544442431132,1.101082826365129,9,2015,2023,0.9289617486338784,4,2020,2023,,2,2022,2023,6.097433817992233,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28005,22.03099986076355,193.37046829223632,15.003333282470702,1.3114754098360648,9,2015,2023,-0.9289617486338813,4,2020,2023,,2,2022,2023,0.4684687727356523,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28006,21.217777903874715,197.17001444498698,17.273332595825195,1.9287879665566074,9,2015,2023,2.773224043715847,4,2020,2023,,2,2022,2023,2.379012274163756,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28007,22.353333568573,198.36014785766602,19.74499969482422,1.6742626826338027,9,2015,2023,0.3278688524590165,4,2020,2023,,2,2022,2023,-0.2248508187911232,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28013,23.030416572093962,230.61335144042968,20.307917070388793,2.085888417787894,9,2015,2023,1.9398907103825138,4,2020,2023,,2,2022,2023,-1.019973435581278,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28014,22.98166666030884,210.06493453979493,15.431666851043701,1.4720559517187772,9,2015,2023,-0.27322404371584585,4,2020,2023,,2,2022,2023,-5.93983645106408,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28022,21.917499828338624,200.4986545562744,20.01333351135254,2.9323279131440976,9,2015,2023,-1.20218579234973,4,2020,2023,,2,2022,2023,0.4594474935050812,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28045,21.730333275794983,176.69192600250244,17.360666961669924,2.292253463900797,9,2015,2023,-1.6393442622950838,4,2020,2023,,2,2022,2023,2.6998805436516897,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28047,21.418333578109742,141.02312164306642,17.4100004196167,1.8908700913747212,9,2015,2023,-1.8306010928961751,4,2020,2023,,2,2022,2023,0.8004387253461829,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28049,23.411666870117188,223.93552169799804,20.499999809265137,1.2439900364942376,9,2015,2023,-4.508196721311475,4,2020,2023,,2,2022,2023,-1.4134275618374659,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28058,23.416666555404664,219.4538272857666,20.61333284378052,1.4246104179684917,9,2015,2023,-1.4207650273224064,4,2020,2023,,2,2022,2023,-0.6971071515090728,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28061,22.534999799728393,166.33891096115113,17.640833377838135,3.2436541512427293,9,2015,2023,-0.7377049180327866,4,2020,2023,,2,2022,2023,1.2836702774720454,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28065,22.956666593551635,221.63675216674807,19.57700107574463,1.1881258761216467,9,2015,2023,-2.1584699453551925,4,2020,2023,,2,2022,2023,-0.35544528815711846,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28074,23.538333320617674,222.49445419311525,20.549999046325684,0.7260142919115433,9,2015,2023,-3.9071038251366135,4,2020,2023,,2,2022,2023,-0.9464715905752413,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28079,21.860740787011604,200.26534929628724,18.67857996622721,0.09894144770434456,9,2015,2023,-0.8606557377049207,4,2020,2023,,2,2022,2023,1.594933286991446,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28080,21.88916668891907,206.1507709503174,20.182499408721924,1.8041922035643694,9,2015,2023,-1.598360655737705,4,2020,2023,,2,2022,2023,-0.3160902894437072,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28092,21.924166679382324,207.52509269714355,20.668333339691163,2.3031435246867087,9,2015,2023,-2.6502732240437146,4,2020,2023,,2,2022,2023,1.707891637220257,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28096,22.635333442687987,214.3172134399414,20.898000297546385,1.448087431693994,4,2020,2023,1.2841530054644794,4,2020,2023,,2,2022,2023,,1,2023,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28106,22.49166612625122,196.06035766601562,20.484998321533205,2.962449004718692,9,2015,2023,0.10928961748633834,4,2020,2023,,2,2022,2023,0.0598674006688474,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28113,22.916666920979818,205.99869028727213,19.345556831359865,0.9564772442024356,9,2015,2023,-3.90710382513661,4,2020,2023,,2,2022,2023,-0.5262762198330861,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28115,20.918333435058592,193.39985275268555,19.7,4.942854660256038,9,2015,2023,0.23224043715847031,4,2020,2023,,2,2022,2023,-1.7667844522968252,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28123,22.52033363342285,222.4990338134766,17.65466636657715,1.3633298453668186,9,2015,2023,-5.846994535519125,4,2020,2023,,2,2022,2023,2.6609420317387986,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28127,22.152500104904174,198.0318519592285,18.565832996368407,4.230458011259007,9,2015,2023,-1.4754098360655754,4,2020,2023,,2,2022,2023,-0.3585082714471473,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28130,21.956666564941408,215.61325225830078,17.43416633605957,0.3562532584139504,9,2015,2023,-6.748633879781421,4,2020,2023,,2,2022,2023,-4.130990853359971,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28134,21.24000005722046,197.4879264831543,16.57333278656006,1.4642038729822966,9,2015,2023,1.6939890710382524,4,2020,2023,,2,2022,2023,4.912746744187984,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28148,21.73166651725769,209.55998916625975,16.203332901000977,2.566811168136601,9,2015,2023,0.27322404371584597,4,2020,2023,,2,2022,2023,-3.1674679951340963,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28161,22.905833315849303,207.91650390625,19.436667060852052,3.1786768706462905,9,2015,2023,-0.46448087431694124,4,2020,2023,,2,2022,2023,2.1975647576196735,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28181,21.992777760823568,204.66060206095378,20.294444783528647,2.1452494271108775,9,2015,2023,0.5327868852459036,4,2020,2023,,2,2022,2023,4.319791503955035,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
28903,21.758333563804626,194.01238784790038,17.99500036239624,1.450790708451601,9,2015,2023,-4.01639344262295,4,2020,2023,,2,2022,2023,0.8130129071429977,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
29007,28.22066662788391,132.38356979370116,20.055666580200192,0.09476915947401973,9,2015,2023,0.08196721311475368,4,2020,2023,,2,2022,2023,-0.22630288285157008,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
29015,26.178240720431013,166.77446853849622,19.815833038753933,-1.1744436889862586,9,2015,2023,-1.4480874316939905,4,2020,2023,,2,2022,2023,-0.9684167165485581,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
29025,25.367916560173036,95.82851791381836,20.492499542236327,0.15886578230898785,9,2015,2023,0.027322404371586135,4,2020,2023,,2,2022,2023,-1.6860371741387083,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
29051,26.543666782379148,123.9597708129883,19.11300003051758,0.25337426866709195,9,2015,2023,0.3005464480874297,4,2020,2023,,2,2022,2023,-0.824499411071848,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
29054,22.915000009536744,87.45878467559814,21.37111028035482,0.1048469627689034,9,2015,2023,0.10928961748634454,4,2020,2023,,2,2022,2023,-3.9740681982881854,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
29067,27.359814874331157,138.66928787231444,19.190833176506892,1.3755667211958564,9,2015,2023,0.2732240437158495,4,2020,2023,,2,2022,2023,2.1319842695038176,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
29069,25.00166675567627,118.95821830749512,19.061666793823242,-0.21857923497267726,9,2015,2023,-0.02732240437157903,4,2020,2023,,2,2022,2023,1.3563664140078742,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
29070,26.477291560173036,117.51205582618714,19.654583358764647,0.028514126264388297,9,2015,2023,0.3278688524590194,4,2020,2023,,2,2022,2023,2.3415398476212888,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
29082,26.074999713897704,123.18842926025391,21.449999618530274,2.5482245264438355,9,2015,2023,0.4644808743169383,4,2020,2023,,2,2022,2023,8.129847047549084,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
29084,23.356666798061795,134.87693488862777,22.338981331719292,-2.156958493198463,9,2015,2023,1.2568306010928936,4,2020,2023,,2,2022,2023,-1.4855468956664335,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
29094,24.898055617014567,102.62997884750366,21.035833168029786,-0.6330967349921981,9,2015,2023,0.6284153005464457,4,2020,2023,,2,2022,2023,-1.736813548812151,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
29901,26.378332805633544,100.47458915710449,21.603334045410158,0.6124406721428259,9,2015,2023,0.20491803278687826,4,2020,2023,,2,2022,2023,1.4134275618374517,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30003,24.293030244653874,142.70993319424716,21.2765155098655,-1.4152136554094485,9,2015,2023,1.475409836065571,4,2020,2023,,2,2022,2023,6.042423935390992,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30005,30.364999771118164,251.46481475830078,21.441666412353516,-0.6264494126089346,9,2015,2023,-1.2295081967213117,4,2020,2023,,2,2022,2023,-1.195587471661792,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30015,29.016036025897876,151.0283734295819,21.77022531870249,0.15189263706878195,9,2015,2023,0.1229508196721305,4,2020,2023,,2,2022,2023,-0.44859666647080587,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30016,29.513466659545895,167.25581525421143,22.342666702270506,-1.0677218256513228,9,2015,2023,0.5737704918032804,4,2020,2023,,2,2022,2023,4.026715239829994,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30019,24.92395837903023,210.83050308227538,20.790416884422303,-1.504228697213692,9,2015,2023,2.7595628415300544,4,2020,2023,,2,2022,2023,2.8855368533927734,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30022,26.22308946469935,185.82441604428175,22.547154459139197,-0.089186505402993,9,2015,2023,-2.4590163934426243,4,2020,2023,,2,2022,2023,-4.371851740470646,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30024,26.498223652337725,167.80529586390446,22.21133788259406,0.32786885245901,9,2015,2023,-0.42349726775956287,4,2020,2023,,2,2022,2023,-0.16005890787892874,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30026,28.253750018278758,189.18196042378744,22.531389172871908,-2.2442439617995054,9,2015,2023,0.8469945355191275,4,2020,2023,,2,2022,2023,1.6480242365514168,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30027,27.84805547396342,236.12992630004882,20.886666933695476,0.3612477470981905,9,2015,2023,-4.2622950819672125,4,2020,2023,,2,2022,2023,-3.966980583653065,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30030,28.939634213796477,216.69061089492425,23.657073337275808,0.5756790399161149,9,2015,2023,-0.5191256830601105,4,2020,2023,,2,2022,2023,3.0174119121765868,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30035,28.439444859822594,156.79910799662272,22.751110712687172,-0.8734864716727287,9,2015,2023,0.1366120218579283,4,2020,2023,,2,2022,2023,-6.994252729535795,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30037,32.935740831163194,203.783965894911,22.26759202745226,-1.748515793095101,9,2015,2023,-0.1912568306010911,4,2020,2023,,2,2022,2023,-3.5128825394412977,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30039,26.795757454091852,168.28952220569957,22.422424108331853,0.08803212544518679,9,2015,2023,-0.9426229508196722,4,2020,2023,,2,2022,2023,-8.250786846627664,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
30043,26.83294874704801,181.03125277299148,23.135705272968,-0.9639112552858755,9,2015,2023,1.4480874316939896,4,2020,2023,,2,2022,2023,-2.104987792117196,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
31201,6.043333530426025,79.52117385864258,7.208333301544189,1.286856282222093,9,2015,2023,0.8606557377049182,4,2020,2023,,2,2022,2023,1.491396349261711,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
31232,9.567638878027598,156.96879698435467,8.891805696487427,1.0725662325298337,9,2015,2023,-0.013661202185792476,4,2020,2023,,2,2022,2023,5.246472696288501,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
32054,12.894166707992554,99.13657960891723,15.46916651725769,-2.0528911709255606,9,2015,2023,1.639344262295083,4,2020,2023,,2,2022,2023,0.46806572879122577,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
33004,11.088333463668823,5.615541863441467,8.95166654586792,-3.4617927022739288,9,2015,2023,3.3606557377049198,4,2020,2023,,2,2022,2023,-1.934271208774173,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
33024,8.536874991655349,8.286931498348713,7.974791657924652,-1.4879318520954654,9,2015,2023,2.076502732240428,4,2020,2023,,2,2022,2023,2.552598076659419,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
33031,5.044000024795532,16.777988023757935,7.56300006866455,-0.7678271447604696,9,2015,2023,3.8524590163934427,4,2020,2023,,2,2022,2023,-3.2077090310829064,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
33037,4.709047630855015,17.717153787612915,8.186190618787494,-0.6720905925205867,9,2015,2023,3.142076502732243,4,2020,2023,,2,2022,2023,-2.657881294037681,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
33044,6.583333308046514,16.954376654191453,8.586969618363813,-2.274768536005977,9,2015,2023,2.4043715846994527,4,2020,2023,,2,2022,2023,3.7199932057461544,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
33066,6.170909077470953,14.616027593612671,8.21378790248524,-1.5846608353125209,9,2015,2023,0.24590163934426162,4,2020,2023,,2,2022,2023,2.635471065122649,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
34120,14.430416643619537,106.01866159439086,15.599583530426026,-2.329071886913587,9,2015,2023,3.333333333333334,4,2020,2023,,2,2022,2023,0.24225562999832562,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
35002,21.31199994087219,132.582936668396,30.779500579833986,0.5330627591581719,9,2015,2023,-0.8196721311475486,4,2020,2023,,2,2022,2023,-1.0598595860193925,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
35004,17.5383332490921,62.59759960174561,32.41000061035156,0.7815015496417884,9,2015,2023,0.24590163934425865,4,2020,2023,,2,2022,2023,-2.2733023875276657,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
35006,12.789999953905742,14.782193676630655,28.232776641845703,1.0645117689084564,9,2015,2023,-0.8743169398907114,4,2020,2023,,2,2022,2023,-2.723908072704724,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
35011,17.008055671056113,79.03780708312988,32.292222595214845,0.7584629137904553,9,2015,2023,2.2404371584699456,4,2020,2023,,2,2022,2023,0.7941905979924826,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
35014,18.632312946416896,39.03911335614263,41.5914968685228,-0.30054644808743214,4,2020,2023,0.13661202185792357,4,2020,2023,,2,2022,2023,,1,2023,2023,2023,2041-2060,SSP2-4.5,ANOMALY
35016,16.379090909524397,26.01603125225414,32.09222167332967,-1.563698115471001,9,2015,2023,0.24590163934425863,4,2020,2023,,2,2022,2023,-0.7065069953106242,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
35017,19.262283140339264,53.858244027176944,40.27577649469245,3.401739045097283,9,2015,2023,0.5191256830601058,4,2020,2023,,2,2022,2023,-4.042581036791996,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
35019,16.401340535412665,101.40524065598198,26.517138058206307,0.030619095303997312,9,2015,2023,0.1639344262295026,4,2020,2023,,2,2022,2023,0.22443313925157327,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
35022,19.790757604078813,136.510216106068,26.762272574684836,1.666628923418103,9,2015,2023,-0.8196721311475391,4,2020,2023,,2,2022,2023,-7.138273575068288,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
35026,19.21809514250074,53.37640719413757,31.098928342546735,1.085811233215337,9,2015,2023,-0.5191256830601058,4,2020,2023,,2,2022,2023,1.304015037011201,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
36008,6.498333311080932,42.50984230041504,10.696666240692139,-0.46448087431694063,4,2020,2023,1.1202185792349701,4,2020,2023,,2,2022,2023,,1,2023,2023,2023,2041-2060,SSP2-4.5,ANOMALY
36026,8.343333208560944,48.96740808486938,9.887499952316285,-1.2199657354095395,9,2015,2023,2.459016393442627,4,2020,2023,,2,2022,2023,4.215401309925203,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
36038,9.700333309173583,58.00313129425049,10.115666675567628,1.2941964865892692,9,2015,2023,0.19125683060109822,4,2020,2023,,2,2022,2023,11.949126905971028,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
36045,7.592500042915344,55.07568597793579,11.882500076293946,0.36462191305719693,9,2015,2023,2.9234972677595588,4,2020,2023,,2,2022,2023,-0.11778563015311505,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
36057,6.077000122070313,43.128813343048094,10.998999900817871,-0.35464778434307526,9,2015,2023,1.6939890710382506,4,2020,2023,,2,2022,2023,4.345887929177193,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
36060,10.135833144187927,48.28071541786194,9.135833358764648,-0.018930204176291692,9,2015,2023,2.3497267759562845,4,2020,2023,,2,2022,2023,1.3085146781491541,6,2018,2023,2023,2041-2060,SSP2-4.5,ANOMALY
