cod_ine,anio,log_cambio_renta_neta_media_persona_3a,brecha_precio_renta_3a,transformacion_hogares_ajustada_3a,winsor_log_cambio_renta_neta_media_persona_3a,percentil_log_cambio_renta_neta_media_persona_3a,winsor_brecha_precio_renta_3a,percentil_brecha_precio_renta_3a,winsor_transformacion_hogares_ajustada_3a,percentil_transformacion_hogares_ajustada_3a,score_riesgo_gentrificacion,municipios_cobertura_anio,pct_cobertura_anio,panel_completo_306,universo_normalizacion,metodo,version_metodologia
05019,2018,0.0745950627221191,-0.0039460249789103,-1.305728615867841,0.0745950627221191,5.376344086021505,-0.0039460249789103,66.66666666666667,-1.305728615867841,6.093189964157706,26.045400238948627,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
06011,2018,0.1180692160091937,0.0225994509621171,0.7237247405584838,0.1180692160091937,64.87455197132617,0.0225994509621171,70.96774193548387,0.7237247405584838,83.87096774193549,73.23775388291517,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
06015,2018,0.0847515439358664,-0.1084381733824076,0.2664197399914024,0.0847515439358664,16.487455197132615,-0.1084381733824076,26.881720430107528,0.2664197399914024,58.78136200716846,34.05017921146953,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
06044,2018,0.0965588376595416,-0.0675882821631242,0.4067400824485161,0.0965588376595416,33.333333333333336,-0.0675882821631242,44.44444444444444,0.4067400824485161,70.25089605734767,49.342891278375156,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
06083,2018,0.0977892961914265,-0.0966875056113094,0.6024939179210226,0.0977892961914265,34.76702508960574,-0.0966875056113094,33.333333333333336,0.6024939179210226,79.21146953405018,49.10394265232975,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
07011,2018,0.1597440615675834,-0.0522709215875001,-0.1017522466064695,0.1597440615675834,97.84946236559139,-0.0522709215875001,50.53763440860215,-0.1017522466064695,35.842293906810035,61.40979689366785,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
07015,2018,0.1360639967376729,-0.022248545958193,-0.6869088913143162,0.1360639967376729,87.09677419354838,-0.022248545958193,62.72401433691756,-0.6869088913143162,13.978494623655914,54.59976105137395,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
07026,2018,0.1553168607174407,0.1580959937011344,-0.0805214239690053,0.1553168607174407,96.415770609319,0.1580959937011344,96.05734767025089,-0.0805214239690053,37.27598566308244,76.58303464755078,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
07027,2018,0.1559532202579652,0.0321844389565888,-0.7667208086332152,0.1559532202579652,96.7741935483871,0.0321844389565888,72.40143369175627,-0.7667208086332152,12.903225806451612,60.69295101553166,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
07031,2018,0.1304723507774399,0.0351493465234195,-0.8765450547076381,0.1304723507774399,81.72043010752688,0.0351493465234195,72.75985663082437,-0.8765450547076381,11.469534050179211,55.31660692951016,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
07032,2018,0.1230610092840854,-0.0447629445803182,-0.3128890279033877,0.1230610092840854,72.04301075268818,-0.0447629445803182,53.04659498207885,-0.3128890279033877,26.523297491039425,50.537634408602145,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
07033,2018,0.1313925671679221,-0.0226993109128423,-0.2144349172838709,0.1313925671679221,82.43727598566308,-0.0226993109128423,62.007168458781365,-0.2144349172838709,32.25806451612903,58.90083632019116,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
07036,2018,0.126223394417346,0.0927311038137805,-0.6269594385052998,0.126223394417346,75.98566308243727,0.0927311038137805,84.22939068100358,-0.6269594385052998,15.412186379928315,58.54241338112305,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
07040,2018,0.1395306281109486,0.0970368795399349,-0.2319785477230345,0.1395306281109486,89.60573476702508,0.0970368795399349,84.94623655913979,-0.2319785477230345,30.46594982078853,68.33930704898447,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
07054,2018,0.1274441392561342,0.1634468559042853,-1.615766834303307,0.1274441392561342,77.77777777777777,0.1634468559042853,96.7741935483871,-1.615766834303307,3.942652329749104,59.49820788530466,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08015,2018,0.0942564301145197,0.0918100015558401,-0.948693410566878,0.0942564301145197,29.39068100358423,0.0918100015558401,83.51254480286738,-0.948693410566878,10.03584229390681,40.97968936678614,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08019,2018,0.0919836062115246,0.1747881704240144,1.3587561785317397,0.0919836062115246,25.806451612903224,0.1747881704240144,97.84946236559139,1.3587561785317397,97.1326164874552,73.59617682198326,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08056,2018,0.1798752861349274,0.1044382890254885,-0.8211115616922455,0.1681275181345487,99.6415770609319,0.1044382890254885,86.02150537634408,-0.8211115616922455,11.827956989247312,65.83034647550777,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08073,2018,0.0969171795252132,0.1663813618119961,0.3460176849492561,0.0969171795252132,34.05017921146953,0.1663813618119961,97.1326164874552,0.3460176849492561,65.23297491039426,65.47192353643966,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08077,2018,0.1387381068984764,0.1057139907372576,-0.380521423969006,0.1387381068984764,88.88888888888889,0.1057139907372576,86.73835125448029,-0.380521423969006,24.014336917562723,66.54719235364398,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08089,2018,0.101899730446255,0.0881353716040256,0.0319472743473467,0.101899730446255,41.577060931899645,0.0881353716040256,82.07885304659499,0.0319472743473467,44.086021505376344,55.913978494623656,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08096,2018,0.1074594657093421,0.0629031128990519,0.1067400824485154,0.1074594657093421,49.82078853046595,0.0629031128990519,78.13620071684588,0.1067400824485154,48.74551971326165,58.90083632019116,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08101,2018,0.0811677781091057,0.2282118566973417,0.3393968634459628,0.0811677781091057,9.67741935483871,0.17935667671549535,99.6415770609319,0.3393968634459628,64.87455197132617,58.064516129032256,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08102,2018,0.0963845410464879,-0.0873392790421765,0.1470604249056284,0.0963845410464879,32.61648745519713,-0.0873392790421765,37.27598566308244,0.1470604249056284,50.89605734767025,40.26284348864994,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08113,2018,0.0843223427807711,-0.1110074828725109,-0.0176383418549945,0.0843223427807711,15.770609318996415,-0.1110074828725109,25.806451612903224,-0.0176383418549945,41.577060931899645,27.718040621266425,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08114,2018,0.0947251754001081,0.060224229409403,-0.0362247122505288,0.0947251754001081,30.46594982078853,0.060224229409403,77.41935483870968,-0.0362247122505288,39.784946236559136,49.22341696535245,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08121,2018,0.1087210290069062,0.0598649594056381,-0.5041269035822722,0.1087210290069062,51.25448028673835,0.0598649594056381,77.06093189964157,-0.5041269035822722,19.35483870967742,49.22341696535244,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08124,2018,0.1025119393457921,0.0520647490205963,0.4114893964001236,0.1025119393457921,43.727598566308245,0.0520647490205963,75.62724014336918,0.4114893964001236,70.60931899641577,63.32138590203107,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08125,2018,0.0920937717317189,0.0898791500426134,0.0611308355075401,0.0920937717317189,26.164874551971327,0.0898791500426134,83.15412186379929,0.0611308355075401,46.59498207885304,51.97132616487455,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08169,2018,0.0944005211719204,0.0722972760777785,0.3152324115035003,0.0944005211719204,29.74910394265233,0.0722972760777785,79.92831541218638,0.3152324115035003,63.44086021505376,57.70609318996416,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08172,2018,0.1134885005028627,0.0679684636398494,-0.2184671094503144,0.1134885005028627,58.78136200716846,0.0679684636398494,79.56989247311827,-0.2184671094503144,31.54121863799283,56.63082437275986,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08180,2018,0.092139001112775,0.1406720814967491,-1.0807912192351332,0.092139001112775,26.523297491039425,0.1406720814967491,92.831541218638,-1.0807912192351332,8.602150537634408,42.65232974910395,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08184,2018,0.1058281583873097,0.1479731993934281,-0.3168653971647526,0.1058281583873097,48.38709677419355,0.1479731993934281,94.6236559139785,-0.3168653971647526,26.164874551971327,56.391875746714454,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08187,2018,0.1022481888515253,0.1316110029122879,0.1974748087032852,0.1022481888515253,43.369175627240146,0.1316110029122879,91.75627240143369,0.1974748087032852,51.971326164874554,62.36559139784947,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08194,2018,0.0838536524726499,0.1525585588384586,0.38209186287888,0.0838536524726499,12.903225806451612,0.1525585588384586,95.3405017921147,0.38209186287888,67.74193548387096,58.661887694145754,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08200,2018,0.100279677379172,0.1455801866259069,0.4470604249056256,0.100279677379172,38.35125448028674,0.1455801866259069,94.26523297491039,0.4470604249056256,72.75985663082437,68.45878136200717,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08205,2018,0.1160960908708784,0.1771019121683992,-0.2505649181185689,0.1160960908708784,62.007168458781365,0.1771019121683992,98.5663082437276,-0.2505649181185689,29.39068100358423,63.32138590203107,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08211,2018,0.1074957095196689,0.1153857927761788,-0.1781467669932049,0.1074957095196689,50.17921146953405,0.1153857927761788,89.60573476702508,-0.1781467669932049,33.691756272401435,57.82556750298685,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08217,2018,0.0896183309386387,0.1801545148394898,-0.1296038907472319,0.0896183309386387,21.863799283154123,0.17935667671549535,99.6415770609319,-0.1296038907472319,34.76702508960574,52.090800477897254,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08231,2018,0.1205097582151839,-0.076815134970218,-0.0866390960481863,0.1205097582151839,68.45878136200717,-0.076815134970218,40.86021505376344,-0.0866390960481863,36.91756272401434,48.74551971326165,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08245,2018,0.0959162491745266,0.1109951758527429,0.7866078226724991,0.0959162491745266,31.54121863799283,0.1109951758527429,88.5304659498208,0.7866078226724991,86.73835125448029,68.93667861409797,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08252,2018,0.1018454246906954,0.1339392235875825,-0.0351819722941579,0.1018454246906954,41.21863799283154,0.1339392235875825,92.1146953405018,-0.0351819722941579,40.14336917562724,57.825567502986864,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08263,2018,0.1274379061738582,0.0787826194315416,0.1812630952835599,0.1274379061738582,77.41935483870968,0.0787826194315416,81.36200716845879,0.1812630952835599,51.25448028673835,70.01194743130227,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08266,2018,0.1092044294307315,0.0782334279743303,-0.0731276577754682,0.1092044294307315,52.68817204301075,0.0782334279743303,81.00358422939068,-0.0731276577754682,37.634408602150536,57.10872162485066,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08279,2018,0.1040341448438006,0.1182735112217199,0.2486621371911916,0.1040341448438006,46.236559139784944,0.1182735112217199,89.96415770609319,0.2486621371911916,57.34767025089606,64.51612903225806,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08298,2018,0.0677892673104241,-0.0440567786652667,-0.302794986562839,0.0677892673104241,2.5089605734767026,-0.0440567786652667,54.121863799283155,-0.302794986562839,27.59856630824373,28.07646356033453,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08301,2018,0.1161160875672564,0.1057924103311725,0.3940015888660377,0.1161160875672564,62.365591397849464,0.1057924103311725,87.09677419354838,0.3940015888660377,69.17562724014337,72.87933094384708,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08305,2018,0.1032180772973019,0.0646534337289585,0.3555527539606133,0.1032180772973019,45.16129032258065,0.0646534337289585,78.85304659498208,0.3555527539606133,65.59139784946237,63.20191158900837,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
08307,2018,0.104839546643699,0.0383181192920314,-0.2614319041493571,0.104839546643699,46.95340501792115,0.0383181192920314,73.47670250896057,-0.2614319041493571,29.032258064516128,49.820788530465954,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
09018,2018,0.1021251635162428,-0.12613149181828,0.7497048771475583,0.1021251635162428,42.65232974910394,-0.12613149181828,17.921146953405017,0.7497048771475583,84.94623655913979,48.50657108721625,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
09059,2018,0.0924845290649142,-0.0871127222319805,0.7008922056354573,0.0924845290649142,27.59856630824373,-0.0871127222319805,37.634408602150536,0.7008922056354573,82.07885304659499,49.10394265232975,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
09219,2018,0.1022330101527037,-0.2517182434492716,0.2749120690463908,0.1022330101527037,43.01075268817204,-0.22794771649303605,0.35842293906810035,0.2749120690463908,60.215053763440864,34.52807646356033,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
10037,2018,0.0779548521858331,-0.0983740120627633,0.3772867260221942,0.0779548521858331,7.885304659498208,-0.0983740120627633,32.25806451612903,0.3772867260221942,67.38351254480287,35.842293906810035,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
10148,2018,0.0856937297401653,-0.0551585234910848,0.2603020679122179,0.0856937297401653,17.921146953405017,-0.0551585234910848,49.82078853046595,0.2603020679122179,58.064516129032256,41.93548387096774,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
11004,2018,0.0772767039319705,-0.06319992130177,-3.837826424536088,0.0772767039319705,7.168458781362007,-0.06319992130177,46.236559139784944,-3.3473460117689595,0.35842293906810035,17.921146953405017,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
11006,2018,0.1476730424391944,-0.095340906370922,1.1921300813143467,0.1476730424391944,94.6236559139785,-0.095340906370922,34.40860215053763,1.1921300813143467,95.3405017921147,74.79091995221027,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
11012,2018,0.0984737589149317,-0.0420976114176633,1.0093845346904438,0.0984737589149317,36.200716845878134,-0.0420976114176633,55.55555555555556,1.0093845346904438,91.0394265232975,60.93189964157707,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
11015,2018,0.1226073041444894,-0.0752640899235306,1.1024939179210227,0.1226073041444894,71.32616487455198,-0.0752640899235306,41.577060931899645,1.1024939179210227,93.18996415770609,68.69772998805257,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
11020,2018,0.1168704639264183,-0.1447003562425955,0.209114739424318,0.1168704639264183,63.44086021505376,-0.1447003562425955,11.827956989247312,0.209114739424318,53.763440860215056,43.01075268817204,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
11022,2018,0.0915977318273543,-0.0319173529722312,-0.1831658762109365,0.0915977318273543,25.089605734767026,-0.0319173529722312,59.85663082437276,-0.1831658762109365,33.333333333333336,39.42652329749104,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
11027,2018,0.1188508414172136,-0.0888562540486398,0.4756850137366331,0.1188508414172136,65.23297491039426,-0.0888562540486398,36.200716845878134,0.4756850137366331,74.91039426523298,58.78136200716846,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
11028,2018,0.1293963457290583,-0.0609779115148103,-0.3967331373887349,0.1293963457290583,80.28673835125448,-0.0609779115148103,48.38709677419355,-0.3967331373887349,22.580645161290324,50.41816009557945,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
11030,2018,0.1111027522788493,0.01988077709231,0.130345562061785,0.1111027522788493,56.272401433691755,0.01988077709231,69.89247311827957,0.130345562061785,49.82078853046595,58.661887694145754,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
11031,2018,0.1019051547859767,-0.0790565774238666,-0.3564127949316233,0.1019051547859767,41.935483870967744,-0.0790565774238666,39.784946236559136,-0.3564127949316233,25.089605734767026,35.603345280764636,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
11032,2018,0.1338275134439799,-0.1018027275889066,0.2027637131871488,0.1338275134439799,84.94623655913979,-0.1018027275889066,30.46594982078853,0.2027637131871488,52.68817204301075,56.03345280764636,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
11033,2018,0.1030620756210181,-0.1293739752437537,0.310213302285765,0.1030620756210181,44.44444444444444,-0.1293739752437537,15.053763440860216,0.310213302285765,63.08243727598566,40.86021505376344,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
12032,2018,0.1341703022405489,-0.1640689014638247,0.1831346028352472,0.1341703022405489,85.66308243727599,-0.1640689014638247,7.885304659498208,0.1831346028352472,51.61290322580645,48.387096774193544,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
12040,2018,0.1202134670592468,-0.125047185645317,0.2664197399914031,0.1202134670592468,67.74193548387096,-0.125047185645317,18.996415770609318,0.2664197399914031,59.13978494623656,48.626045400238944,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
12126,2018,0.1401060382666079,-0.1235707718178093,0.6218532330067993,0.1401060382666079,90.3225806451613,-0.1235707718178093,20.07168458781362,0.6218532330067993,79.56989247311827,63.32138590203107,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
12135,2018,0.1373680580612909,-0.1134720163839679,0.8552829586944849,0.1373680580612909,87.81362007168458,-0.1134720163839679,24.014336917562723,0.8552829586944849,88.5304659498208,66.78614097968936,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
12138,2018,0.1176275899753678,0.0196425568044612,0.438568095850642,0.1176275899753678,64.15770609318996,0.0196425568044612,69.53405017921148,0.438568095850642,72.40143369175627,68.69772998805257,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
13005,2018,0.113804859348522,-0.1512130516691052,-0.3001505343209092,0.113804859348522,59.49820788530466,-0.1512130516691052,10.03584229390681,-0.3001505343209092,27.956989247311828,32.49701314217443,280,91.50326797385621,False,municipios_observados_anio,media_percentiles_winsorizados_p01_p99,2.0
