cod_ine,fecha,plazas,plazas_por_vivienda,viviendas_turisticas,fuente
29069,2022-02-01,32182,5.97,5387,"INE, Viviendas turísticas en España, tabla 39363"
29070,2022-02-01,16445,5.48,2999,"INE, Viviendas turísticas en España, tabla 39363"
29082,2022-02-01,2569,5.44,472,"INE, Viviendas turísticas en España, tabla 39363"
29084,2022-02-01,2222,4.73,470,"INE, Viviendas turísticas en España, tabla 39363"
29094,2022-02-01,3679,5.34,689,"INE, Viviendas turísticas en España, tabla 39363"
29901,2022-02-01,7575,4.25,1783,"INE, Viviendas turísticas en España, tabla 39363"
30003,2022-02-01,1649,5.29,312,"INE, Viviendas turísticas en España, tabla 39363"
30005,2022-02-01,56,7.0,8,"INE, Viviendas turísticas en España, tabla 39363"
30015,2022-02-01,306,5.88,52,"INE, Viviendas turísticas en España, tabla 39363"
30016,2022-02-01,7088,5.42,1308,"INE, Viviendas turísticas en España, tabla 39363"
30019,2022-02-01,36,7.2,5,"INE, Viviendas turísticas en España, tabla 39363"
30022,2022-02-01,97,8.08,12,"INE, Viviendas turísticas en España, tabla 39363"
30024,2022-02-01,363,5.58,65,"INE, Viviendas turísticas en España, tabla 39363"
30026,2022-02-01,2400,5.32,451,"INE, Viviendas turísticas en España, tabla 39363"
30027,2022-02-01,153,3.92,39,"INE, Viviendas turísticas en España, tabla 39363"
30030,2022-02-01,3226,4.32,747,"INE, Viviendas turísticas en España, tabla 39363"
30035,2022-02-01,4614,5.31,869,"INE, Viviendas turísticas en España, tabla 39363"
30037,2022-02-01,2420,4.86,498,"INE, Viviendas turísticas en España, tabla 39363"
30039,2022-02-01,42,6.0,7,"INE, Viviendas turísticas en España, tabla 39363"
30043,2022-02-01,98,5.16,19,"INE, Viviendas turísticas en España, tabla 39363"
31201,2022-02-01,1454,3.97,366,"INE, Viviendas turísticas en España, tabla 39363"
31232,2022-02-01,290,5.18,56,"INE, Viviendas turísticas en España, tabla 39363"
32054,2022-02-01,876,4.52,194,"INE, Viviendas turísticas en España, tabla 39363"
33004,2022-02-01,381,4.65,82,"INE, Viviendas turísticas en España, tabla 39363"
33024,2022-02-01,3821,4.57,836,"INE, Viviendas turísticas en España, tabla 39363"
33031,2022-02-01,75,5.0,15,"INE, Viviendas turísticas en España, tabla 39363"
33037,2022-02-01,71,4.18,17,"INE, Viviendas turísticas en España, tabla 39363"
33044,2022-02-01,2193,4.09,536,"INE, Viviendas turísticas en España, tabla 39363"
33066,2022-02-01,241,5.6,43,"INE, Viviendas turísticas en España, tabla 39363"
34120,2022-02-01,123,5.13,24,"INE, Viviendas turísticas en España, tabla 39363"
35002,2022-02-01,991,4.4,225,"INE, Viviendas turísticas en España, tabla 39363"
35004,2022-02-01,1492,3.71,402,"INE, Viviendas turísticas en España, tabla 39363"
35006,2022-02-01,489,4.84,101,"INE, Viviendas turísticas en España, tabla 39363"
35011,2022-02-01,456,5.12,89,"INE, Viviendas turísticas en España, tabla 39363"
35014,2022-02-01,12735,4.37,2917,"INE, Viviendas turísticas en España, tabla 39363"
35016,2022-02-01,7327,3.54,2071,"INE, Viviendas turísticas en España, tabla 39363"
35017,2022-02-01,1507,4.17,361,"INE, Viviendas turísticas en España, tabla 39363"
35019,2022-02-01,13485,4.22,3194,"INE, Viviendas turísticas en España, tabla 39363"
35022,2022-02-01,1253,4.0,313,"INE, Viviendas turísticas en España, tabla 39363"
35026,2022-02-01,1439,4.22,341,"INE, Viviendas turísticas en España, tabla 39363"
36008,2022-02-01,1476,5.35,276,"INE, Viviendas turísticas en España, tabla 39363"
36026,2022-02-01,627,5.97,105,"INE, Viviendas turísticas en España, tabla 39363"
36038,2022-02-01,1248,4.67,267,"INE, Viviendas turísticas en España, tabla 39363"
36045,2022-02-01,378,5.18,73,"INE, Viviendas turísticas en España, tabla 39363"
36057,2022-02-01,3342,4.22,792,"INE, Viviendas turísticas en España, tabla 39363"
36060,2022-02-01,967,5.31,182,"INE, Viviendas turísticas en España, tabla 39363"
37274,2022-02-01,2504,3.82,656,"INE, Viviendas turísticas en España, tabla 39363"
38001,2022-02-01,15697,4.88,3217,"INE, Viviendas turísticas en España, tabla 39363"
38006,2022-02-01,13266,4.08,3252,"INE, Viviendas turísticas en España, tabla 39363"
38011,2022-02-01,989,4.24,233,"INE, Viviendas turísticas en España, tabla 39363"
38017,2022-02-01,4251,4.18,1017,"INE, Viviendas turísticas en España, tabla 39363"
38023,2022-02-01,1902,3.49,545,"INE, Viviendas turísticas en España, tabla 39363"
38026,2022-02-01,1246,4.58,272,"INE, Viviendas turísticas en España, tabla 39363"
38028,2022-02-01,2851,3.39,840,"INE, Viviendas turísticas en España, tabla 39363"
38031,2022-02-01,847,3.54,239,"INE, Viviendas turísticas en España, tabla 39363"
38038,2022-02-01,2771,3.68,753,"INE, Viviendas turísticas en España, tabla 39363"
39016,2022-02-01,319,4.62,69,"INE, Viviendas turísticas en España, tabla 39363"
39020,2022-02-01,871,4.42,197,"INE, Viviendas turísticas en España, tabla 39363"
39075,2022-02-01,3915,4.19,935,"INE, Viviendas turísticas en España, tabla 39363"
39087,2022-02-01,254,4.54,56,"INE, Viviendas turísticas en España, tabla 39363"
40194,2022-02-01,497,4.69,106,"INE, Viviendas turísticas en España, tabla 39363"
41004,2022-02-01,288,6.55,44,"INE, Viviendas turísticas en España, tabla 39363"
41021,2022-02-01,69,4.31,16,"INE, Viviendas turísticas en España, tabla 39363"
41024,2022-02-01,279,5.94,47,"INE, Viviendas turísticas en España, tabla 39363"
41034,2022-02-01,42,7.0,6,"INE, Viviendas turísticas en España, tabla 39363"
41038,2022-02-01,223,4.13,54,"INE, Viviendas turísticas en España, tabla 39363"
41039,2022-02-01,56,4.0,14,"INE, Viviendas turísticas en España, tabla 39363"
41053,2022-02-01,15,3.0,5,"INE, Viviendas turísticas en España, tabla 39363"
41059,2022-02-01,213,4.1,52,"INE, Viviendas turísticas en España, tabla 39363"
41065,2022-02-01,100,7.69,13,"INE, Viviendas turísticas en España, tabla 39363"
41069,2022-02-01,81,6.75,12,"INE, Viviendas turísticas en España, tabla 39363"
41081,2022-02-01,47,5.22,9,"INE, Viviendas turísticas en España, tabla 39363"
41091,2022-02-01,19421,4.12,4713,"INE, Viviendas turísticas en España, tabla 39363"
41095,2022-02-01,115,6.05,19,"INE, Viviendas turísticas en España, tabla 39363"
42173,2022-02-01,501,4.73,106,"INE, Viviendas turísticas en España, tabla 39363"
43038,2022-02-01,6733,5.83,1155,"INE, Viviendas turísticas en España, tabla 39363"
43123,2022-02-01,535,5.3,101,"INE, Viviendas turísticas en España, tabla 39363"
43148,2022-02-01,2595,4.58,567,"INE, Viviendas turísticas en España, tabla 39363"
43155,2022-02-01,351,5.66,62,"INE, Viviendas turísticas en España, tabla 39363"
43163,2022-02-01,1991,6.49,307,"INE, Viviendas turísticas en España, tabla 39363"
43905,2022-02-01,10715,5.47,1959,"INE, Viviendas turísticas en España, tabla 39363"
44216,2022-02-01,617,5.82,106,"INE, Viviendas turísticas en España, tabla 39363"
45081,2022-02-01,35,2.5,14,"INE, Viviendas turísticas en España, tabla 39363"
45165,2022-02-01,120,4.44,27,"INE, Viviendas turísticas en España, tabla 39363"
45168,2022-02-01,2311,4.7,492,"INE, Viviendas turísticas en España, tabla 39363"
46005,2022-02-01,13,2.6,5,"INE, Viviendas turísticas en España, tabla 39363"
46017,2022-02-01,143,5.96,24,"INE, Viviendas turísticas en España, tabla 39363"
46021,2022-02-01,3,1.5,2,"INE, Viviendas turísticas en España, tabla 39363"
46029,2022-02-01,28,4.0,7,"INE, Viviendas turísticas en España, tabla 39363"
46078,2022-02-01,167,3.41,49,"INE, Viviendas turísticas en España, tabla 39363"
46094,2022-02-01,26,2.6,10,"INE, Viviendas turísticas en España, tabla 39363"
46102,2022-02-01,22,3.14,7,"INE, Viviendas turísticas en España, tabla 39363"
46110,2022-02-01,47,3.62,13,"INE, Viviendas turísticas en España, tabla 39363"
46131,2022-02-01,4839,5.53,875,"INE, Viviendas turísticas en España, tabla 39363"
46145,2022-02-01,254,4.88,52,"INE, Viviendas turísticas en España, tabla 39363"
46159,2022-02-01,65,3.61,18,"INE, Viviendas turísticas en España, tabla 39363"
46169,2022-02-01,102,3.4,30,"INE, Viviendas turísticas en España, tabla 39363"
46181,2022-02-01,3841,5.36,716,"INE, Viviendas turísticas en España, tabla 39363"
46184,2022-02-01,117,5.32,22,"INE, Viviendas turísticas en España, tabla 39363"
46190,2022-02-01,259,4.05,64,"INE, Viviendas turísticas en España, tabla 39363"
46220,2022-02-01,1687,5.46,309,"INE, Viviendas turísticas en España, tabla 39363"
46235,2022-02-01,742,5.94,125,"INE, Viviendas turísticas en España, tabla 39363"
46244,2022-02-01,215,4.67,46,"INE, Viviendas turísticas en España, tabla 39363"
46250,2022-02-01,19825,3.87,5125,"INE, Viviendas turísticas en España, tabla 39363"
47186,2022-02-01,861,3.4,253,"INE, Viviendas turísticas en España, tabla 39363"
48013,2022-02-01,140,2.98,47,"INE, Viviendas turísticas en España, tabla 39363"
48015,2022-02-01,18,3.0,6,"INE, Viviendas turísticas en España, tabla 39363"
48020,2022-02-01,2869,3.35,857,"INE, Viviendas turísticas en España, tabla 39363"
48027,2022-02-01,34,4.25,8,"INE, Viviendas turísticas en España, tabla 39363"
48036,2022-02-01,4,2.0,2,"INE, Viviendas turísticas en España, tabla 39363"
48044,2022-02-01,450,3.95,114,"INE, Viviendas turísticas en España, tabla 39363"
48054,2022-02-01,33,3.0,11,"INE, Viviendas turísticas en España, tabla 39363"
48078,2022-02-01,84,4.0,21,"INE, Viviendas turísticas en España, tabla 39363"
48082,2022-02-01,58,3.87,15,"INE, Viviendas turísticas en España, tabla 39363"
48084,2022-02-01,27,3.0,9,"INE, Viviendas turísticas en España, tabla 39363"
49275,2022-02-01,716,4.74,151,"INE, Viviendas turísticas en España, tabla 39363"
50297,2022-02-01,2290,3.87,591,"INE, Viviendas turísticas en España, tabla 39363"
51001,2022-02-01,183,3.89,47,"INE, Viviendas turísticas en España, tabla 39363"
52001,2022-02-01,163,3.62,45,"INE, Viviendas turísticas en España, tabla 39363"
01059,2022-08-01,533,3.48,153,"INE, Viviendas turísticas en España, tabla 39363"
02003,2022-08-01,595,4.19,142,"INE, Viviendas turísticas en España, tabla 39363"
02009,2022-08-01,46,5.11,9,"INE, Viviendas turísticas en España, tabla 39363"
02037,2022-08-01,51,4.64,11,"INE, Viviendas turísticas en España, tabla 39363"
02081,2022-08-01,99,5.21,19,"INE, Viviendas turísticas en España, tabla 39363"
03009,2022-08-01,191,3.24,59,"INE, Viviendas turísticas en España, tabla 39363"
03014,2022-08-01,13765,4.27,3224,"INE, Viviendas turísticas en España, tabla 39363"
03031,2022-08-01,12266,4.75,2583,"INE, Viviendas turísticas en España, tabla 39363"
03047,2022-08-01,15932,5.56,2866,"INE, Viviendas turísticas en España, tabla 39363"
03050,2022-08-01,6328,5.64,1121,"INE, Viviendas turísticas en España, tabla 39363"
03059,2022-08-01,169,6.76,25,"INE, Viviendas turísticas en España, tabla 39363"
03063,2022-08-01,17596,5.19,3388,"INE, Viviendas turísticas en España, tabla 39363"
03065,2022-08-01,3528,4.98,709,"INE, Viviendas turísticas en España, tabla 39363"
03066,2022-08-01,80,3.08,26,"INE, Viviendas turísticas en España, tabla 39363"
03082,2022-08-01,16641,6.19,2688,"INE, Viviendas turísticas en España, tabla 39363"
03093,2022-08-01,77,5.5,14,"INE, Viviendas turísticas en España, tabla 39363"
03099,2022-08-01,12793,5.31,2411,"INE, Viviendas turísticas en España, tabla 39363"
03104,2022-08-01,119,4.76,25,"INE, Viviendas turísticas en España, tabla 39363"
03121,2022-08-01,7086,5.3,1336,"INE, Viviendas turísticas en España, tabla 39363"
03122,2022-08-01,498,4.79,104,"INE, Viviendas turísticas en España, tabla 39363"
03133,2022-08-01,17349,4.72,3679,"INE, Viviendas turísticas en España, tabla 39363"
03139,2022-08-01,3628,4.62,785,"INE, Viviendas turísticas en España, tabla 39363"
03140,2022-08-01,180,5.45,33,"INE, Viviendas turísticas en España, tabla 39363"
04013,2022-08-01,3060,4.24,722,"INE, Viviendas turísticas en España, tabla 39363"
04066,2022-08-01,4118,4.95,832,"INE, Viviendas turísticas en España, tabla 39363"
04079,2022-08-01,3776,4.52,836,"INE, Viviendas turísticas en España, tabla 39363"
04902,2022-08-01,623,4.51,138,"INE, Viviendas turísticas en España, tabla 39363"
05019,2022-08-01,732,5.3,138,"INE, Viviendas turísticas en España, tabla 39363"
06011,2022-08-01,6,3.0,2,"INE, Viviendas turísticas en España, tabla 39363"
06015,2022-08-01,126,3.71,34,"INE, Viviendas turísticas en España, tabla 39363"
06044,2022-08-01,21,3.5,6,"INE, Viviendas turísticas en España, tabla 39363"
06083,2022-08-01,897,4.29,209,"INE, Viviendas turísticas en España, tabla 39363"
06153,2022-08-01,35,3.5,10,"INE, Viviendas turísticas en España, tabla 39363"
07011,2022-08-01,3637,6.38,570,"INE, Viviendas turísticas en España, tabla 39363"
07015,2022-08-01,7415,5.36,1384,"INE, Viviendas turísticas en España, tabla 39363"
07026,2022-08-01,2637,4.27,617,"INE, Viviendas turísticas en España, tabla 39363"
07027,2022-08-01,1830,6.4,286,"INE, Viviendas turísticas en España, tabla 39363"
07031,2022-08-01,4195,6.47,648,"INE, Viviendas turísticas en España, tabla 39363"
07032,2022-08-01,1116,5.78,193,"INE, Viviendas turísticas en España, tabla 39363"
07033,2022-08-01,5944,6.29,945,"INE, Viviendas turísticas en España, tabla 39363"
07036,2022-08-01,866,6.77,128,"INE, Viviendas turísticas en España, tabla 39363"
07040,2022-08-01,5754,4.14,1390,"INE, Viviendas turísticas en España, tabla 39363"
07054,2022-08-01,7682,7.26,1058,"INE, Viviendas turísticas en España, tabla 39363"
08015,2022-08-01,783,4.19,187,"INE, Viviendas turísticas en España, tabla 39363"
08019,2022-08-01,36115,4.48,8066,"INE, Viviendas turísticas en España, tabla 39363"
08056,2022-08-01,1154,4.69,246,"INE, Viviendas turísticas en España, tabla 39363"
08073,2022-08-01,267,3.93,68,"INE, Viviendas turísticas en España, tabla 39363"
08077,2022-08-01,142,2.9,49,"INE, Viviendas turísticas en España, tabla 39363"
08089,2022-08-01,323,5.05,64,"INE, Viviendas turísticas en España, tabla 39363"
08096,2022-08-01,23,2.88,8,"INE, Viviendas turísticas en España, tabla 39363"
08101,2022-08-01,2343,3.77,621,"INE, Viviendas turísticas en España, tabla 39363"
08102,2022-08-01,50,3.85,13,"INE, Viviendas turísticas en España, tabla 39363"
08113,2022-08-01,241,3.95,61,"INE, Viviendas turísticas en España, tabla 39363"
08114,2022-08-01,10,1.67,6,"INE, Viviendas turísticas en España, tabla 39363"
08121,2022-08-01,583,4.9,119,"INE, Viviendas turísticas en España, tabla 39363"
08124,2022-08-01,32,5.33,6,"INE, Viviendas turísticas en España, tabla 39363"
08125,2022-08-01,27,3.38,8,"INE, Viviendas turísticas en España, tabla 39363"
08163,2022-08-01,1108,5.15,215,"INE, Viviendas turísticas en España, tabla 39363"
08169,2022-08-01,127,2.54,50,"INE, Viviendas turísticas en España, tabla 39363"
08172,2022-08-01,208,5.2,40,"INE, Viviendas turísticas en España, tabla 39363"
08180,2022-08-01,10,3.33,3,"INE, Viviendas turísticas en España, tabla 39363"
08184,2022-08-01,160,3.9,41,"INE, Viviendas turísticas en España, tabla 39363"
08187,2022-08-01,201,3.14,64,"INE, Viviendas turísticas en España, tabla 39363"
08194,2022-08-01,741,5.33,139,"INE, Viviendas turísticas en España, tabla 39363"
08196,2022-08-01,3,1.5,2,"INE, Viviendas turísticas en España, tabla 39363"
08200,2022-08-01,47,4.27,11,"INE, Viviendas turísticas en España, tabla 39363"
08205,2022-08-01,317,3.73,85,"INE, Viviendas turísticas en España, tabla 39363"
08211,2022-08-01,17,3.4,5,"INE, Viviendas turísticas en España, tabla 39363"
08217,2022-08-01,15,2.5,6,"INE, Viviendas turísticas en España, tabla 39363"
08231,2022-08-01,1246,7.84,159,"INE, Viviendas turísticas en España, tabla 39363"
08245,2022-08-01,87,2.23,39,"INE, Viviendas turísticas en España, tabla 39363"
08252,2022-08-01,56,5.09,11,"INE, Viviendas turísticas en España, tabla 39363"
08260,2022-08-01,11,3.67,3,"INE, Viviendas turísticas en España, tabla 39363"
08263,2022-08-01,18,4.5,4,"INE, Viviendas turísticas en España, tabla 39363"
08266,2022-08-01,107,3.34,32,"INE, Viviendas turísticas en España, tabla 39363"
08270,2022-08-01,5213,5.08,1027,"INE, Viviendas turísticas en España, tabla 39363"
08279,2022-08-01,299,3.29,91,"INE, Viviendas turísticas en España, tabla 39363"
08298,2022-08-01,170,3.78,45,"INE, Viviendas turísticas en España, tabla 39363"
08301,2022-08-01,100,6.67,15,"INE, Viviendas turísticas en España, tabla 39363"
08305,2022-08-01,75,3.95,19,"INE, Viviendas turísticas en España, tabla 39363"
08307,2022-08-01,952,5.04,189,"INE, Viviendas turísticas en España, tabla 39363"
09018,2022-08-01,195,4.53,43,"INE, Viviendas turísticas en España, tabla 39363"
09059,2022-08-01,1232,4.53,272,"INE, Viviendas turísticas en España, tabla 39363"
09219,2022-08-01,4,4.0,1,"INE, Viviendas turísticas en España, tabla 39363"
10037,2022-08-01,974,4.18,233,"INE, Viviendas turísticas en España, tabla 39363"
10148,2022-08-01,286,3.92,73,"INE, Viviendas turísticas en España, tabla 39363"
11004,2022-08-01,479,4.24,113,"INE, Viviendas turísticas en España, tabla 39363"
11006,2022-08-01,1030,5.6,184,"INE, Viviendas turísticas en España, tabla 39363"
11012,2022-08-01,6412,4.29,1493,"INE, Viviendas turísticas en España, tabla 39363"
11015,2022-08-01,8776,5.81,1511,"INE, Viviendas turísticas en España, tabla 39363"
11020,2022-08-01,3229,4.35,742,"INE, Viviendas turísticas en España, tabla 39363"
11022,2022-08-01,160,3.9,41,"INE, Viviendas turísticas en España, tabla 39363"
11027,2022-08-01,4830,5.55,871,"INE, Viviendas turísticas en España, tabla 39363"
11028,2022-08-01,363,4.71,77,"INE, Viviendas turísticas en España, tabla 39363"
11030,2022-08-01,2134,5.22,409,"INE, Viviendas turísticas en España, tabla 39363"
11031,2022-08-01,458,4.53,101,"INE, Viviendas turísticas en España, tabla 39363"
11032,2022-08-01,2976,4.97,599,"INE, Viviendas turísticas en España, tabla 39363"
11033,2022-08-01,2885,6.14,470,"INE, Viviendas turísticas en España, tabla 39363"
12009,2022-08-01,90,5.0,18,"INE, Viviendas turísticas en España, tabla 39363"
