cod_ine,anio,poblacion,fuente
08163,2025,30108,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,1996,63255,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,1998,62514,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,1999,62773,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2000,62956,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2001,63139,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2002,63112,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2003,63312,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2004,63148,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2005,63190,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2006,63069,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2007,62663,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2008,62899,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2009,63418,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2010,63434,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2011,63499,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2012,63162,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2013,63419,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2014,62866,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2015,63014,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2016,63457,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2017,63897,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2018,64132,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2019,64599,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2020,65385,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2021,65532,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2022,65030,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2023,65516,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2024,66184,"INE, Padrón municipal, tablas provinciales 2854–2909"
08169,2025,66338,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,1996,24420,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,1998,25529,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,1999,25882,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2000,26130,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2001,26555,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2002,26889,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2003,27326,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2004,27464,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2005,27653,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2006,27860,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2007,27590,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2008,27545,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2009,27399,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2010,27802,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2011,28310,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2012,28145,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2013,28136,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2014,28163,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2015,27944,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2016,27866,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2017,28049,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2018,28071,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2019,28119,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2020,28531,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2021,28523,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2022,28518,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2023,28767,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2024,28951,"INE, Padrón municipal, tablas provinciales 2854–2909"
08172,2025,29431,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,1996,28903,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,1998,29155,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,1999,29358,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2000,29877,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2001,30548,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2002,31401,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2003,32429,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2004,33605,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2005,34735,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2006,35427,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2007,35661,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2008,36255,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2009,37088,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2010,37151,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2011,37348,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2012,37422,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2013,37234,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2014,37233,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2015,37445,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2016,37648,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2017,37899,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2018,38347,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2019,38665,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2020,39179,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2021,39139,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2022,39031,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2023,39269,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2024,39462,"INE, Padrón municipal, tablas provinciales 2854–2909"
08180,2025,39897,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,1996,54085,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,1998,55728,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,1999,57030,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2000,58646,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2001,60303,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2002,62638,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2003,64848,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2004,66425,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2005,68102,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2006,70006,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2007,70494,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2008,71927,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2009,72987,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2010,73591,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2011,73979,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2012,74484,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2013,74468,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2014,74353,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2015,74536,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2016,75167,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2017,75568,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2018,76423,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2019,77464,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2020,78591,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2021,78549,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2022,79007,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2023,80044,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2024,81532,"INE, Padrón municipal, tablas provinciales 2854–2909"
08184,2025,82823,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,1996,185798,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,1998,184859,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,1999,184859,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2000,183727,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2001,185170,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2002,187201,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2003,191057,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2004,193338,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2005,196971,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2006,200545,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2007,201712,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2008,203969,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2009,206493,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2010,207338,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2011,207721,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2012,207938,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2013,207649,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2014,207444,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2015,207814,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2016,208246,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2017,209931,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2018,211734,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2019,213644,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2020,216520,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2021,216204,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2022,215760,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2023,218300,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2024,222177,"INE, Padrón municipal, tablas provinciales 2854–2909"
08187,2025,225368,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,1996,33361,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,1998,32830,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,1999,32823,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2000,32452,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2001,32439,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2002,32641,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2003,32845,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2004,32921,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2005,32940,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2006,32585,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2007,32734,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2008,33223,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2009,33761,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2010,34104,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2011,34157,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2012,34482,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2013,34822,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2014,35386,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2015,35814,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2016,36496,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2017,36624,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2018,36669,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2019,37097,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2020,37447,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2021,37283,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2022,36918,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2023,37925,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2024,38490,"INE, Padrón municipal, tablas provinciales 2854–2909"
08194,2025,39323,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,1996,18332,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,1998,18854,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,1999,18854,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2000,20140,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2001,21301,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2002,22396,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2003,23307,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2004,23675,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2005,24863,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2006,25383,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2007,25743,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2008,26279,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2009,26401,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2010,26682,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2011,27094,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2012,27306,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2013,27329,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2014,27268,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2015,27340,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2016,27434,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2017,27303,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2018,27332,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2019,27558,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2020,27569,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2021,27175,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2022,26965,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2023,26910,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2024,27062,"INE, Padrón municipal, tablas provinciales 2854–2909"
08196,2025,27094,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,1996,78005,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,1998,78632,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,1999,79050,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2000,79337,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2001,79463,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2002,80041,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2003,80738,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2004,80636,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2005,81181,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2006,81368,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2007,80727,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2008,81335,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2009,82428,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2010,82411,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2011,82860,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2012,83070,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2013,83408,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2014,83107,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2015,82195,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2016,82402,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2017,82142,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2018,82904,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2019,83605,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2020,84500,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2021,83755,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2022,83371,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2023,83919,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2024,84831,"INE, Padrón municipal, tablas provinciales 2854–2909"
08200,2025,85610,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,1996,47210,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,1998,50529,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,1999,50168,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2000,52654,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2001,55825,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2002,59837,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2003,63132,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2004,65061,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2005,70514,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2006,73774,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2007,74345,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2008,76274,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2009,79253,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2010,81745,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2011,83337,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2012,84946,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2013,86108,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2014,87118,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2015,87830,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2016,88921,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2017,89516,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2018,90664,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2019,91006,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2020,92977,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2021,94012,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2022,95725,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2023,97530,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2024,98621,"INE, Padrón municipal, tablas provinciales 2854–2909"
08205,2025,97983,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,1996,35797,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,1998,35958,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,1999,36953,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2000,38435,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2001,39603,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2002,40695,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2003,41543,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2004,41954,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2005,42267,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2006,42486,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2007,42273,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2008,42628,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2009,42919,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2010,43112,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2011,43096,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2012,43671,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2013,43769,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2014,43715,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2015,43800,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2016,44086,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2017,44198,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2018,44474,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2019,44860,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2020,45467,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2021,45463,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2022,45642,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2023,46056,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2024,46554,"INE, Padrón municipal, tablas provinciales 2854–2909"
08211,2025,46781,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,1996,26805,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,1998,27338,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,1999,27470,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2000,27627,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2001,28246,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2002,29064,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2003,29982,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2004,30242,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2005,31162,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2006,31485,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2007,31671,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2008,31647,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2009,32030,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2010,32338,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2011,32406,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2012,32792,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2013,32812,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2014,32981,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2015,33264,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2016,33502,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2017,33873,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2018,34084,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2019,34123,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2020,34267,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2021,34130,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2022,34039,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2023,34568,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2024,35083,"INE, Padrón municipal, tablas provinciales 2854–2909"
08217,2025,35926,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,1996,18695,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,1998,20213,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,1999,21057,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2000,21976,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2001,22902,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2002,23823,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2003,24741,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2004,25280,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2005,26108,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2006,26859,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2007,27509,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2008,28066,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2009,28353,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2010,28399,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2011,28783,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2012,29149,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2013,28730,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2014,29339,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2015,29666,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2016,29842,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2017,30142,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2018,30658,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2019,30719,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2020,31111,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2021,31525,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2022,31688,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2023,31786,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2024,32121,"INE, Padrón municipal, tablas provinciales 2854–2909"
08231,2025,32705,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,1996,123175,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,1998,120958,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,1999,120802,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2000,117127,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2001,116064,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2002,115568,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2003,116012,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2004,116503,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2005,118129,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2006,119056,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2007,116765,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2008,117336,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2009,119717,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2010,120060,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2011,120824,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2012,120593,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2013,120029,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2014,118738,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2015,116950,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2016,117153,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2017,117597,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2018,118821,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2019,119215,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2020,120443,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2021,119289,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2022,117981,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2023,119862,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2024,121203,"INE, Padrón municipal, tablas provinciales 2854–2909"
08245,2025,123981,"INE, Padrón municipal, tablas provinciales 2854–2909"
08252,1996,25484,"INE, Padrón municipal, tablas provinciales 2854–2909"
08252,1998,26112,"INE, Padrón municipal, tablas provinciales 2854–2909"
08252,1999,26342,"INE, Padrón municipal, tablas provinciales 2854–2909"
08252,2000,26681,"INE, Padrón municipal, tablas provinciales 2854–2909"
08252,2001,26741,"INE, Padrón municipal, tablas provinciales 2854–2909"
08252,2002,26902,"INE, Padrón municipal, tablas provinciales 2854–2909"
08252,2003,27153,"INE, Padrón municipal, tablas provinciales 2854–2909"
08252,2004,27202,"INE, Padrón municipal, tablas provinciales 2854–2909"
08252,2005,27827,"INE, Padrón municipal, tablas provinciales 2854–2909"
08252,2006,28633,"INE, Padrón municipal, tablas provinciales 2854–2909"
