componente,variable,anio,archivo,fuente,comparabilidad,cambios_metodologicos,primer_anio,ultimo_anio,frecuencia,municipios_validos,observaciones,cobertura_pct,anios_ausentes
especulacion,desacoplamiento_precio_renta,2015,data/processed/indicadores_especulativos.csv,MIVAU transacciones 34010210; Censo INE 59525; valor tasado; Atlas 30824,condicionada; ver AUDITORIA_IPR_HISTORICO.md,Score publicado solo 2022–2023; inputs anteriores requieren percentiles sobre universo fijo.,2016,2023,anual,0,0,0.0,[]
especulacion,desacoplamiento_precio_renta,2016,data/processed/indicadores_especulativos.csv,MIVAU transacciones 34010210; Censo INE 59525; valor tasado; Atlas 30824,condicionada; ver AUDITORIA_IPR_HISTORICO.md,Score publicado solo 2022–2023; inputs anteriores requieren percentiles sobre universo fijo.,2016,2023,anual,280,280,91.50326797385621,[]
especulacion,desacoplamiento_precio_renta,2017,data/processed/indicadores_especulativos.csv,MIVAU transacciones 34010210; Censo INE 59525; valor tasado; Atlas 30824,condicionada; ver AUDITORIA_IPR_HISTORICO.md,Score publicado solo 2022–2023; inputs anteriores requieren percentiles sobre universo fijo.,2016,2023,anual,284,284,92.81045751633987,[]
especulacion,desacoplamiento_precio_renta,2018,data/processed/indicadores_especulativos.csv,MIVAU transacciones 34010210; Censo INE 59525; valor tasado; Atlas 30824,condicionada; ver AUDITORIA_IPR_HISTORICO.md,Score publicado solo 2022–2023; inputs anteriores requieren percentiles sobre universo fijo.,2016,2023,anual,284,284,92.81045751633987,[]
especulacion,desacoplamiento_precio_renta,2019,data/processed/indicadores_especulativos.csv,MIVAU transacciones 34010210; Censo INE 59525; valor tasado; Atlas 30824,condicionada; ver AUDITORIA_IPR_HISTORICO.md,Score publicado solo 2022–2023; inputs anteriores requieren percentiles sobre universo fijo.,2016,2023,anual,284,284,92.81045751633987,[]
especulacion,desacoplamiento_precio_renta,2020,data/processed/indicadores_especulativos.csv,MIVAU transacciones 34010210; Censo INE 59525; valor tasado; Atlas 30824,condicionada; ver AUDITORIA_IPR_HISTORICO.md,Score publicado solo 2022–2023; inputs anteriores requieren percentiles sobre universo fijo.,2016,2023,anual,284,284,92.81045751633987,[]
especulacion,desacoplamiento_precio_renta,2021,data/processed/indicadores_especulativos.csv,MIVAU transacciones 34010210; Censo INE 59525; valor tasado; Atlas 30824,condicionada; ver AUDITORIA_IPR_HISTORICO.md,Score publicado solo 2022–2023; inputs anteriores requieren percentiles sobre universo fijo.,2016,2023,anual,306,306,100.0,[]
especulacion,desacoplamiento_precio_renta,2022,data/processed/indicadores_especulativos.csv,MIVAU transacciones 34010210; Censo INE 59525; valor tasado; Atlas 30824,condicionada; ver AUDITORIA_IPR_HISTORICO.md,Score publicado solo 2022–2023; inputs anteriores requieren percentiles sobre universo fijo.,2016,2023,anual,306,306,100.0,[]
especulacion,desacoplamiento_precio_renta,2023,data/processed/indicadores_especulativos.csv,MIVAU transacciones 34010210; Censo INE 59525; valor tasado; Atlas 30824,condicionada; ver AUDITORIA_IPR_HISTORICO.md,Score publicado solo 2022–2023; inputs anteriores requieren percentiles sobre universo fijo.,2016,2023,anual,306,306,100.0,[]
especulacion,desacoplamiento_precio_renta,2024,data/processed/indicadores_especulativos.csv,MIVAU transacciones 34010210; Censo INE 59525; valor tasado; Atlas 30824,condicionada; ver AUDITORIA_IPR_HISTORICO.md,Score publicado solo 2022–2023; inputs anteriores requieren percentiles sobre universo fijo.,2016,2023,anual,0,0,0.0,[]
especulacion,desacoplamiento_precio_renta,2025,data/processed/indicadores_especulativos.csv,MIVAU transacciones 34010210; Censo INE 59525; valor tasado; Atlas 30824,condicionada; ver AUDITORIA_IPR_HISTORICO.md,Score publicado solo 2022–2023; inputs anteriores requieren percentiles sobre universo fijo.,2016,2023,anual,0,0,0.0,[]
especulacion,desacoplamiento_precio_renta,2026,data/processed/indicadores_especulativos.csv,MIVAU transacciones 34010210; Censo INE 59525; valor tasado; Atlas 30824,condicionada; ver AUDITORIA_IPR_HISTORICO.md,Score publicado solo 2022–2023; inputs anteriores requieren percentiles sobre universo fijo.,2016,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,1996,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,1997,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,1998,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,1999,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2000,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2001,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2002,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2003,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2004,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2005,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2006,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2007,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2008,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2009,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2010,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2011,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2012,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2013,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2014,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2015,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2016,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2017,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2018,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,302,302,98.69281045751634,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2019,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,306,306,100.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2020,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,306,306,100.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2021,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,306,306,100.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2022,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,306,306,100.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2023,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,306,306,100.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2024,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2025,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,log_cambio_renta_neta_media_persona_3a,2026,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,1996,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,1997,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,1998,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,1999,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2000,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2001,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2002,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2003,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2004,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2005,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2006,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2007,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2008,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2009,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2010,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2011,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2012,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2013,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2014,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2015,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2016,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2017,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2018,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,280,280,91.50326797385621,[]
gentrificacion,brecha_precio_renta_3a,2019,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,283,283,92.48366013071896,[]
gentrificacion,brecha_precio_renta_3a,2020,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,284,284,92.81045751633987,[]
gentrificacion,brecha_precio_renta_3a,2021,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,284,284,92.81045751633987,[]
gentrificacion,brecha_precio_renta_3a,2022,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,284,284,92.81045751633987,[]
gentrificacion,brecha_precio_renta_3a,2023,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,306,306,100.0,[]
gentrificacion,brecha_precio_renta_3a,2024,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2025,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,brecha_precio_renta_3a,2026,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,transformacion_hogares_ajustada_3a,1996,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,transformacion_hogares_ajustada_3a,1997,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,transformacion_hogares_ajustada_3a,1998,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,transformacion_hogares_ajustada_3a,1999,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,transformacion_hogares_ajustada_3a,2000,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,transformacion_hogares_ajustada_3a,2001,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,transformacion_hogares_ajustada_3a,2002,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,transformacion_hogares_ajustada_3a,2003,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,transformacion_hogares_ajustada_3a,2004,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
gentrificacion,transformacion_hogares_ajustada_3a,2005,data/processed/indicadores_gentrificacion.csv,INE Atlas 30824 y 30832; MIVAU valor tasado,condicionada; ver AUDITORIA_IPR_HISTORICO.md,"Versión 2.0, ventanas de tres años; recalcular regresión, winsorización y percentiles sobre el panel.",2018,2023,anual,0,0,0.0,[]
