cod_ine,anio,ipr_score,ipr_percentile,rank,delta_ipr,delta_since_start,rank_change,calculation_version,dataset_sha256
01059,2020,53.98550724637681,57.2463768115942,119,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
01059,2021,52.85592497868713,53.98550724637681,128,-1.1295822676896847,-1.1295822676896847,9.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
01059,2022,39.70588235294118,29.528985507246375,195,-13.150042625745947,-14.279624893435631,67.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
01059,2023,42.97740835464621,36.95652173913044,175,3.271526001705027,-11.008098891730604,-20.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02003,2020,33.16283034953112,18.115942028985508,227,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02003,2021,44.47996589940324,38.405797101449274,171,11.31713554987212,11.31713554987212,-56.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02003,2022,36.99914748508099,24.63768115942029,209,-7.4808184143222505,3.8363171355498693,38.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02003,2023,57.56606990622336,63.04347826086956,103,20.566922421142372,24.40323955669224,-106.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02009,2020,15.92071611253197,3.260869565217391,268,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02009,2021,8.248081841432224,0.36231884057971014,276,-7.672634271099746,-7.672634271099746,8.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02009,2022,7.289002557544757,1.0869565217391304,274,-0.9590792838874673,-8.631713554987213,-2.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02009,2023,5.147058823529411,0.36231884057971014,276,-2.1419437340153458,-10.773657289002559,2.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02037,2020,9.175191815856778,0.7246376811594203,275,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02037,2021,25.319693094629155,10.507246376811594,248,16.144501278772378,16.144501278772378,-27.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02037,2022,7.853793691389599,1.4492753623188406,273,-17.465899403239554,-1.3213981244671782,25.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02037,2023,8.333333333333334,1.0869565217391304,274,0.47953964194373455,-0.8418584825234436,1.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02081,2020,21.323529411764707,8.333333333333334,254,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02081,2021,9.08994032395567,1.0869565217391304,274,-12.233589087809037,-12.233589087809037,20.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02081,2022,14.482097186700766,5.797101449275362,261,5.392156862745097,-6.84143222506394,-13.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
02081,2023,6.564364876385336,0.7246376811594203,275,-7.91773231031543,-14.75916453537937,14.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03009,2020,48.667945439045184,45.65217391304348,151,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03009,2021,48.95566922421142,47.46376811594203,146,0.28772378516623576,0.28772378516623576,-5.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03009,2022,28.6231884057971,15.942028985507246,233,-20.332480818414318,-20.044757033248082,87.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03009,2023,35.47527706734868,22.463768115942027,215,6.852088661551576,-13.192668371696506,-18.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03014,2020,48.54006820119352,44.927536231884055,153,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03014,2021,66.5920716112532,79.34782608695652,58,18.052003410059683,18.052003410059683,-95.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03014,2022,69.22421142369991,80.43478260869566,55,2.6321398124467095,20.684143222506393,-3.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03014,2023,73.29497016197783,87.68115942028986,35,4.070758738277917,24.75490196078431,-20.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03031,2020,68.65942028985506,84.78260869565217,43,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03031,2021,80.52003410059676,95.65217391304348,13,11.860613810741697,11.860613810741697,-30.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03031,2022,65.4305200341006,76.44927536231884,66,-15.089514066496164,-3.2289002557544677,53.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03031,2023,79.00682011935208,93.47826086956522,19,13.57630008525149,10.347399829497022,-47.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03047,2020,73.35890878090366,90.21739130434783,28,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03047,2021,75.70332480818415,91.30434782608695,25,2.344416027280488,2.344416027280488,-3.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03047,2022,74.57374254049446,87.31884057971014,36,-1.1295822676896847,1.2148337595908032,11.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03047,2023,86.55157715260017,97.10144927536231,9,11.97783461210571,13.192668371696513,-27.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03059,2020,20.14066496163683,7.246376811594203,257,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03059,2021,30.647911338448424,17.391304347826086,229,10.507246376811594,10.507246376811594,-28.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03059,2022,16.36828644501279,6.884057971014493,258,-14.279624893435635,-3.772378516624041,29.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03059,2023,41.53878942881501,34.42028985507246,182,25.17050298380222,21.398124467178178,-76.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03063,2020,75.18115942028986,91.66666666666667,24,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03063,2021,70.67348678601876,85.5072463768116,41,-4.507672634271103,-4.507672634271103,17.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03063,2022,80.0618073316283,92.02898550724638,23,9.388320545609545,4.880647911338443,-18.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03063,2023,88.01150895140665,97.82608695652173,7,7.949701619778352,12.830349531116795,-16.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03065,2020,49.73358908780904,49.63768115942029,140,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03065,2021,63.011508951406654,72.10144927536231,78,13.277919863597617,13.277919863597617,-62.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03065,2022,44.671781756180735,40.21739130434783,166,-18.33972719522592,-5.061807331628302,88.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03065,2023,64.31159420289855,76.08695652173913,67,19.639812446717812,14.57800511508951,-99.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03066,2020,25.543478260869566,9.782608695652174,250,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03066,2021,35.869565217391305,25.0,208,10.326086956521738,10.326086956521738,-42.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03066,2022,13.213981244671782,4.3478260869565215,265,-22.655583972719523,-12.329497016197784,57.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03066,2023,35.93350383631713,22.82608695652174,214,22.719522591645347,10.390025575447563,-51.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03082,2020,83.53580562659846,97.82608695652173,7,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03082,2021,92.54049445865303,100.0,1,9.004688832054569,9.004688832054569,-6.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03082,2022,92.2847399829497,98.18840579710145,6,-0.255754475703327,8.748934356351242,5.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03082,2023,78.66581415174767,92.57246376811594,21,-13.618925831202034,-4.869991474850792,15.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03093,2020,30.07246376811594,14.855072463768115,236,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03093,2021,20.556265984654733,6.521739130434782,259,-9.516197783461209,-9.516197783461209,23.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03093,2022,11.466325660699063,3.260869565217391,268,-9.08994032395567,-18.60613810741688,9.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03093,2023,27.706734867860188,14.492753623188406,237,16.240409207161125,-2.3657289002557533,-31.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03099,2020,56.79880647911339,61.231884057971016,108,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03099,2021,86.78601875532823,98.91304347826087,4,29.98721227621484,29.98721227621484,-104.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03099,2022,76.26811594202898,88.76811594202898,32,-10.517902813299244,19.469309462915596,28.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03099,2023,68.51023017902813,81.52173913043478,52,-7.757885763000857,11.71142369991474,20.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03104,2020,30.392156862745097,15.579710144927537,234,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03104,2021,28.900255754475708,14.492753623188406,237,-1.4919011082693885,-1.4919011082693885,3.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03104,2022,31.947996589940324,19.202898550724637,224,3.047740835464616,1.5558397271952273,-13.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03104,2023,18.98976982097187,8.333333333333334,254,-12.958226768968455,-11.402387041773228,30.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03121,2020,77.34441602728049,93.84057971014492,18,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03121,2021,60.05967604433078,67.21014492753623,91,-17.28473998294971,-17.28473998294971,73.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03121,2022,80.62659846547315,93.1159420289855,20,20.566922421142372,3.282182438192663,-71.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03121,2023,72.46376811594203,86.23188405797102,39,-8.16283034953112,-4.880647911338457,19.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03122,2020,56.10613810741688,59.78260869565217,112,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03122,2021,45.84398976982097,41.1231884057971,163,-10.26214833759591,-10.26214833759591,51.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03122,2022,57.19309462915601,62.86231884057971,103,11.349104859335036,1.0869565217391255,-60.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03122,2023,60.166240409207155,67.3913043478261,91,2.973145780051148,4.060102301790273,-12.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03133,2020,65.12148337595909,81.15942028985508,53,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03133,2021,81.30861040068201,96.3768115942029,11,16.187127024722926,16.187127024722926,-42.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03133,2022,82.72591645353793,94.92753623188406,15,1.4173060528559205,17.604433077578847,4.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03133,2023,82.86445012787723,94.20289855072464,17,0.13853367433929975,17.742966751918146,2.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03139,2020,65.53708439897699,82.2463768115942,50,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03139,2021,64.38618925831202,76.08695652173913,66,-1.1508951406649714,-1.1508951406649714,16.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03139,2022,59.07928388746804,67.02898550724638,92,-5.306905370843978,-6.45780051150895,26.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03139,2023,78.18627450980392,91.30434782608695,25,19.106990622335886,12.649190110826936,-67.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03140,2020,19.661125319693095,6.521739130434782,259,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03140,2021,27.95183290707587,13.405797101449275,240,8.290707587382776,8.290707587382776,-19.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03140,2022,15.089514066496164,6.159420289855072,260,-12.862318840579707,-4.571611253196931,20.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
03140,2023,30.903665814151744,16.666666666666668,231,15.814151747655579,11.242540494458648,-29.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
04013,2020,45.0234441602728,36.231884057971016,177,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
04013,2021,56.22335890878091,61.231884057971016,108,11.199914748508107,11.199914748508107,-69.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
04013,2022,59.88917306052856,68.1159420289855,89,3.6658141517476537,14.86572890025576,-19.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
04013,2023,59.40963341858483,65.94202898550725,95,-0.479539641943731,14.38618925831203,6.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
04079,2020,51.52387041773231,54.34782608695652,127,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
04079,2021,63.29923273657289,73.91304347826087,73,11.775362318840578,11.775362318840578,-54.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
04079,2022,65.30264279624893,76.08695652173913,67,2.0034100596760425,13.77877237851662,-6.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
04079,2023,53.889599317988065,55.43478260869565,124,-11.413043478260867,2.3657289002557533,57.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
04902,2020,43.0306905370844,32.971014492753625,186,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
04902,2021,51.10826939471441,50.36231884057971,138,8.077578857630009,8.077578857630009,-48.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
04902,2022,30.90366581415175,18.115942028985508,227,-20.20460358056266,-12.127024722932653,89.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
04902,2023,41.48550724637681,34.05797101449275,183,10.581841432225062,-1.545183290707591,-44.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
05019,2020,26.555839727195227,11.956521739130435,244,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
05019,2021,45.40707587382779,40.39855072463768,165,18.851236146632566,18.851236146632566,-79.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
05019,2022,25.44757033248082,13.043478260869565,241,-19.959505541346974,-1.1082693947144087,76.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
05019,2023,37.99019607843137,27.17391304347826,202,12.542625745950549,11.43435635123614,-39.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06011,2020,37.42540494458653,23.18840579710145,213,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06011,2021,40.345268542199484,31.159420289855074,191,2.9198635976129523,2.9198635976129523,-22.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06011,2022,24.63768115942029,12.318840579710145,243,-15.707587382779195,-12.787723785166243,52.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06011,2023,18.39300937766411,7.608695652173913,256,-6.244671781756178,-19.03239556692242,13.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06015,2020,49.211423699914754,47.10144927536232,147,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06015,2021,40.8994032395567,32.2463768115942,188,-8.312020460358056,-8.312020460358056,41.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06015,2022,37.97953964194374,25.36231884057971,207,-2.9198635976129594,-11.231884057971016,19.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06015,2023,50.45822676896846,50.72463768115942,137,12.47868712702472,1.2468030690537049,-70.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06044,2020,20.78005115089514,7.971014492753623,255,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06044,2021,12.468030690537084,2.536231884057971,270,-8.312020460358056,-8.312020460358056,15.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06044,2022,25.554134697357203,13.405797101449275,240,13.086104006820118,4.774083546462062,-30.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06044,2023,36.10400682011935,24.818840579710145,208,10.54987212276215,15.323955669224212,-32.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06083,2020,36.231884057971016,21.73913043478261,217,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06083,2021,26.832907075873827,11.594202898550725,245,-9.398976982097189,-9.398976982097189,28.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06083,2022,26.108269394714405,13.768115942028986,239,-0.7246376811594217,-10.12361466325661,-6.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
06083,2023,32.033248081841435,17.753623188405797,228,5.92497868712703,-4.19863597612958,-11.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07011,2020,76.25745950554135,92.7536231884058,21,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07011,2021,69.90622335890879,84.42028985507247,44,-6.351236146632559,-6.351236146632559,23.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07011,2022,85.54987212276215,96.3768115942029,11,15.643648763853363,9.292412617220805,-33.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07011,2023,88.21398124467179,98.55072463768116,5,2.6641091219096324,11.956521739130437,-6.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07015,2020,85.10230179028133,98.91304347826087,4,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07015,2021,78.3461210571185,94.7463768115942,15,-6.756180733162836,-6.756180733162836,11.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07015,2022,95.11935208866156,99.6376811594203,2,16.773231031543062,10.017050298380227,-13.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07015,2023,84.24978687127026,96.01449275362319,12,-10.869565217391298,-0.852514919011071,10.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07026,2020,81.47911338448424,96.73913043478261,10,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07026,2021,60.890878090366584,68.47826086956522,88,-20.588235294117652,-20.588235294117652,78.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07026,2022,65.85677749360613,77.53623188405797,63,4.965899403239547,-15.622335890878105,-25.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07026,2023,69.02173913043478,83.33333333333333,47,3.16496163682865,-12.457374254049455,-16.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07027,2020,63.331202046035806,76.81159420289855,65,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07027,2021,48.870417732310315,46.73913043478261,148,-14.46078431372549,-14.46078431372549,83.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07027,2022,60.91219096334186,69.56521739130434,85,12.041773231031542,-2.419011082693949,-63.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07027,2023,73.77450980392157,88.40579710144928,33,12.862318840579718,10.44330775788577,-52.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07031,2020,72.14407502131287,89.31159420289855,30,,0.0,,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
07031,2021,69.11764705882354,83.33333333333333,47,-3.026427962489336,-3.026427962489336,17.0,historico-relativo-1.0,0a9a6aefb1d5cafa7b9570a2888f6efb4af6f21eed9107a2ba0255bf46fc217a
