cod_ine,anio,indice_gini,ratio_p80_p20
35017,2016,33.4,2.9
35017,2017,31.7,2.7
35017,2018,31.3,2.6
35017,2019,31.6,2.8
35017,2020,32.6,2.9
35017,2021,32.3,2.8
35017,2022,31.0,2.7
35017,2023,30.3,2.6
35019,2015,36.2,3.2
35019,2016,36.3,3.0
35019,2017,34.7,2.8
35019,2018,34.1,3.0
35019,2019,33.5,2.8
35019,2020,34.1,2.9
35019,2021,34.6,2.8
35019,2022,33.3,2.6
35019,2023,32.7,2.6
35022,2015,31.5,2.6
35022,2016,31.2,2.6
35022,2017,29.8,2.5
35022,2018,29.3,2.5
35022,2019,29.0,2.5
35022,2020,29.9,2.6
35022,2021,29.5,2.5
35022,2022,28.4,2.5
35022,2023,27.3,2.3
35026,2015,33.8,2.9
35026,2016,33.0,3.0
35026,2017,32.0,2.8
35026,2018,31.3,2.7
35026,2019,30.6,2.5
35026,2020,30.8,2.5
35026,2021,30.4,2.5
35026,2022,29.8,2.5
35026,2023,28.9,2.5
36008,2015,29.8,2.5
36008,2016,29.5,2.4
36008,2017,28.6,2.4
36008,2018,28.1,2.3
36008,2019,27.6,2.2
36008,2020,27.2,2.3
36008,2021,26.8,2.2
36008,2022,27.0,2.2
36008,2023,26.3,2.2
36026,2015,31.6,2.7
36026,2016,31.1,2.5
36026,2017,30.2,2.6
36026,2018,29.3,2.4
36026,2019,28.6,2.3
36026,2020,28.6,2.3
36026,2021,27.7,2.4
36026,2022,27.6,2.4
36026,2023,27.1,2.2
36038,2015,34.4,3.0
36038,2016,34.2,3.1
36038,2017,33.6,2.8
36038,2018,32.9,2.7
36038,2019,32.4,2.9
36038,2020,32.0,2.9
36038,2021,31.2,2.8
36038,2022,31.1,2.7
36038,2023,30.8,2.7
36045,2015,27.3,2.4
36045,2016,26.8,2.3
36045,2017,26.1,2.1
36045,2018,25.3,2.0
36045,2019,24.8,2.2
36045,2020,24.6,2.0
36045,2021,24.4,2.1
36045,2022,24.3,2.1
36045,2023,23.9,2.0
36057,2015,32.5,2.8
36057,2016,32.6,2.8
36057,2017,31.8,2.6
36057,2018,31.1,2.5
36057,2019,30.6,2.6
36057,2020,30.2,2.6
36057,2021,29.9,2.6
36057,2022,30.0,2.5
36057,2023,29.7,2.5
36060,2015,32.9,2.6
36060,2016,32.1,2.7
36060,2017,31.1,2.6
36060,2018,30.3,2.4
36060,2019,29.8,2.5
36060,2020,29.6,2.5
36060,2021,28.9,2.5
36060,2022,28.8,2.5
36060,2023,28.4,2.4
37274,2015,35.1,3.0
37274,2016,35.2,3.1
37274,2017,34.0,2.8
37274,2018,33.6,2.9
37274,2019,33.1,2.8
37274,2020,33.5,2.8
37274,2021,32.5,2.9
37274,2022,32.7,2.8
37274,2023,32.3,2.8
38001,2015,37.7,3.4
38001,2016,38.0,3.4
38001,2017,36.0,3.2
38001,2018,35.6,3.0
38001,2019,34.9,3.1
38001,2020,35.8,3.1
38001,2021,35.9,3.0
38001,2022,34.8,2.8
38001,2023,33.9,2.8
38006,2015,36.6,3.6
38006,2016,37.0,3.6
38006,2017,34.4,2.9
38006,2018,34.0,3.0
38006,2019,32.9,2.9
38006,2020,33.9,3.0
38006,2021,34.0,2.8
38006,2022,32.6,2.9
38006,2023,31.9,2.8
38011,2015,35.1,3.1
38011,2016,34.7,3.2
38011,2017,33.4,3.0
38011,2018,32.7,2.9
38011,2019,32.1,2.8
38011,2020,32.3,2.9
38011,2021,31.2,2.7
38011,2022,30.5,2.7
38011,2023,30.1,2.5
38017,2015,34.2,2.9
38017,2016,34.1,2.9
38017,2017,32.0,2.7
38017,2018,31.6,2.6
38017,2019,31.2,2.7
38017,2020,31.9,2.5
38017,2021,32.2,2.7
38017,2022,30.8,2.5
38017,2023,29.5,2.5
38023,2015,36.7,3.2
38023,2016,36.3,3.3
38023,2017,35.2,3.1
38023,2018,34.9,3.2
38023,2019,34.2,3.1
38023,2020,34.2,3.1
38023,2021,33.3,3.0
38023,2022,32.8,2.9
38023,2023,31.9,2.7
38026,2015,34.2,3.0
38026,2016,33.3,2.7
38026,2017,31.9,2.5
38026,2018,31.4,2.5
38026,2019,30.7,2.6
38026,2020,30.7,2.6
38026,2021,30.3,2.4
38026,2022,29.6,2.5
38026,2023,28.6,2.3
38028,2015,37.6,3.4
38028,2016,38.1,3.4
38028,2017,36.3,3.1
38028,2018,36.2,2.9
38028,2019,35.6,3.1
38028,2020,35.9,3.1
38028,2021,35.0,2.9
38028,2022,34.9,2.9
38028,2023,34.4,2.9
38031,2015,31.2,2.8
38031,2016,30.8,2.5
38031,2017,29.0,2.3
38031,2018,28.7,2.3
38031,2019,28.0,2.2
38031,2020,28.4,2.4
38031,2021,28.0,2.3
38031,2022,27.2,2.3
38031,2023,26.3,2.2
38038,2015,39.0,3.9
38038,2016,38.5,3.6
38038,2017,37.8,3.4
38038,2018,37.4,3.5
38038,2019,36.2,3.3
38038,2020,36.1,3.4
38038,2021,35.2,3.2
38038,2022,34.7,3.2
38038,2023,33.9,2.9
39016,2015,29.1,2.4
39016,2016,28.8,2.4
39016,2017,27.7,2.3
39016,2018,27.4,2.2
39016,2019,27.0,2.3
39016,2020,27.2,2.4
39016,2021,26.7,2.3
39016,2022,26.4,2.3
39016,2023,26.2,2.2
39020,2015,34.7,3.1
39020,2016,33.8,2.9
39020,2017,33.1,2.9
39020,2018,32.6,2.8
39020,2019,32.3,2.9
39020,2020,32.6,2.9
39020,2021,31.7,2.8
39020,2022,31.0,2.7
39020,2023,30.8,2.7
39075,2015,34.5,3.0
39075,2016,34.5,3.1
39075,2017,33.7,2.9
39075,2018,33.4,2.9
39075,2019,33.1,2.9
39075,2020,32.9,2.9
39075,2021,32.4,2.9
39075,2022,32.2,2.9
39075,2023,32.1,2.8
39087,2015,31.6,2.6
39087,2016,30.8,2.6
39087,2017,30.0,2.4
39087,2018,29.7,2.5
39087,2019,29.3,2.5
39087,2020,29.2,2.5
39087,2021,28.5,2.6
39087,2022,28.5,2.5
39087,2023,28.4,2.4
40194,2015,33.0,2.8
40194,2016,33.0,2.8
40194,2017,32.3,2.9
40194,2018,31.9,2.8
40194,2019,31.5,2.7
40194,2020,31.9,2.9
40194,2021,31.0,2.7
40194,2022,31.2,2.8
40194,2023,31.5,2.8
41004,2015,33.8,3.1
41004,2016,33.7,2.8
41004,2017,32.5,2.9
41004,2018,31.7,2.7
41004,2019,30.5,2.6
41004,2020,30.4,2.7
41004,2021,29.4,2.3
41004,2022,29.1,2.5
41004,2023,28.1,2.2
41021,2015,34.3,2.9
41021,2016,34.0,3.0
41021,2017,32.9,2.7
41021,2018,32.3,2.9
41021,2019,31.3,2.7
41021,2020,31.2,2.7
41021,2021,30.6,2.6
41021,2022,29.9,2.5
41021,2023,29.2,2.5
41024,2015,32.5,2.8
41024,2016,31.8,2.6
41024,2017,30.7,2.7
41024,2018,29.9,2.5
41024,2019,28.9,2.4
41024,2020,29.4,2.5
41024,2021,28.7,2.4
41024,2022,28.6,2.3
41024,2023,27.8,2.3
41034,2015,34.3,3.1
41034,2016,34.2,3.1
41034,2017,33.2,2.9
41034,2018,31.9,2.7
41034,2019,30.9,2.5
41034,2020,31.2,2.8
41034,2021,29.8,2.4
41034,2022,29.4,2.6
41034,2023,28.2,2.3
41038,2015,33.2,3.0
41038,2016,33.1,2.8
41038,2017,32.0,2.9
41038,2018,31.3,2.7
41038,2019,30.4,2.6
41038,2020,30.3,2.7
41038,2021,29.6,2.6
41038,2022,29.4,2.6
41038,2023,28.6,2.4
41039,2015,32.8,2.6
41039,2016,32.6,2.8
41039,2017,31.3,2.5
41039,2018,30.5,2.4
41039,2019,29.1,2.3
41039,2020,29.6,2.3
41039,2021,28.7,2.3
41039,2022,28.6,2.4
41039,2023,27.6,2.2
41053,2015,33.2,2.9
41053,2016,32.8,2.5
41053,2017,31.4,2.6
41053,2018,30.7,2.6
41053,2019,29.2,2.4
41053,2020,29.3,2.4
41053,2021,27.8,2.2
41053,2022,28.0,2.3
41053,2023,27.3,2.3
41059,2015,34.6,3.4
41059,2016,34.8,3.2
41059,2017,33.8,2.9
41059,2018,33.3,3.1
41059,2019,32.0,2.7
41059,2020,32.2,3.0
41059,2021,31.3,2.7
41059,2022,31.2,2.6
41059,2023,30.7,2.7
41065,2015,30.5,2.5
41065,2016,30.1,2.6
41065,2017,28.8,2.3
41065,2018,28.0,2.2
41065,2019,27.1,2.4
41065,2020,27.5,2.4
41065,2021,26.8,2.3
41065,2022,26.9,2.2
41065,2023,25.9,2.2
41069,2015,32.2,2.6
41069,2016,31.8,2.7
41069,2017,30.5,2.5
41069,2018,29.7,2.4
41069,2019,27.9,2.3
41069,2020,28.0,2.3
41069,2021,27.1,2.2
41069,2022,27.0,2.1
41069,2023,26.0,2.1
41081,2015,31.9,2.9
41081,2016,31.9,2.7
41081,2017,30.9,2.7
41081,2018,29.8,2.5
41081,2019,28.7,2.5
41081,2020,28.8,2.5
41081,2021,27.5,2.4
41081,2022,27.0,2.3
41081,2023,26.3,2.2
41091,2015,37.2,3.6
41091,2016,37.2,3.4
41091,2017,36.5,3.4
41091,2018,35.9,3.3
41091,2019,35.2,3.1
41091,2020,35.4,3.4
41091,2021,34.6,3.2
41091,2022,34.3,3.2
41091,2023,33.8,2.9
41095,2015,33.7,3.1
41095,2016,33.1,2.9
41095,2017,32.2,2.7
41095,2018,31.5,2.5
41095,2019,30.3,2.5
41095,2020,30.3,2.5
41095,2021,29.5,2.6
41095,2022,29.4,2.5
41095,2023,28.1,2.3
42173,2015,31.0,2.7
42173,2016,30.7,2.7
42173,2017,29.8,2.6
42173,2018,29.1,2.5
42173,2019,29.1,2.4
42173,2020,30.2,2.6
42173,2021,28.6,2.5
42173,2022,29.1,2.5
42173,2023,29.4,2.5
43038,2015,38.1,3.5
43038,2016,37.1,3.2
43038,2017,36.6,3.3
43038,2018,36.2,3.2
43038,2019,35.6,3.2
43038,2020,36.0,3.2
43038,2021,35.0,3.2
43038,2022,33.7,2.9
43038,2023,33.3,2.8
43123,2015,35.2,3.2
43123,2016,34.6,2.9
43123,2017,33.2,2.8
43123,2018,32.7,2.8
43123,2019,31.9,2.7
43123,2020,32.3,2.9
43123,2021,31.7,2.9
43123,2022,31.4,2.7
43123,2023,30.9,2.7
43148,2015,36.0,3.3
43148,2016,36.2,3.3
43148,2017,34.7,3.2
43148,2018,34.3,3.0
43148,2019,33.8,3.1
43148,2020,34.2,3.1
43148,2021,33.3,3.0
43148,2022,33.1,2.9
43148,2023,32.9,3.0
43155,2015,35.2,3.1
43155,2016,34.9,3.2
43155,2017,33.8,3.0
43155,2018,33.2,3.1
43155,2019,32.8,3.0
43155,2020,32.8,3.0
43155,2021,32.7,2.9
43155,2022,32.6,2.9
43155,2023,32.2,2.9
43163,2015,35.5,3.2
43163,2016,34.6,3.0
43163,2017,33.1,2.8
43163,2018,32.3,2.9
43163,2019,31.5,2.8
43163,2020,31.6,2.8
43163,2021,30.5,2.7
43163,2022,30.3,2.6
43163,2023,29.9,2.6
43905,2015,36.7,3.3
43905,2016,35.9,3.1
43905,2017,35.1,2.9
43905,2018,34.6,3.0
43905,2019,34.2,3.1
43905,2020,37.3,3.6
43905,2021,34.2,2.9
43905,2022,33.6,2.9
43905,2023,33.3,2.8
44216,2015,30.5,2.7
44216,2016,29.9,2.6
44216,2017,29.2,2.4
44216,2018,28.6,2.5
44216,2019,28.1,2.5
44216,2020,28.4,2.5
44216,2021,27.8,2.4
44216,2022,27.7,2.4
44216,2023,27.7,2.4
45081,2015,32.9,2.9
45081,2016,32.5,2.9
45081,2017,31.2,2.7
45081,2018,30.6,2.6
45081,2019,30.1,2.6
45081,2020,30.3,2.6
45081,2021,29.5,2.5
45081,2022,28.8,2.5
45081,2023,28.4,2.5
45165,2015,35.8,3.1
45165,2016,35.2,3.1
45165,2017,34.2,2.9
45165,2018,33.3,2.7
45165,2019,32.7,2.9
45165,2020,33.1,2.9
45165,2021,32.3,2.7
45165,2022,31.9,2.7
45165,2023,31.5,2.8
45168,2015,32.1,2.9
45168,2016,32.0,2.7
45168,2017,31.5,2.8
45168,2018,31.2,2.7
45168,2019,31.0,2.8
45168,2020,31.2,2.8
45168,2021,30.4,2.8
45168,2022,30.1,2.7
45168,2023,29.9,2.5
46005,2015,31.1,2.5
46005,2016,30.5,2.6
46005,2017,29.2,2.5
46005,2018,28.8,2.4
46005,2019,28.1,2.3
46005,2020,27.6,2.3
46005,2021,26.8,2.2
46005,2022,26.6,2.2
46005,2023,26.8,2.4
46017,2015,33.0,2.7
46017,2016,32.5,2.8
46017,2017,31.5,2.7
46017,2018,30.9,2.5
46017,2019,30.5,2.5
46017,2020,30.2,2.5
46017,2021,29.5,2.6
46017,2022,29.5,2.5
46017,2023,29.3,2.5
46021,2015,30.6,2.6
46021,2016,30.2,2.6
46021,2017,29.0,2.5
46021,2018,28.3,2.4
46021,2019,27.5,2.3
46021,2020,27.5,2.3
46021,2021,26.8,2.2
46021,2022,26.9,2.2
46021,2023,26.5,2.2
46029,2015,33.5,3.0
46029,2016,32.9,2.8
46029,2017,32.2,2.9
46029,2018,31.8,2.7
46029,2019,30.4,2.6
46029,2020,30.2,2.5
46029,2021,29.7,2.6
46029,2022,29.6,2.5
46029,2023,29.6,2.5
46078,2015,33.1,2.8
46078,2016,32.8,2.9
46078,2017,31.3,2.7
46078,2018,30.5,2.6
46078,2019,29.9,2.7
46078,2020,29.4,2.4
46078,2021,28.8,2.3
46078,2022,28.9,2.5
46078,2023,29.1,2.5
46094,2015,33.1,2.8
46094,2016,33.0,2.9
46094,2017,31.9,2.7
46094,2018,31.4,2.6
46094,2019,30.7,2.5
46094,2020,30.4,2.6
46094,2021,30.1,2.6
46094,2022,30.1,2.6
46094,2023,30.3,2.5
46102,2015,30.2,2.6
46102,2016,29.5,2.5
46102,2017,28.9,2.4
46102,2018,27.7,2.3
46102,2019,27.3,2.3
46102,2020,27.0,2.3
46102,2021,26.5,2.2
46102,2022,26.8,2.2
46102,2023,27.0,2.2
46110,2015,32.4,2.8
46110,2016,32.1,2.9
46110,2017,31.3,2.7
46110,2018,31.2,2.8
46110,2019,30.0,2.7
46110,2020,30.0,2.7
46110,2021,29.4,2.5
46110,2022,29.3,2.5
46110,2023,29.1,2.6
46131,2015,36.5,3.2
46131,2016,35.8,3.4
46131,2017,34.6,3.1
46131,2018,34.1,2.9
46131,2019,33.2,2.7
46131,2020,33.2,2.8
46131,2021,32.4,2.9
46131,2022,32.6,2.8
46131,2023,33.0,2.9
46145,2015,34.7,3.1
46145,2016,34.2,2.9
46145,2017,32.7,2.7
46145,2018,31.9,2.6
46145,2019,31.3,2.8
46145,2020,30.9,2.6
46145,2021,30.3,2.7
46145,2022,30.5,2.7
46145,2023,30.1,2.6
46159,2015,32.1,2.8
46159,2016,31.7,2.6
46159,2017,30.8,2.7
46159,2018,30.1,2.6
46159,2019,29.4,2.5
46159,2020,29.0,2.5
46159,2021,28.3,2.4
46159,2022,27.8,2.4
46159,2023,28.1,2.4
46169,2015,32.5,2.8
46169,2016,32.1,2.9
46169,2017,30.8,2.7
46169,2018,30.7,2.6
46169,2019,30.1,2.7
46169,2020,29.8,2.5
46169,2021,29.0,2.6
46169,2022,29.2,2.6
46169,2023,28.6,2.6
46181,2015,34.7,3.1
46181,2016,34.4,2.8
46181,2017,33.2,2.6
46181,2018,32.7,2.8
46181,2019,31.7,2.7
46181,2020,31.5,2.7
46181,2021,31.3,2.6
46181,2022,30.6,2.5
46181,2023,30.4,2.5
46184,2015,33.0,2.5
46184,2016,32.1,2.6
46184,2017,31.1,2.5
46184,2018,30.6,2.4
46184,2019,29.7,2.5
46184,2020,29.8,2.3
46184,2021,28.9,2.3
46184,2022,29.2,2.5
46184,2023,29.2,2.4
46190,2015,37.4,3.4
46190,2016,36.4,3.2
46190,2017,35.1,3.0
46190,2018,34.4,2.8
46190,2019,33.5,2.9
46190,2020,33.0,2.8
46190,2021,32.2,2.7
46190,2022,32.3,2.8
46190,2023,32.0,2.7
46220,2015,33.8,3.0
46220,2016,34.0,3.1
46220,2017,32.5,2.9
46220,2018,31.7,2.8
46220,2019,31.1,2.6
46220,2020,30.9,2.6
46220,2021,30.5,2.8
46220,2022,30.7,2.7
46220,2023,30.5,2.6
46235,2015,33.7,2.7
46235,2016,33.7,2.8
46235,2017,31.9,2.7
46235,2018,31.0,2.6
46235,2019,30.5,2.5
46235,2020,30.3,2.5
46235,2021,29.7,2.6
46235,2022,29.6,2.6
46235,2023,29.4,2.6
46244,2015,36.0,3.4
46244,2016,35.3,3.1
46244,2017,33.8,2.9
46244,2018,33.1,2.7
46244,2019,32.4,2.8
46244,2020,32.1,2.7
46244,2021,32.6,2.8
46244,2022,31.4,2.7
46244,2023,31.3,2.7
46250,2015,37.3,3.5
46250,2016,37.0,3.2
46250,2017,36.1,3.3
46250,2018,35.4,3.2
46250,2019,34.6,3.0
46250,2020,34.3,3.1
46250,2021,33.6,2.9
46250,2022,33.5,2.9
46250,2023,33.4,2.9
47186,2015,32.7,2.7
47186,2016,32.4,2.8
47186,2017,31.6,2.7
47186,2018,31.1,2.7
47186,2019,30.7,2.6
47186,2020,30.9,2.6
47186,2021,30.3,2.5
47186,2022,30.5,2.6
47186,2023,30.5,2.6
48013,2015,29.8,2.7
48013,2016,30.0,2.7
48013,2017,30.0,2.6
48013,2018,29.4,2.6
48013,2019,29.4,2.6
48013,2020,30.3,2.6
48013,2021,29.9,2.6
48013,2022,30.0,2.6
48013,2023,27.6,2.4
48015,2015,27.9,2.4
48015,2016,28.0,2.5
48015,2017,28.1,2.4
48015,2018,27.6,2.4
48015,2019,27.8,2.3
48015,2020,28.6,2.5
48015,2021,28.2,2.4
48015,2022,28.5,2.4
48015,2023,26.2,2.3
48020,2015,35.1,3.2
48020,2016,35.1,3.2
48020,2017,35.1,3.2
48020,2018,34.8,3.1
48020,2019,34.9,3.2
48020,2020,35.6,3.2
48020,2021,35.0,3.1
48020,2022,35.1,3.1
48020,2023,32.6,2.9
48027,2015,29.6,2.4
48027,2016,29.6,2.5
48027,2017,29.3,2.5
48027,2018,29.0,2.5
48027,2019,28.4,2.4
48027,2020,29.6,2.6
48027,2021,29.0,2.5
48027,2022,29.1,2.4
48027,2023,27.4,2.3
48036,2015,27.9,2.3
48036,2016,27.8,2.4
48036,2017,27.5,2.3
48036,2018,26.7,2.2
48036,2019,26.5,2.3
48036,2020,27.4,2.3
48036,2021,27.1,2.3
48036,2022,27.1,2.3
48036,2023,25.5,2.1
48044,2015,35.2,3.0
48044,2016,35.3,3.1
48044,2017,35.8,3.0
48044,2018,35.2,2.9
48044,2019,35.0,2.8
48044,2020,35.6,3.0
48044,2021,35.3,2.9
48044,2022,35.3,2.8
48044,2023,33.6,2.7
48054,2015,31.0,2.6
48054,2016,31.1,2.6
48054,2017,30.9,2.7
48054,2018,30.4,2.5
48054,2019,30.5,2.5
48054,2020,31.1,2.6
48054,2021,30.5,2.5
48054,2022,30.2,2.5
48054,2023,28.4,2.4
48078,2015,29.1,2.6
48078,2016,29.1,2.4
48078,2017,28.9,2.5
48078,2018,28.5,2.4
48078,2019,28.8,2.5
48078,2020,29.7,2.5
48078,2021,29.4,2.6
48078,2022,29.6,2.5
48078,2023,27.3,2.4
48082,2015,30.1,2.6
48082,2016,29.7,2.7
48082,2017,29.7,2.6
48082,2018,29.1,2.4
48082,2019,29.0,2.6
48082,2020,29.7,2.6
48082,2021,29.2,2.5
48082,2022,29.4,2.5
48082,2023,27.0,2.4
48084,2015,29.4,2.6
48084,2016,29.4,2.7
48084,2017,29.4,2.7
48084,2018,29.3,2.6
48084,2019,29.8,2.6
48084,2020,31.0,2.6
48084,2021,31.0,2.7
48084,2022,31.1,2.7
48084,2023,28.1,2.5
49275,2015,33.7,2.8
49275,2016,33.4,2.9
49275,2017,32.5,2.7
49275,2018,31.8,2.8
49275,2019,31.4,2.7
49275,2020,31.4,2.7
49275,2021,30.2,2.7
49275,2022,30.4,2.6
49275,2023,30.1,2.5
50297,2015,32.8,2.7
50297,2016,33.3,2.9
50297,2017,31.5,2.7
50297,2018,31.0,2.6
50297,2019,30.6,2.6
50297,2020,30.5,2.6
50297,2021,29.7,2.5
50297,2022,29.6,2.5
50297,2023,29.5,2.5
51001,2015,43.1,5.0
51001,2016,43.6,5.0
51001,2017,43.3,5.0
51001,2018,42.9,4.8
51001,2019,42.4,4.6
51001,2020,42.3,4.4
51001,2021,40.5,4.2
51001,2022,40.6,4.2
51001,2023,39.9,3.9
52001,2015,44.8,5.6
52001,2016,44.6,5.8
52001,2017,44.1,5.0
52001,2018,43.3,4.7
52001,2019,42.5,4.6
52001,2020,42.4,4.4
52001,2021,40.3,4.1
52001,2022,39.9,4.2
52001,2023,39.6,4.1
