cod_ine,anio,indice_gini,ratio_p80_p20
13087,2019,31.6,2.7
13087,2020,31.8,2.7
13087,2021,30.9,2.6
13087,2022,30.6,2.6
13087,2023,30.5,2.5
14021,2015,35.2,3.0
14021,2016,35.3,3.1
14021,2017,34.5,3.2
14021,2018,33.8,3.0
14021,2019,33.0,2.8
14021,2020,33.0,2.8
14021,2021,32.0,2.8
14021,2022,32.0,2.7
14021,2023,31.3,2.7
14038,2015,33.0,2.6
14038,2016,32.9,2.7
14038,2017,31.2,2.5
14038,2018,30.3,2.4
14038,2019,29.7,2.5
14038,2020,29.9,2.5
14038,2021,28.5,2.3
14038,2022,28.3,2.4
14038,2023,27.8,2.3
14056,2015,31.2,2.6
14056,2016,31.7,2.6
14056,2017,30.5,2.5
14056,2018,30.4,2.4
14056,2019,29.2,2.3
14056,2020,29.4,2.3
14056,2021,28.2,2.3
14056,2022,28.4,2.4
14056,2023,28.0,2.3
15002,2015,32.2,2.7
15002,2016,31.7,2.8
15002,2017,31.1,2.6
15002,2018,30.9,2.6
15002,2019,30.4,2.6
15002,2020,30.2,2.6
15002,2021,29.4,2.5
15002,2022,29.2,2.5
15002,2023,28.5,2.4
15005,2015,30.3,2.6
15005,2016,30.1,2.6
15005,2017,29.4,2.4
15005,2018,28.9,2.4
15005,2019,28.5,2.5
15005,2020,28.4,2.4
15005,2021,27.9,2.4
15005,2022,28.1,2.4
15005,2023,27.9,2.4
15019,2015,30.4,2.5
15019,2016,30.1,2.6
15019,2017,29.3,2.4
15019,2018,27.7,2.2
15019,2019,27.3,2.3
15019,2020,27.3,2.3
15019,2021,26.4,2.2
15019,2022,26.5,2.2
15019,2023,26.0,2.2
15030,2015,33.9,3.0
15030,2016,34.1,2.9
15030,2017,33.4,2.9
15030,2018,33.3,2.8
15030,2019,33.0,2.9
15030,2020,32.7,2.9
15030,2021,32.1,2.8
15030,2022,32.3,2.8
15030,2023,32.3,2.7
15031,2015,31.1,2.6
15031,2016,30.7,2.7
15031,2017,30.4,2.6
15031,2018,30.0,2.6
15031,2019,29.2,2.5
15031,2020,29.5,2.5
15031,2021,28.7,2.5
15031,2022,28.5,2.5
15031,2023,28.7,2.4
15036,2015,31.9,2.7
15036,2016,32.3,2.7
15036,2017,31.7,2.7
15036,2018,31.1,2.6
15036,2019,30.9,2.7
15036,2020,30.7,2.7
15036,2021,30.0,2.6
15036,2022,29.9,2.6
15036,2023,29.7,2.5
15054,2015,28.8,2.4
15054,2016,28.4,2.4
15054,2017,27.6,2.3
15054,2018,27.3,2.4
15054,2019,27.2,2.4
15054,2020,26.6,2.4
15054,2021,26.6,2.3
15054,2022,26.2,2.3
15054,2023,26.0,2.2
15058,2015,35.9,3.1
15058,2016,35.9,2.9
15058,2017,35.4,2.8
15058,2018,35.4,2.9
15058,2019,35.0,2.8
15058,2020,34.4,2.8
15058,2021,33.3,2.8
15058,2022,34.2,2.6
15058,2023,34.0,2.7
15073,2015,30.3,2.4
15073,2016,30.2,2.5
15073,2017,29.6,2.4
15073,2018,29.3,2.4
15073,2019,28.5,2.3
15073,2020,28.0,2.3
15073,2021,27.7,2.2
15073,2022,28.0,2.4
15073,2023,27.7,2.3
15078,2015,32.7,2.9
15078,2016,32.3,2.7
15078,2017,31.8,2.8
15078,2018,31.5,2.7
15078,2019,31.2,2.6
15078,2020,31.5,2.6
15078,2021,30.9,2.5
15078,2022,30.9,2.6
15078,2023,30.8,2.5
16078,2015,33.3,3.0
16078,2016,33.6,3.0
16078,2017,32.5,2.8
16078,2018,31.7,2.8
16078,2019,30.9,2.7
16078,2020,30.8,2.7
16078,2021,30.2,2.6
16078,2022,30.0,2.7
16078,2023,30.0,2.6
17023,2015,33.7,2.9
17023,2016,32.7,2.7
17023,2017,31.5,2.5
17023,2018,30.8,2.7
17023,2019,30.4,2.6
17023,2020,31.9,2.7
17023,2021,30.4,2.6
17023,2022,29.9,2.6
17023,2023,29.2,2.6
17066,2015,37.8,3.5
17066,2016,37.4,3.2
17066,2017,35.7,3.2
17066,2018,34.5,3.0
17066,2019,33.7,2.8
17066,2020,34.1,3.1
17066,2021,33.4,2.9
17066,2022,32.1,2.8
17066,2023,31.2,2.7
17079,2015,36.2,3.4
17079,2016,36.0,3.2
17079,2017,34.9,3.1
17079,2018,34.6,3.2
17079,2019,34.4,3.0
17079,2020,34.1,3.1
17079,2021,33.4,2.9
17079,2022,33.1,2.9
17079,2023,32.9,2.8
17095,2015,35.8,3.2
17095,2016,35.7,3.0
17095,2017,34.1,2.8
17095,2018,33.7,2.9
17095,2019,33.1,2.7
17095,2020,35.6,3.2
17095,2021,33.4,2.8
17095,2022,33.0,2.8
17095,2023,33.1,2.7
17114,2015,30.9,2.7
17114,2016,31.0,2.6
17114,2017,29.2,2.4
17114,2018,29.0,2.4
17114,2019,28.7,2.4
17114,2020,28.5,2.4
17114,2021,28.0,2.4
17114,2022,27.8,2.3
17114,2023,27.5,2.3
17155,2015,38.3,4.2
17155,2016,37.9,4.2
17155,2017,34.8,3.4
17155,2018,33.4,3.1
17155,2019,32.4,2.9
17155,2020,32.6,3.2
17155,2021,31.3,3.0
17155,2022,31.1,2.8
17155,2023,29.7,2.8
18017,2015,37.3,3.5
18017,2016,36.7,3.0
18017,2017,35.0,2.9
18017,2018,33.5,2.6
18017,2019,32.4,2.5
18017,2020,33.9,2.8
18017,2021,32.8,2.7
18017,2022,32.4,2.7
18017,2023,31.9,2.5
18087,2015,38.7,3.8
18087,2016,38.6,3.9
18087,2017,37.7,3.7
18087,2018,37.3,3.8
18087,2019,36.6,3.5
18087,2020,36.8,3.6
18087,2021,35.7,3.5
18087,2022,35.4,3.4
18087,2023,34.9,3.3
18140,2015,35.1,3.3
18140,2016,35.1,3.0
18140,2017,33.7,2.8
18140,2018,32.7,2.9
18140,2019,31.6,2.7
18140,2020,31.4,2.7
18140,2021,31.2,2.7
18140,2022,30.8,2.5
18140,2023,30.4,2.5
19046,2015,31.4,2.7
19046,2016,30.4,2.6
19046,2017,29.5,2.7
19046,2018,28.5,2.5
19046,2019,27.8,2.5
19046,2020,28.3,2.5
19046,2021,27.4,2.4
19046,2022,26.8,2.3
19046,2023,26.3,2.3
19130,2015,33.4,2.9
19130,2016,32.7,2.9
19130,2017,32.1,2.8
19130,2018,31.6,2.7
19130,2019,31.2,2.7
19130,2020,31.1,2.8
19130,2021,30.5,2.7
19130,2022,30.5,2.6
19130,2023,30.1,2.6
20030,2016,32.0,2.7
20030,2017,30.3,2.6
20030,2018,30.4,2.6
20030,2019,30.4,2.7
20030,2020,30.1,2.7
20030,2021,30.1,2.6
20030,2022,30.3,2.6
20030,2023,28.1,2.5
20045,2016,32.5,2.9
20045,2017,30.7,2.8
20045,2018,30.3,2.7
20045,2019,30.2,2.6
20045,2020,30.6,2.6
20045,2021,30.4,2.7
20045,2022,30.3,2.5
20045,2023,28.2,2.4
20067,2016,27.9,2.3
20067,2017,26.6,2.4
20067,2018,26.3,2.3
20067,2019,26.2,2.2
20067,2020,26.4,2.2
20067,2021,26.3,2.3
20067,2022,26.2,2.3
20067,2023,24.7,2.2
20069,2016,34.0,2.9
20069,2017,32.6,2.8
20069,2018,32.2,2.7
20069,2019,32.2,2.6
20069,2020,32.3,2.6
20069,2021,32.2,2.7
20069,2022,32.4,2.6
20069,2023,30.1,2.5
21041,2015,36.0,3.2
21041,2016,35.6,3.2
21041,2017,34.3,3.0
21041,2018,33.5,2.8
21041,2019,32.4,3.0
21041,2020,32.6,3.0
21041,2021,31.8,2.8
21041,2022,31.7,2.8
21041,2023,31.0,2.7
21044,2015,33.4,2.9
21044,2016,32.5,2.6
21044,2017,30.6,2.4
21044,2018,30.3,2.6
21044,2019,28.7,2.4
21044,2020,28.9,2.3
21044,2021,28.4,2.4
21044,2022,28.0,2.3
21044,2023,27.5,2.3
22125,2015,32.6,2.8
22125,2016,32.0,2.9
22125,2017,31.2,2.7
22125,2018,30.3,2.7
22125,2019,30.1,2.6
22125,2020,30.6,2.7
22125,2021,29.7,2.6
22125,2022,29.5,2.6
22125,2023,29.6,2.5
23005,2015,33.3,2.8
23005,2016,33.0,2.9
23005,2017,31.7,2.6
23005,2018,30.9,2.5
23005,2019,29.9,2.4
23005,2020,30.5,2.4
23005,2021,29.3,2.6
23005,2022,29.1,2.4
23005,2023,28.4,2.4
23050,2015,33.7,2.9
23050,2016,33.7,3.0
23050,2017,32.8,2.8
23050,2018,32.4,2.9
23050,2019,31.5,2.8
23050,2020,32.0,2.8
23050,2021,31.0,2.7
23050,2022,31.0,2.6
23050,2023,30.6,2.6
23055,2015,33.9,2.9
23055,2016,33.6,3.0
23055,2017,32.9,2.7
23055,2018,32.6,2.8
23055,2019,31.6,2.7
23055,2020,31.8,2.7
23055,2021,31.1,2.7
23055,2022,30.6,2.6
23055,2023,30.2,2.7
23092,2015,34.6,2.9
23092,2016,34.4,2.8
23092,2017,33.2,2.8
23092,2018,32.4,2.7
23092,2019,31.9,2.7
23092,2020,32.4,2.8
23092,2021,31.1,2.6
23092,2022,31.4,2.6
23092,2023,30.9,2.6
24089,2015,33.3,3.0
24089,2016,33.6,3.0
24089,2017,32.5,2.9
24089,2018,32.1,2.7
24089,2019,31.6,2.8
24089,2020,31.7,2.9
24089,2021,30.9,2.7
24089,2022,31.1,2.7
24089,2023,30.8,2.7
24115,2015,33.3,2.7
24115,2016,33.2,2.7
24115,2017,32.2,2.6
24115,2018,31.6,2.7
24115,2019,30.8,2.6
24115,2020,31.1,2.6
24115,2021,29.9,2.5
24115,2022,30.0,2.4
24115,2023,29.3,2.4
24142,2015,29.9,2.7
24142,2016,30.1,2.5
24142,2017,29.0,2.5
24142,2018,28.7,2.4
24142,2019,27.8,2.4
24142,2020,28.1,2.4
24142,2021,27.3,2.3
24142,2022,27.5,2.4
24142,2023,27.0,2.3
25120,2015,36.8,3.4
25120,2016,36.1,3.5
25120,2017,34.7,3.2
25120,2018,34.2,3.0
25120,2019,33.6,2.9
25120,2020,33.4,2.9
25120,2021,32.7,2.9
25120,2022,32.7,2.9
25120,2023,32.3,2.9
26089,2015,33.4,2.8
26089,2016,33.1,3.0
26089,2017,32.2,2.8
26089,2018,31.6,2.7
26089,2019,31.0,2.6
26089,2020,30.6,2.6
26089,2021,29.7,2.5
26089,2022,29.6,2.5
26089,2023,29.4,2.5
27028,2015,33.7,3.0
27028,2016,33.5,2.8
27028,2017,32.9,2.8
27028,2018,32.5,2.7
27028,2019,32.1,2.8
27028,2020,31.5,2.9
27028,2021,31.0,2.7
27028,2022,31.2,2.7
27028,2023,30.9,2.6
28005,2015,33.3,3.1
28005,2016,34.0,3.1
28005,2017,31.8,2.7
28005,2018,31.1,2.7
28005,2019,30.4,2.6
28005,2020,30.8,2.6
28005,2021,30.2,2.7
28005,2022,30.1,2.6
28005,2023,29.7,2.5
28006,2015,42.9,3.5
28006,2016,43.5,3.6
28006,2017,42.7,3.4
28006,2018,42.7,3.3
28006,2019,42.4,3.2
28006,2020,42.5,3.5
28006,2021,41.8,3.4
28006,2022,42.6,3.4
28006,2023,42.1,3.4
28007,2015,31.3,2.7
28007,2016,31.7,2.9
28007,2017,30.4,2.6
28007,2018,29.9,2.7
28007,2019,29.2,2.6
28007,2020,29.7,2.6
28007,2021,29.1,2.5
28007,2022,29.0,2.5
28007,2023,28.8,2.5
28013,2015,34.0,3.2
28013,2016,34.0,3.2
28013,2017,32.4,2.8
28013,2018,32.0,2.8
28013,2019,31.3,2.8
28013,2020,31.5,2.8
28013,2021,30.7,2.7
28013,2022,30.8,2.7
28013,2023,30.8,2.8
28014,2015,31.8,2.7
28014,2016,31.5,2.8
28014,2017,30.2,2.6
28014,2018,29.7,2.5
28014,2019,29.0,2.5
28014,2020,29.2,2.5
28014,2021,28.8,2.5
28014,2022,28.4,2.4
28014,2023,28.0,2.4
28022,2015,36.6,3.2
28022,2016,36.0,3.0
28022,2017,35.5,3.0
28022,2018,35.0,2.9
28022,2019,34.6,2.9
28022,2020,34.5,2.9
28022,2021,34.1,2.7
28022,2022,33.7,2.7
28022,2023,33.7,2.7
28045,2015,34.4,3.0
28045,2016,34.0,3.0
28045,2017,33.3,2.9
28045,2018,32.6,2.8
28045,2019,32.2,2.8
28045,2020,32.1,2.8
28045,2021,31.4,2.7
28045,2022,31.4,2.7
28045,2023,31.4,2.7
28047,2015,34.1,3.4
28047,2016,34.6,3.4
28047,2017,33.1,3.2
28047,2018,32.5,3.0
28047,2019,31.8,2.9
28047,2020,31.8,2.9
28047,2021,31.2,2.8
28047,2022,31.1,2.7
28047,2023,30.7,2.7
28049,2015,32.2,3.0
28049,2016,32.3,2.8
28049,2017,30.1,2.7
28049,2018,29.4,2.6
28049,2019,28.5,2.5
28049,2020,28.8,2.5
28049,2021,28.3,2.4
28049,2022,28.1,2.4
28049,2023,27.7,2.4
28058,2015,30.5,2.8
28058,2016,30.4,2.6
28058,2017,28.7,2.4
28058,2018,28.0,2.4
28058,2019,27.4,2.3
28058,2020,27.5,2.3
28058,2021,26.7,2.2
28058,2022,26.3,2.2
28058,2023,26.0,2.3
28061,2015,38.0,3.5
28061,2016,38.2,3.6
28061,2017,36.4,3.3
28061,2018,35.8,3.2
28061,2019,35.1,3.3
28061,2020,34.9,3.1
28061,2021,34.3,3.0
28061,2022,33.9,3.0
28061,2023,33.6,3.0
28065,2015,32.5,2.8
28065,2016,32.4,2.9
28065,2017,31.2,2.8
28065,2018,30.8,2.7
28065,2019,30.1,2.6
28065,2020,30.0,2.6
28065,2021,29.4,2.6
28065,2022,29.4,2.5
28065,2023,29.4,2.6
28074,2015,30.9,2.7
28074,2016,30.6,2.7
28074,2017,29.9,2.6
28074,2018,29.6,2.6
28074,2019,29.1,2.5
28074,2020,29.2,2.6
28074,2021,28.7,2.5
28074,2022,28.9,2.5
28074,2023,28.9,2.6
28079,2015,38.8,3.6
28079,2016,38.9,3.6
28079,2017,38.6,3.4
28079,2018,38.5,3.3
28079,2019,38.1,3.4
28079,2020,38.1,3.4
28079,2021,37.5,3.3
28079,2022,37.7,3.3
28079,2023,37.5,3.2
28080,2015,38.6,3.6
28080,2016,38.7,3.7
28080,2017,38.0,3.5
28080,2018,37.8,3.4
28080,2019,37.4,3.3
28080,2020,37.5,3.3
28080,2021,37.0,3.2
28080,2022,37.0,3.3
28080,2023,37.1,3.4
28092,2015,31.0,2.8
28092,2016,30.7,2.6
28092,2017,29.6,2.7
28092,2018,29.0,2.6
28092,2019,28.5,2.5
28092,2020,28.6,2.5
28092,2021,28.0,2.4
28092,2022,27.9,2.4
28092,2023,27.6,2.4
28096,2015,33.2,2.9
28096,2016,32.9,3.0
28096,2017,31.4,2.8
28096,2018,31.1,2.7
28096,2019,30.1,2.8
28096,2020,30.3,2.7
28096,2021,29.6,2.6
28096,2022,29.2,2.6
28096,2023,28.8,2.5
28106,2015,33.2,2.9
28106,2016,32.8,2.9
28106,2017,31.3,2.7
28106,2018,30.6,2.6
28106,2019,30.0,2.7
28106,2020,30.1,2.7
28106,2021,29.4,2.5
28106,2022,29.2,2.5
28106,2023,28.8,2.5
28113,2015,30.5,2.6
28113,2016,30.4,2.6
28113,2017,29.4,2.5
28113,2018,29.0,2.4
28113,2019,28.8,2.4
28113,2020,28.9,2.6
28113,2021,28.4,2.5
28113,2022,28.3,2.4
28113,2023,28.2,2.3
28115,2015,41.1,3.6
28115,2016,41.1,3.4
28115,2017,40.4,3.4
28115,2018,40.8,3.3
28115,2019,40.7,3.3
28115,2020,40.4,3.3
28115,2021,40.4,3.3
28115,2022,39.9,3.2
28115,2023,39.7,3.3
28123,2015,31.9,2.9
28123,2016,31.6,2.7
28123,2017,30.6,2.6
28123,2018,30.0,2.6
28123,2019,29.4,2.5
28123,2020,29.4,2.4
28123,2021,28.8,2.4
28123,2022,28.6,2.4
28123,2023,28.4,2.4
28127,2015,35.7,3.1
28127,2016,36.0,3.1
28127,2017,34.9,3.0
28127,2018,35.0,2.9
28127,2019,34.3,2.8
28127,2020,33.9,2.8
28127,2021,33.3,2.8
28127,2022,33.2,2.7
28127,2023,32.7,2.6
28130,2015,30.1,2.7
28130,2016,29.7,2.5
28130,2017,28.6,2.4
28130,2018,28.0,2.5
28130,2019,27.1,2.4
28130,2020,27.6,2.4
28130,2021,27.4,2.3
28130,2022,26.7,2.3
28130,2023,26.1,2.2
28134,2015,35.0,3.1
28134,2016,34.8,2.9
28134,2017,34.1,2.8
28134,2018,34.0,2.9
28134,2019,33.5,2.7
28134,2020,33.7,2.9
28134,2021,33.0,2.8
28134,2022,33.5,2.8
28134,2023,33.5,2.7
28148,2015,32.2,2.8
28148,2016,32.8,3.2
28148,2017,30.4,2.8
28148,2018,29.8,2.6
28148,2019,29.1,2.5
28148,2020,29.3,2.5
28148,2021,28.7,2.5
28148,2022,28.5,2.5
28148,2023,28.1,2.4
28161,2015,30.3,2.6
28161,2016,30.3,2.6
28161,2017,29.0,2.5
28161,2018,28.6,2.4
28161,2019,28.0,2.4
28161,2020,28.1,2.4
28161,2021,27.6,2.4
28161,2022,27.5,2.4
28161,2023,27.2,2.3
28181,2015,35.7,3.1
28181,2016,35.7,2.9
28181,2017,35.6,2.9
28181,2018,34.9,3.0
28181,2019,34.4,3.0
28181,2020,34.4,3.0
28181,2021,33.9,2.8
28181,2022,33.7,2.8
28181,2023,34.0,2.9
28903,2015,31.5,2.6
28903,2016,31.0,2.6
28903,2017,30.2,2.5
28903,2018,30.2,2.5
28903,2019,29.2,2.4
28903,2020,29.3,2.4
28903,2021,28.7,2.4
28903,2022,28.3,2.4
28903,2023,28.3,2.3
29007,2015,34.2,2.9
29007,2016,34.0,3.0
29007,2017,33.0,2.8
29007,2018,32.0,2.7
29007,2019,31.1,2.6
29007,2020,31.5,2.6
29007,2021,30.8,2.6
29007,2022,30.5,2.6
29007,2023,30.0,2.6
29015,2015,32.6,2.6
29015,2016,32.6,2.6
29015,2017,31.2,2.5
29015,2018,30.4,2.4
29015,2019,29.8,2.4
29015,2020,29.9,2.4
29015,2021,29.0,2.4
29015,2022,28.7,2.3
29015,2023,28.1,2.3
29025,2015,40.2,3.9
29025,2016,39.4,4.1
29025,2017,37.7,3.7
29025,2018,37.0,3.5
29025,2019,36.2,3.2
29025,2020,36.9,3.5
29025,2021,36.3,3.3
29025,2022,36.0,3.3
29025,2023,35.4,3.2
29051,2015,36.0,3.1
29051,2016,35.8,3.1
29051,2017,34.1,2.9
29051,2018,33.4,2.8
29051,2019,32.7,2.7
29051,2020,33.5,2.8
29051,2021,33.0,2.7
29051,2022,32.8,2.8
29051,2023,32.5,2.5
29054,2015,39.9,4.1
29054,2016,40.5,4.1
29054,2017,38.1,3.4
29054,2018,37.8,3.5
29054,2019,37.2,3.6
29054,2020,37.8,3.6
29054,2021,36.9,3.3
29054,2022,36.7,3.2
29054,2023,36.0,3.2
29067,2015,37.0,3.5
29067,2016,36.9,3.2
29067,2017,35.8,3.3
29067,2018,34.8,3.1
29067,2019,34.0,3.0
29067,2020,34.3,3.0
29067,2021,33.7,2.9
29067,2022,33.2,2.9
29067,2023,32.5,2.8
29069,2015,37.5,3.4
29069,2016,37.0,3.4
29069,2017,36.2,3.1
29069,2018,35.6,2.9
29069,2019,35.4,3.1
29069,2020,36.1,3.0
29069,2021,35.7,2.9
29069,2022,35.9,2.9
29069,2023,35.4,2.9
29070,2015,38.4,3.8
29070,2016,38.2,3.8
29070,2017,36.6,3.4
29070,2018,35.6,3.2
29070,2019,34.6,3.0
29070,2020,35.0,2.9
29070,2021,34.6,2.8
29070,2022,34.1,2.7
29070,2023,33.1,2.8
29082,2015,35.4,3.2
29082,2016,34.5,3.3
29082,2017,33.8,3.1
29082,2018,32.7,2.9
29082,2019,31.8,2.8
29082,2020,32.1,2.9
29082,2021,31.9,2.8
29082,2022,32.4,2.8
29082,2023,32.3,2.8
29084,2015,34.3,2.9
29084,2016,34.2,3.0
29084,2017,32.7,2.8
29084,2018,32.1,2.7
29084,2019,31.0,2.5
29084,2020,31.9,2.7
29084,2021,30.6,2.6
29084,2022,30.2,2.6
29084,2023,30.0,2.4
29094,2015,36.9,3.4
29094,2016,36.9,3.4
29094,2017,34.9,3.2
29094,2018,33.8,3.0
29094,2019,32.5,2.8
29094,2020,32.8,2.9
29094,2021,31.9,2.7
29094,2022,31.6,2.7
29094,2023,31.1,2.6
29901,2015,38.9,4.1
29901,2016,38.8,3.7
29901,2017,37.5,3.8
29901,2018,36.7,3.5
29901,2019,35.8,3.3
29901,2020,36.5,3.5
29901,2021,35.5,3.1
29901,2022,35.1,3.1
29901,2023,34.2,3.0
30003,2015,32.9,2.9
30003,2016,32.1,2.6
30003,2017,31.0,2.4
30003,2018,30.3,2.5
30003,2019,29.6,2.4
30003,2020,30.2,2.5
30003,2021,29.9,2.6
30003,2022,29.5,2.4
30003,2023,29.6,2.4
30005,2015,34.3,3.1
30005,2016,34.0,3.2
30005,2017,32.5,2.9
30005,2018,31.8,2.7
30005,2019,31.1,2.7
30005,2020,31.0,2.7
30005,2021,30.6,2.7
30005,2022,30.3,2.7
30005,2023,30.1,2.6
30015,2015,32.2,2.6
30015,2016,32.6,2.6
30015,2017,30.4,2.4
30015,2018,29.8,2.4
30015,2019,29.3,2.5
30015,2020,29.6,2.4
30015,2021,28.7,2.4
30015,2022,29.0,2.3
30015,2023,28.6,2.3
30016,2015,34.9,3.2
30016,2016,34.2,2.9
30016,2017,33.4,3.0
30016,2018,32.7,2.8
30016,2019,32.2,2.9
30016,2020,32.4,2.8
30016,2021,31.9,2.8
30016,2022,31.7,2.8
30016,2023,31.3,2.7
30019,2015,30.1,2.3
30019,2016,29.6,2.3
30019,2017,28.4,2.2
30019,2018,28.4,2.4
30019,2019,27.7,2.2
30019,2020,27.9,2.4
30019,2021,27.6,2.3
30019,2022,27.8,2.3
30019,2023,27.3,2.3
30022,2015,33.0,2.8
30022,2016,32.0,2.8
30022,2017,30.3,2.6
30022,2018,29.7,2.4
30022,2019,29.1,2.3
30022,2020,28.9,2.4
30022,2021,28.4,2.3
30022,2022,28.3,2.4
30022,2023,28.2,2.3
30024,2015,31.2,2.4
30024,2016,30.9,2.4
30024,2017,29.9,2.3
30024,2018,29.4,2.4
30024,2019,29.0,2.3
30024,2020,29.0,2.4
30024,2021,28.7,2.4
30024,2022,28.8,2.3
30024,2023,28.7,2.3
30026,2015,34.4,3.0
30026,2016,34.4,3.0
30026,2017,31.6,2.5
30026,2018,31.3,2.6
30026,2019,30.7,2.5
30026,2020,30.5,2.5
30026,2021,30.4,2.6
30026,2022,30.6,2.5
30026,2023,30.0,2.4
30027,2015,35.3,3.0
30027,2016,35.4,3.0
30027,2017,33.4,2.8
30027,2018,33.1,2.7
30027,2019,32.6,2.8
30027,2020,32.4,2.6
30027,2021,32.3,2.8
30027,2022,32.3,2.7
30027,2023,31.9,2.7
30030,2015,36.2,3.4
30030,2016,35.7,3.1
30030,2017,34.8,2.9
30030,2018,34.3,3.0
30030,2019,33.8,2.8
30030,2020,33.7,2.9
30030,2021,33.3,2.8
30030,2022,33.1,2.9
30030,2023,32.7,2.9
30035,2015,35.7,3.4
30035,2016,35.3,3.1
30035,2017,34.1,2.9
30035,2018,33.5,2.9
30035,2019,32.9,2.8
30035,2020,33.0,2.8
30035,2021,32.7,2.9
30035,2022,33.1,2.8
30035,2023,33.0,2.8
30037,2015,33.1,2.9
30037,2016,32.6,2.9
30037,2017,31.0,2.7
30037,2018,30.5,2.5
30037,2019,30.3,2.6
30037,2020,30.1,2.5
30037,2021,29.6,2.5
30037,2022,29.8,2.7
30037,2023,30.0,2.6
30039,2015,27.6,2.2
30039,2016,28.1,2.3
30039,2017,26.4,2.2
30039,2018,26.2,2.1
30039,2019,26.1,2.2
30039,2020,26.5,2.3
30039,2021,25.9,2.2
30039,2022,26.0,2.1
30039,2023,25.7,2.2
30043,2015,30.7,2.4
30043,2016,30.3,2.5
30043,2017,28.9,2.3
30043,2018,28.5,2.2
30043,2019,28.0,2.4
30043,2020,27.9,2.2
30043,2021,27.5,2.2
30043,2022,27.9,2.3
30043,2023,27.6,2.2
31201,2021,32.0,2.8
31201,2022,32.1,2.8
31201,2023,32.1,2.8
31232,2021,31.9,2.7
31232,2022,31.9,2.7
31232,2023,32.3,2.7
32054,2015,33.9,2.9
32054,2016,33.8,3.0
32054,2017,33.0,2.8
32054,2018,32.8,2.8
32054,2019,32.5,2.8
32054,2020,32.1,2.8
32054,2021,31.7,2.7
32054,2022,31.8,2.8
32054,2023,31.2,2.7
33004,2015,30.6,2.6
33004,2016,30.6,2.6
33004,2017,30.2,2.4
33004,2018,29.9,2.5
33004,2019,29.3,2.4
33004,2020,29.2,2.4
33004,2021,28.6,2.5
33004,2022,28.3,2.5
33004,2023,28.6,2.5
33024,2015,32.3,2.8
33024,2016,32.3,2.9
33024,2017,31.7,2.7
33024,2018,31.4,2.6
33024,2019,30.8,2.6
33024,2020,30.8,2.7
33024,2021,30.0,2.6
33024,2022,30.0,2.6
33024,2023,29.9,2.5
33031,2015,30.2,2.6
33031,2016,29.9,2.6
33031,2017,29.8,2.5
33031,2018,29.4,2.6
33031,2019,29.3,2.5
33031,2020,28.8,2.5
33031,2021,28.2,2.5
33031,2022,27.6,2.5
33031,2023,27.7,2.4
33037,2015,29.5,2.5
33037,2016,29.2,2.5
33037,2017,28.8,2.6
33037,2018,28.6,2.5
33037,2019,27.7,2.4
33037,2020,27.5,2.4
33037,2021,26.8,2.3
33037,2022,26.7,2.4
33037,2023,26.5,2.3
33044,2015,34.2,3.2
33044,2016,34.1,2.9
33044,2017,33.6,3.0
33044,2018,33.2,2.9
33044,2019,32.6,2.7
33044,2020,32.6,2.9
33044,2021,31.6,2.8
33044,2022,31.5,2.8
33044,2023,31.5,2.7
33066,2015,30.9,2.6
33066,2016,30.7,2.6
33066,2017,30.3,2.4
33066,2018,29.8,2.5
33066,2019,29.5,2.4
33066,2020,29.1,2.5
33066,2021,28.8,2.4
33066,2022,28.5,2.4
33066,2023,28.5,2.4
34120,2015,31.2,2.6
34120,2016,30.7,2.6
34120,2017,30.0,2.4
34120,2018,29.6,2.5
34120,2019,29.1,2.5
34120,2020,29.7,2.5
34120,2021,29.0,2.6
34120,2022,29.1,2.5
34120,2023,28.7,2.5
35002,2015,31.2,2.6
35002,2016,30.5,2.7
35002,2017,29.5,2.6
35002,2018,28.9,2.4
35002,2019,28.2,2.4
35002,2020,29.4,2.5
35002,2021,28.6,2.5
35002,2022,28.0,2.3
35002,2023,27.1,2.3
35004,2015,33.0,2.7
35004,2016,32.1,2.8
35004,2017,30.6,2.6
35004,2018,30.1,2.5
35004,2019,30.2,2.4
35004,2020,31.9,2.7
35004,2021,31.5,2.6
35004,2022,29.5,2.4
35004,2023,28.7,2.4
35006,2015,32.6,2.8
35006,2016,32.1,2.9
35006,2017,30.7,2.7
35006,2018,30.2,2.6
35006,2019,29.6,2.6
35006,2020,29.6,2.6
35006,2021,29.2,2.5
35006,2022,28.8,2.5
35006,2023,27.9,2.5
35011,2015,29.9,2.5
35011,2016,29.0,2.4
35011,2017,28.0,2.5
35011,2018,28.0,2.4
35011,2019,27.4,2.3
35011,2020,27.8,2.4
35011,2021,27.5,2.3
35011,2022,26.6,2.2
35011,2023,25.9,2.2
35014,2015,38.0,3.9
35014,2016,38.4,3.9
35014,2017,35.6,3.2
35014,2018,35.4,3.0
35014,2019,35.0,3.1
35014,2020,36.1,3.4
35014,2021,36.1,3.2
35014,2022,34.9,3.0
35014,2023,34.3,2.9
35016,2015,38.5,3.5
35016,2016,38.1,3.5
35016,2017,37.0,3.3
35016,2018,36.5,3.2
35016,2019,35.9,3.0
35016,2020,35.8,3.0
35016,2021,35.0,3.2
35016,2022,34.8,3.1
35016,2023,34.2,2.9
35017,2015,34.1,2.9
