cod_ine,anio,edad_media,pct_hogares_unipersonales,pct_mayor_65,pct_menor_18,pct_poblacion_espanola,tamano_medio_hogar
12084,2018,40.9,27.1,16.2,19.6,87.9,2.5
12084,2019,41.3,27.5,16.6,19.2,87.5,2.5
12084,2020,41.6,27.8,16.9,19.0,87.6,2.5
12084,2021,41.8,28.1,17.1,18.9,87.3,2.5
12084,2022,41.8,28.1,17.3,18.8,86.1,2.5
12084,2023,42.1,28.1,17.6,18.6,85.4,2.5
12126,2015,41.9,25.2,18.5,18.2,92.9,2.6
12126,2016,42.3,24.7,19.0,18.3,93.0,2.6
12126,2017,42.6,25.9,19.4,18.1,93.0,2.6
12126,2018,42.9,26.3,19.7,17.9,92.4,2.5
12126,2019,43.2,26.3,19.9,17.8,92.5,2.5
12126,2020,43.5,26.5,20.2,17.5,92.3,2.5
12126,2021,43.9,26.7,20.5,17.2,92.2,2.5
12126,2022,44.0,26.3,20.8,17.1,91.6,2.5
12126,2023,44.1,26.9,21.0,17.0,91.1,2.5
12135,2015,40.0,24.3,15.4,20.2,88.2,2.7
12135,2016,40.3,24.4,15.6,20.2,88.5,2.7
12135,2017,40.5,25.0,15.8,20.1,88.2,2.7
12135,2018,40.8,25.4,16.0,19.7,87.7,2.6
12135,2019,41.0,25.3,16.1,19.6,87.3,2.6
12135,2020,41.3,25.4,16.4,19.3,87.3,2.6
12135,2021,41.6,25.4,16.7,19.0,86.8,2.6
12135,2022,41.8,25.6,17.0,18.9,86.3,2.6
12135,2023,42.0,25.6,17.4,18.6,85.5,2.6
12138,2015,41.5,27.8,17.7,18.8,82.2,2.5
12138,2016,41.9,27.4,17.8,18.6,82.3,2.5
12138,2017,42.2,28.0,18.2,18.5,81.8,2.5
12138,2018,42.4,28.6,18.6,18.4,81.2,2.5
12138,2019,42.8,28.8,18.9,18.1,80.7,2.5
12138,2020,43.2,29.6,19.4,17.5,80.9,2.5
12138,2021,43.5,30.5,19.9,17.4,80.3,2.4
12138,2022,43.6,30.7,20.3,17.4,79.7,2.4
12138,2023,43.9,30.7,20.8,17.2,79.1,2.4
13005,2015,40.9,27.5,17.0,19.2,92.7,2.6
13005,2016,41.2,26.4,17.1,19.2,92.8,2.6
13005,2017,41.5,27.5,17.3,19.1,92.9,2.6
13005,2018,41.8,27.4,17.5,18.8,92.7,2.6
13005,2019,42.1,27.7,17.8,18.6,92.3,2.6
13005,2020,42.4,28.5,17.7,18.4,92.5,2.6
13005,2021,42.7,28.8,18.1,18.0,92.4,2.6
13005,2022,42.9,29.2,18.2,17.8,92.0,2.6
13005,2023,43.0,28.8,18.6,17.6,90.9,2.5
13034,2015,41.0,29.7,16.1,18.2,95.8,2.6
13034,2016,41.3,29.2,16.5,18.4,95.8,2.6
13034,2017,41.6,30.0,16.9,18.1,95.6,2.6
13034,2018,42.0,30.2,17.4,17.9,95.5,2.5
13034,2019,42.3,30.2,17.8,17.9,94.5,2.5
13034,2020,42.5,30.6,18.0,17.7,94.6,2.5
13034,2021,42.9,31.2,18.5,17.5,94.4,2.5
13034,2022,43.2,31.9,19.1,17.3,94.0,2.5
13034,2023,43.5,32.1,19.7,17.0,93.4,2.4
13071,2015,42.8,29.4,19.9,17.2,96.9,2.4
13071,2016,43.2,29.5,20.4,17.1,97.1,2.4
13071,2017,43.5,30.1,20.7,17.2,97.1,2.4
13071,2018,44.0,30.5,21.3,17.0,97.1,2.4
13071,2019,44.3,30.9,21.8,16.9,96.8,2.4
13071,2020,44.6,31.5,22.2,16.7,96.8,2.4
13071,2021,44.9,31.9,22.7,16.6,96.7,2.3
13071,2022,45.2,32.2,23.2,16.4,96.1,2.3
13071,2023,45.4,32.9,23.7,16.2,95.3,2.3
13082,2015,40.0,26.7,16.4,19.5,86.9,2.7
13082,2016,40.3,26.0,16.6,19.6,88.1,2.7
13082,2017,40.6,27.2,16.9,19.4,88.5,2.7
13082,2018,40.9,27.7,17.2,19.4,88.8,2.7
13082,2019,41.1,27.4,17.2,19.1,88.0,2.7
13082,2020,41.2,27.5,16.8,19.0,87.9,2.7
13082,2021,41.5,27.8,17.0,18.8,87.8,2.6
13082,2022,41.7,28.0,17.2,18.5,87.1,2.6
13082,2023,42.0,28.4,17.5,18.1,86.3,2.6
13087,2015,40.9,24.5,16.6,18.9,94.0,2.7
13087,2016,41.3,24.4,16.8,18.8,94.5,2.6
13087,2017,41.6,25.3,17.2,18.6,94.4,2.6
13087,2018,42.0,26.0,17.5,18.4,94.1,2.6
13087,2019,42.3,26.5,17.7,18.2,93.6,2.6
13087,2020,42.5,26.5,17.8,17.9,93.6,2.6
13087,2021,42.8,26.7,18.2,17.7,93.5,2.5
13087,2022,43.1,27.3,18.7,17.5,92.8,2.5
13087,2023,43.5,27.9,19.4,17.0,92.2,2.5
14021,2015,41.6,24.5,17.8,18.7,97.7,2.7
14021,2016,41.9,24.5,18.0,18.6,97.7,2.7
14021,2017,42.2,25.1,18.4,18.5,97.5,2.7
14021,2018,42.5,25.7,18.8,18.2,97.4,2.6
14021,2019,42.8,26.2,19.1,18.0,97.1,2.6
14021,2020,43.3,26.7,19.7,17.7,97.3,2.6
14021,2021,43.6,27.3,20.1,17.4,97.5,2.6
14021,2022,43.8,27.9,20.4,17.1,96.7,2.6
14021,2023,44.0,28.4,20.9,16.8,96.4,2.5
14038,2015,38.6,21.5,14.1,21.3,95.7,2.8
14038,2016,38.9,21.7,14.2,21.2,96.1,2.8
14038,2017,39.2,22.0,14.6,20.9,96.1,2.7
14038,2018,39.6,22.6,14.9,20.6,96.0,2.7
14038,2019,39.9,22.4,15.1,20.4,95.7,2.7
14038,2020,40.2,22.9,15.3,20.1,95.7,2.7
14038,2021,40.6,24.0,15.6,19.7,95.7,2.7
14038,2022,40.9,24.2,15.9,19.5,95.3,2.6
14038,2023,41.2,24.0,16.4,19.1,95.0,2.6
14056,2015,40.4,24.2,16.3,19.6,96.4,2.7
14056,2016,40.6,23.9,16.3,19.4,95.9,2.7
14056,2017,40.9,24.7,16.6,19.3,95.6,2.7
14056,2018,41.2,24.9,16.8,19.0,95.7,2.6
14056,2019,41.5,24.9,17.1,18.9,95.7,2.6
14056,2020,41.8,25.2,17.3,18.6,96.0,2.6
14056,2021,42.0,26.2,17.6,18.5,96.0,2.6
14056,2022,42.1,26.4,17.9,18.4,95.7,2.6
14056,2023,42.4,26.4,18.5,18.1,95.3,2.5
15002,2015,38.2,26.2,11.1,21.1,95.7,2.6
15002,2016,38.5,25.7,11.4,21.1,95.7,2.6
15002,2017,38.9,25.6,11.7,20.9,95.4,2.6
15002,2018,39.4,25.6,12.1,20.5,94.9,2.6
15002,2019,39.9,25.8,12.6,20.2,94.5,2.6
15002,2020,40.4,26.0,13.0,19.7,94.8,2.6
15002,2021,40.8,26.2,13.4,19.2,94.6,2.6
15002,2022,41.3,26.9,13.9,18.8,94.0,2.6
15002,2023,41.8,27.8,14.4,18.2,93.7,2.5
15005,2015,40.7,24.3,14.8,17.9,95.6,2.6
15005,2016,41.0,24.4,15.1,18.1,95.6,2.6
15005,2017,41.4,24.3,15.6,18.0,95.3,2.6
15005,2018,41.7,24.7,15.9,18.0,95.0,2.6
15005,2019,42.0,24.6,16.2,17.8,94.4,2.6
15005,2020,42.3,24.8,16.5,17.7,94.2,2.6
15005,2021,42.7,25.1,17.0,17.3,93.9,2.5
15005,2022,43.1,25.6,17.5,17.1,93.2,2.5
15005,2023,43.3,26.1,17.9,16.9,92.2,2.5
15019,2015,44.5,31.3,22.1,15.7,98.2,2.4
15019,2016,44.8,31.2,22.4,15.6,98.2,2.4
15019,2017,45.1,33.4,22.9,15.7,98.2,2.3
15019,2018,45.3,25.1,23.1,15.7,97.9,2.6
15019,2019,45.6,25.4,23.4,15.7,97.6,2.6
15019,2020,45.9,25.8,23.6,15.5,97.6,2.5
15019,2021,46.2,26.2,24.1,15.4,97.4,2.5
15019,2022,46.5,26.9,24.4,15.2,97.1,2.5
15019,2023,46.7,27.3,25.0,15.0,96.5,2.5
15030,2015,45.6,30.1,23.7,14.4,95.7,2.4
15030,2016,45.8,30.0,24.0,14.5,95.7,2.4
15030,2017,46.0,30.5,24.3,14.6,95.3,2.4
15030,2018,46.1,31.1,24.6,14.6,94.7,2.4
15030,2019,46.3,31.2,24.8,14.5,94.0,2.4
15030,2020,46.6,31.6,25.2,14.4,93.9,2.3
15030,2021,46.9,32.2,25.4,14.3,93.6,2.3
15030,2022,46.9,32.7,25.4,14.2,92.8,2.3
15030,2023,47.0,33.0,25.6,13.9,92.0,2.3
15031,2015,41.3,27.5,16.1,18.7,96.8,2.5
15031,2016,41.6,27.2,16.2,18.7,96.7,2.5
15031,2017,41.9,26.9,16.6,18.8,96.2,2.5
15031,2018,42.2,27.4,16.9,18.7,95.9,2.5
15031,2019,42.6,28.1,17.2,18.4,95.3,2.5
15031,2020,43.0,28.1,17.4,18.1,95.3,2.5
15031,2021,43.5,28.8,18.1,17.7,95.1,2.4
15031,2022,43.9,29.5,18.8,17.2,94.6,2.4
15031,2023,44.3,30.4,19.2,16.7,93.9,2.4
15036,2015,47.6,33.0,26.8,13.2,97.9,2.3
15036,2016,47.9,33.1,27.1,13.2,97.9,2.2
15036,2017,48.2,34.1,27.6,13.2,97.6,2.2
15036,2018,48.5,34.7,28.1,13.1,97.4,2.2
15036,2019,48.8,35.2,28.5,12.9,97.1,2.2
15036,2020,49.1,35.7,29.0,12.8,96.9,2.2
15036,2021,49.3,36.3,29.4,12.6,96.5,2.2
15036,2022,49.4,36.9,29.6,12.4,95.9,2.2
15036,2023,49.5,37.5,29.9,12.3,95.0,2.1
15054,2015,43.1,27.9,19.5,16.7,98.1,2.4
15054,2016,43.4,27.7,19.7,16.9,98.0,2.4
15054,2017,43.6,28.0,20.0,17.1,98.0,2.4
15054,2018,44.0,27.8,20.3,17.0,97.7,2.4
15054,2019,44.3,27.9,20.6,17.0,97.5,2.4
15054,2020,44.7,28.4,21.1,16.6,97.5,2.4
15054,2021,44.9,29.0,21.4,16.5,97.3,2.4
15054,2022,45.2,29.7,21.7,16.2,96.8,2.3
15054,2023,45.5,30.1,22.1,15.9,96.2,2.3
15058,2015,42.7,23.8,18.8,18.1,96.5,2.7
15058,2016,43.1,24.0,19.3,18.0,96.8,2.7
15058,2017,43.3,24.5,19.7,18.0,96.6,2.7
15058,2018,43.5,24.5,20.0,18.0,96.2,2.6
15058,2019,43.9,24.4,20.4,17.8,95.7,2.7
15058,2020,44.2,24.2,20.7,17.7,95.8,2.6
15058,2021,44.4,24.5,21.0,17.5,95.7,2.6
15058,2022,44.5,24.5,21.3,17.5,95.2,2.6
15058,2023,44.8,25.1,21.7,17.4,95.0,2.6
15073,2015,42.9,22.4,19.8,16.7,96.1,2.8
15073,2016,43.2,22.9,20.1,16.8,96.4,2.8
15073,2017,43.5,23.3,20.4,16.6,96.3,2.8
15073,2018,43.9,24.0,20.7,16.3,96.2,2.7
15073,2019,44.3,24.4,20.9,16.1,95.8,2.7
15073,2020,44.6,24.8,21.2,15.9,95.6,2.7
15073,2021,45.0,25.5,21.7,15.6,95.3,2.7
15073,2022,45.2,26.3,22.0,15.4,94.8,2.6
15073,2023,45.5,26.5,22.4,15.3,94.4,2.6
15078,2015,44.0,29.0,20.2,15.2,96.1,2.6
15078,2016,44.3,28.9,20.6,15.4,96.1,2.6
15078,2017,44.5,29.4,21.1,15.5,95.8,2.5
15078,2018,44.6,30.0,21.4,15.5,95.3,2.5
15078,2019,44.9,30.9,21.9,15.4,94.8,2.5
15078,2020,45.2,31.3,22.4,15.4,94.7,2.5
15078,2021,45.5,32.0,22.8,15.2,94.4,2.4
15078,2022,45.6,32.7,23.0,14.9,93.8,2.4
15078,2023,45.8,33.4,23.4,14.8,93.2,2.3
16078,2015,41.5,30.4,17.1,18.1,91.4,2.5
16078,2016,41.9,29.5,17.5,18.2,91.8,2.5
16078,2017,42.2,30.4,17.8,17.9,91.7,2.5
16078,2018,42.6,31.3,18.2,17.6,91.5,2.5
16078,2019,42.9,31.6,18.5,17.5,90.9,2.5
16078,2020,43.2,32.3,18.7,17.2,91.1,2.4
16078,2021,43.6,33.0,19.2,16.8,91.4,2.4
16078,2022,43.8,32.9,19.7,16.7,89.8,2.4
16078,2023,44.1,33.5,20.2,16.3,89.1,2.4
17023,2015,41.8,28.6,17.8,18.2,85.5,2.5
17023,2016,42.1,28.8,18.2,18.1,85.6,2.5
17023,2017,42.4,29.3,18.6,18.0,85.4,2.5
17023,2018,42.7,29.7,18.8,17.8,84.5,2.5
17023,2019,42.9,29.4,19.0,17.4,83.4,2.5
17023,2020,43.2,29.2,19.2,17.0,82.9,2.5
17023,2021,43.4,29.8,19.6,16.6,82.5,2.5
17023,2022,43.6,30.4,19.8,16.3,81.7,2.5
17023,2023,43.8,30.6,20.1,16.0,81.1,2.5
17066,2015,39.0,27.5,14.8,20.9,72.5,2.7
17066,2016,39.2,26.5,15.0,21.1,73.6,2.7
17066,2017,39.2,27.1,15.1,21.2,73.8,2.7
17066,2018,39.5,27.2,15.3,21.0,73.5,2.7
17066,2019,39.6,27.2,15.5,21.1,72.8,2.7
17066,2020,39.9,27.6,15.9,21.0,72.3,2.7
17066,2021,40.1,27.6,16.2,20.6,72.2,2.7
17066,2022,40.1,27.2,16.3,20.6,71.9,2.7
17066,2023,40.2,27.4,16.4,20.3,71.2,2.7
17079,2015,39.4,27.9,14.9,20.4,81.7,2.6
17079,2016,39.7,27.7,15.2,20.4,81.5,2.6
17079,2017,39.8,27.9,15.5,20.3,81.1,2.6
17079,2018,40.0,28.2,15.7,20.0,79.9,2.6
17079,2019,40.2,28.3,16.0,19.7,78.8,2.6
17079,2020,40.6,28.4,16.4,19.2,79.5,2.6
17079,2021,40.8,28.8,16.7,19.0,79.3,2.6
17079,2022,40.8,29.1,16.8,18.7,80.1,2.6
17079,2023,41.0,29.1,17.1,18.2,80.0,2.6
17095,2015,39.6,29.6,13.2,18.6,64.9,2.6
17095,2016,39.8,27.6,13.5,19.0,65.7,2.6
17095,2017,40.1,29.4,13.8,18.8,65.0,2.6
17095,2018,40.3,29.4,14.3,18.7,63.5,2.6
17095,2019,40.6,29.6,14.7,18.4,62.4,2.6
17095,2020,41.0,30.1,15.4,18.2,64.1,2.5
17095,2021,41.4,30.8,16.0,17.9,63.8,2.5
17095,2022,41.5,30.8,16.2,18.0,62.8,2.5
17095,2023,41.7,31.2,16.6,17.9,62.1,2.5
17114,2015,42.5,27.2,19.4,17.8,82.3,2.6
17114,2016,42.7,26.8,19.5,17.9,82.0,2.6
17114,2017,42.7,27.5,19.6,17.8,81.6,2.6
17114,2018,42.7,27.6,19.4,17.7,79.9,2.6
17114,2019,42.7,27.5,19.4,17.5,78.2,2.6
17114,2020,42.8,27.9,19.5,17.5,77.5,2.6
17114,2021,43.0,27.8,19.8,17.3,76.8,2.6
17114,2022,42.9,28.0,19.9,17.2,76.3,2.6
17114,2023,42.9,27.8,20.1,17.1,74.9,2.6
17155,2015,37.0,22.4,12.4,23.4,62.6,3.0
17155,2016,37.1,20.8,12.5,23.5,62.9,3.1
17155,2017,37.1,21.2,12.6,23.5,62.1,3.1
17155,2018,37.1,21.3,12.6,23.8,61.0,3.1
17155,2019,37.2,21.2,12.6,23.6,60.8,3.2
17155,2020,37.4,21.2,12.8,23.5,61.5,3.2
17155,2021,37.6,21.4,13.0,23.5,61.9,3.1
17155,2022,37.5,20.8,13.0,23.6,62.7,3.2
17155,2023,37.6,20.6,13.0,23.2,63.0,3.2
18017,2015,43.2,31.6,20.9,17.0,80.2,2.5
18017,2016,43.1,29.1,20.2,17.3,80.4,2.6
18017,2017,43.4,32.4,20.6,17.1,82.6,2.5
18017,2018,44.0,32.5,21.5,16.7,82.2,2.5
18017,2019,44.0,32.3,21.4,16.8,83.9,2.5
18017,2020,44.3,32.7,21.4,16.3,85.0,2.4
18017,2021,44.7,33.1,22.2,16.1,83.0,2.4
18017,2022,45.3,33.7,23.3,15.4,80.3,2.4
18017,2023,45.6,34.6,23.7,15.3,80.7,2.4
18087,2015,43.1,33.6,20.2,16.7,93.6,2.4
18087,2016,43.5,33.3,20.7,16.7,93.8,2.4
18087,2017,43.6,34.4,21.0,16.8,93.6,2.4
18087,2018,43.8,34.8,21.3,16.7,93.1,2.4
18087,2019,44.0,35.1,21.6,16.6,92.4,2.4
18087,2020,44.2,35.4,21.9,16.3,92.0,2.3
18087,2021,44.5,36.2,22.6,16.2,92.1,2.3
18087,2022,44.6,36.9,22.9,15.9,91.1,2.3
18087,2023,44.8,37.1,23.4,15.6,90.4,2.3
18140,2015,39.1,23.5,14.3,20.6,90.4,2.8
18140,2016,39.4,23.2,14.6,20.6,90.8,2.8
18140,2017,39.8,24.1,15.0,20.4,90.7,2.8
18140,2018,40.1,23.5,15.2,20.2,90.9,2.8
18140,2019,40.4,23.6,15.5,20.1,90.4,2.8
18140,2020,40.7,24.1,15.8,19.8,90.4,2.7
18140,2021,41.1,24.6,16.3,19.4,90.4,2.7
18140,2022,41.4,24.5,16.7,19.1,89.9,2.7
18140,2023,41.7,24.5,17.2,18.7,89.4,2.7
19046,2015,36.2,20.6,9.8,22.6,80.5,2.9
19046,2016,36.5,20.6,10.0,22.8,81.3,2.9
19046,2017,36.9,20.5,10.4,22.6,81.7,2.9
19046,2018,37.4,21.0,10.8,22.2,81.5,2.9
19046,2019,37.8,21.4,11.2,21.9,80.7,2.9
19046,2020,38.3,21.4,11.6,21.6,81.2,2.8
19046,2021,38.7,21.9,11.9,21.1,81.3,2.8
19046,2022,39.1,22.3,12.2,20.7,81.5,2.8
19046,2023,39.4,22.9,12.6,20.3,81.2,2.8
19130,2015,40.9,28.3,16.2,18.9,88.3,2.6
19130,2016,41.1,27.9,16.6,19.0,88.4,2.6
19130,2017,41.3,28.2,16.8,18.9,88.0,2.6
19130,2018,41.5,28.5,17.2,18.7,87.3,2.6
19130,2019,41.7,28.3,17.4,18.7,86.3,2.6
19130,2020,41.9,28.6,17.6,18.6,86.2,2.6
19130,2021,42.2,28.9,18.0,18.3,85.8,2.6
19130,2022,42.2,28.9,18.2,18.4,84.8,2.6
19130,2023,42.3,29.1,18.5,18.0,83.4,2.6
20030,2015,45.6,31.0,24.3,16.1,92.8,2.3
20030,2016,45.6,31.6,24.4,16.5,92.6,2.3
20030,2017,45.6,31.9,24.4,16.5,92.0,2.3
20030,2018,45.7,32.5,24.5,16.5,91.2,2.3
20030,2019,45.7,32.4,24.5,16.6,90.1,2.3
20030,2020,45.8,32.9,24.7,16.8,90.0,2.3
20030,2021,46.0,33.3,25.1,16.7,90.3,2.3
20030,2022,46.0,33.8,25.4,16.6,89.5,2.3
20030,2023,46.1,34.0,25.5,16.4,89.0,2.3
20045,2015,43.4,25.9,20.4,17.4,91.4,2.5
20045,2016,43.7,26.2,20.8,17.2,90.9,2.5
20045,2017,44.0,26.9,21.1,17.0,90.4,2.5
20045,2018,44.3,26.9,21.5,16.9,89.7,2.5
20045,2019,44.5,27.1,21.8,16.6,88.8,2.5
20045,2020,44.8,27.3,22.0,16.4,88.8,2.5
20045,2021,45.1,27.8,22.5,16.0,88.8,2.5
20045,2022,45.2,28.4,22.8,15.9,88.7,2.5
20045,2023,45.4,28.8,23.2,15.5,87.9,2.5
20067,2015,44.2,27.4,22.7,17.2,94.1,2.4
20067,2016,44.5,27.8,23.0,17.2,93.8,2.4
20067,2017,44.8,28.4,23.3,17.0,93.4,2.4
20067,2018,45.0,28.5,23.5,17.0,92.7,2.4
20067,2019,45.2,29.2,23.6,16.6,92.2,2.4
20067,2020,45.6,29.6,23.9,16.1,92.2,2.4
20067,2021,45.9,30.5,24.2,15.9,91.9,2.3
20067,2022,46.1,30.9,24.0,15.6,91.5,2.3
20067,2023,46.3,31.3,24.2,15.0,90.8,2.3
20069,2015,45.2,30.3,22.7,15.4,93.4,2.4
20069,2016,45.4,30.4,23.0,15.5,93.3,2.4
20069,2017,45.6,30.6,23.5,15.3,92.9,2.4
20069,2018,45.8,30.9,23.8,15.2,92.3,2.4
20069,2019,46.0,31.2,24.1,15.0,91.7,2.4
20069,2020,46.2,31.6,24.5,14.8,91.5,2.4
20069,2021,46.4,32.2,25.0,14.6,91.3,2.3
20069,2022,46.5,32.5,25.3,14.4,91.2,2.3
20069,2023,46.7,33.0,25.8,14.2,90.7,2.3
21041,2015,41.0,25.3,17.0,19.1,95.9,2.6
21041,2016,41.3,25.2,17.4,19.0,96.0,2.6
21041,2017,41.6,25.5,17.8,18.9,96.2,2.6
21041,2018,42.0,26.0,18.1,18.7,95.9,2.6
21041,2019,42.3,26.4,18.5,18.5,95.4,2.6
21041,2020,42.7,27.0,19.0,18.2,95.2,2.6
21041,2021,43.0,27.7,19.3,17.9,95.1,2.5
21041,2022,43.2,28.1,19.7,17.6,94.2,2.5
21041,2023,43.5,28.4,20.1,17.2,93.5,2.5
21044,2015,36.9,23.6,11.1,21.6,82.3,2.8
21044,2016,37.3,23.0,11.3,21.6,84.1,2.8
21044,2017,37.6,23.6,11.4,21.5,83.9,2.8
21044,2018,37.9,24.1,11.6,21.4,83.1,2.8
21044,2019,38.2,24.6,11.8,21.0,82.3,2.8
21044,2020,38.5,24.8,12.0,20.5,81.9,2.8
21044,2021,38.8,24.8,12.2,20.1,81.3,2.8
21044,2022,39.1,24.8,12.6,19.8,82.2,2.8
21044,2023,39.4,25.5,12.8,19.5,81.7,2.7
22125,2015,42.3,29.5,18.8,18.6,90.9,2.5
22125,2016,42.6,29.3,19.2,18.5,91.4,2.5
22125,2017,42.8,30.0,19.5,18.6,91.2,2.4
22125,2018,42.9,30.3,19.7,18.5,90.3,2.5
22125,2019,43.0,30.3,20.0,18.4,89.1,2.5
22125,2020,43.3,30.8,20.3,18.2,88.8,2.4
22125,2021,43.5,31.3,20.9,18.1,88.9,2.4
22125,2022,43.6,31.8,21.2,18.0,88.0,2.4
22125,2023,43.8,32.0,21.7,17.8,87.5,2.4
23005,2015,41.2,24.9,17.4,18.5,98.2,2.6
23005,2016,41.6,25.0,17.7,18.3,98.3,2.6
23005,2017,42.0,26.0,18.1,18.1,98.4,2.6
23005,2018,42.4,26.3,18.5,17.9,98.5,2.6
23005,2019,42.7,26.7,18.8,17.9,98.4,2.5
23005,2020,43.1,27.2,19.2,17.4,98.5,2.5
23005,2021,43.4,27.6,19.7,17.1,98.5,2.5
23005,2022,43.8,28.5,20.2,16.9,98.3,2.4
23005,2023,44.1,28.9,20.7,16.6,98.1,2.4
23050,2015,40.9,26.0,16.7,18.9,97.7,2.7
23050,2016,41.3,25.7,17.0,18.8,97.8,2.7
23050,2017,41.6,25.6,17.4,18.5,97.8,2.7
23050,2018,42.0,25.8,17.8,18.3,97.7,2.6
23050,2019,42.4,26.3,18.2,18.1,97.6,2.6
23050,2020,42.7,26.8,18.5,17.8,97.4,2.6
23050,2021,43.0,27.2,19.0,17.5,97.1,2.6
23050,2022,43.3,28.0,19.4,17.1,96.7,2.5
23050,2023,43.5,28.7,19.9,16.8,96.1,2.5
23055,2015,41.7,23.3,17.4,18.0,97.6,2.7
23055,2016,42.1,23.7,17.8,17.9,97.7,2.7
23055,2017,42.5,24.1,18.4,17.7,97.7,2.7
23055,2018,42.9,24.7,18.9,17.5,97.5,2.7
23055,2019,43.2,25.0,19.5,17.4,97.3,2.6
23055,2020,43.6,25.6,20.0,17.0,97.3,2.6
23055,2021,44.0,26.2,20.8,16.8,97.4,2.6
23055,2022,44.4,26.9,21.6,16.4,97.4,2.5
23055,2023,44.6,27.4,22.2,16.2,96.6,2.5
23092,2015,41.2,28.2,17.0,18.5,97.5,2.6
23092,2016,41.5,26.6,17.1,18.5,97.6,2.6
23092,2017,41.9,25.2,17.4,18.1,97.5,2.7
23092,2018,42.2,25.3,17.9,17.9,97.5,2.6
23092,2019,42.6,25.4,18.4,17.6,97.4,2.6
23092,2020,43.0,25.9,18.8,17.3,97.3,2.6
23092,2021,43.4,26.7,19.3,17.1,97.1,2.6
23092,2022,43.7,27.4,19.9,16.7,96.8,2.5
23092,2023,44.0,28.0,20.4,16.4,96.5,2.5
24089,2015,47.0,34.0,25.6,14.2,94.7,2.3
24089,2016,47.2,33.9,26.0,14.3,94.8,2.3
24089,2017,47.4,34.8,26.4,14.4,94.6,2.2
24089,2018,47.6,35.4,26.7,14.3,94.2,2.2
24089,2019,47.8,35.9,27.1,14.3,93.8,2.2
24089,2020,48.0,36.4,27.4,14.1,93.8,2.2
24089,2021,48.3,37.0,28.0,14.0,93.7,2.2
24089,2022,48.4,37.8,28.2,13.7,93.0,2.2
24089,2023,48.5,38.1,28.6,13.7,92.3,2.2
24115,2015,45.2,29.3,22.0,15.0,96.0,2.4
24115,2016,45.7,29.4,22.5,14.8,96.3,2.4
24115,2017,46.1,30.2,23.1,14.7,96.3,2.4
24115,2018,46.4,30.8,23.6,14.7,96.2,2.3
24115,2019,46.8,31.3,24.0,14.6,95.9,2.3
24115,2020,47.1,32.0,24.5,14.3,95.9,2.3
24115,2021,47.5,32.8,25.3,14.0,95.8,2.3
24115,2022,47.7,33.3,25.7,13.9,95.4,2.3
24115,2023,48.0,33.9,26.5,13.6,94.9,2.2
24142,2015,42.3,27.8,16.8,17.4,96.6,2.5
24142,2016,42.8,27.9,17.4,17.2,96.8,2.4
24142,2017,43.3,28.9,17.8,16.8,96.6,2.4
24142,2018,43.8,29.7,18.4,16.7,96.4,2.4
24142,2019,44.2,29.8,18.8,16.3,95.8,2.4
24142,2020,44.5,30.5,19.3,16.1,95.5,2.4
24142,2021,45.0,30.9,20.1,15.6,95.3,2.4
24142,2022,45.4,31.3,20.5,15.3,94.6,2.3
24142,2023,45.7,31.9,21.2,15.0,94.2,2.3
25120,2015,41.3,29.1,17.1,18.4,81.1,2.6
25120,2016,41.6,28.7,17.5,18.5,81.9,2.6
25120,2017,41.8,29.4,17.7,18.5,81.9,2.5
25120,2018,42.0,29.4,17.9,18.5,81.3,2.6
25120,2019,42.2,29.2,18.2,18.3,80.5,2.6
25120,2020,42.4,29.5,18.5,18.3,79.9,2.5
25120,2021,42.6,29.6,18.8,18.1,79.3,2.5
25120,2022,42.6,29.8,18.8,17.9,79.6,2.5
25120,2023,42.8,29.9,19.0,17.5,79.0,2.5
26089,2015,42.6,30.1,18.9,18.1,89.0,2.4
26089,2016,42.9,30.1,19.4,18.0,89.3,2.4
26089,2017,43.2,30.4,19.8,17.9,89.4,2.4
26089,2018,43.5,30.7,20.1,17.7,89.2,2.4
26089,2019,43.7,30.6,20.5,17.6,88.6,2.4
26089,2020,44.1,31.2,21.0,17.3,88.5,2.4
26089,2021,44.4,31.7,21.5,17.1,88.5,2.4
26089,2022,44.6,32.2,21.9,16.9,88.2,2.4
26089,2023,44.9,32.6,22.4,16.6,87.7,2.4
27028,2015,44.1,30.9,20.5,15.6,95.3,2.4
27028,2016,44.4,30.7,20.8,15.6,95.5,2.4
27028,2017,44.6,31.1,21.2,15.7,95.3,2.4
27028,2018,44.9,31.6,21.5,15.7,94.7,2.4
27028,2019,45.1,31.7,21.9,15.6,93.9,2.4
27028,2020,45.5,32.0,22.4,15.6,93.9,2.3
27028,2021,45.8,32.6,23.0,15.4,93.7,2.3
27028,2022,45.9,33.3,23.1,15.3,92.7,2.3
27028,2023,46.0,33.5,23.2,15.2,91.8,2.3
28005,2015,40.7,20.3,15.6,18.1,83.6,2.8
28005,2016,41.2,19.9,16.4,18.2,84.4,2.8
28005,2017,41.6,21.0,17.0,18.1,84.6,2.8
28005,2018,41.9,21.2,17.5,17.9,84.1,2.8
28005,2019,42.2,21.3,18.0,17.7,83.7,2.8
28005,2020,42.5,22.0,18.3,17.4,83.9,2.7
28005,2021,42.9,22.5,18.8,17.1,83.9,2.7
28005,2022,43.0,22.8,19.2,16.9,83.6,2.7
