cod_ine,anio,edad_media,pct_hogares_unipersonales,pct_mayor_65,pct_menor_18,pct_poblacion_espanola,tamano_medio_hogar
08101,2022,42.9,25.6,19.5,16.3,76.2,2.7
08101,2023,42.8,25.7,19.2,16.0,74.5,2.7
08102,2015,41.6,27.5,19.0,20.0,89.3,2.6
08102,2016,41.8,27.5,19.2,19.9,89.3,2.6
08102,2017,42.0,27.9,19.5,20.0,89.3,2.6
08102,2018,42.2,28.0,19.9,19.8,88.5,2.6
08102,2019,42.3,27.8,19.9,19.7,87.3,2.6
08102,2020,42.4,27.6,19.8,19.5,87.0,2.6
08102,2021,42.8,28.3,20.2,19.0,87.4,2.6
08102,2022,42.8,28.5,20.3,18.8,86.7,2.6
08102,2023,43.1,28.5,20.6,18.2,86.0,2.6
08113,2015,42.4,28.9,19.7,18.8,84.8,2.5
08113,2016,42.6,28.7,19.8,18.9,84.6,2.5
08113,2017,42.6,28.9,20.0,18.9,83.7,2.5
08113,2018,42.6,28.9,19.8,18.9,82.3,2.5
08113,2019,42.6,29.1,19.7,19.1,81.2,2.5
08113,2020,42.6,29.2,19.7,19.0,80.8,2.5
08113,2021,42.9,29.8,20.0,18.9,81.1,2.5
08113,2022,42.9,30.1,20.1,18.8,80.5,2.5
08113,2023,43.0,30.1,20.3,18.4,79.7,2.5
08114,2015,39.6,20.5,15.7,21.8,84.1,2.8
08114,2016,40.0,20.4,16.1,21.8,84.4,2.8
08114,2017,40.2,20.6,16.2,21.8,84.3,2.8
08114,2018,40.3,20.7,16.3,21.5,83.3,2.8
08114,2019,40.6,21.2,16.4,21.0,82.0,2.9
08114,2020,40.9,21.7,16.4,20.4,81.9,2.8
08114,2021,41.2,23.7,16.6,19.9,81.6,2.8
08114,2022,41.4,22.8,16.6,19.4,83.7,2.8
08114,2023,41.7,23.1,16.9,18.6,83.6,2.8
08121,2015,40.7,23.8,16.6,19.4,84.8,2.7
08121,2016,40.9,23.2,16.9,19.5,84.7,2.7
08121,2017,41.1,23.5,17.2,19.6,84.4,2.7
08121,2018,41.4,23.6,17.4,19.4,83.7,2.7
08121,2019,41.6,23.7,17.6,19.2,82.8,2.7
08121,2020,41.8,24.0,17.9,18.9,83.1,2.7
08121,2021,42.1,24.7,18.1,18.8,83.5,2.7
08121,2022,42.4,25.2,18.5,18.5,83.9,2.6
08121,2023,42.6,25.4,18.8,18.1,83.7,2.6
08124,2015,40.1,20.8,15.3,20.4,89.4,2.7
08124,2016,40.5,21.4,15.8,20.3,90.1,2.7
08124,2017,40.9,21.5,16.3,19.9,89.8,2.7
08124,2018,41.2,21.8,16.7,19.4,89.1,2.7
08124,2019,41.6,21.7,17.2,18.8,88.4,2.7
08124,2020,42.1,22.0,17.5,18.3,88.3,2.7
08124,2021,42.5,22.7,18.0,17.8,88.1,2.6
08124,2022,42.6,24.4,18.2,17.3,87.3,2.6
08124,2023,43.0,24.9,18.7,16.7,86.8,2.6
08125,2015,39.7,22.3,15.0,20.7,90.0,2.6
08125,2016,40.0,22.2,15.1,20.5,89.7,2.7
08125,2017,40.1,22.7,15.1,20.4,88.7,2.6
08125,2018,40.2,22.4,15.1,20.3,87.4,2.7
08125,2019,40.3,22.3,15.1,20.2,86.4,2.7
08125,2020,40.6,22.2,15.3,19.9,86.3,2.7
08125,2021,40.9,21.7,15.7,19.8,86.4,2.7
08125,2022,41.1,22.4,16.0,19.5,86.5,2.7
08125,2023,41.3,22.2,16.6,19.2,86.3,2.7
08163,2015,42.3,27.0,19.3,18.1,86.1,2.5
08163,2016,42.6,27.3,19.9,18.0,86.8,2.5
08163,2017,42.9,27.9,20.2,17.8,86.6,2.5
08163,2018,43.1,27.9,20.4,17.6,86.0,2.5
08163,2019,43.3,27.7,20.6,17.2,84.7,2.5
08163,2020,43.6,28.4,21.0,17.1,85.4,2.5
08163,2021,44.0,29.8,21.4,16.8,85.9,2.4
08163,2022,44.3,29.3,21.8,16.6,84.6,2.5
08163,2023,44.6,29.4,22.4,16.1,83.8,2.5
08169,2015,41.5,21.2,18.0,18.5,92.5,2.7
08169,2016,41.7,21.3,18.3,18.6,92.4,2.7
08169,2017,42.0,21.4,18.7,18.5,92.1,2.7
08169,2018,42.2,21.9,19.0,18.5,91.4,2.7
08169,2019,42.5,22.0,19.4,18.3,90.6,2.7
08169,2020,42.8,22.1,19.6,18.1,90.5,2.7
08169,2021,43.1,23.1,20.0,17.9,90.6,2.6
08169,2022,43.3,23.4,20.3,17.6,90.4,2.6
08169,2023,43.5,23.6,20.6,17.3,90.0,2.6
08172,2015,42.0,24.2,17.9,18.5,88.8,2.6
08172,2016,42.1,24.0,18.3,18.4,88.5,2.6
08172,2017,42.4,24.4,18.7,18.4,88.2,2.6
08172,2018,42.7,24.5,19.2,18.2,87.9,2.6
08172,2019,43.0,24.6,19.4,17.9,87.1,2.6
08172,2020,43.4,24.7,19.9,17.5,87.0,2.6
08172,2021,43.7,24.9,20.5,17.4,87.1,2.6
08172,2022,43.9,25.4,20.9,17.1,86.8,2.6
08172,2023,44.3,26.3,21.3,16.5,86.1,2.5
08180,2015,39.1,23.6,14.4,21.5,89.9,2.6
08180,2016,39.4,22.6,14.6,21.6,89.8,2.7
08180,2017,39.6,23.4,14.8,21.3,89.2,2.6
08180,2018,39.9,22.8,15.1,21.1,88.4,2.7
08180,2019,40.2,22.8,15.3,20.9,87.7,2.7
08180,2020,40.5,23.0,15.5,20.6,87.7,2.7
08180,2021,40.9,23.9,15.9,20.2,87.4,2.6
08180,2022,41.0,24.1,16.0,19.6,87.2,2.6
08180,2023,41.4,24.8,16.3,19.0,86.3,2.6
08184,2015,39.6,21.1,14.5,20.4,89.4,2.7
08184,2016,39.8,21.0,14.9,20.4,89.5,2.7
08184,2017,40.1,21.4,15.1,20.3,89.0,2.7
08184,2018,40.3,21.1,15.3,20.1,88.3,2.7
08184,2019,40.5,21.3,15.6,20.0,87.3,2.8
08184,2020,40.8,21.8,15.9,19.7,87.2,2.7
08184,2021,41.2,22.0,16.3,19.2,87.2,2.7
08184,2022,41.4,22.0,16.6,18.9,86.7,2.7
08184,2023,41.6,22.1,16.9,18.5,85.8,2.7
08187,2015,41.4,24.6,18.2,19.2,89.7,2.6
08187,2016,41.6,24.6,18.4,19.2,89.4,2.6
08187,2017,41.7,25.0,18.5,19.3,88.8,2.6
08187,2018,41.8,24.9,18.5,19.2,88.0,2.6
08187,2019,41.9,24.9,18.5,19.0,86.9,2.6
08187,2020,42.1,25.1,18.6,18.8,86.7,2.6
08187,2021,42.3,25.6,18.8,18.7,86.7,2.6
08187,2022,42.5,25.9,19.0,18.4,86.4,2.6
08187,2023,42.6,26.1,19.1,18.1,85.6,2.6
08194,2015,40.2,23.0,17.2,20.2,87.7,2.7
08194,2016,40.3,22.8,17.1,20.1,87.5,2.8
08194,2017,40.5,23.3,17.0,20.0,87.2,2.7
08194,2018,40.6,23.3,17.0,19.8,86.1,2.7
08194,2019,40.8,23.8,17.2,19.5,84.9,2.7
08194,2020,41.1,24.0,17.2,19.3,84.8,2.7
08194,2021,41.3,24.4,17.4,19.2,84.4,2.7
08194,2022,41.5,24.7,17.4,18.9,83.7,2.7
08194,2023,41.7,24.6,17.5,18.3,82.4,2.7
08196,2015,37.7,22.0,12.6,23.4,91.0,2.7
08196,2016,38.2,21.0,13.2,23.1,91.3,2.7
08196,2017,38.6,20.8,13.7,22.9,90.9,2.7
08196,2018,38.9,20.4,13.9,22.6,90.4,2.7
08196,2019,39.4,21.0,14.4,21.9,90.2,2.7
08196,2020,40.0,21.5,14.9,21.2,90.4,2.7
08196,2021,40.6,21.9,15.5,20.4,90.3,2.7
08196,2022,41.1,22.0,16.0,19.8,90.2,2.7
08196,2023,41.5,22.4,16.3,19.0,89.5,2.7
08200,2015,41.3,20.1,17.8,18.9,91.4,2.7
08200,2016,41.6,20.4,18.2,18.9,91.8,2.7
08200,2017,41.8,20.6,18.5,18.8,91.4,2.7
08200,2018,42.0,20.9,18.7,18.7,90.8,2.7
08200,2019,42.2,21.1,18.9,18.4,89.8,2.7
08200,2020,42.5,21.8,19.2,18.2,89.9,2.7
08200,2021,42.9,22.6,19.6,17.9,89.6,2.6
08200,2022,43.0,22.9,19.8,17.6,89.1,2.6
08200,2023,43.3,23.5,20.1,17.2,88.4,2.6
08205,2015,37.8,18.3,12.4,24.1,88.5,3.0
08205,2016,38.0,18.2,12.8,24.0,88.5,3.0
08205,2017,38.3,18.4,13.1,23.7,88.0,3.0
08205,2018,38.5,18.5,13.5,23.5,87.7,3.0
08205,2019,38.8,18.4,13.8,23.1,86.9,3.0
08205,2020,39.0,18.2,14.0,22.7,87.1,3.0
08205,2021,39.3,18.6,14.4,22.3,86.8,3.0
08205,2022,39.6,18.6,14.8,22.0,86.3,3.0
08205,2023,40.0,18.7,15.3,21.5,85.8,3.0
08211,2015,41.1,21.1,17.5,19.8,93.5,2.7
08211,2016,41.4,21.2,18.0,19.8,93.8,2.7
08211,2017,41.7,21.2,18.4,19.7,93.6,2.7
08211,2018,42.0,21.4,18.7,19.5,93.1,2.7
08211,2019,42.3,21.6,19.1,19.2,92.2,2.7
08211,2020,42.5,21.8,19.2,18.8,92.1,2.7
08211,2021,43.0,22.2,19.6,18.3,91.8,2.6
08211,2022,43.2,22.5,19.9,17.8,91.2,2.6
08211,2023,43.5,22.9,20.1,17.3,90.5,2.6
08217,2015,40.4,19.5,16.3,20.6,93.5,2.7
08217,2016,40.6,19.4,16.5,20.6,93.3,2.7
08217,2017,40.9,19.5,16.8,20.3,92.8,2.7
08217,2018,41.2,19.7,17.1,20.0,92.2,2.7
08217,2019,41.5,19.7,17.5,19.6,91.6,2.7
08217,2020,41.9,20.0,17.7,19.2,91.6,2.7
08217,2021,42.3,20.7,18.2,18.6,91.3,2.7
08217,2022,42.5,21.4,18.4,18.3,90.7,2.7
08217,2023,42.8,21.5,18.9,17.7,89.8,2.7
08231,2015,39.4,22.9,13.7,21.0,85.8,2.7
08231,2016,39.8,22.3,14.0,20.6,85.8,2.7
08231,2017,40.1,23.7,14.5,20.3,85.0,2.7
08231,2018,40.3,23.3,14.9,20.5,85.6,2.7
08231,2019,40.7,23.3,15.3,19.9,84.8,2.7
08231,2020,41.0,23.2,15.6,19.5,84.5,2.7
08231,2021,41.4,23.8,16.0,19.0,84.2,2.7
08231,2022,41.7,24.3,16.4,18.9,84.0,2.6
08231,2023,42.0,24.7,17.0,18.3,83.3,2.6
08245,2015,41.8,22.2,19.5,18.0,80.9,2.7
08245,2016,41.9,22.4,19.7,18.1,80.6,2.7
08245,2017,42.0,22.6,19.6,18.2,79.8,2.8
08245,2018,42.1,23.0,19.6,18.2,78.9,2.8
08245,2019,42.2,22.9,19.5,18.1,77.7,2.8
08245,2020,42.4,23.4,19.6,18.0,77.9,2.8
08245,2021,42.7,24.1,19.8,17.9,78.4,2.7
08245,2022,42.7,24.3,19.6,17.8,77.9,2.7
08245,2023,42.8,25.9,19.6,17.5,77.4,2.7
08252,2015,39.7,18.2,14.6,20.3,93.3,2.8
08252,2016,40.0,18.2,15.1,20.4,93.4,2.7
08252,2017,40.4,18.4,15.8,20.2,93.4,2.7
08252,2018,40.7,18.8,16.2,20.1,92.8,2.7
08252,2019,41.0,18.6,16.8,19.9,92.4,2.7
08252,2020,41.4,19.2,17.3,19.7,92.3,2.7
08252,2021,41.8,19.6,17.7,19.3,92.1,2.7
08252,2022,42.1,19.6,18.2,18.8,91.6,2.7
08252,2023,42.5,20.0,18.7,18.4,91.2,2.7
08260,2015,38.9,18.9,13.7,22.1,91.6,2.8
08260,2016,39.3,18.9,14.2,22.1,91.6,2.8
08260,2017,39.7,19.1,14.6,21.8,91.1,2.8
08260,2018,40.0,19.3,15.1,21.5,90.5,2.8
08260,2019,40.3,20.5,15.3,21.0,89.7,2.8
08260,2020,40.8,20.7,15.8,20.5,89.9,2.8
08260,2021,41.1,20.6,16.3,20.0,90.0,2.8
08260,2022,41.5,20.9,16.7,19.6,90.3,2.8
08260,2023,41.9,21.3,17.2,18.7,90.1,2.7
08263,2015,40.2,18.2,15.3,20.1,93.6,2.8
08263,2016,40.6,17.9,15.6,19.8,93.7,2.8
08263,2017,41.0,18.7,16.0,19.5,93.5,2.8
08263,2018,41.2,18.8,16.3,19.3,92.7,2.8
08263,2019,41.6,18.8,16.7,18.9,92.2,2.8
08263,2020,42.0,19.3,17.2,18.4,92.2,2.8
08263,2021,42.3,19.6,17.6,18.2,91.9,2.8
08263,2022,42.5,19.7,17.9,17.9,91.3,2.8
08263,2023,42.7,19.9,18.4,17.4,91.0,2.8
08266,2015,41.5,21.8,17.1,18.2,91.5,2.6
08266,2016,41.9,21.4,17.8,18.2,91.3,2.7
08266,2017,42.2,22.2,18.3,17.9,91.3,2.6
08266,2018,42.6,22.5,19.0,17.6,90.9,2.6
08266,2019,42.9,22.6,19.4,17.2,90.2,2.6
08266,2020,43.3,22.9,20.0,16.9,90.4,2.6
08266,2021,43.7,23.6,20.6,16.6,90.2,2.6
08266,2022,43.9,23.8,20.9,16.2,89.5,2.6
08266,2023,44.1,24.3,21.3,15.8,88.8,2.6
08270,2015,42.3,33.1,17.0,18.2,79.4,2.4
08270,2016,42.6,32.4,17.6,18.0,79.5,2.4
08270,2017,42.9,33.0,17.9,17.7,78.8,2.4
08270,2018,43.2,33.5,18.2,17.5,77.4,2.4
08270,2019,43.5,33.5,18.5,17.2,77.2,2.4
08270,2020,43.8,33.5,18.6,16.6,76.2,2.4
08270,2021,44.0,33.2,19.0,16.2,75.3,2.4
08270,2022,44.1,33.4,19.1,16.1,73.8,2.4
08270,2023,44.4,33.6,19.4,15.6,73.4,2.4
08279,2015,40.3,25.2,16.4,20.3,88.4,2.6
08279,2016,40.5,25.1,16.5,20.3,88.3,2.6
08279,2017,40.7,25.4,16.7,20.3,88.0,2.6
08279,2018,40.8,25.6,16.8,20.1,87.3,2.6
08279,2019,41.1,25.5,16.9,19.9,86.5,2.6
08279,2020,41.3,25.8,17.2,19.6,86.4,2.6
08279,2021,41.6,26.0,17.4,19.4,85.9,2.6
08279,2022,41.8,26.6,17.6,19.0,86.7,2.6
08279,2023,41.9,26.7,17.7,18.7,85.8,2.6
08298,2015,39.3,26.6,15.3,21.2,76.0,2.7
08298,2016,39.6,26.6,15.3,21.1,75.5,2.7
08298,2017,39.6,26.7,15.2,20.9,73.9,2.7
08298,2018,39.6,26.3,15.3,20.7,72.4,2.7
08298,2019,39.6,25.8,15.2,20.5,70.8,2.8
08298,2020,39.8,25.9,15.2,20.4,71.0,2.8
08298,2021,40.0,26.6,15.5,20.3,71.2,2.8
08298,2022,40.0,26.5,15.5,20.2,70.6,2.8
08298,2023,40.2,25.9,15.9,19.7,70.4,2.8
08301,2015,39.6,17.8,15.3,21.0,93.2,2.8
08301,2016,40.0,17.7,15.6,21.0,93.3,2.8
08301,2017,40.3,18.2,16.0,20.8,93.2,2.8
08301,2018,40.7,18.6,16.3,20.5,92.6,2.8
08301,2019,40.9,18.7,16.5,20.2,91.8,2.8
08301,2020,41.3,19.2,16.7,19.8,91.8,2.8
08301,2021,41.8,19.5,17.1,19.3,91.8,2.7
08301,2022,42.1,20.2,17.5,18.8,91.3,2.7
08301,2023,42.4,20.5,17.9,18.2,90.8,2.7
08305,2015,40.3,26.5,16.6,20.6,86.1,2.6
08305,2016,40.6,26.6,16.9,20.7,86.6,2.6
08305,2017,40.8,26.9,17.2,20.6,86.1,2.6
08305,2018,41.1,27.2,17.5,20.6,86.1,2.6
08305,2019,41.3,27.3,17.7,20.4,85.8,2.6
08305,2020,41.5,27.4,17.9,20.2,86.3,2.6
08305,2021,41.9,28.1,18.3,20.0,86.5,2.5
08305,2022,42.0,28.3,18.4,19.6,86.0,2.5
08305,2023,42.3,27.9,18.9,19.1,85.5,2.6
08307,2015,42.2,26.9,18.2,18.4,89.6,2.5
08307,2016,42.5,26.8,18.5,18.5,90.0,2.5
08307,2017,42.7,27.4,18.7,18.3,89.7,2.5
08307,2018,42.9,27.0,19.1,18.0,89.4,2.5
08307,2019,43.3,27.0,19.5,17.7,88.8,2.5
08307,2020,43.6,27.2,19.9,17.4,88.8,2.5
08307,2021,44.0,27.7,20.5,17.0,88.2,2.5
08307,2022,44.2,27.8,20.9,16.6,88.3,2.5
08307,2023,44.3,28.3,21.1,16.3,87.1,2.5
09018,2015,43.0,29.8,20.2,17.4,91.1,2.5
09018,2016,43.3,29.8,20.6,17.4,91.3,2.4
09018,2017,43.7,30.5,21.1,17.3,91.1,2.4
09018,2018,43.9,31.1,21.6,17.3,89.8,2.4
09018,2019,44.0,31.0,21.6,17.3,88.9,2.4
09018,2020,44.2,31.2,21.8,17.2,88.5,2.4
09018,2021,44.6,31.5,22.3,17.1,88.0,2.4
09018,2022,44.6,32.1,22.4,17.0,86.6,2.4
09018,2023,44.8,32.5,22.8,16.9,86.0,2.4
09059,2015,43.6,31.0,20.5,17.2,93.2,2.4
09059,2016,43.9,31.2,21.0,17.3,93.6,2.4
09059,2017,44.1,31.7,21.5,17.1,93.3,2.4
09059,2018,44.5,32.3,22.0,16.9,93.0,2.4
09059,2019,44.7,32.5,22.5,16.8,92.5,2.4
09059,2020,45.1,32.9,23.0,16.5,92.5,2.4
09059,2021,45.4,33.4,23.7,16.3,92.2,2.3
09059,2022,45.6,33.8,24.1,16.3,91.8,2.3
09059,2023,45.8,34.3,24.4,16.0,91.0,2.3
09219,2015,44.3,30.9,20.4,16.3,90.6,2.4
09219,2016,44.6,31.0,20.8,16.5,91.0,2.3
09219,2017,44.8,31.4,21.1,16.4,90.8,2.3
09219,2018,45.0,31.6,21.5,16.3,90.2,2.3
09219,2019,45.1,31.5,21.7,16.3,89.4,2.3
09219,2020,45.2,31.8,21.8,16.2,89.0,2.3
09219,2021,45.5,32.6,22.4,16.1,89.1,2.3
09219,2022,45.5,32.8,22.9,16.1,88.4,2.3
09219,2023,45.6,32.8,23.2,16.0,87.4,2.3
10037,2015,41.1,29.2,15.8,18.5,97.6,2.5
10037,2016,41.5,29.1,16.2,18.4,97.7,2.5
10037,2017,41.8,29.7,16.6,18.4,97.5,2.5
10037,2018,42.1,30.1,17.1,18.1,97.3,2.5
10037,2019,42.6,30.5,17.5,17.8,97.1,2.5
10037,2020,42.9,30.8,17.9,17.6,97.2,2.4
10037,2021,43.3,31.3,18.6,17.3,97.1,2.4
10037,2022,43.6,32.0,19.0,17.0,96.7,2.4
10037,2023,43.9,32.4,19.6,16.6,96.3,2.4
10148,2015,41.8,31.6,17.5,18.3,97.5,2.5
10148,2016,42.3,31.3,17.8,18.1,97.7,2.5
10148,2017,42.6,32.4,18.2,17.9,97.8,2.4
10148,2018,43.1,32.4,18.8,17.5,97.6,2.4
10148,2019,43.4,33.2,19.2,17.3,97.5,2.4
10148,2020,43.9,33.1,19.7,16.8,97.5,2.4
10148,2021,44.3,34.0,20.2,16.6,97.4,2.4
10148,2022,44.5,34.0,20.6,16.4,96.4,2.4
10148,2023,44.7,34.5,21.2,16.2,95.8,2.3
11004,2015,39.1,28.4,14.6,21.3,92.9,2.7
11004,2016,39.4,25.0,15.0,21.3,92.8,2.8
11004,2017,39.7,25.1,15.3,21.2,92.7,2.8
11004,2018,40.0,25.0,15.7,21.0,92.3,2.8
11004,2019,40.3,25.1,16.0,20.7,91.6,2.8
11004,2020,40.6,25.3,16.4,20.4,91.6,2.7
11004,2021,40.9,25.8,16.6,20.2,91.7,2.7
11004,2022,41.1,26.3,17.0,19.8,91.4,2.7
11004,2023,41.4,26.9,17.4,19.4,90.9,2.7
11006,2015,39.0,21.2,14.1,20.3,98.2,2.8
11006,2016,39.5,21.8,14.4,20.1,98.3,2.7
11006,2017,40.0,22.1,14.8,19.6,98.4,2.7
11006,2018,40.5,22.9,15.3,19.3,98.2,2.7
11006,2019,40.8,23.2,15.5,19.0,97.9,2.7
11006,2020,41.3,23.6,15.8,18.4,97.8,2.6
11006,2021,41.6,24.3,16.0,18.0,97.7,2.6
11006,2022,42.0,24.9,16.6,17.7,97.5,2.6
11006,2023,42.5,25.8,17.2,17.1,97.3,2.6
11012,2015,44.6,25.3,21.9,14.9,98.4,2.6
11012,2016,45.0,25.4,22.4,14.9,98.4,2.6
11012,2017,45.3,26.2,22.9,14.9,98.3,2.6
11012,2018,45.7,26.9,23.4,14.8,98.2,2.5
11012,2019,46.0,27.2,23.7,14.7,97.9,2.5
11012,2020,46.4,28.0,24.3,14.4,97.9,2.5
11012,2021,46.8,28.7,24.9,14.0,97.8,2.5
11012,2022,47.2,29.4,25.6,13.6,97.6,2.4
11012,2023,47.6,29.9,26.2,13.2,97.3,2.4
11015,2015,38.1,20.9,12.4,21.5,96.6,2.9
11015,2016,38.3,21.4,12.6,21.7,96.6,2.8
11015,2017,38.7,22.2,12.9,21.4,96.3,2.8
11015,2018,39.1,22.4,13.4,21.2,96.1,2.8
11015,2019,39.6,22.8,13.8,20.8,95.7,2.8
11015,2020,40.0,23.2,14.1,20.3,95.7,2.7
11015,2021,40.4,23.5,14.5,19.8,95.6,2.7
11015,2022,40.8,23.8,15.0,19.4,95.4,2.7
11015,2023,41.2,24.6,15.6,18.9,95.2,2.7
11020,2015,39.7,22.3,14.9,20.7,97.8,2.8
11020,2016,40.1,22.2,15.2,20.6,97.8,2.7
11020,2017,40.5,22.8,15.6,20.4,97.6,2.7
11020,2018,40.9,23.0,16.1,20.1,97.4,2.7
11020,2019,41.3,23.2,16.5,19.8,97.2,2.7
11020,2020,41.7,23.7,16.9,19.3,97.1,2.7
11020,2021,42.0,24.2,17.4,18.9,97.1,2.7
11020,2022,42.4,24.6,17.9,18.4,96.6,2.6
11020,2023,42.7,25.0,18.4,17.8,96.3,2.6
11022,2015,40.0,25.4,16.3,19.4,93.6,2.7
11022,2016,40.3,23.5,16.5,19.5,93.7,2.7
11022,2017,40.4,25.6,16.7,19.4,93.5,2.7
11022,2018,40.6,25.4,16.8,19.4,93.0,2.7
11022,2019,40.8,26.0,16.9,19.2,92.4,2.7
11022,2020,41.2,26.3,17.2,19.0,92.4,2.7
11022,2021,41.4,27.0,17.2,18.8,92.1,2.6
11022,2022,41.7,27.1,17.5,18.4,91.3,2.6
11022,2023,41.9,27.2,17.6,18.4,90.7,2.6
11027,2015,39.3,21.9,13.8,20.6,96.6,2.8
11027,2016,39.7,21.7,14.3,20.6,96.7,2.8
11027,2017,40.1,22.7,15.0,20.4,96.7,2.8
11027,2018,40.5,23.1,15.6,20.2,96.6,2.8
11027,2019,40.9,23.4,16.1,19.8,96.4,2.8
11027,2020,41.3,23.8,16.6,19.4,96.3,2.8
11027,2021,41.6,24.4,17.1,19.0,96.2,2.7
11027,2022,42.0,24.6,17.7,18.5,95.9,2.7
11027,2023,42.4,25.4,18.4,18.1,95.8,2.7
11028,2015,39.1,20.3,12.5,20.0,97.9,2.7
11028,2016,39.6,20.6,13.0,19.9,97.8,2.7
11028,2017,40.0,20.5,13.4,19.7,97.5,2.7
11028,2018,40.5,20.6,14.2,19.3,97.4,2.7
11028,2019,41.0,20.8,14.7,18.9,96.9,2.7
11028,2020,41.4,21.2,15.3,18.5,97.1,2.7
11028,2021,41.8,21.7,15.9,18.1,97.1,2.7
11028,2022,42.2,22.5,16.7,17.5,97.2,2.6
11028,2023,42.8,22.8,17.5,16.9,97.1,2.6
11030,2015,39.7,25.2,14.5,19.2,96.5,2.6
11030,2016,40.0,24.8,14.8,19.4,96.4,2.6
11030,2017,40.4,25.7,15.2,19.3,96.4,2.6
11030,2018,40.8,25.8,15.7,19.1,96.1,2.6
11030,2019,41.2,26.3,16.1,18.9,95.6,2.6
11030,2020,41.7,26.9,16.6,18.5,95.9,2.6
11030,2021,42.1,27.6,17.1,18.1,95.7,2.5
11030,2022,42.6,27.8,17.7,17.6,95.0,2.5
11030,2023,42.9,28.2,18.3,17.4,94.5,2.5
11031,2015,39.9,21.7,14.7,20.0,98.9,2.8
11031,2016,40.3,21.0,15.1,19.8,98.9,2.8
11031,2017,40.8,22.3,15.7,19.5,98.9,2.7
11031,2018,41.3,22.0,16.3,19.3,98.8,2.7
11031,2019,41.7,21.9,16.8,18.9,98.6,2.7
11031,2020,42.2,22.0,17.5,18.5,98.5,2.7
11031,2021,42.7,22.7,18.2,18.1,98.4,2.7
11031,2022,43.1,22.8,18.9,17.6,98.3,2.7
11031,2023,43.5,23.5,19.7,17.1,98.2,2.6
11032,2015,39.3,23.7,13.9,19.7,98.9,2.7
11032,2016,39.6,23.5,14.4,19.7,98.9,2.8
11032,2017,39.9,24.1,14.8,19.8,98.7,2.7
11032,2018,40.2,24.4,15.2,19.9,98.5,2.7
11032,2019,40.6,24.7,15.6,19.7,98.2,2.7
11032,2020,40.9,24.9,16.1,19.6,98.2,2.7
11032,2021,41.2,25.4,16.5,19.4,98.1,2.7
11032,2022,41.6,23.6,17.2,19.1,98.0,2.7
11032,2023,42.0,23.4,17.8,18.7,97.9,2.7
11033,2015,38.8,24.3,14.1,21.1,88.8,2.8
11033,2016,38.9,22.9,14.3,21.3,88.8,2.8
11033,2017,38.9,24.5,14.2,21.5,88.4,2.8
11033,2018,39.2,24.7,14.4,21.4,87.8,2.8
11033,2019,39.5,25.0,14.7,21.1,87.0,2.8
11033,2020,39.9,24.9,14.9,20.8,86.1,2.8
11033,2021,40.2,25.4,15.1,20.5,84.7,2.7
11033,2022,40.6,25.9,15.5,20.0,82.8,2.7
11033,2023,40.9,26.4,15.8,19.5,82.3,2.7
12009,2015,38.8,30.2,13.8,20.5,85.2,2.5
12009,2016,39.1,29.8,14.1,20.4,85.9,2.5
12009,2017,39.3,30.7,14.2,20.6,85.7,2.5
12009,2018,39.5,30.6,14.2,20.7,85.2,2.5
12009,2019,39.7,30.4,14.3,20.4,84.6,2.5
12009,2020,40.0,30.2,14.2,20.2,84.6,2.5
12009,2021,40.2,30.2,14.3,20.2,83.9,2.5
12009,2022,40.4,30.3,14.4,20.1,82.8,2.5
12009,2023,40.6,29.8,14.7,19.9,82.1,2.5
12027,2015,41.1,25.9,17.2,19.1,78.8,2.6
12027,2016,41.4,25.6,17.6,19.2,79.4,2.6
12027,2017,41.6,26.4,17.9,19.1,78.9,2.6
12027,2018,41.8,26.9,18.1,19.1,78.4,2.6
12027,2019,41.9,27.8,18.4,19.0,77.5,2.6
12027,2020,42.2,28.3,18.8,18.8,77.3,2.6
12027,2021,42.4,28.4,19.0,18.9,77.2,2.6
12027,2022,42.3,28.7,19.0,18.8,76.1,2.6
12027,2023,42.5,28.8,19.2,18.3,75.1,2.6
12032,2015,40.5,27.8,16.4,20.0,84.1,2.6
12032,2016,40.8,27.2,16.8,20.1,84.7,2.6
12032,2017,41.2,28.2,17.1,19.8,84.4,2.6
12032,2018,41.5,28.3,17.2,19.7,84.3,2.6
12032,2019,41.7,28.4,17.2,19.4,83.3,2.6
12032,2020,42.1,28.4,17.5,19.0,83.5,2.6
12032,2021,42.3,28.9,17.7,18.7,83.4,2.5
12032,2022,42.3,28.9,17.8,18.4,82.5,2.5
12032,2023,42.4,29.3,18.0,18.2,81.2,2.5
12040,2015,41.4,28.3,17.3,18.5,84.1,2.5
12040,2016,41.7,28.1,17.7,18.5,85.0,2.5
12040,2017,42.0,28.8,18.1,18.4,84.4,2.5
12040,2018,42.3,29.0,18.4,18.3,84.0,2.5
12040,2019,42.5,29.0,18.5,18.0,82.9,2.5
12040,2020,42.9,29.3,19.0,17.7,83.0,2.5
12040,2021,43.2,29.8,19.3,17.4,83.3,2.5
12040,2022,43.2,30.0,19.3,17.3,81.8,2.5
12040,2023,43.3,29.8,19.5,17.1,80.4,2.5
12084,2015,40.1,27.1,15.3,19.6,87.6,2.5
12084,2016,40.4,26.7,15.6,19.8,88.2,2.5
12084,2017,40.6,26.6,16.0,19.7,88.2,2.5
