cod_ine,anio,pct_renta_alta_200,pct_renta_baja_60
13087,2018,6.8,27.1
13087,2019,6.2,27.3
13087,2020,6.6,27.8
13087,2021,6.3,26.6
13087,2022,5.7,27.7
13087,2023,4.9,28.9
14021,2015,11.5,25.7
14021,2016,12.1,24.8
14021,2017,11.1,24.6
14021,2018,10.6,23.7
14021,2019,10.0,23.3
14021,2020,10.7,23.2
14021,2021,10.4,21.9
14021,2022,9.4,23.2
14021,2023,8.5,23.0
14038,2015,3.7,36.8
14038,2016,4.0,34.7
14038,2017,3.6,34.0
14038,2018,3.6,31.4
14038,2019,3.2,31.4
14038,2020,3.5,32.2
14038,2021,3.5,28.5
14038,2022,3.2,30.3
14038,2023,2.9,29.9
14056,2015,3.3,33.9
14056,2016,4.0,32.6
14056,2017,3.5,31.7
14056,2018,3.2,30.9
14056,2019,3.0,30.0
14056,2020,3.3,30.4
14056,2021,3.4,28.3
14056,2022,3.0,30.4
14056,2023,2.9,30.2
15002,2015,12.3,19.2
15002,2016,13.2,17.9
15002,2017,11.7,17.8
15002,2018,11.0,18.2
15002,2019,10.4,18.0
15002,2020,10.8,17.8
15002,2021,10.6,16.5
15002,2022,9.9,17.0
15002,2023,8.9,17.0
15005,2015,6.9,20.6
15005,2016,7.8,19.4
15005,2017,7.3,19.1
15005,2018,6.8,18.8
15005,2019,6.4,18.8
15005,2020,6.5,19.2
15005,2021,6.5,18.7
15005,2022,6.0,19.7
15005,2023,5.9,19.8
15019,2015,5.0,24.0
15019,2016,5.5,22.6
15019,2017,4.8,22.4
15019,2018,4.7,19.5
15019,2019,4.6,19.7
15019,2020,5.1,19.8
15019,2021,4.9,19.0
15019,2022,4.5,19.9
15019,2023,4.1,19.7
15030,2015,18.1,16.8
15030,2016,19.0,16.2
15030,2017,17.4,16.5
15030,2018,16.7,16.5
15030,2019,16.0,16.8
15030,2020,16.2,16.9
15030,2021,15.5,16.7
15030,2022,14.2,17.8
15030,2023,13.4,18.0
15031,2015,11.9,17.2
15031,2016,12.4,16.2
15031,2017,10.9,16.8
15031,2018,10.3,16.7
15031,2019,9.5,16.7
15031,2020,10.0,16.6
15031,2021,9.5,16.2
15031,2022,8.5,16.9
15031,2023,8.0,17.2
15036,2015,12.1,18.6
15036,2016,12.8,18.6
15036,2017,11.2,19.1
15036,2018,10.5,18.5
15036,2019,10.6,18.6
15036,2020,10.5,19.1
15036,2021,9.6,19.6
15036,2022,8.5,20.1
15036,2023,7.6,21.1
15054,2015,7.1,18.0
15054,2016,7.8,16.7
15054,2017,6.6,16.9
15054,2018,6.5,16.3
15054,2019,6.9,16.4
15054,2020,6.6,16.0
15054,2021,6.3,16.4
15054,2022,5.1,17.3
15054,2023,4.6,17.9
15058,2015,22.9,15.1
15058,2016,24.6,14.1
15058,2017,23.0,14.0
15058,2018,22.1,13.8
15058,2019,21.6,13.2
15058,2020,21.8,13.0
15058,2021,21.2,12.9
15058,2022,20.7,13.2
15058,2023,19.6,13.0
15073,2015,6.0,22.2
15073,2016,6.6,20.6
15073,2017,6.4,20.9
15073,2018,6.0,20.5
15073,2019,5.3,20.2
15073,2020,5.4,20.2
15073,2021,5.5,19.8
15073,2022,5.1,21.0
15073,2023,4.5,21.3
15078,2015,19.1,14.8
15078,2016,19.9,13.8
15078,2017,18.8,13.7
15078,2018,17.6,13.9
15078,2019,17.2,13.8
15078,2020,17.6,14.7
15078,2021,17.3,14.2
15078,2022,16.1,14.6
15078,2023,14.9,15.1
16078,2015,14.2,20.4
16078,2016,14.6,20.6
16078,2017,13.7,19.4
16078,2018,12.6,18.8
16078,2019,12.2,18.2
16078,2020,13.0,17.7
16078,2021,12.7,17.0
16078,2022,10.3,18.8
16078,2023,9.3,20.0
17023,2015,9.8,23.4
17023,2016,10.3,21.0
17023,2017,9.4,20.6
17023,2018,9.0,20.0
17023,2019,8.5,19.9
17023,2020,8.8,23.2
17023,2021,8.1,21.6
17023,2022,6.9,21.7
17023,2023,6.4,21.4
17066,2015,9.7,29.8
17066,2016,10.3,28.2
17066,2017,9.3,29.0
17066,2018,8.5,27.8
17066,2019,7.8,27.5
17066,2020,7.8,28.5
17066,2021,7.6,28.0
17066,2022,6.1,28.0
17066,2023,5.5,28.0
17079,2015,20.8,19.7
17079,2016,22.0,18.3
17079,2017,20.4,18.2
17079,2018,19.3,18.2
17079,2019,18.7,18.1
17079,2020,19.0,17.9
17079,2021,18.6,16.7
17079,2022,16.3,17.4
17079,2023,14.7,18.1
17095,2015,7.6,29.4
17095,2016,8.5,28.3
17095,2017,7.9,27.3
17095,2018,7.4,27.2
17095,2019,7.0,27.1
17095,2020,6.4,34.2
17095,2021,6.7,29.0
17095,2022,6.0,29.1
17095,2023,5.5,29.3
17114,2015,12.9,17.0
17114,2016,13.8,15.7
17114,2017,12.8,13.8
17114,2018,12.2,13.5
17114,2019,11.1,14.3
17114,2020,11.3,13.8
17114,2021,10.9,13.1
17114,2022,9.3,14.1
17114,2023,8.0,15.7
17155,2015,5.7,36.9
17155,2016,6.2,36.0
17155,2017,5.4,34.5
17155,2018,4.8,33.1
17155,2019,4.6,32.1
17155,2020,4.9,32.4
17155,2021,4.3,31.2
17155,2022,3.5,32.7
17155,2023,2.8,31.9
18017,2015,4.9,40.6
18017,2016,5.1,38.7
18017,2017,4.7,37.8
18017,2018,4.3,36.1
18017,2019,4.2,34.4
18017,2020,4.7,36.5
18017,2021,4.7,34.4
18017,2022,4.3,35.3
18017,2023,4.1,34.6
18087,2015,17.4,25.7
18087,2016,18.4,24.8
18087,2017,16.8,24.8
18087,2018,16.2,24.4
18087,2019,15.3,24.4
18087,2020,15.8,25.1
18087,2021,15.5,23.9
18087,2022,14.2,24.6
18087,2023,13.2,24.3
18140,2015,5.2,34.8
18140,2016,5.6,33.8
18140,2017,5.1,32.9
18140,2018,5.0,31.0
18140,2019,4.6,30.2
18140,2020,4.9,29.6
18140,2021,4.9,29.5
18140,2022,4.2,31.0
18140,2023,3.8,30.8
19046,2015,9.9,21.4
19046,2016,10.1,18.8
19046,2017,9.4,18.0
19046,2018,8.5,17.2
19046,2019,7.9,16.8
19046,2020,8.1,17.4
19046,2021,7.7,16.7
19046,2022,6.5,17.2
19046,2023,5.7,16.9
19130,2015,16.5,18.0
19130,2016,17.0,16.9
19130,2017,15.7,16.8
19130,2018,14.8,16.0
19130,2019,14.3,16.7
19130,2020,14.5,16.6
19130,2021,13.9,16.1
19130,2022,11.8,17.5
19130,2023,10.6,18.1
20030,2016,24.8,13.4
20030,2017,22.0,12.8
20030,2018,20.9,13.2
20030,2019,18.5,14.1
20030,2020,18.7,13.6
20030,2021,17.5,14.3
20030,2022,17.0,15.0
20030,2023,15.7,12.6
20045,2016,16.8,17.3
20045,2017,14.7,16.2
20045,2018,13.8,15.5
20045,2019,13.0,15.9
20045,2020,13.6,16.1
20045,2021,12.5,16.3
20045,2022,12.0,16.7
20045,2023,11.2,14.8
20067,2016,14.4,12.2
20067,2017,12.0,11.9
20067,2018,11.2,11.6
20067,2019,10.6,11.8
20067,2020,11.2,12.4
20067,2021,10.0,13.2
20067,2022,9.3,13.4
20067,2023,8.1,12.5
20069,2016,32.7,11.1
20069,2017,30.6,10.5
20069,2018,29.0,10.3
20069,2019,28.0,10.4
20069,2020,27.7,11.1
20069,2021,26.7,11.2
20069,2022,26.1,11.6
20069,2023,24.6,9.5
21041,2015,10.1,28.1
21041,2016,10.8,27.2
21041,2017,9.7,26.5
21041,2018,9.0,25.6
21041,2019,8.5,24.9
21041,2020,8.9,25.1
21041,2021,8.4,24.3
21041,2022,7.4,25.8
21041,2023,6.6,26.0
21044,2015,3.3,39.9
21044,2016,3.6,36.3
21044,2017,3.3,34.5
21044,2018,3.1,33.9
21044,2019,3.1,31.2
21044,2020,3.3,30.4
21044,2021,3.3,29.6
21044,2022,2.6,31.2
21044,2023,2.5,31.4
22125,2015,15.4,17.7
22125,2016,16.0,16.7
22125,2017,15.0,16.2
22125,2018,13.8,15.2
22125,2019,12.8,15.8
22125,2020,13.3,16.5
22125,2021,12.2,15.6
22125,2022,10.4,17.1
22125,2023,9.5,18.3
23005,2015,4.2,35.4
23005,2016,4.9,32.4
23005,2017,4.3,32.1
23005,2018,4.1,30.6
23005,2019,3.6,31.0
23005,2020,4.0,30.8
23005,2021,3.8,29.7
23005,2022,3.4,31.4
23005,2023,3.2,30.9
23050,2015,12.9,21.6
23050,2016,14.1,20.4
23050,2017,12.6,20.5
23050,2018,12.0,20.0
23050,2019,11.2,19.8
23050,2020,11.9,20.3
23050,2021,11.6,19.1
23050,2022,10.2,20.4
23050,2023,9.2,21.0
23055,2015,6.3,28.5
23055,2016,7.4,27.1
23055,2017,6.5,27.3
23055,2018,6.0,27.1
23055,2019,5.8,26.4
23055,2020,6.3,26.6
23055,2021,6.3,25.4
23055,2022,5.3,27.0
23055,2023,4.7,27.7
23092,2015,8.0,28.7
23092,2016,9.1,26.4
23092,2017,8.2,27.0
23092,2018,7.8,25.4
23092,2019,7.1,26.0
23092,2020,8.0,26.4
23092,2021,8.0,24.5
23092,2022,6.9,27.1
23092,2023,6.3,27.0
24089,2015,18.1,17.4
24089,2016,18.5,17.3
24089,2017,16.8,16.9
24089,2018,15.7,16.6
24089,2019,14.6,17.0
24089,2020,15.2,16.9
24089,2021,14.1,16.6
24089,2022,12.6,17.9
24089,2023,11.6,18.4
24115,2015,10.8,22.0
24115,2016,11.3,21.0
24115,2017,10.1,21.0
24115,2018,9.5,20.3
24115,2019,9.1,20.0
24115,2020,9.4,20.0
24115,2021,8.4,19.1
24115,2022,7.7,20.5
24115,2023,6.7,20.9
24142,2015,8.3,19.4
24142,2016,9.4,18.7
24142,2017,8.1,18.1
24142,2018,7.6,17.7
24142,2019,7.1,17.4
24142,2020,7.6,17.8
24142,2021,6.9,17.1
24142,2022,5.9,18.6
24142,2023,5.3,18.9
25120,2015,15.4,24.2
25120,2016,16.3,22.3
25120,2017,15.0,21.4
25120,2018,14.2,21.5
25120,2019,13.9,21.1
25120,2020,14.3,20.5
25120,2021,13.7,20.0
25120,2022,11.7,21.9
25120,2023,10.5,22.4
26089,2015,15.8,18.1
26089,2016,17.4,16.8
26089,2017,15.5,16.5
26089,2018,14.7,15.5
26089,2019,14.0,15.7
26089,2020,13.8,16.1
26089,2021,13.1,15.4
26089,2022,11.7,16.2
26089,2023,10.8,16.6
27028,2015,13.6,19.8
27028,2016,14.3,19.0
27028,2017,13.0,19.3
27028,2018,12.3,19.1
27028,2019,11.7,19.2
27028,2020,12.2,19.2
27028,2021,11.5,19.0
27028,2022,10.4,20.3
27028,2023,9.3,21.0
28005,2015,14.9,19.4
28005,2016,15.3,20.3
28005,2017,14.6,16.9
28005,2018,13.9,16.4
28005,2019,13.2,16.0
28005,2020,14.0,16.3
28005,2021,13.3,15.9
28005,2022,12.3,16.7
28005,2023,11.2,16.8
28006,2015,28.5,15.4
28006,2016,29.7,15.0
28006,2017,28.4,14.8
28006,2018,27.8,14.8
28006,2019,27.2,14.8
28006,2020,27.0,15.3
28006,2021,26.8,14.4
28006,2022,25.8,15.4
28006,2023,24.9,15.9
28007,2015,16.4,16.1
28007,2016,16.6,16.7
28007,2017,15.4,15.3
28007,2018,14.5,14.7
28007,2019,13.8,14.6
28007,2020,14.1,15.0
28007,2021,13.7,14.4
28007,2022,12.1,15.5
28007,2023,11.1,16.0
28013,2015,12.9,22.3
28013,2016,13.1,22.3
28013,2017,11.8,20.7
28013,2018,11.3,20.5
28013,2019,10.9,20.4
28013,2020,11.2,20.5
28013,2021,10.8,19.8
28013,2022,9.5,20.5
28013,2023,8.8,21.7
28014,2015,10.1,21.4
28014,2016,11.1,20.2
28014,2017,9.9,18.7
28014,2018,9.2,18.4
28014,2019,8.8,18.0
28014,2020,8.9,18.5
28014,2021,8.5,17.6
28014,2022,7.9,18.0
28014,2023,7.2,18.1
28022,2015,48.2,10.2
28022,2016,49.3,9.0
28022,2017,47.7,8.9
28022,2018,47.2,8.4
28022,2019,46.9,8.2
28022,2020,47.3,8.2
28022,2021,48.2,7.4
28022,2022,46.6,6.9
28022,2023,45.9,6.8
28045,2015,22.1,15.9
28045,2016,22.8,15.4
28045,2017,21.1,14.9
28045,2018,20.7,14.2
28045,2019,20.2,13.8
28045,2020,20.5,14.1
28045,2021,20.3,13.2
28045,2022,19.2,13.9
28045,2023,18.5,14.0
28047,2015,14.7,21.9
28047,2016,15.0,22.5
28047,2017,13.6,20.9
28047,2018,12.6,20.4
28047,2019,12.3,19.9
28047,2020,12.3,20.0
28047,2021,12.1,19.4
28047,2022,10.8,20.2
28047,2023,9.9,21.0
28049,2015,13.7,19.3
28049,2016,14.4,19.0
28049,2017,13.7,15.8
28049,2018,12.9,15.1
28049,2019,12.3,14.2
28049,2020,12.4,14.7
28049,2021,11.6,14.4
28049,2022,10.4,14.9
28049,2023,9.4,15.2
28058,2015,7.1,22.3
28058,2016,7.5,22.0
28058,2017,6.6,19.8
28058,2018,6.2,19.0
28058,2019,6.1,18.4
28058,2020,6.3,18.4
28058,2021,6.1,17.3
28058,2022,5.4,17.7
28058,2023,4.8,17.8
28061,2015,21.8,21.3
28061,2016,22.6,21.4
28061,2017,20.7,19.9
28061,2018,20.0,19.2
28061,2019,19.3,18.8
28061,2020,19.8,18.6
28061,2021,19.4,17.6
28061,2022,18.2,17.9
28061,2023,17.4,17.9
28065,2015,15.8,17.9
28065,2016,16.2,17.5
28065,2017,15.0,16.5
28065,2018,14.7,16.0
28065,2019,14.1,15.5
28065,2020,14.9,14.9
28065,2021,14.5,14.3
28065,2022,13.4,15.1
28065,2023,12.2,15.8
28074,2015,11.9,18.1
28074,2016,12.6,17.1
28074,2017,11.4,17.1
28074,2018,10.8,16.9
28074,2019,10.4,16.7
28074,2020,10.7,16.5
28074,2021,10.3,16.0
28074,2022,9.1,17.7
28074,2023,8.3,18.8
28079,2015,26.8,17.5
28079,2016,27.7,16.8
28079,2017,26.1,17.3
28079,2018,25.4,17.1
28079,2019,24.6,17.2
28079,2020,24.8,17.7
28079,2021,24.1,17.0
28079,2022,22.8,18.0
28079,2023,21.5,18.6
28080,2015,43.3,12.0
28080,2016,44.1,11.9
28080,2017,42.9,11.7
28080,2018,42.2,11.4
28080,2019,41.2,11.3
28080,2020,40.7,11.4
28080,2021,40.2,11.0
28080,2022,38.9,11.5
28080,2023,37.5,11.9
28092,2015,10.4,19.8
28092,2016,10.9,19.0
28092,2017,9.6,18.4
28092,2018,9.0,18.0
28092,2019,8.5,17.5
28092,2020,8.9,17.7
28092,2021,8.5,16.8
28092,2022,7.3,18.0
28092,2023,6.7,18.6
28096,2015,13.0,22.0
28096,2016,13.4,21.7
28096,2017,12.2,19.4
28096,2018,11.5,19.3
28096,2019,10.9,18.7
28096,2020,11.5,18.5
28096,2021,10.9,17.4
28096,2022,9.9,18.0
28096,2023,9.0,18.3
28106,2015,6.1,29.2
28106,2016,6.3,28.6
28106,2017,5.5,27.0
28106,2018,5.1,26.1
28106,2019,4.6,26.3
28106,2020,4.7,26.2
28106,2021,4.6,25.4
28106,2022,3.9,26.7
28106,2023,3.4,27.2
28113,2015,14.5,16.1
28113,2016,14.6,16.2
28113,2017,13.6,14.5
28113,2018,12.9,14.4
28113,2019,12.7,13.9
28113,2020,13.0,14.0
28113,2021,12.7,13.2
28113,2022,11.5,14.0
28113,2023,10.2,14.9
28115,2015,52.1,9.3
28115,2016,53.6,8.9
28115,2017,52.1,8.9
28115,2018,51.6,8.7
28115,2019,50.8,8.5
28115,2020,50.9,8.4
28115,2021,50.9,8.1
28115,2022,50.4,8.3
28115,2023,48.7,8.5
28123,2015,24.5,13.8
28123,2016,25.9,12.8
28123,2017,24.0,12.1
28123,2018,23.3,11.5
28123,2019,22.8,10.8
28123,2020,23.2,10.7
28123,2021,23.0,9.9
28123,2022,21.6,10.3
28123,2023,20.6,10.1
28127,2015,45.5,9.6
28127,2016,46.0,9.7
28127,2017,44.4,9.2
28127,2018,43.4,9.0
28127,2019,42.1,8.8
28127,2020,42.0,8.5
28127,2021,41.6,8.3
28127,2022,40.4,8.4
28127,2023,38.8,8.3
28130,2015,11.5,17.4
28130,2016,12.5,16.2
28130,2017,11.0,15.1
28130,2018,10.6,14.2
28130,2019,9.7,13.4
28130,2020,10.2,14.1
28130,2021,9.8,14.1
28130,2022,8.4,14.5
28130,2023,7.6,14.2
28134,2015,23.2,14.5
28134,2016,24.5,13.5
28134,2017,23.2,13.2
28134,2018,22.6,13.4
28134,2019,22.0,12.9
28134,2020,22.4,13.0
28134,2021,22.1,12.3
28134,2022,21.3,13.2
28134,2023,20.1,13.6
28148,2015,11.5,20.7
28148,2016,11.7,21.9
28148,2017,11.1,18.3
28148,2018,10.4,17.7
28148,2019,10.1,17.0
28148,2020,10.2,17.5
28148,2021,10.0,16.7
28148,2022,9.1,17.1
28148,2023,8.2,17.1
28161,2015,14.2,16.2
28161,2016,15.1,16.1
28161,2017,13.6,14.6
28161,2018,12.7,14.4
28161,2019,12.1,13.9
28161,2020,12.8,13.7
28161,2021,12.3,13.3
28161,2022,11.2,14.1
28161,2023,10.3,14.3
28181,2015,36.1,11.6
28181,2016,37.5,10.9
28181,2017,36.0,10.9
28181,2018,35.0,11.3
28181,2019,34.0,10.7
28181,2020,34.2,10.6
28181,2021,34.4,9.9
28181,2022,32.8,10.5
28181,2023,32.4,10.9
28903,2015,43.1,8.3
28903,2016,44.3,7.7
28903,2017,41.3,7.5
28903,2018,40.3,7.1
28903,2019,39.3,6.8
28903,2020,39.6,6.5
28903,2021,38.8,6.0
28903,2022,37.0,6.1
28903,2023,35.3,6.4
29007,2015,9.8,25.8
29007,2016,10.4,24.5
29007,2017,9.6,23.6
29007,2018,9.3,22.3
29007,2019,8.9,20.9
29007,2020,9.4,21.2
29007,2021,9.9,19.6
29007,2022,9.3,19.2
29007,2023,9.3,18.9
29015,2015,7.0,26.2
29015,2016,7.3,25.1
29015,2017,6.4,24.4
29015,2018,6.1,22.9
29015,2019,6.0,22.9
29015,2020,5.8,23.3
29015,2021,5.7,22.1
29015,2022,5.1,23.2
29015,2023,4.7,22.9
29025,2015,9.8,34.0
29025,2016,10.5,31.7
29025,2017,9.9,30.1
29025,2018,9.6,28.8
29025,2019,9.1,28.8
29025,2020,8.5,31.4
29025,2021,8.8,30.0
29025,2022,8.3,29.8
29025,2023,8.0,29.2
29051,2015,6.2,33.0
29051,2016,6.5,31.7
29051,2017,6.2,29.8
29051,2018,6.2,28.1
29051,2019,5.9,28.0
29051,2020,6.0,29.5
29051,2021,6.3,27.9
29051,2022,6.3,27.6
29051,2023,6.0,27.3
29054,2015,7.5,38.4
29054,2016,7.8,38.4
29054,2017,7.9,34.8
29054,2018,7.4,35.0
29054,2019,6.9,34.9
29054,2020,6.9,36.7
29054,2021,6.9,35.2
29054,2022,6.5,35.6
29054,2023,6.1,34.5
29067,2015,10.1,29.7
29067,2016,11.0,28.3
29067,2017,10.0,27.9
29067,2018,9.7,26.4
29067,2019,9.4,25.7
29067,2020,9.6,26.3
29067,2021,9.5,25.4
29067,2022,8.9,25.6
29067,2023,8.4,24.8
29069,2015,8.5,31.5
29069,2016,8.9,29.9
29069,2017,8.2,29.4
29069,2018,8.1,28.3
29069,2019,7.8,28.5
29069,2020,7.5,30.8
29069,2021,8.2,28.4
29069,2022,8.4,28.4
29069,2023,7.9,28.0
29070,2015,5.3,39.1
29070,2016,5.3,38.3
29070,2017,5.2,36.4
29070,2018,5.1,35.1
29070,2019,4.9,34.0
29070,2020,4.7,36.6
29070,2021,5.3,34.0
29070,2022,5.0,33.2
29070,2023,4.9,32.0
29082,2015,13.1,24.5
29082,2016,14.5,22.6
29082,2017,12.7,22.2
29082,2018,12.1,20.7
29082,2019,11.7,19.6
29082,2020,12.2,19.7
29082,2021,12.7,19.0
29082,2022,12.2,20.4
29082,2023,11.5,19.7
29084,2015,7.9,28.3
29084,2016,8.9,26.6
29084,2017,7.9,25.8
29084,2018,7.4,24.9
29084,2019,6.7,23.8
29084,2020,6.9,26.4
29084,2021,6.9,24.5
29084,2022,6.3,25.2
29084,2023,6.0,25.1
29094,2015,6.4,36.4
29094,2016,6.8,35.3
29094,2017,6.1,33.0
29094,2018,5.9,31.2
29094,2019,5.6,29.7
29094,2020,5.9,29.8
29094,2021,6.0,28.3
29094,2022,5.3,29.3
29094,2023,5.1,28.8
29901,2015,10.6,31.8
29901,2016,11.4,31.0
29901,2017,10.2,30.1
29901,2018,9.6,29.2
29901,2019,9.2,28.7
29901,2020,9.0,30.8
29901,2021,8.9,28.9
29901,2022,8.6,28.9
29901,2023,8.3,27.4
30003,2015,4.6,31.9
30003,2016,4.9,30.2
30003,2017,4.5,28.6
30003,2018,4.1,28.6
30003,2019,3.8,28.7
30003,2020,4.2,28.2
30003,2021,4.4,28.6
30003,2022,3.9,29.3
30003,2023,3.7,29.6
30005,2015,5.7,31.5
30005,2016,5.9,30.3
30005,2017,5.1,28.9
30005,2018,4.7,28.2
30005,2019,4.8,28.2
30005,2020,5.2,27.5
30005,2021,4.9,27.6
30005,2022,4.0,29.7
30005,2023,3.7,30.0
30015,2015,4.9,30.5
30015,2016,5.2,30.4
30015,2017,4.6,27.5
30015,2018,4.4,26.8
30015,2019,4.3,26.5
30015,2020,5.0,25.8
30015,2021,4.5,24.9
30015,2022,3.9,27.5
30015,2023,3.8,27.7
30016,2015,9.7,27.3
30016,2016,10.4,25.6
30016,2017,9.3,25.6
30016,2018,8.6,24.8
30016,2019,8.4,25.0
30016,2020,8.8,24.9
30016,2021,8.7,24.6
30016,2022,7.6,25.8
30016,2023,6.8,26.1
30019,2015,4.8,28.1
30019,2016,4.8,27.3
30019,2017,4.3,25.7
30019,2018,4.3,25.1
30019,2019,3.8,25.1
30019,2020,4.6,23.6
30019,2021,4.1,23.9
30019,2022,3.6,26.1
30019,2023,3.1,26.6
30022,2015,4.0,35.2
30022,2016,3.6,33.5
30022,2017,3.5,31.1
30022,2018,3.1,30.3
30022,2019,3.0,29.6
30022,2020,3.2,28.4
30022,2021,2.9,28.5
30022,2022,2.7,31.3
30022,2023,2.5,32.4
30024,2015,5.7,26.8
30024,2016,5.9,25.9
30024,2017,5.5,25.5
30024,2018,4.9,25.6
30024,2019,4.9,25.8
30024,2020,5.1,24.8
30024,2021,4.9,25.2
30024,2022,4.2,27.3
30024,2023,4.1,27.8
30026,2015,3.3,37.5
30026,2016,3.3,37.4
30026,2017,3.2,33.2
30026,2018,2.9,33.8
30026,2019,3.0,32.4
30026,2020,3.1,32.2
30026,2021,3.1,33.3
30026,2022,2.6,35.3
30026,2023,2.3,35.7
30027,2015,10.8,25.1
30027,2016,11.5,24.7
30027,2017,10.7,22.4
30027,2018,10.3,21.9
30027,2019,9.8,21.9
30027,2020,10.3,21.2
30027,2021,10.3,21.2
30027,2022,8.9,22.9
30027,2023,8.5,23.1
30030,2015,12.3,26.0
30030,2016,13.0,24.4
30030,2017,11.9,24.0
30030,2018,11.1,23.9
30030,2019,10.8,23.7
30030,2020,11.3,23.4
30030,2021,11.1,23.1
30030,2022,9.9,24.3
30030,2023,9.1,24.4
30035,2015,8.7,30.7
30035,2016,8.9,29.3
30035,2017,7.8,28.3
30035,2018,7.5,28.6
30035,2019,7.1,28.0
30035,2020,7.5,27.8
30035,2021,7.3,28.1
30035,2022,6.5,30.5
30035,2023,6.3,30.6
30037,2015,4.8,32.7
30037,2016,4.7,32.1
30037,2017,4.2,31.3
30037,2018,3.8,30.9
30037,2019,3.9,30.7
30037,2020,4.0,29.9
30037,2021,4.0,30.5
30037,2022,3.3,33.5
30037,2023,3.5,33.4
30039,2015,3.4,24.5
30039,2016,3.6,25.3
30039,2017,3.3,22.8
30039,2018,2.9,23.2
30039,2019,2.9,23.5
30039,2020,3.2,22.9
30039,2021,3.2,22.4
30039,2022,2.7,25.0
30039,2023,2.2,25.2
30043,2015,3.7,32.0
30043,2016,4.5,28.1
30043,2017,3.9,27.8
30043,2018,3.8,26.9
30043,2019,3.8,26.4
30043,2020,3.9,25.1
30043,2021,4.0,24.1
30043,2022,3.9,26.4
30043,2023,3.6,27.1
31201,2021,16.8,16.4
31201,2022,15.5,17.1
31201,2023,14.3,17.9
31232,2021,11.0,18.8
31232,2022,9.9,19.8
31232,2023,8.9,22.0
32054,2015,13.7,20.3
32054,2016,14.1,19.6
32054,2017,12.7,19.8
32054,2018,11.8,19.9
32054,2019,11.3,20.3
32054,2020,11.6,20.2
32054,2021,10.9,20.3
32054,2022,9.7,21.8
32054,2023,8.8,21.7
33004,2015,13.4,16.1
33004,2016,14.1,15.7
33004,2017,12.8,15.9
33004,2018,11.6,15.9
33004,2019,10.7,15.9
33004,2020,10.6,16.3
33004,2021,10.0,16.1
33004,2022,8.9,16.9
33004,2023,8.1,17.8
33024,2015,15.4,17.0
33024,2016,15.9,16.7
33024,2017,14.5,16.5
33024,2018,13.5,16.5
33024,2019,12.7,16.5
33024,2020,12.9,16.7
33024,2021,12.3,16.5
33024,2022,11.0,17.4
33024,2023,10.0,18.1
33031,2015,9.9,17.9
33031,2016,10.3,17.1
33031,2017,9.3,17.9
33031,2018,8.0,17.8
33031,2019,7.5,18.2
33031,2020,7.3,18.2
33031,2021,6.5,19.1
33031,2022,5.4,19.5
33031,2023,4.7,20.8
33037,2015,11.0,16.7
33037,2016,11.4,16.1
33037,2017,9.7,16.3
33037,2018,8.8,16.5
33037,2019,8.4,15.9
33037,2020,8.5,16.1
33037,2021,7.7,16.1
33037,2022,6.5,16.8
33037,2023,5.2,17.9
33044,2015,20.1,17.1
33044,2016,20.9,16.4
33044,2017,19.0,16.7
33044,2018,17.9,16.6
33044,2019,16.9,16.7
33044,2020,17.0,17.0
33044,2021,16.2,16.3
33044,2022,14.4,17.5
33044,2023,13.0,18.2
33066,2015,12.9,15.9
33066,2016,14.3,14.9
33066,2017,12.6,15.0
33066,2018,11.7,14.6
33066,2019,11.2,14.8
33066,2020,11.7,14.6
33066,2021,11.2,14.7
33066,2022,10.2,15.3
33066,2023,9.7,15.6
34120,2015,14.2,16.2
34120,2016,15.0,14.9
34120,2017,13.3,15.1
34120,2018,12.3,15.0
34120,2019,11.7,15.1
34120,2020,12.1,15.8
34120,2021,11.2,15.7
34120,2022,9.7,16.9
34120,2023,8.5,17.7
35002,2015,6.5,25.1
35002,2016,7.2,22.9
35002,2017,6.2,21.3
35002,2018,6.0,20.5
35002,2019,5.9,19.6
35002,2020,6.1,21.9
35002,2021,6.0,21.6
35002,2022,5.6,20.8
35002,2023,5.5,19.2
35004,2015,6.2,29.5
35004,2016,6.7,27.4
35004,2017,6.0,25.3
35004,2018,5.8,24.4
35004,2019,5.7,25.2
35004,2020,5.6,30.2
35004,2021,5.3,30.9
35004,2022,4.7,26.5
35004,2023,4.4,25.2
35006,2015,8.4,25.3
35006,2016,9.3,23.4
35006,2017,8.1,22.1
35006,2018,7.9,21.0
35006,2019,7.8,20.8
35006,2020,8.6,20.0
35006,2021,8.4,19.8
35006,2022,7.5,20.4
35006,2023,6.6,19.3
35011,2015,5.0,24.5
35011,2016,5.6,22.2
35011,2017,5.0,21.3
35011,2018,4.9,20.9
35011,2019,4.8,20.6
35011,2020,4.8,22.2
35011,2021,4.9,21.6
35011,2022,4.4,20.8
35011,2023,4.1,19.5
35014,2015,5.6,36.7
35014,2016,5.5,37.9
35014,2017,6.1,32.5
35014,2018,6.2,31.6
35014,2019,6.0,32.2
35014,2020,5.3,37.3
35014,2021,6.4,35.0
35014,2022,6.7,31.4
35014,2023,6.4,30.3
35016,2015,13.8,27.8
35016,2016,14.4,26.5
35016,2017,13.6,25.6
35016,2018,13.3,24.7
35016,2019,13.0,24.2
35016,2020,13.1,24.4
35016,2021,12.8,24.0
35016,2022,12.0,24.4
