cod_ine,anio_externo,alquiler_mediano_mensual,estado,unidad,uso
39075,2023,552.1,observado,EUR/mes,external_validation
39087,2023,450.0,observado,EUR/mes,external_validation
40194,2023,515.7,observado,EUR/mes,external_validation
41004,2023,466.0,observado,EUR/mes,external_validation
41021,2023,500.0,observado,EUR/mes,external_validation
41024,2023,412.5,observado,EUR/mes,external_validation
41034,2023,427.9,observado,EUR/mes,external_validation
41038,2023,530.0,observado,EUR/mes,external_validation
41039,2023,330.0,observado,EUR/mes,external_validation
41053,2023,350.0,observado,EUR/mes,external_validation
41059,2023,641.7,observado,EUR/mes,external_validation
41065,2023,364.0,observado,EUR/mes,external_validation
41069,2023,397.8,observado,EUR/mes,external_validation
41081,2023,485.2,observado,EUR/mes,external_validation
41091,2023,641.3,observado,EUR/mes,external_validation
41095,2023,430.0,observado,EUR/mes,external_validation
42173,2023,500.0,observado,EUR/mes,external_validation
43038,2023,515.8,observado,EUR/mes,external_validation
43123,2023,492.5,observado,EUR/mes,external_validation
43148,2023,550.0,observado,EUR/mes,external_validation
43155,2023,400.0,observado,EUR/mes,external_validation
43163,2023,500.0,observado,EUR/mes,external_validation
43905,2023,500.0,observado,EUR/mes,external_validation
44216,2023,446.2,observado,EUR/mes,external_validation
45081,2023,575.0,observado,EUR/mes,external_validation
45165,2023,400.0,observado,EUR/mes,external_validation
45168,2023,550.0,observado,EUR/mes,external_validation
46005,2023,475.0,observado,EUR/mes,external_validation
46017,2023,420.0,observado,EUR/mes,external_validation
46021,2023,488.5,observado,EUR/mes,external_validation
46029,2023,376.9,observado,EUR/mes,external_validation
46078,2023,500.0,observado,EUR/mes,external_validation
46094,2023,500.0,observado,EUR/mes,external_validation
46102,2023,450.0,observado,EUR/mes,external_validation
46110,2023,467.5,observado,EUR/mes,external_validation
46131,2023,450.0,observado,EUR/mes,external_validation
46145,2023,400.0,observado,EUR/mes,external_validation
46159,2023,480.3,observado,EUR/mes,external_validation
46169,2023,520.2,observado,EUR/mes,external_validation
46181,2023,400.0,observado,EUR/mes,external_validation
46184,2023,360.0,observado,EUR/mes,external_validation
46190,2023,551.6,observado,EUR/mes,external_validation
46220,2023,468.7,observado,EUR/mes,external_validation
46235,2023,392.2,observado,EUR/mes,external_validation
46244,2023,500.0,observado,EUR/mes,external_validation
46250,2023,625.0,observado,EUR/mes,external_validation
47186,2023,500.0,observado,EUR/mes,external_validation
48013,2023,,sin_registro,EUR/mes,external_validation
48015,2023,,sin_registro,EUR/mes,external_validation
48020,2023,,sin_registro,EUR/mes,external_validation
48027,2023,,sin_registro,EUR/mes,external_validation
48036,2023,,sin_registro,EUR/mes,external_validation
48044,2023,,sin_registro,EUR/mes,external_validation
48054,2023,,sin_registro,EUR/mes,external_validation
48078,2023,,sin_registro,EUR/mes,external_validation
48082,2023,,sin_registro,EUR/mes,external_validation
48084,2023,,sin_registro,EUR/mes,external_validation
49275,2023,400.0,observado,EUR/mes,external_validation
50297,2023,510.5,observado,EUR/mes,external_validation
51001,2023,650.0,observado,EUR/mes,external_validation
52001,2023,600.0,observado,EUR/mes,external_validation
01059,2024,721.0,observado,EUR/mes,external_validation
02003,2024,532.9,observado,EUR/mes,external_validation
02009,2024,400.0,observado,EUR/mes,external_validation
02037,2024,350.0,observado,EUR/mes,external_validation
02081,2024,350.0,observado,EUR/mes,external_validation
03009,2024,397.0,observado,EUR/mes,external_validation
03014,2024,607.5,observado,EUR/mes,external_validation
03031,2024,550.0,observado,EUR/mes,external_validation
03047,2024,550.0,observado,EUR/mes,external_validation
03050,2024,653.6,observado,EUR/mes,external_validation
03059,2024,382.9,observado,EUR/mes,external_validation
03063,2024,561.0,observado,EUR/mes,external_validation
03065,2024,482.5,observado,EUR/mes,external_validation
03066,2024,400.6,observado,EUR/mes,external_validation
03082,2024,647.0,observado,EUR/mes,external_validation
03093,2024,400.0,observado,EUR/mes,external_validation
03099,2024,450.0,observado,EUR/mes,external_validation
03104,2024,405.6,observado,EUR/mes,external_validation
03121,2024,500.0,observado,EUR/mes,external_validation
03122,2024,575.0,observado,EUR/mes,external_validation
03133,2024,430.0,observado,EUR/mes,external_validation
03139,2024,500.0,observado,EUR/mes,external_validation
03140,2024,392.8,observado,EUR/mes,external_validation
04013,2024,548.6,observado,EUR/mes,external_validation
04066,2024,398.8,observado,EUR/mes,external_validation
04079,2024,450.0,observado,EUR/mes,external_validation
04902,2024,400.0,observado,EUR/mes,external_validation
05019,2024,475.0,observado,EUR/mes,external_validation
06011,2024,350.0,observado,EUR/mes,external_validation
06015,2024,499.1,observado,EUR/mes,external_validation
06044,2024,370.0,observado,EUR/mes,external_validation
06083,2024,430.0,observado,EUR/mes,external_validation
06153,2024,345.4,observado,EUR/mes,external_validation
07011,2024,762.5,observado,EUR/mes,external_validation
07015,2024,570.4,observado,EUR/mes,external_validation
07026,2024,914.6,observado,EUR/mes,external_validation
07027,2024,648.2,observado,EUR/mes,external_validation
07031,2024,744.1,observado,EUR/mes,external_validation
07032,2024,583.2,observado,EUR/mes,external_validation
07033,2024,550.0,observado,EUR/mes,external_validation
07036,2024,800.0,observado,EUR/mes,external_validation
07040,2024,800.0,observado,EUR/mes,external_validation
07054,2024,893.3,observado,EUR/mes,external_validation
08015,2024,727.6,observado,EUR/mes,external_validation
08019,2024,900.0,observado,EUR/mes,external_validation
08056,2024,907.4,observado,EUR/mes,external_validation
08073,2024,712.3,observado,EUR/mes,external_validation
08077,2024,800.0,observado,EUR/mes,external_validation
08089,2024,833.1,observado,EUR/mes,external_validation
08096,2024,695.0,observado,EUR/mes,external_validation
08101,2024,725.8,observado,EUR/mes,external_validation
08102,2024,534.9,observado,EUR/mes,external_validation
08113,2024,505.0,observado,EUR/mes,external_validation
08114,2024,650.0,observado,EUR/mes,external_validation
08121,2024,668.8,observado,EUR/mes,external_validation
08124,2024,676.8,observado,EUR/mes,external_validation
08125,2024,672.9,observado,EUR/mes,external_validation
08163,2024,570.8,observado,EUR/mes,external_validation
08169,2024,768.1,observado,EUR/mes,external_validation
08172,2024,737.6,observado,EUR/mes,external_validation
08180,2024,666.8,observado,EUR/mes,external_validation
08184,2024,700.0,observado,EUR/mes,external_validation
08187,2024,700.0,observado,EUR/mes,external_validation
08194,2024,736.8,observado,EUR/mes,external_validation
08196,2024,680.5,observado,EUR/mes,external_validation
08200,2024,712.5,observado,EUR/mes,external_validation
08205,2024,1100.0,observado,EUR/mes,external_validation
08211,2024,783.4,observado,EUR/mes,external_validation
08217,2024,803.7,observado,EUR/mes,external_validation
08231,2024,693.1,observado,EUR/mes,external_validation
08245,2024,650.0,observado,EUR/mes,external_validation
08252,2024,722.5,observado,EUR/mes,external_validation
08260,2024,685.0,observado,EUR/mes,external_validation
08263,2024,700.0,observado,EUR/mes,external_validation
08266,2024,752.5,observado,EUR/mes,external_validation
08270,2024,918.0,observado,EUR/mes,external_validation
08279,2024,650.3,observado,EUR/mes,external_validation
08298,2024,580.5,observado,EUR/mes,external_validation
08301,2024,752.0,observado,EUR/mes,external_validation
08305,2024,614.1,observado,EUR/mes,external_validation
08307,2024,701.0,observado,EUR/mes,external_validation
09018,2024,480.0,observado,EUR/mes,external_validation
09059,2024,525.0,observado,EUR/mes,external_validation
09219,2024,485.5,observado,EUR/mes,external_validation
10037,2024,475.0,observado,EUR/mes,external_validation
10148,2024,400.0,observado,EUR/mes,external_validation
11004,2024,500.1,observado,EUR/mes,external_validation
11006,2024,320.9,observado,EUR/mes,external_validation
11012,2024,650.0,observado,EUR/mes,external_validation
11015,2024,463.5,observado,EUR/mes,external_validation
11020,2024,520.0,observado,EUR/mes,external_validation
11022,2024,596.1,observado,EUR/mes,external_validation
11027,2024,550.0,observado,EUR/mes,external_validation
11028,2024,500.0,observado,EUR/mes,external_validation
11030,2024,550.0,observado,EUR/mes,external_validation
11031,2024,500.0,observado,EUR/mes,external_validation
11032,2024,473.0,observado,EUR/mes,external_validation
11033,2024,627.6,observado,EUR/mes,external_validation
12009,2024,420.8,observado,EUR/mes,external_validation
12027,2024,375.0,observado,EUR/mes,external_validation
12032,2024,450.0,observado,EUR/mes,external_validation
12040,2024,500.0,observado,EUR/mes,external_validation
12084,2024,399.1,observado,EUR/mes,external_validation
12126,2024,400.0,observado,EUR/mes,external_validation
12135,2024,457.8,observado,EUR/mes,external_validation
12138,2024,414.7,observado,EUR/mes,external_validation
13005,2024,425.0,observado,EUR/mes,external_validation
13034,2024,448.9,observado,EUR/mes,external_validation
13071,2024,400.0,observado,EUR/mes,external_validation
13082,2024,349.4,observado,EUR/mes,external_validation
13087,2024,363.7,observado,EUR/mes,external_validation
14021,2024,540.0,observado,EUR/mes,external_validation
14038,2024,375.0,observado,EUR/mes,external_validation
14056,2024,358.0,observado,EUR/mes,external_validation
15002,2024,412.0,observado,EUR/mes,external_validation
15005,2024,420.0,observado,EUR/mes,external_validation
15019,2024,340.0,observado,EUR/mes,external_validation
15030,2024,537.8,observado,EUR/mes,external_validation
15031,2024,470.0,observado,EUR/mes,external_validation
15036,2024,400.0,observado,EUR/mes,external_validation
15054,2024,380.0,observado,EUR/mes,external_validation
15058,2024,508.3,observado,EUR/mes,external_validation
15073,2024,350.0,observado,EUR/mes,external_validation
15078,2024,500.0,observado,EUR/mes,external_validation
16078,2024,500.0,observado,EUR/mes,external_validation
17023,2024,547.3,observado,EUR/mes,external_validation
17066,2024,500.0,observado,EUR/mes,external_validation
17079,2024,685.0,observado,EUR/mes,external_validation
17095,2024,517.0,observado,EUR/mes,external_validation
17114,2024,507.5,observado,EUR/mes,external_validation
17155,2024,520.0,observado,EUR/mes,external_validation
18017,2024,500.0,observado,EUR/mes,external_validation
18087,2024,584.2,observado,EUR/mes,external_validation
18140,2024,451.5,observado,EUR/mes,external_validation
19046,2024,550.0,observado,EUR/mes,external_validation
19130,2024,600.0,observado,EUR/mes,external_validation
20030,2024,599.0,observado,EUR/mes,external_validation
20045,2024,721.3,observado,EUR/mes,external_validation
20067,2024,705.4,observado,EUR/mes,external_validation
20069,2024,966.8,observado,EUR/mes,external_validation
21041,2024,508.0,observado,EUR/mes,external_validation
21044,2024,400.0,observado,EUR/mes,external_validation
22125,2024,500.0,observado,EUR/mes,external_validation
23005,2024,350.0,observado,EUR/mes,external_validation
23050,2024,490.0,observado,EUR/mes,external_validation
23055,2024,380.0,observado,EUR/mes,external_validation
23092,2024,398.8,observado,EUR/mes,external_validation
24089,2024,491.3,observado,EUR/mes,external_validation
24115,2024,400.0,observado,EUR/mes,external_validation
24142,2024,415.0,observado,EUR/mes,external_validation
25120,2024,516.3,observado,EUR/mes,external_validation
26089,2024,513.3,observado,EUR/mes,external_validation
27028,2024,404.0,observado,EUR/mes,external_validation
28005,2024,697.8,observado,EUR/mes,external_validation
28006,2024,834.0,observado,EUR/mes,external_validation
28007,2024,740.0,observado,EUR/mes,external_validation
28013,2024,550.0,observado,EUR/mes,external_validation
28014,2024,640.0,observado,EUR/mes,external_validation
28022,2024,1270.2,observado,EUR/mes,external_validation
28045,2024,700.0,observado,EUR/mes,external_validation
28047,2024,683.0,observado,EUR/mes,external_validation
28049,2024,730.0,observado,EUR/mes,external_validation
28058,2024,682.8,observado,EUR/mes,external_validation
28061,2024,636.7,observado,EUR/mes,external_validation
28065,2024,700.0,observado,EUR/mes,external_validation
28074,2024,690.0,observado,EUR/mes,external_validation
28079,2024,868.8,observado,EUR/mes,external_validation
28080,2024,1127.5,observado,EUR/mes,external_validation
28092,2024,700.0,observado,EUR/mes,external_validation
28096,2024,650.0,observado,EUR/mes,external_validation
28106,2024,650.0,observado,EUR/mes,external_validation
28113,2024,700.0,observado,EUR/mes,external_validation
28115,2024,1246.3,observado,EUR/mes,external_validation
28123,2024,867.0,observado,EUR/mes,external_validation
28127,2024,995.9,observado,EUR/mes,external_validation
28130,2024,700.0,observado,EUR/mes,external_validation
28134,2024,825.0,observado,EUR/mes,external_validation
28148,2024,710.0,observado,EUR/mes,external_validation
28161,2024,680.0,observado,EUR/mes,external_validation
28181,2024,901.3,observado,EUR/mes,external_validation
28903,2024,950.0,observado,EUR/mes,external_validation
29007,2024,629.6,observado,EUR/mes,external_validation
29015,2024,500.0,observado,EUR/mes,external_validation
29025,2024,695.2,observado,EUR/mes,external_validation
29051,2024,675.0,observado,EUR/mes,external_validation
29054,2024,675.0,observado,EUR/mes,external_validation
29067,2024,718.3,observado,EUR/mes,external_validation
29069,2024,800.0,observado,EUR/mes,external_validation
29070,2024,615.0,observado,EUR/mes,external_validation
29082,2024,700.0,observado,EUR/mes,external_validation
29084,2024,420.0,observado,EUR/mes,external_validation
29094,2024,538.0,observado,EUR/mes,external_validation
29901,2024,660.0,observado,EUR/mes,external_validation
30003,2024,416.1,observado,EUR/mes,external_validation
30005,2024,409.7,observado,EUR/mes,external_validation
30015,2024,365.8,observado,EUR/mes,external_validation
30016,2024,500.0,observado,EUR/mes,external_validation
30019,2024,350.0,observado,EUR/mes,external_validation
30022,2024,360.0,observado,EUR/mes,external_validation
30024,2024,450.0,observado,EUR/mes,external_validation
30026,2024,357.7,observado,EUR/mes,external_validation
30027,2024,500.0,observado,EUR/mes,external_validation
30030,2024,525.3,observado,EUR/mes,external_validation
30035,2024,410.0,observado,EUR/mes,external_validation
30037,2024,430.0,observado,EUR/mes,external_validation
30039,2024,400.0,observado,EUR/mes,external_validation
30043,2024,350.0,observado,EUR/mes,external_validation
31201,2024,664.8,observado,EUR/mes,external_validation
31232,2024,535.7,observado,EUR/mes,external_validation
32054,2024,410.0,observado,EUR/mes,external_validation
33004,2024,450.0,observado,EUR/mes,external_validation
33024,2024,509.4,observado,EUR/mes,external_validation
33031,2024,360.0,observado,EUR/mes,external_validation
33037,2024,360.0,observado,EUR/mes,external_validation
33044,2024,500.0,observado,EUR/mes,external_validation
33066,2024,425.0,observado,EUR/mes,external_validation
34120,2024,450.0,observado,EUR/mes,external_validation
35002,2024,500.0,observado,EUR/mes,external_validation
35004,2024,500.0,observado,EUR/mes,external_validation
35006,2024,500.8,observado,EUR/mes,external_validation
35011,2024,455.0,observado,EUR/mes,external_validation
35014,2024,541.7,observado,EUR/mes,external_validation
35016,2024,600.0,observado,EUR/mes,external_validation
35017,2024,480.8,observado,EUR/mes,external_validation
35019,2024,600.0,observado,EUR/mes,external_validation
35022,2024,500.0,observado,EUR/mes,external_validation
35026,2024,520.0,observado,EUR/mes,external_validation
36008,2024,429.3,observado,EUR/mes,external_validation
36026,2024,400.0,observado,EUR/mes,external_validation
36038,2024,512.6,observado,EUR/mes,external_validation
36045,2024,416.7,observado,EUR/mes,external_validation
36057,2024,548.8,observado,EUR/mes,external_validation
36060,2024,440.0,observado,EUR/mes,external_validation
37274,2024,515.0,observado,EUR/mes,external_validation
38001,2024,633.3,observado,EUR/mes,external_validation
38006,2024,557.7,observado,EUR/mes,external_validation
38011,2024,600.0,observado,EUR/mes,external_validation
38017,2024,550.0,observado,EUR/mes,external_validation
38023,2024,537.5,observado,EUR/mes,external_validation
38026,2024,500.0,observado,EUR/mes,external_validation
38028,2024,580.0,observado,EUR/mes,external_validation
38031,2024,496.9,observado,EUR/mes,external_validation
38038,2024,598.9,observado,EUR/mes,external_validation
39016,2024,515.0,observado,EUR/mes,external_validation
39020,2024,608.3,observado,EUR/mes,external_validation
39075,2024,595.0,observado,EUR/mes,external_validation
39087,2024,472.5,observado,EUR/mes,external_validation
40194,2024,550.0,observado,EUR/mes,external_validation
41004,2024,500.0,observado,EUR/mes,external_validation
41021,2024,532.5,observado,EUR/mes,external_validation
41024,2024,430.0,observado,EUR/mes,external_validation
41034,2024,450.0,observado,EUR/mes,external_validation
41038,2024,556.5,observado,EUR/mes,external_validation
41039,2024,328.0,observado,EUR/mes,external_validation
41053,2024,370.0,observado,EUR/mes,external_validation
41059,2024,669.5,observado,EUR/mes,external_validation
41065,2024,375.6,observado,EUR/mes,external_validation
41069,2024,400.0,observado,EUR/mes,external_validation
41081,2024,500.0,observado,EUR/mes,external_validation
41091,2024,668.3,observado,EUR/mes,external_validation
41095,2024,450.0,observado,EUR/mes,external_validation
42173,2024,535.8,observado,EUR/mes,external_validation
43038,2024,550.0,observado,EUR/mes,external_validation
43123,2024,509.4,observado,EUR/mes,external_validation
43148,2024,572.0,observado,EUR/mes,external_validation
43155,2024,416.7,observado,EUR/mes,external_validation
43163,2024,529.7,observado,EUR/mes,external_validation
43905,2024,535.8,observado,EUR/mes,external_validation
44216,2024,465.0,observado,EUR/mes,external_validation
45081,2024,600.0,observado,EUR/mes,external_validation
45165,2024,427.1,observado,EUR/mes,external_validation
45168,2024,582.4,observado,EUR/mes,external_validation
46005,2024,506.4,observado,EUR/mes,external_validation
46017,2024,450.0,observado,EUR/mes,external_validation
46021,2024,515.4,observado,EUR/mes,external_validation
46029,2024,400.0,observado,EUR/mes,external_validation
46078,2024,550.0,observado,EUR/mes,external_validation
46094,2024,533.3,observado,EUR/mes,external_validation
46102,2024,490.2,observado,EUR/mes,external_validation
46110,2024,500.0,observado,EUR/mes,external_validation
46131,2024,480.0,observado,EUR/mes,external_validation
46145,2024,437.6,observado,EUR/mes,external_validation
46159,2024,510.0,observado,EUR/mes,external_validation
46169,2024,558.0,observado,EUR/mes,external_validation
46181,2024,434.4,observado,EUR/mes,external_validation
46184,2024,400.0,observado,EUR/mes,external_validation
46190,2024,600.0,observado,EUR/mes,external_validation
46220,2024,512.5,observado,EUR/mes,external_validation
46235,2024,400.0,observado,EUR/mes,external_validation
46244,2024,550.0,observado,EUR/mes,external_validation
46250,2024,680.8,observado,EUR/mes,external_validation
47186,2024,530.8,observado,EUR/mes,external_validation
48013,2024,705.8,observado,EUR/mes,external_validation
48015,2024,669.5,observado,EUR/mes,external_validation
48020,2024,800.0,observado,EUR/mes,external_validation
48027,2024,679.9,observado,EUR/mes,external_validation
48036,2024,701.9,observado,EUR/mes,external_validation
48044,2024,900.0,observado,EUR/mes,external_validation
48054,2024,826.1,observado,EUR/mes,external_validation
48078,2024,696.4,observado,EUR/mes,external_validation
48082,2024,695.3,observado,EUR/mes,external_validation
48084,2024,650.0,observado,EUR/mes,external_validation
49275,2024,409.7,observado,EUR/mes,external_validation
50297,2024,550.0,observado,EUR/mes,external_validation
51001,2024,675.0,observado,EUR/mes,external_validation
52001,2024,600.0,observado,EUR/mes,external_validation
