cod_ine,nombre,anio,ipr4_nacional_observado,ipr5_prospectivo,cuartil_ipr,anio_externo,alquiler_mediano_mensual,estado,unidad,uso
39020,Castro-Urdiales,2023,53.79942140790743,46.57387905764846,Q3,2023,591.8,observado,EUR/mes,external_validation
39075,Santander,2023,73.82835101253617,62.80376723482792,Q4,2023,552.1,observado,EUR/mes,external_validation
39087,Torrelavega,2023,39.09353905496625,33.428183693410055,Q2,2023,450.0,observado,EUR/mes,external_validation
40194,Segovia,2023,51.39826422372227,46.22163717294539,Q3,2023,515.7,observado,EUR/mes,external_validation
41004,Alcalá de Guadaíra,2023,43.15332690453231,44.7266854847465,Q2,2023,466.0,observado,EUR/mes,external_validation
41021,Camas,2023,70.76181292189007,66.65416350016285,Q4,2023,500.0,observado,EUR/mes,external_validation
41024,Carmona,2023,32.42044358727098,34.56068830745848,Q1,2023,412.5,observado,EUR/mes,external_validation
41034,Coria del Río,2023,31.282545805207334,35.23254804038649,Q1,2023,427.9,observado,EUR/mes,external_validation
41038,Dos Hermanas,2023,62.391513982642245,65.15199218325915,Q3,2023,530.0,observado,EUR/mes,external_validation
41039,Écija,2023,19.14175506268081,25.359895776788623,Q1,2023,330.0,observado,EUR/mes,external_validation
41053,Lebrija,2023,36.66345226615237,37.02486157854739,Q1,2023,350.0,observado,EUR/mes,external_validation
41059,Mairena del Aljarafe,2023,39.83606557377049,43.54608620128108,Q2,2023,641.7,observado,EUR/mes,external_validation
41065,Morón de la Frontera,2023,19.54676952748313,21.78031701226794,Q1,2023,364.0,observado,EUR/mes,external_validation
41069,Palacios y Villafranca (Los),2023,25.477338476374157,26.22527412875909,Q1,2023,397.8,observado,EUR/mes,external_validation
41081,Rinconada (La),2023,55.04339440694311,54.882911735967866,Q3,2023,485.2,observado,EUR/mes,external_validation
41091,Sevilla,2023,77.47348119575699,76.48159808924113,Q4,2023,641.3,observado,EUR/mes,external_validation
41095,Utrera,2023,36.345226615236264,38.64178699381175,Q1,2023,430.0,observado,EUR/mes,external_validation
42173,Soria,2023,46.374156219865,41.05710563456737,Q2,2023,500.0,observado,EUR/mes,external_validation
43038,Cambrils,2023,65.26518804243008,62.13103897513842,Q4,2023,515.8,observado,EUR/mes,external_validation
43123,Reus,2023,41.24397299903568,41.01764194984258,Q2,2023,492.5,observado,EUR/mes,external_validation
43148,Tarragona,2023,60.877531340405014,62.57371620888068,Q3,2023,550.0,observado,EUR/mes,external_validation
43155,Tortosa,2023,18.881388621022182,21.810769731842363,Q1,2023,400.0,observado,EUR/mes,external_validation
43163,Vendrell (El),2023,68.35101253616202,65.35001628487677,Q4,2023,500.0,observado,EUR/mes,external_validation
43905,Salou,2023,62.169720347155256,57.06611659971773,Q3,2023,500.0,observado,EUR/mes,external_validation
44216,Teruel,2023,27.88813886210222,28.52279882748887,Q1,2023,446.2,observado,EUR/mes,external_validation
45081,Illescas,2023,32.70973963355834,33.018510476604064,Q1,2023,575.0,observado,EUR/mes,external_validation
45165,Talavera de la Reina,2023,36.61523625843781,46.02361307132776,Q1,2023,400.0,observado,EUR/mes,external_validation
45168,Toledo,2023,57.01060752169721,62.5153077841711,Q3,2023,550.0,observado,EUR/mes,external_validation
46005,Alaquàs,2023,39.09353905496625,39.58712409076105,Q2,2023,475.0,observado,EUR/mes,external_validation
46017,Alzira,2023,25.593056894889106,32.83025730105309,Q1,2023,420.0,observado,EUR/mes,external_validation
46021,Aldaia,2023,41.63934426229509,45.625230702421014,Q2,2023,488.5,observado,EUR/mes,external_validation
46029,Algemesí,2023,21.677917068466737,30.04874606448811,Q1,2023,376.9,observado,EUR/mes,external_validation
46078,Burjassot,2023,52.0443587270974,49.94962544783411,Q3,2023,500.0,observado,EUR/mes,external_validation
46094,Catarroja,2023,41.571841851494696,47.85262186516122,Q2,2023,500.0,observado,EUR/mes,external_validation
46102,Quart de Poblet,2023,53.6162005785921,56.35191618716752,Q3,2023,450.0,observado,EUR/mes,external_validation
46110,Xirivella,2023,47.15525554484089,51.40647052437303,Q2,2023,467.5,observado,EUR/mes,external_validation
46131,Gandia,2023,59.2092574734812,57.2318423623928,Q3,2023,450.0,observado,EUR/mes,external_validation
46145,Xàtiva,2023,49.95178399228544,56.614645532515475,Q2,2023,400.0,observado,EUR/mes,external_validation
46159,Manises,2023,55.89199614271939,57.98832917164261,Q3,2023,480.3,observado,EUR/mes,external_validation
46169,Mislata,2023,59.6817743490839,56.29242210400608,Q3,2023,520.2,observado,EUR/mes,external_validation
46181,Oliva,2023,66.40308582449374,68.46249050048854,Q4,2023,400.0,observado,EUR/mes,external_validation
46184,Ontinyent,2023,41.40790742526519,45.080827271740304,Q2,2023,360.0,observado,EUR/mes,external_validation
46190,Paterna,2023,59.40212150433944,61.4686244707415,Q3,2023,551.6,observado,EUR/mes,external_validation
46220,Sagunto/Sagunt,2023,49.50819672131148,49.03560959722072,Q2,2023,468.7,observado,EUR/mes,external_validation
46235,Sueca,2023,30.665380906460943,33.61524264466399,Q1,2023,392.2,observado,EUR/mes,external_validation
46244,Torrent,2023,51.37897782063646,53.65557485615026,Q3,2023,500.0,observado,EUR/mes,external_validation
46250,Valencia,2023,76.38379942140791,73.41960699164042,Q4,2023,625.0,observado,EUR/mes,external_validation
47186,Valladolid,2023,43.78977820636452,40.30078167408533,Q2,2023,500.0,observado,EUR/mes,external_validation
48013,Barakaldo,2023,55.978784956605594,48.37666919986972,Q3,2023,,sin_registro,EUR/mes,external_validation
48015,Basauri,2023,54.175506268081,47.39023993051786,Q3,2023,,sin_registro,EUR/mes,external_validation
48020,Bilbao,2023,65.36162005785921,56.501085658451856,Q4,2023,,sin_registro,EUR/mes,external_validation
48027,Durango,2023,42.9893924783028,36.83899685159049,Q2,2023,,sin_registro,EUR/mes,external_validation
48036,Galdakao,2023,43.54869816779171,38.80447291282163,Q2,2023,,sin_registro,EUR/mes,external_validation
48044,Getxo,2023,64.65766634522662,,Q4,2023,,sin_registro,EUR/mes,external_validation
48054,Leioa,2023,51.996142719382846,44.445065682336335,Q3,2023,,sin_registro,EUR/mes,external_validation
48078,Portugalete,2023,57.087753134040504,48.673596786450986,Q3,2023,,sin_registro,EUR/mes,external_validation
48082,Santurtzi,2023,53.92478302796528,45.83606557377049,Q3,2023,,sin_registro,EUR/mes,external_validation
48084,Sestao,2023,52.131147540983605,45.056508522418845,Q3,2023,,sin_registro,EUR/mes,external_validation
49275,Zamora,2023,36.837029893924786,34.14260123765064,Q2,2023,400.0,observado,EUR/mes,external_validation
50297,Zaragoza,2023,39.72999035679846,39.234067962219086,Q2,2023,510.5,observado,EUR/mes,external_validation
51001,Ceuta,2023,34.35872709739634,31.340679622190855,Q1,2023,650.0,observado,EUR/mes,external_validation
52001,Melilla,2023,44.040501446480235,42.94767126262078,Q2,2023,600.0,observado,EUR/mes,external_validation
