cod_ine,anio,ipr,dqs,dqs_level,local_moran_i,p_value,p_value_fdr,quadrant,cluster_type,cluster_type_raw,is_significant,is_significant_raw,eligible,exclusion_reason,neighbor_count,neighbors,standardized_ipr,spatial_lag,spatial_lag_ipr,calculation_version,calculated_at
46220,2023,49.50819672131148,,,0.35583383944682806,0.04,0.36666666666666664,LL,NS,LL,False,True,True,,1,['12126'],-0.1676294699717301,-2.1324332264450896,12.391513982642238,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
46235,2023,30.665380906460943,,,-1.4556043988575733,0.21,0.7946268656716418,LH,NS,NS,False,False,True,,1,['46250'],-1.165090249433654,1.255053842392846,76.38379942140791,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
46244,2023,51.37897782063646,,,0.04303990080151233,0.332,0.874601226993865,LL,NS,NS,False,False,True,,3,"['46005', '46021', '46094']",-0.06859805174470165,-0.6302865595925029,40.768241722918674,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
46250,2023,76.38379942140791,,,-0.23229585413801637,0.644,0.874601226993865,HL,NS,NS,False,False,True,,7,"['46078', '46094', '46102', '46110', '46169', '46190', '46235']",1.255053842392846,-0.18593350971766823,49.162419065987045,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
47186,2023,43.78977820636452,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
48013,2023,55.9787849566056,,,0.055956641237727145,0.648,0.874601226993865,HH,NS,NS,False,False,True,,2,"['48020', '48084']",0.17489672399907408,0.32140196642771857,58.74638379942141,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
48015,2023,54.175506268081,,,0.00745244497051207,0.88,0.9533333333333333,HH,NS,NS,False,False,True,,2,"['48020', '48036']",0.07943860436786593,0.09424226997912308,54.45515911282546,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
48020,2023,65.36162005785921,,,-0.05097903135899811,0.938,0.9826666666666667,HL,NS,NS,False,False,True,,3,"['48013', '48015', '48036']",0.6715852288181382,-0.07625512016431735,51.23432979749277,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
48027,2023,42.9893924783028,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
48036,2023,43.54869816779171,,,-0.18058547437399045,0.59,0.874601226993865,LH,NS,NS,False,False,True,,2,"['48015', '48020']",-0.48310068885989205,0.3755119165930021,59.76856316297011,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
48044,2023,64.65766634522662,,,0.06240908464075219,0.864,0.9453465346534654,HH,NS,NS,False,False,True,,2,"['48054', '48078']",0.6343208291760088,0.09883651103089233,54.54194792671167,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
48054,2023,51.996142719382846,,,-0.010003836505473209,0.624,0.874601226993865,LH,NS,NS,False,False,True,,3,"['48044', '48078', '48084']",-0.035927893154341584,0.27971348280981134,57.9588556734169,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
48078,2023,57.0877531340405,,,0.03696080941130886,0.75,0.94,HH,NS,NS,False,False,True,,4,"['48044', '48054', '48082', '48084']",0.23360091521612625,0.15894449812487466,55.677434908389586,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
48082,2023,53.92478302796528,,,0.015386263575318282,0.812,0.9453465346534654,HH,NS,NS,False,False,True,,1,['48078'],0.06616635244053226,0.23360091521612625,57.0877531340405,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
48084,2023,52.131147540983605,,,-0.003558099678878151,0.802,0.9453465346534654,LH,NS,NS,False,False,True,,3,"['48013', '48054', '48078']",-0.028781295962701015,0.12418991535361956,55.020893603342984,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
49275,2023,36.83702989392479,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
50297,2023,39.72999035679846,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
51001,2023,34.35872709739634,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
52001,2023,44.04050144648024,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
